"","UOGID","name","my_formula","allocation","formula_diff","pct_diff","rolled_up","pct_diff_rollup"
"137","219999","KENTUCKY STATE PROGRAM",1429656,2165997,-736341,-34,1429656,-34
"138","220126","BATON ROUGE",224738,288219,-63481,-22.03,224738,-22.03
"139","221296","NEW ORLEANS",2065811,1148013,917798,79.95,2065811,79.95
"140","221650","SHREVEPORT",157284,178322,-21038,-11.8,157284,-11.8
"141","229051","JEFFERSON PARISH",492692,246131,246561,100.17,492692,100.17
"142","229999","LOUISIANA STATE PROGRAM",1495156,2479758,-984602,-39.71,1495156,-39.71
"143","232484","PORTLAND",84758,147242,-62484,-42.44,0,-100
"144","239999","MAINE STATE PROGRAM",660389,1205159,-544770,-45.2,745147,-38.17
"145","240066","BALTIMORE",1182895,1593947,-411052,-25.79,1182895,-25.79
"146","249003","ANNE ARUNDEL COUNTY",143379,143608,-229,-0.16,143379,-0.16
"147","249005","BALTIMORE COUNTY",365867,284831,81036,28.45,365867,28.45
"148","249031","MONTGOMERY COUNTY",444370,352152,92218,26.19,444370,26.19
"149","249033","PRINCE GEORGES COUNTY",448700,413117,35583,8.61,448700,8.61
"150","249999","MARYLAND STATE PROGRAM",1423672,950800,472872,49.73,1423672,49.73
"151","250282","BOSTON",1578846,1346620,232226,17.25,1578846,17.25
"152","250396","CAMBRIDGE",215031,214463,568,0.26,215031,0.26
"153","250744","FALL RIVER",92268,207284,-115016,-55.49,0,-100
"154","251284","LOWELL",179481,164753,14728,8.94,179481,8.94
"155","251302","LYNN",179497,174484,5013,2.87,179497,2.87
"156","251614","NEW BEDFORD",109629,207061,-97432,-47.05,0,-100
"157","251650","NEWTON",69200,155623,-86423,-55.53,0,-100
"158","251992","QUINCY",130590,141697,-11107,-7.84,130590,-7.84
"159","252250","SOMERVILLE",55146,196502,-141356,-71.94,0,-100
"160","252340","SPRINGFIELD",203626,281134,-77508,-27.57,203626,-27.57
"161","252880","WORCESTER",184115,313164,-129049,-41.21,184115,-41.21
"162","259999","MASSACHUSETTS STATE PROG",2388843,4044913,-1656070,-40.94,2715086,-32.88
"163","261638","DEARBORN",36246,152141,-115895,-76.18,0,-100
"164","261698","DETROIT",1051424,2541153,-1489729,-58.62,1051424,-58.62
"165","262172","FLINT",99312,297795,-198483,-66.65,0,-100
"166","262544","GRAND RAPIDS",160054,278330,-118276,-42.49,160054,-42.49
"167","263222","KALAMAZOO",113000,127230,-14230,-11.18,0,-100
"168","263456","LANSING",116123,152072,-35949,-23.64,0,-100
"169","265340","SAGINAW",61484,172084,-110600,-64.27,0,-100
"170","269125","OAKLAND COUNTY",176448,266713,-90265,-33.84,176448,-33.84
"171","269161","WASHTENAW COUNTY",188673,151661,37012,24.4,188673,24.4
"172","269163","WAYNE COUNTY",126463,418733,-292270,-69.8,126463,-69.8
"173","269999","MICHIGAN STATE PROGRAM",2672935,4385620,-1712685,-39.05,3099100,-29.33
"174","271266","DULUTH",88746,194477,-105731,-54.37,0,-100
"175","273120","MINNEAPOLIS",733361,914077,-180716,-19.77,733361,-19.77
"176","274164","ST PAUL",413064,547291,-134227,-24.53,413064,-24.53
"177","279053","HENNEPIN COUNTY",197050,165478,31572,19.08,197050,19.08
"178","279137","ST LOUIS COUNTY",68282,167231,-98949,-59.17,0,-100
"179","279999","MINNESOTA STATE PROGRAM",1291867,1940102,-648235,-33.41,1448895,-25.32
"180","280726","JACKSON",180871,171208,9663,5.64,180871,5.64
"181","289999","MISSISSIPPI STATE PROG",1291442,2251586,-960144,-42.64,1291442,-42.64
"182","292670","KANSAS CITY",438299,579513,-141214,-24.37,438299,-24.37
"183","294626","ST LOUIS",437572,1352317,-914745,-67.64,437572,-67.64
"184","299189","ST LOUIS COUNTY",309455,379650,-70195,-18.49,309455,-18.49
"185","299999","MISSOURI STATE PROGRAM",1758589,2231795,-473206,-21.2,1758589,-21.2
"186","309999","MONTANA STATE PROGRAM",587991,628825,-40834,-6.49,587991,-6.49
"187","312208","OMAHA",345164,328459,16705,5.09,345164,5.09
"188","319999","NEBRASKA STATE PROGRAM",861452,980894,-119442,-12.18,861452,-12.18
"189","320108","LAS VEGAS",990477,350742,639735,182.39,990477,182.39
"190","320150","RENO",252713,140023,112690,80.48,252713,80.48
"191","329003","CLARK COUNTY",1296355,438633,857722,195.54,1296355,195.54
"192","329999","NEVADA STATE PROGRAM",716308,459058,257250,56.04,716308,56.04
"193","330930","MANCHESTER",139584,130906,8678,6.63,139584,6.63
"194","339999","NEW HAMPSHIRE STATE PROG",420323,774594,-354271,-45.74,420323,-45.74
"195","340138","BAYONNE",88586,131744,-43158,-32.76,0,-100
"196","340414","CAMDEN",152901,191772,-38871,-20.27,152901,-20.27
"197","340798","ELIZABETH",266664,143759,122905,85.49,266664,85.49
"198","341464","JERSEY CITY",363075,449811,-86736,-19.28,363075,-19.28
"199","342190","NEWARK",490974,592520,-101546,-17.14,490974,-17.14
"200","342466","PATERSON",261493,202775,58718,28.96,261493,28.96
"201","343216","TRENTON",168697,210170,-41473,-19.73,168697,-19.73
"202","349003","BERGEN COUNTY",336272,744553,-408281,-54.84,336272,-54.84
"203","349007","CAMDEN COUNTY",137696,180539,-42843,-23.73,137696,-23.73
"204","349013","ESSEX COUNTY",227894,431120,-203226,-47.14,227894,-47.14
"205","349017","HUDSON COUNTY",187666,258505,-70839,-27.4,187666,-27.4
"206","349023","MIDDLESEX COUNTY",212612,132902,79710,59.98,212612,59.98
"207","349025","MONMOUTH COUNTY",161846,206870,-45024,-21.76,161846,-21.76
"208","349027","MORRIS COUNTY",121126,155339,-34213,-22.02,0,-100
"209","349039","UNION COUNTY",300511,370130,-69619,-18.81,300511,-18.81
"210","349999","NEW JERSEY STATE PROGRAM",2481768,2516883,-35115,-1.4,2691480,6.94
"211","350012","ALBUQUERQUE",629712,302786,326926,107.97,629712,107.97
"212","359999","NEW MEXICO STATE PROGRAM",620514,1142522,-522008,-45.69,620514,-45.69
"213","360040","ALBANY",132955,255005,-122050,-47.86,132955,-47.86
"214","360556","BINGHAMTON",39537,159719,-120182,-75.25,0,-100
"215","360784","BUFFALO",288131,1102056,-813925,-73.86,288131,-73.86
"216","363160","ISLIP TOWN",103621,140623,-37002,-26.31,0,-100
"217","364436","NEW YORK CITY",19714555,12357055,7357500,59.54,19714555,59.54
"218","364448","NIAGARA FALLS",38477,173414,-134937,-77.81,0,-100
"219","365544","ROCHESTER",221454,660884,-439430,-66.49,221454,-66.49
"220","365848","SCHENECTADY",83703,175728,-92025,-52.37,0,-100
"221","366376","SYRACUSE",162855,423720,-260865,-61.57,162855,-61.57
"222","366468","TONAWANDA TOWN",28111,130448,-102337,-78.45,0,-100
"223","366500","TROY",69337,141653,-72316,-51.05,0,-100
"224","366612","UTICA",61548,199623,-138075,-69.17,0,-100
"225","367260","YONKERS",257645,255222,2423,0.95,257645,0.95
"226","369029","ERIE COUNTY",58676,207863,-149187,-71.77,0,-100
"227","369055","MONROE COUNTY",58454,131677,-73223,-55.61,0,-100
"228","369059","NASSAU COUNTY",706589,1070881,-364292,-34.02,706589,-34.02
"229","369067","ONONDAGA COUNTY",58757,155745,-96988,-62.27,0,-100
"230","369087","ROCKLAND COUNTY",186652,143319,43333,30.24,186652,30.24
"231","369103","SUFFOLK COUNTY",212285,253669,-41384,-16.31,212285,-16.31
"232","369119","WESTCHESTER COUNTY",272698,405939,-133241,-32.82,272698,-32.82
"233","369999","NEW YORK STATE PROGRAM",2172629,5143998,-2971369,-57.76,2772852,-46.1
"234","370558","CHARLOTTE",818830,328892,489938,148.97,818830,148.97
"235","370828","DURHAM",217582,133248,84334,63.29,217582,63.29
"236","371188","GREENSBORO",206697,131769,74928,56.86,206697,56.86
"237","372304","RALEIGH",270404,169813,100591,59.24,270404,59.24
"238","373180","WINSTON SALEM",189862,129164,60698,46.99,189862,46.99
"239","379999","NORTH CAROLINA STA PROG",3180597,4030542,-849945,-21.09,3180597,-21.09
"240","389999","NORTH DAKOTA STATE PROG",310668,433741,-123073,-28.37,310668,-28.37
"241","390042","AKRON",213497,468473,-254976,-54.43,213497,-54.43
"242","390858","CANTON",80209,198194,-117985,-59.53,0,-100
"243","391062","CINCINNATI",353354,889886,-536532,-60.29,353354,-60.29
"244","391104","CLEVELAND",554840,1640125,-1085285,-66.17,554840,-66.17
"245","391176","COLUMBUS",563744,442245,121499,27.47,563744,27.47
"246","391362","DAYTON",201757,434884,-233127,-53.61,201757,-53.61
"247","392628","LAKEWOOD",44951,152353,-107402,-70.5,0,-100
"248","394998","SPRINGFIELD",60531,137031,-76500,-55.83,0,-100
"249","395214","TOLEDO",276729,554652,-277923,-50.11,276729,-50.11
"250","395874","YOUNGSTOWN",53982,275769,-221787,-80.42,0,-100
"251","399035","CUYAHOGA COUNTY",157585,281145,-123560,-43.95,157585,-43.95
"252","399049","FRANKLIN COUNTY",129624,125275,4349,3.47,129624,3.47
"253","399061","HAMILTON COUNTY",116091,220217,-104126,-47.28,0,-100
"254","399113","MONTGOMERY COUNTY",35508,125238,-89730,-71.65,0,-100
"255","399999","OHIO STATE PROGRAM",2421003,5089516,-2668513,-52.43,2812274,-44.74
"256","402268","OKLAHOMA CITY",419013,361350,57663,15.96,419013,15.96
"257","403036","TULSA",280005,251967,28038,11.13,280005,11.13
"258","409999","OKLAHOMA STATE PROGRAM",1400578,1452305,-51727,-3.56,1400578,-3.56
"259","411098","PORTLAND",1148985,687913,461072,67.02,1148985,67.02
"260","419005","CLACKAMAS COUNTY",501562,146225,355337,243.01,501562,243.01
"261","419067","WASHINGTON COUNTY",270753,137797,132956,96.49,270753,96.49
"262","419999","OREGON STATE PROGRAM",4275529,1522831,2752698,180.76,4275529,180.76
"263","420096","ALLENTOWN",78026,189920,-111894,-58.92,0,-100
"264","420114","ALTOONA",30560,137598,-107038,-77.79,0,-100
"265","422178","ERIE",39239,242078,-202839,-83.79,0,-100
"266","422898","HARRISBURG",78481,142536,-64055,-44.94,0,-100
"267","425451","PHILADELPHIA",1796836,3502323,-1705487,-48.7,1796836,-48.7
"268","425529","PITTSBURGH",229121,1141900,-912779,-79.94,229121,-79.94
"269","425793","READING",106508,212738,-106230,-49.93,0,-100
"270","426201","SCRANTON",62691,234478,-171787,-73.26,0,-100
"271","427227","UPPER DARBY",49707,134745,-85038,-63.11,0,-100
"272","427947","WILKES-BARRE",25229,132814,-107585,-81,0,-100
"273","429003","ALLEGHENY COUNTY",272541,1130411,-857870,-75.89,272541,-75.89
"274","429007","BEAVER COUNTY",57195,267070,-209875,-78.58,0,-100
"275","429011","BERKS COUNTY",80535,185116,-104581,-56.49,0,-100
"276","429017","BUCKS COUNTY",114911,162806,-47895,-29.42,0,-100
"277","429029","CHESTER COUNTY",120278,188659,-68381,-36.25,0,-100
"278","429045","DELAWARE COUNTY",124671,290636,-165965,-57.1,0,-100
"279","429071","LANCASTER COUNTY",137379,230598,-93219,-40.42,137379,-40.42
"280","429079","LUZERNE COUNTY",60503,345948,-285445,-82.51,0,-100
"281","429091","MONTGOMERY COUNTY",125695,252678,-126983,-50.25,125695,-50.25
"282","429125","WASHINGTON COUNTY",66206,295755,-229549,-77.61,0,-100
"283","429129","WESTMORELAND COUNTY",76329,313966,-237637,-75.69,0,-100
"284","429133","YORK COUNTY",42828,179292,-136464,-76.11,0,-100
"285","429999","PENNSYLVANIA STATE PROG",1649846,5082869,-3433023,-67.54,2863744,-43.66
"286","440210","PAWTUCKET",56434,143144,-86710,-60.58,0,-100
"287","440222","PROVIDENCE",187917,389483,-201566,-51.75,187917,-51.75
"288","440306","WOONSOCKET",42721,92248,-49527,-53.69,0,-100
"289","449999","RHODE ISLAND STATE PROG",249245,557084,-307839,-55.26,348400,-37.46
"290","459019","CHARLESTON COUNTY",73334,140272,-66938,-47.72,0,-100
"291","459045","GREENVILLE COUNTY",121121,166206,-45085,-27.13,0,-100
"292","459999","SOUTH CAROLINA STA PROG",1764097,2352358,-588261,-25.01,1958552,-16.74
"293","469999","SOUTH DAKOTA STATE PROG",359957,548955,-188998,-34.43,359957,-34.43
"294","471014","KNOXVILLE",196652,128669,67983,52.84,196652,52.84
"295","471242","MEMPHIS",570641,555089,15552,2.8,570641,2.8
"296","471368","NASHVILLE-DAVIDSON",683800,341417,342383,100.28,683800,100.28
"297","479999","TENNESSEE STATE PROGRAM",2262711,2398189,-135478,-5.65,2262711,-5.65
"298","480222","ARLINGTON",255260,217864,37396,17.16,255260,17.16
"299","480264","AUSTIN",856526,516377,340149,65.87,856526,65.87
"300","480726","BROWNSVILLE",247058,224950,22108,9.83,247058,9.83
"301","481206","CORPUS CHRISTI",230525,231931,-1406,-0.61,230525,-0.61
"302","481338","DALLAS",1357501,1203333,154168,12.81,1357501,12.81
"303","481680","EL PASO",492983,581902,-88919,-15.28,492983,-15.28
"304","481896","FORT WORTH",438309,464091,-25782,-5.56,438309,-5.56
"305","481998","GARLAND",106657,142888,-36231,-25.36,0,-100
"306","482514","HOUSTON",2420056,2074419,345637,16.66,2420056,16.66
"307","482628","IRVING",180136,155609,24527,15.76,180136,15.76
"308","483042","LAREDO",270998,249191,21807,8.75,270998,8.75
"309","483288","LUBBOCK",167571,158783,8788,5.53,167571,5.53
"310","484068","PASADENA",140791,131753,9038,6.86,140791,6.86
"311","484758","SAN ANTONIO",1151675,1001730,149945,14.97,1151675,14.97
"312","489039","BRAZORIA COUNTY",127454,129023,-1569,-1.22,127454,-1.22
"313","489113","DALLAS COUNTY",124912,145556,-20644,-14.18,0,-100
"314","489157","FORT BEND COUNTY",105997,135170,-29173,-21.58,0,-100
"315","489201","HARRIS COUNTY",642499,739600,-97101,-13.13,642499,-13.13
"316","489215","HIDALGO COUNTY",545679,578591,-32912,-5.69,545679,-5.69
"317","489339","MONTGOMERY COUNTY",103233,126703,-23470,-18.52,0,-100
"318","489439","TARRANT COUNTY",209728,185253,24475,13.21,209728,13.21
"319","489999","TEXAS STATE PROGRAM",6618355,8080389,-1462034,-18.09,7059155,-12.64
"320","491092","SALT LAKE CITY",281616,279905,1711,0.61,281616,0.61
"321","499035","SALT LAKE COUNTY",187411,170683,16728,9.8,187411,9.8
"322","499999","UTAH STATE PROGRAM",743446,975236,-231790,-23.77,743446,-23.77
"323","509999","VERMONT STATE PROGRAM",366161,570667,-204506,-35.84,366161,-35.84
"324","511116","NORFOLK",169067,355948,-186881,-52.5,169067,-52.5
"325","511308","RICHMOND",220246,334358,-114112,-34.13,220246,-34.13
"326","511320","ROANOKE",102539,127611,-25072,-19.65,0,-100
"327","511590","VIRGINIA BEACH",163617,167203,-3586,-2.14,163617,-2.14
"328","519059","FAIRFAX COUNTY",564047,409139,154908,37.86,564047,37.86
"329","519153","PRINCE WILLIAM COUNTY",233417,131525,101892,77.47,233417,77.47
"330","519999","VIRGINIA STATE PROGRAM",2147116,2628384,-481268,-18.31,2249655,-14.41
"331","531392","SEATTLE",1601365,826645,774720,93.72,1601365,93.72
"332","531488","SPOKANE",256557,260225,-3668,-1.41,256557,-1.41
"333","531554","TACOMA",233570,200858,32712,16.29,233570,16.29
"334","539033","KING COUNTY",675493,308953,366540,118.64,675493,118.64
"335","539053","PIERCE COUNTY",243896,204947,38949,19,243896,19
"336","539061","SNOHOMISH COUNTY",443387,211245,232142,109.89,443387,109.89
"337","539999","WASHINGTON STATE PROGRAM",3561369,2165289,1396080,64.48,3561369,64.48
"338","540264","CHARLESTON",50210,127130,-76920,-60.5,0,-100
"339","540666","HUNTINGTON",59521,142131,-82610,-58.12,0,-100
"340","549999","WEST VIRGINIA STATE PROG",739081,1441716,-702635,-48.74,848812,-41.12
"341","553944","MADISON",178337,136319,42018,30.82,178337,30.82
"342","554340","MILWAUKEE",567345,1156495,-589150,-50.94,567345,-50.94
"343","555424","RACINE",68578,134786,-66208,-49.12,0,-100
"344","559999","WISCONSIN STATE PROGRAM",1823761,3097945,-1274184,-41.13,1892339,-38.92
"345","569999","WYOMING STATE PROGRAM",226740,288756,-62016,-21.48,226740,-21.48
"346","729005","AGUADILLA MUNICIPIO",47242,127519,-80277,-62.95,0,-100
"347","729013","ARECIBO MUNICIPIO",58421,187533,-129112,-68.85,0,-100
"348","729021","BAYAMON MUNICIPIO",134429,312036,-177607,-56.92,134429,-56.92
"349","729025","CAGUAS MUNICIPIO",109196,231761,-122565,-52.88,0,-100
"350","729031","CAROLINA MUNICIPIO",105426,265881,-160455,-60.35,0,-100
"351","729061","GUAYNABO MUNICIPIO",56896,131064,-74168,-56.59,0,-100
"352","729097","MAYAGUEZ MUNICIPIO",105342,194527,-89185,-45.85,0,-100
"353","729113","PONCE MUNICIPIO",194349,352844,-158495,-44.92,194349,-44.92
"354","729127","SAN JUAN MUNICIPIO",489298,708225,-218927,-30.91,489298,-30.91
"355","729137","TOA BAJA MUNICIPIO",55255,145136,-89881,-61.93,0,-100
"356","729999","PUERTO RICO STATE PROG",1791062,4887836,-3096774,-63.36,2328839,-52.35
"357","600001","AMERICAN SAMOA",NA,80949,NA,NA,NA,NA
"358","660001","GUAM",NA,220084,NA,NA,NA,NA
"359","690001","NORTHERN MARIANAS",NA,63503,NA,NA,NA,NA
"360","780001","VIRGIN ISLANDS",NA,135464,NA,NA,NA,NA
