"","UOGID","name","my_formula","allocation","formula_diff","pct_diff","rolled_up","pct_diff_rollup"
"47","069013","Contra Costa County",899038,403140,495898,123.01,899038,123.01
"48","069019","Fresno County",331239,245607,85632,34.87,331239,34.87
"49","069029","Kern County",459941,419432,40509,9.66,459941,9.66
"50","069037","Los Angeles County",6468746,1915450,4553296,237.71,6468746,237.71
"51","069059","Orange County",494961,223982,270979,120.98,494961,120.98
"52","069065","Riverside County",622083,641710,-19627,-3.06,622083,-3.06
"53","069067","Sacramento County",1155988,506761,649227,128.11,1155988,128.11
"54","069071","San Bernardino County",622511,635741,-13230,-2.08,622511,-2.08
"55","069073","San Diego County",712621,364738,347883,95.38,712621,95.38
"56","069077","San Joaquin County",419006,237378,181628,76.51,419006,76.51
"57","069079","San Luis Obispo County",630637,163280,467357,286.23,630637,286.23
"58","069081","San Mateo County",499928,231864,268064,115.61,499928,115.61
"59","069097","Sonoma County",698270,163560,534710,326.92,698270,326.92
"60","069099","Stanislaus County",376970,202628,174342,86.04,376970,86.04
"61","069999","California Nonentitlement",26299395,12757275,13542120,106.15,26299395,106.15
"62","080072","Aurora",427151,250683,176468,70.39,427151,70.39
"63","080288","Colorado Springs",494129,257266,236863,92.07,494129,92.07
"64","080390","Denver",918627,597226,321401,53.82,918627,53.82
"65","089999","Colorado Nonentitlement",2513489,2135314,378175,17.71,2513489,17.71
"66","090102","Bridgeport",166404,284467,-118063,-41.5,166404,-41.5
"67","090492","Hartford",193288,309047,-115759,-37.46,193288,-37.46
"68","090726","New Haven",153506,329995,-176489,-53.48,153506,-53.48
"69","091194","Waterbury",112422,186821,-74399,-39.82,0,-100
"70","099999","Connecticut Nonentitlement",1222800,2366278,-1143478,-48.32,1335221,-43.57
"71","100336","Wilmington",110807,187831,-77024,-41.01,0,-100
"72","109003","New Castle County",153637,200206,-46569,-23.26,153637,-23.26
"73","109999","Delaware Nonentitlement",148299,234063,-85764,-36.64,259106,10.7
"74","110006","District Of Columbia",2427710,1334637,1093073,81.9,2427710,81.9
"75","121236","Hialeah",281677,240558,41119,17.09,281677,17.09
"76","121968","Miami",643431,473580,169851,35.87,643431,35.87
"77","122292","Orlando",181520,194392,-12872,-6.62,181520,-6.62
"78","122724","St Petersburg",281135,156473,124662,79.67,281135,79.67
"79","123000","Tallahassee",182136,162749,19387,11.91,182136,11.91
"80","123012","Tampa",291957,279374,12583,4.5,291957,4.5
"81","129011","Broward County",308521,239140,69381,29.01,308521,29.01
"82","129021","Collier County",243307,205067,38240,18.65,243307,18.65
"83","129031","Jacksonville-Duval Count",582866,552683,30183,5.46,582866,5.46
"84","129057","Hillsborough County",587228,617601,-30373,-4.92,587228,-4.92
"85","129071","Lee County",176100,267778,-91678,-34.24,176100,-34.24
"86","129081","Manatee County",207173,164657,42516,25.82,207173,25.82
"87","129083","Marion County",150675,169022,-18347,-10.85,150675,-10.85
"88","129086","Miami-Dade County",1114546,1127686,-13140,-1.17,1114546,-1.17
"89","129095","Orange County",491459,587025,-95566,-16.28,491459,-16.28
"90","129099","Palm Beach County",587701,562941,24760,4.4,587701,4.4
"91","129101","Pasco County",374512,242018,132494,54.75,374512,54.75
"92","129103","Pinellas County",388422,214344,174078,81.21,388422,81.21
"93","129105","Polk County",199896,311315,-111419,-35.79,199896,-35.79
"94","129115","Sarasota County",181728,147477,34251,23.22,181728,23.22
"95","129117","Seminole County",116334,171666,-55332,-32.23,0,-100
"96","129127","Volusia County",184812,161372,23440,14.53,184812,14.53
"97","129999","Florida Nonentitlement",6337447,5911591,425856,7.2,6453782,9.17
"98","130174","Atlanta",1062768,627336,435432,69.41,1062768,69.41
"99","130192","Augusta-Richmond County",177506,156481,21025,13.44,177506,13.44
"100","131968","Macon",98233,164035,-65802,-40.11,0,-100
"101","132916","Savannah",203785,201018,2767,1.38,203785,1.38
"102","139063","Clayton County",162997,226470,-63473,-28.03,162997,-28.03
"103","139067","Cobb County",222064,286538,-64474,-22.5,222064,-22.5
"104","139089","De Kalb County",371909,462199,-90290,-19.53,371909,-19.53
"105","139121","Fulton County",190245,166641,23604,14.16,190245,14.16
"106","139135","Gwinnett County",334800,469517,-134717,-28.69,334800,-28.69
"107","139999","Georgia Nonentitlement",2850950,4616851,-1765901,-38.25,2949184,-36.12
"108","150144","Honolulu",2188477,704575,1483902,210.61,2188477,210.61
"109","159999","Hawaii Nonentitlement",819608,454632,364976,80.28,819608,80.28
"110","169999","Idaho Nonentitlement",1109685,1110270,-585,-0.05,1109685,-0.05
"111","171296","Chicago",2996006,6876768,-3880762,-56.43,2996006,-56.43
"112","171332","Cicero",77097,151012,-73915,-48.95,0,-100
"113","172238","Evanston",41411,158463,-117052,-73.87,0,-100
"114","175526","Peoria",77290,155243,-77953,-50.21,0,-100
"115","176000","Rockford",109052,184641,-75589,-40.94,0,-100
"116","179031","Cook County",576870,884494,-307624,-34.78,576870,-34.78
"117","179043","Du Page County",245979,299149,-53170,-17.77,245979,-17.77
"118","179097","Lake County",150420,225467,-75047,-33.29,150420,-33.29
"119","179197","Will County",96216,146094,-49878,-34.14,0,-100
"120","179999","Illinois Nonentitlement",2401363,5266395,-2865032,-54.4,2802428,-46.79
"121","180954","Evansville",91408,229219,-137811,-60.12,0,-100
"122","181014","Fort Wayne",112481,173696,-61215,-35.24,0,-100
"123","181104","Gary",106076,289178,-183102,-63.32,0,-100
"124","181272","Hammond",63024,184264,-121240,-65.8,0,-100
"125","181404","Indianapolis",691530,809911,-118381,-14.62,691530,-14.62
"126","182886","South Bend",76359,220337,-143978,-65.34,0,-100
"127","189999","Indiana Nonentitlement",1787759,3934320,-2146561,-54.56,2237106,-43.14
"128","191362","Des Moines",201751,321417,-119666,-37.23,201751,-37.23
"129","194812","Sioux City",70215,145962,-75747,-51.9,0,-100
"130","199999","Iowa Nonentitlement",1100449,2776735,-1676286,-60.37,1170664,-57.84
"131","201776","Kansas City",165671,198325,-32654,-16.46,165671,-16.46
"132","203408","Topeka",142555,162246,-19691,-12.14,0,-100
"133","203696","Wichita",237179,246609,-9430,-3.82,237179,-3.82
"134","209999","Kansas Nonentitlement",891544,1648274,-756730,-45.91,1034099,-37.26
"135","211314","Lexington-Fayette",313164,206186,106978,51.88,313164,51.88
"136","211374","Louisville",527200,983303,-456103,-46.38,527200,-46.38
"137","219999","Kentucky Nonentitlement",1410169,2574466,-1164297,-45.22,1410169,-45.22
"138","220126","Baton Rouge",160706,277199,-116493,-42.03,160706,-42.03
"139","221296","New Orleans",441806,1107314,-665508,-60.1,441806,-60.1
"140","221650","Shreveport",102591,163698,-61107,-37.33,0,-100
"141","229051","Jefferson Parish",154984,219263,-64279,-29.32,154984,-29.32
"142","229999","Louisiana Nonentitlement",1171580,2496383,-1324803,-53.07,1274172,-48.96
"143","232484","Portland",100659,166383,-65724,-39.5,0,-100
"144","239999","Maine Nonentitlement",760098,1390914,-630816,-45.35,860757,-38.12
"145","240066","Baltimore",900740,1905804,-1005064,-52.74,900740,-52.74
"146","249003","Anne Arundel County",130044,177268,-47224,-26.64,0,-100
"147","249005","Baltimore County",395687,356952,38735,10.85,395687,10.85
"148","249031","Montgomery County",492606,417251,75355,18.06,492606,18.06
"149","249033","Prince Georges County",499253,441932,57321,12.97,499253,12.97
"150","249999","Maryland Nonentitlement",1042132,1169121,-126989,-10.86,1172176,0.26
"151","250282","Boston",2264258,1506611,757647,50.29,2264258,50.29
"152","250396","Cambridge",219947,228505,-8558,-3.75,219947,-3.75
"153","250744","Fall River",123760,251149,-127389,-50.72,0,-100
"154","251194","Lawrence",112958,152641,-39683,-26,0,-100
"155","251284","Lowell",258653,183534,75119,40.93,258653,40.93
"156","251302","Lynn",388462,217814,170648,78.35,388462,78.35
"157","251614","New Bedford",152844,233573,-80729,-34.56,152844,-34.56
"158","251650","Newton",87770,167734,-79964,-47.67,0,-100
"159","251992","Quincy",119920,159761,-39841,-24.94,0,-100
"160","252250","Somerville",61496,217741,-156245,-71.76,0,-100
"161","252340","Springfield",383400,336498,46902,13.94,383400,13.94
"162","252880","Worcester",267387,385068,-117681,-30.56,267387,-30.56
"163","259999","Massachusetts Nonentitlement",2711779,4777475,-2065696,-43.24,3217683,-32.65
"164","261638","Dearborn",49331,167416,-118085,-70.53,0,-100
"165","261698","Detroit",885756,3032870,-2147114,-70.79,885756,-70.79
"166","262172","Flint",122042,341765,-219723,-64.29,0,-100
"167","262544","Grand Rapids",197814,324988,-127174,-39.13,197814,-39.13
"168","263456","Lansing",124416,176452,-52036,-29.49,0,-100
"169","265340","Saginaw",77200,186847,-109647,-58.68,0,-100
"170","269049","Genesee County",89230,160607,-71377,-44.44,0,-100
"171","269081","Kent County",108014,154368,-46354,-30.03,0,-100
"172","269099","Macomb County",77823,157031,-79208,-50.44,0,-100
"173","269125","Oakland County",197738,335035,-137297,-40.98,197738,-40.98
"174","269161","Washtenaw County",174290,186587,-12297,-6.59,174290,-6.59
"175","269163","Wayne County",125998,478870,-352872,-73.69,0,-100
"176","269999","Michigan Nonentitlement",2160457,5020797,-2860340,-56.97,2934509,-41.55
"177","271266","Duluth",119152,208704,-89552,-42.91,0,-100
"178","273120","Minneapolis",940136,971353,-31217,-3.21,940136,-3.21
"179","274164","St Paul",576503,594358,-17855,-3,576503,-3
"180","279037","Dakota County",149204,165857,-16653,-10.04,149204,-10.04
"181","279053","Hennepin County",347527,254630,92897,36.48,347527,36.48
"182","279137","St Louis County",94175,167851,-73676,-43.89,0,-100
"183","279999","Minnesota Nonentitlement",1480671,2201143,-720472,-32.73,1693998,-23.04
"184","280726","Jackson",140380,166816,-26436,-15.85,0,-100
"185","289999","Mississippi Nonentitlement",1012462,2369654,-1357192,-57.27,1152842,-51.35
"186","292670","Kansas City",489692,665966,-176274,-26.47,489692,-26.47
"187","294626","St Louis",425728,1575322,-1149594,-72.98,425728,-72.98
"188","299189","St Louis County",310137,493933,-183796,-37.21,310137,-37.21
"189","299999","Missouri Nonentitlement",1819899,2779440,-959541,-34.52,1819899,-34.52
"190","309999","Montana Nonentitlement",654110,732063,-77953,-10.65,654110,-10.65
"191","311710","Lincoln",224767,161537,63230,39.14,224767,39.14
"192","312208","Omaha",408657,403899,4758,1.18,408657,1.18
"193","319999","Nebraska Nonentitlement",489450,1009899,-520449,-51.53,489450,-51.53
"194","320108","Las Vegas",807026,445898,361128,80.99,807026,80.99
"195","320138","North Las Vegas",295968,168406,127562,75.75,295968,75.75
"196","320150","Reno",346657,194424,152233,78.3,346657,78.3
"197","329003","Clark County",1190896,676571,514325,76.02,1190896,76.02
"198","329999","Nevada Nonentitlement",600615,478132,122483,25.62,600615,25.62
"199","330930","Manchester",175259,156610,18649,11.91,175259,11.91
"200","339999","New Hampshire Nonentitlement",466045,930879,-464834,-49.93,466045,-49.93
"201","340414","Camden",118975,209702,-90727,-43.26,0,-100
"202","341464","Jersey City",368003,487992,-119989,-24.59,368003,-24.59
"203","342190","Newark",555417,627104,-71687,-11.43,555417,-11.43
"204","342466","Paterson",248821,199965,48856,24.43,248821,24.43
"205","343216","Trenton",118760,241269,-122509,-50.78,0,-100
"206","349003","Bergen County",338204,796956,-458752,-57.56,338204,-57.56
"207","349007","Camden County",137014,212549,-75535,-35.54,0,-100
"208","349013","Essex County",298269,456588,-158319,-34.67,298269,-34.67
"209","349017","Hudson County",154132,174817,-20685,-11.83,154132,-11.83
"210","349023","Middlesex County",179255,170997,8258,4.83,179255,4.83
"211","349025","Monmouth County",185233,218343,-33110,-15.16,185233,-15.16
"212","349027","Morris County",150653,170311,-19658,-11.54,150653,-11.54
"213","349039","Union County",204536,397064,-192528,-48.49,204536,-48.49
"214","349999","New Jersey Nonentitlement",2646071,3321481,-675410,-20.33,3020819,-9.05
"215","350012","Albuquerque",644794,395622,249172,62.98,644794,62.98
"216","359999","New Mexico Nonentitlement",853567,1200740,-347173,-28.91,853567,-28.91
"217","360040","Albany",175078,293359,-118281,-40.32,175078,-40.32
"218","360556","Binghamton",49226,167515,-118289,-70.61,0,-100
"219","360744","Brookhaven Town",220296,195015,25281,12.96,220296,12.96
"220","360784","Buffalo",285944,1204344,-918400,-76.26,285944,-76.26
"221","363160","Islip Town",197418,177285,20133,11.36,197418,11.36
"222","364212","Mount Vernon",126996,145882,-18886,-12.95,0,-100
"223","364436","New York",32192788,14647037,17545751,119.79,32192788,119.79
"224","364448","Niagara Falls",41297,202920,-161623,-79.65,0,-100
"225","365544","Rochester",277273,708965,-431692,-60.89,277273,-60.89
"226","365848","Schenectady",96380,194820,-98440,-50.53,0,-100
"227","366376","Syracuse",169960,426583,-256623,-60.16,169960,-60.16
"228","366468","Tonawanda Town",35020,145076,-110056,-75.86,0,-100
"229","366500","Troy",62383,156568,-94185,-60.16,0,-100
"230","366612","Utica",47262,215750,-168488,-78.09,0,-100
"231","367260","Yonkers",287585,301103,-13518,-4.49,287585,-4.49
"232","369029","Erie County",66101,239450,-173349,-72.39,0,-100
"233","369055","Monroe County",91051,161462,-70411,-43.61,0,-100
"234","369059","Nassau County",1045025,1232545,-187520,-15.21,1045025,-15.21
"235","369067","Onondaga County",78131,176197,-98066,-55.66,0,-100
"236","369071","Orange County",132427,154659,-22232,-14.37,0,-100
"237","369119","Westchester County",444005,311203,132802,42.67,444005,42.67
"238","369999","New York Nonentitlement",2764810,6301890,-3537080,-56.13,3591084,-43.02
"239","370558","Charlotte",665229,512016,153213,29.92,665229,29.92
"240","370828","Durham",199810,174691,25119,14.38,199810,14.38
"241","371188","Greensboro",180645,195930,-15285,-7.8,180645,-7.8
"242","372304","Raleigh",339444,275598,63846,23.17,339444,23.17
"243","373180","Winston-Salem",198530,191617,6913,3.61,198530,3.61
"244","379183","Wake County",166099,181772,-15673,-8.62,166099,-8.62
"245","379999","North Carolina Nonentitlement",3493686,5342722,-1849036,-34.61,3493686,-34.61
"246","389999","North Dakota Nonentitlement",336965,485414,-148449,-30.58,336965,-30.58
"247","390042","Akron",177585,533714,-356129,-66.73,177585,-66.73
"248","390858","Canton",79226,227312,-148086,-65.15,0,-100
"249","391062","Cincinnati",403814,1013616,-609802,-60.16,403814,-60.16
"250","391104","Cleveland",533376,1858769,-1325393,-71.3,533376,-71.3
"251","391176","Columbus",767272,623661,143611,23.03,767272,23.03
"252","391362","Dayton",180423,506234,-325811,-64.36,180423,-64.36
"253","392628","Lakewood",46101,174308,-128207,-73.55,0,-100
"254","394998","Springfield",58112,162590,-104478,-64.26,0,-100
"255","395214","Toledo",255038,652282,-397244,-60.9,255038,-60.9
"256","395874","Youngstown",63809,308246,-244437,-79.3,0,-100
"257","399035","Cuyahoga County",167889,349265,-181376,-51.93,167889,-51.93
"258","399049","Franklin County",200125,172721,27404,15.87,200125,15.87
"259","399061","Hamilton County",179696,292661,-112965,-38.6,179696,-38.6
"260","399113","Montgomery County",122218,169508,-47290,-27.9,0,-100
"261","399999","Ohio Nonentitlement",2527501,6184045,-3656544,-59.13,2896968,-53.15
"262","402268","Oklahoma City",574947,427832,147115,34.39,574947,34.39
"263","403036","Tulsa",399156,300313,98843,32.91,399156,32.91
"264","409999","Oklahoma Nonentitlement",1187736,1665623,-477887,-28.69,1187736,-28.69
"265","411098","Portland",1465570,747743,717827,96,1465570,96
"266","419005","Clackamas County",260635,187353,73282,39.11,260635,39.11
"267","419067","Washington County",232009,192189,39820,20.72,232009,20.72
"268","419999","Oregon Nonentitlement",4782271,1957063,2825208,144.36,4782271,144.36
"269","420096","Allentown",96530,198373,-101843,-51.34,0,-100
"270","422178","Erie",105002,270136,-165134,-61.13,0,-100
"271","422898","Harrisburg",99658,167683,-68025,-40.57,0,-100
"272","423573","Lancaster City",78536,145929,-67393,-46.18,0,-100
"273","425451","Philadelphia",2161720,3763206,-1601486,-42.56,2161720,-42.56
"274","425529","Pittsburgh",219373,1216133,-996760,-81.96,219373,-81.96
"275","425793","Reading",138281,224371,-86090,-38.37,0,-100
"276","426201","Scranton",60374,235909,-175535,-74.41,0,-100
"277","429003","Allegheny County",301693,1205766,-904073,-74.98,301693,-74.98
"278","429007","Beaver County",66580,285596,-219016,-76.69,0,-100
"279","429011","Berks County",102279,205289,-103010,-50.18,0,-100
"280","429017","Bucks County",135914,184026,-48112,-26.14,0,-100
"281","429029","Chester County",215540,221642,-6102,-2.75,215540,-2.75
"282","429045","Delaware County",112885,319053,-206168,-64.62,0,-100
"283","429071","Lancaster County",152875,247805,-94930,-38.31,152875,-38.31
"284","429079","Luzerne County",66198,355742,-289544,-81.39,0,-100
"285","429091","Montgomery County",156200,283225,-127025,-44.85,156200,-44.85
"286","429095","Northampton County",69100,184798,-115698,-62.61,0,-100
"287","429125","Washington County",67709,306169,-238460,-77.89,0,-100
"288","429129","Westmoreland County",75490,301986,-226496,-75,0,-100
"289","429133","York County",103156,185759,-82603,-44.47,0,-100
"290","429999","Pennsylvania Nonentitlement",1942003,5776990,-3834987,-66.38,3319695,-42.54
"291","440210","Pawtucket",60735,159116,-98381,-61.83,0,-100
"292","440222","Providence",179297,441101,-261804,-59.35,179297,-59.35
"293","440306","Woonsocket",48627,115777,-67150,-58,0,-100
"294","449999","Rhode Island Nonentitlement",318016,718868,-400852,-55.76,427379,-40.55
"295","459019","Charleston County",86794,155411,-68617,-44.15,0,-100
"296","459045","Greenville County",187299,233440,-46141,-19.77,187299,-19.77
"297","459051","Horry County",159662,180444,-20782,-11.52,159662,-11.52
"298","459063","Lexington County",116887,157288,-40401,-25.69,0,-100
"299","459999","South Carolina Nonentitlement",1770895,2536297,-765402,-30.18,1974576,-22.15
"300","469999","South Dakota Nonentitlement",539159,637969,-98810,-15.49,539159,-15.49
"301","471014","Knoxville",215654,148849,66805,44.88,215654,44.88
"302","471242","Memphis",584292,584065,227,0.04,584292,0.04
"303","471368","Nashville-Davidson",823055,449229,373826,83.22,823055,83.22
"304","479999","Tennessee Nonentitlement",2176073,3232927,-1056854,-32.69,2176073,-32.69
"305","480222","Arlington",289121,287648,1473,0.51,289121,0.51
"306","480264","Austin",1064543,682911,381632,55.88,1064543,55.88
"307","480726","Brownsville",190812,237580,-46768,-19.69,190812,-19.69
"308","481206","Corpus Christi",180128,232899,-52771,-22.66,180128,-22.66
"309","481338","Dallas",1632807,1291448,341359,26.43,1632807,26.43
"310","481680","El Paso",384621,551646,-167025,-30.28,384621,-30.28
"311","481896","Fort Worth",586996,638858,-51862,-8.12,586996,-8.12
"312","481998","Garland",195529,188199,7330,3.89,195529,3.89
"313","482514","Houston",2078698,2103240,-24542,-1.17,2078698,-1.17
"314","482628","Irving",239123,196746,42377,21.54,239123,21.54
"315","483042","Laredo",247201,327812,-80611,-24.59,247201,-24.59
"316","483288","Lubbock",131124,183385,-52261,-28.5,0,-100
"317","484758","San Antonio",1255959,1131767,124192,10.97,1255959,10.97
"318","489029","Bexar County",181606,202085,-20479,-10.13,181606,-10.13
"319","489039","Brazoria County",109615,152584,-42969,-28.16,0,-100
"320","489113","Dallas County",171700,193431,-21731,-11.23,171700,-11.23
"321","489157","Fort Bend County",131893,271528,-139635,-51.43,0,-100
"322","489201","Harris County",810463,1182386,-371923,-31.46,810463,-31.46
"323","489215","Hidalgo County",419172,646426,-227254,-35.16,419172,-35.16
"324","489339","Montgomery County",129143,224890,-95747,-42.57,0,-100
"325","489439","Tarrant County",268052,244798,23254,9.5,268052,9.5
"326","489999","Texas Nonentitlement",6268152,9643857,-3375705,-35,6769928,-29.8
"327","491092","Salt Lake City",284833,301734,-16901,-5.6,284833,-5.6
"328","499035","Salt Lake County",232492,217817,14675,6.74,232492,6.74
"329","499999","Utah Nonentitlement",920102,1343756,-423654,-31.53,920102,-31.53
"330","509999","Vermont Nonentitlement",429237,677036,-247799,-36.6,429237,-36.6
"331","511116","Norfolk",222444,385289,-162845,-42.27,222444,-42.27
"332","511308","Richmond",189776,392068,-202292,-51.6,189776,-51.6
"333","511320","Roanoke",86732,152376,-65644,-43.08,0,-100
"334","511590","Virginia Beach",134909,175778,-40869,-23.25,0,-100
"335","519059","Fairfax County",674698,492880,181818,36.89,674698,36.89
"336","519087","Henrico County",112006,147484,-35478,-24.06,0,-100
"337","519153","Prince William County",246349,229582,16767,7.3,246349,7.3
"338","519999","Virginia Nonentitlement",2000764,3008913,-1008149,-33.51,2334412,-22.42
"339","531392","Seattle",2563828,820644,1743184,212.42,2563828,212.42
"340","531488","Spokane",325586,287494,38092,13.25,325586,13.25
"341","531554","Tacoma",274502,220216,54286,24.65,274502,24.65
"342","539033","King County",1080716,279579,801137,286.55,1080716,286.55
"343","539053","Pierce County",325133,263488,61645,23.4,325133,23.4
"344","539061","Snohomish County",464000,265179,198821,74.98,464000,74.98
"345","539999","Washington Nonentitlement",4488886,2827194,1661692,58.78,4488886,58.78
"346","540666","Huntington",54387,156111,-101724,-65.16,0,-100
"347","549999","West Virginia Nonentitlement",695533,1650273,-954740,-57.85,749921,-54.56
"348","553944","Madison",220144,166037,54107,32.59,220144,32.59
"349","554340","Milwaukee",559544,1387779,-828235,-59.68,559544,-59.68
"350","555424","Racine",63062,166729,-103667,-62.18,0,-100
"351","559999","Wisconsin Nonentitlement",1924800,3689748,-1764948,-47.83,1987861,-46.12
"352","569999","Wyoming Nonentitlement",281582,334527,-52945,-15.83,281582,-15.83
"353","729021","Bayamon Municipio",97559,195072,-97513,-49.99,0,-100
"354","729025","Caguas Municipio",63808,149897,-86089,-57.43,0,-100
"355","729031","Carolina Municipio",75446,158360,-82914,-52.36,0,-100
"356","729113","Ponce Municipio",94651,210599,-115948,-55.06,0,-100
"357","729127","San Juan Municipio",378028,619985,-241957,-39.03,378028,-39.03
"358","729999","Puerto Rico Nonentitlement",1450925,3618910,-2167985,-59.91,1782388,-50.75
"359","600001","American Samoas",NA,78076,NA,NA,NA,NA
"360","660001","Guam",NA,257722,NA,NA,NA,NA
"361","690001","Northern Mariana Islands",NA,79870,NA,NA,NA,NA
"362","780001","Virgin Islands",NA,164332,NA,NA,NA,NA
