"","UOGID","name","my_formula","allocation","formula_diff","pct_diff","rolled_up","pct_diff_rollup"
"53","069071","San Bernardino County",559807,610885,-51078,-8.36,559807,-8.36
"54","069073","San Diego County",736397,351652,384745,109.41,736397,109.41
"55","069077","San Joaquin County",274835,227808,47027,20.64,274835,20.64
"56","069079","San Luis Obispo County",498447,162321,336126,207.07,498447,207.07
"57","069081","San Mateo County",414288,221176,193112,87.31,414288,87.31
"58","069097","Sonoma County",713515,157759,555756,352.28,713515,352.28
"59","069099","Stanislaus County",289555,202842,86713,42.75,289555,42.75
"60","069111","Ventura County",251343,147562,103781,70.33,251343,70.33
"61","069999","California Nonentitlement",23433104,12222551,11210553,91.72,23569204,92.83
"62","080072","Aurora",444407,246431,197976,80.34,444407,80.34
"63","080288","Colorado Springs",499206,254334,244872,96.28,499206,96.28
"64","080390","Denver",927400,582032,345368,59.34,927400,59.34
"65","089999","Colorado Nonentitlement",3127060,2039357,1087703,53.34,3127060,53.34
"66","090102","Bridgeport",166452,272282,-105830,-38.87,166452,-38.87
"67","090492","Hartford",235163,284387,-49224,-17.31,235163,-17.31
"68","090726","New Haven",188617,319188,-130571,-40.91,188617,-40.91
"69","091194","Waterbury",126895,182111,-55216,-30.32,0,-100
"70","099999","Connecticut Nonentitlement",1363566,2269089,-905523,-39.91,1490461,-34.31
"71","100336","Wilmington",113846,185233,-71387,-38.54,0,-100
"72","109003","New Castle County",167280,196701,-29421,-14.96,167280,-14.96
"73","109999","Delaware Nonentitlement",157091,214062,-56971,-26.61,270937,26.57
"74","119999","District Of Columbia",2081969,1291705,790264,61.18,2081969,61.18
"75","121236","Hialeah",261370,229907,31463,13.69,261370,13.69
"76","121968","Miami",497283,446241,51042,11.44,497283,11.44
"77","122292","Orlando",179750,180125,-375,-0.21,179750,-0.21
"78","122724","St Petersburg",262922,150543,112379,74.65,262922,74.65
"79","123000","Tallahassee",189515,160192,29323,18.31,189515,18.31
"80","123012","Tampa",259446,268087,-8641,-3.22,259446,-3.22
"81","129011","Broward County",277531,231550,45981,19.86,277531,19.86
"82","129021","Collier County",284815,200352,84463,42.16,284815,42.16
"83","129031","Jacksonville-Duval Count",607189,536560,70629,13.16,607189,13.16
"84","129057","Hillsborough County",593195,590805,2390,0.4,593195,0.4
"85","129071","Lee County",222215,255297,-33082,-12.96,222215,-12.96
"86","129081","Manatee County",194958,160459,34499,21.5,194958,21.5
"87","129083","Marion County",174898,159401,15497,9.72,174898,9.72
"88","129086","Miami-Dade County",1080546,1082542,-1996,-0.18,1080546,-0.18
"89","129095","Orange County",485188,552240,-67052,-12.14,485188,-12.14
"90","129097","Osceola County",128018,153121,-25103,-16.39,0,-100
"91","129099","Palm Beach County",526336,546649,-20313,-3.72,526336,-3.72
"92","129101","Pasco County",1032622,246524,786098,318.87,1032622,318.87
"93","129103","Pinellas County",416408,206284,210124,101.86,416408,101.86
"94","129105","Polk County",201836,296662,-94826,-31.96,201836,-31.96
"95","129115","Sarasota County",187224,140484,46740,33.27,187224,33.27
"96","129117","Seminole County",115403,161772,-46369,-28.66,0,-100
"97","129127","Volusia County",155864,157517,-1653,-1.05,155864,-1.05
"98","129999","Florida Nonentitlement",6039678,5500348,539330,9.81,6283099,14.23
"99","130174","Atlanta",1045251,609670,435581,71.45,1045251,71.45
"100","130192","Augusta-Richmond County",138589,150447,-11858,-7.88,0,-100
"101","131968","Macon",93244,155727,-62483,-40.12,0,-100
"102","132916","Savannah",288529,192273,96256,50.06,288529,50.06
"103","139063","Clayton County",165728,223370,-57642,-25.81,165728,-25.81
"104","139067","Cobb County",216600,286255,-69655,-24.33,216600,-24.33
"105","139089","De Kalb County",354015,445432,-91417,-20.52,354015,-20.52
"106","139121","Fulton County",136064,162596,-26532,-16.32,0,-100
"107","139135","Gwinnett County",334286,482817,-148531,-30.76,334286,-30.76
"108","139999","Georgia Nonentitlement",2755593,4433278,-1677685,-37.84,3123490,-29.54
"109","150144","Honolulu",2116761,681808,1434953,210.46,2116761,210.46
"110","159999","Hawaii Nonentitlement",855175,449445,405730,90.27,855175,90.27
"111","169999","Idaho Nonentitlement",1009678,1074750,-65072,-6.05,1009678,-6.05
"112","171296","Chicago",3152531,6695179,-3542648,-52.91,3152531,-52.91
"113","171332","Cicero",79407,144779,-65372,-45.15,0,-100
"114","172238","Evanston",42535,151731,-109196,-71.97,0,-100
"115","175154","Oak Park",31600,143061,-111461,-77.91,0,-100
"116","175526","Peoria",92496,145529,-53033,-36.44,0,-100
"117","176000","Rockford",107298,180781,-73483,-40.65,0,-100
"118","179031","Cook County",604607,869683,-265076,-30.48,604607,-30.48
"119","179043","Du Page County",253184,300407,-47223,-15.72,253184,-15.72
"120","179097","Lake County",166106,224137,-58031,-25.89,166106,-25.89
"121","179197","Will County",103796,142340,-38544,-27.08,0,-100
"122","179999","Illinois Nonentitlement",2430591,4935064,-2504473,-50.75,2887724,-41.49
"123","180954","Evansville",86195,222806,-136611,-61.31,0,-100
"124","181014","Fort Wayne",113219,166178,-52959,-31.87,0,-100
"125","181104","Gary",95358,279012,-183654,-65.82,0,-100
"126","181272","Hammond",59405,181223,-121818,-67.22,0,-100
"127","181404","Indianapolis",736194,780096,-43902,-5.63,736194,-5.63
"128","182886","South Bend",73703,218253,-144550,-66.23,0,-100
"129","189999","Indiana Nonentitlement",1729013,3767263,-2038250,-54.1,2156892,-42.75
"130","191362","Des Moines",218413,313288,-94875,-30.28,218413,-30.28
"131","194812","Sioux City",71718,140869,-69151,-49.09,0,-100
"132","199999","Iowa Nonentitlement",1196880,2655662,-1458782,-54.93,1268599,-52.23
"133","201776","Kansas City",157699,189822,-32123,-16.92,157699,-16.92
"134","203408","Topeka",137947,155147,-17200,-11.09,0,-100
"135","203696","Wichita",237586,238128,-542,-0.23,237586,-0.23
"136","209999","Kansas Nonentitlement",873743,1607182,-733439,-45.64,1011689,-37.05
"137","211314","Lexington-Fayette",284701,195464,89237,45.65,284701,45.65
"138","211374","Louisville",495369,950821,-455452,-47.9,495369,-47.9
"139","219999","Kentucky Nonentitlement",1415127,2454966,-1039839,-42.36,1415127,-42.36
"140","220126","Baton Rouge",161277,266896,-105619,-39.57,161277,-39.57
"141","221296","New Orleans",479429,1055099,-575670,-54.56,479429,-54.56
"142","221650","Shreveport",120411,153468,-33057,-21.54,0,-100
"143","229051","Jefferson Parish",161292,218834,-57542,-26.29,161292,-26.29
"144","229999","Louisiana Nonentitlement",1248646,2387677,-1139031,-47.7,1369057,-42.66
"145","232484","Portland",79821,160873,-81052,-50.38,0,-100
"146","239999","Maine Nonentitlement",849223,1352454,-503231,-37.21,929044,-31.31
"147","240066","Baltimore",966972,1817160,-850188,-46.79,966972,-46.79
"148","249003","Anne Arundel County",139089,166664,-27575,-16.55,0,-100
"149","249005","Baltimore County",415041,344505,70536,20.47,415041,20.47
"150","249031","Montgomery County",558971,393484,165487,42.06,558971,42.06
"151","249033","Prince Georges County",517565,423194,94371,22.3,517565,22.3
"152","249999","Maryland Nonentitlement",1055260,1121541,-66281,-5.91,1194349,6.49
"153","250282","Boston",2050603,1461960,588643,40.26,2050603,40.26
"154","250396","Cambridge",222510,226672,-4162,-1.84,222510,-1.84
"155","250744","Fall River",141387,244889,-103502,-42.27,141387,-42.27
"156","251194","Lawrence",126751,147883,-21132,-14.29,0,-100
"157","251284","Lowell",268474,175066,93408,53.36,268474,53.36
"158","251302","Lynn",390945,211680,179265,84.69,390945,84.69
"159","251614","New Bedford",138173,223212,-85039,-38.1,0,-100
"160","251650","Newton",100900,162765,-61865,-38.01,0,-100
"161","251992","Quincy",107869,152608,-44739,-29.32,0,-100
"162","252250","Somerville",68789,209799,-141010,-67.21,0,-100
"163","252340","Springfield",495339,323252,172087,53.24,495339,53.24
"164","252880","Worcester",291522,370659,-79137,-21.35,291522,-21.35
"165","259999","Massachusetts Nonentitlement",2901682,4602834,-1701152,-36.96,3444164,-25.17
"166","261638","Dearborn",47040,162768,-115728,-71.1,0,-100
"167","261698","Detroit",849532,2917168,-2067636,-70.88,849532,-70.88
"168","262172","Flint",126430,328616,-202186,-61.53,0,-100
"169","262544","Grand Rapids",195706,318924,-123218,-38.64,195706,-38.64
"170","263456","Lansing",117859,170259,-52400,-30.78,0,-100
"171","265340","Saginaw",78234,181809,-103575,-56.97,0,-100
"172","269049","Genesee County",85160,155193,-70033,-45.13,0,-100
"173","269081","Kent County",107253,149297,-42044,-28.16,0,-100
"174","269099","Macomb County",81281,158080,-76799,-48.58,0,-100
"175","269125","Oakland County",202349,333894,-131545,-39.4,202349,-39.4
"176","269161","Washtenaw County",177847,178973,-1126,-0.63,177847,-0.63
"177","269163","Wayne County",131038,461580,-330542,-71.61,0,-100
"178","269999","Michigan Nonentitlement",2163127,4844782,-2681655,-55.35,2937422,-39.37
"179","271266","Duluth",98546,200644,-102098,-50.89,0,-100
"180","273120","Minneapolis",866034,947515,-81481,-8.6,866034,-8.6
"181","274164","St Paul",537029,578890,-41861,-7.23,537029,-7.23
"182","279037","Dakota County",148119,164742,-16623,-10.09,148119,-10.09
"183","279053","Hennepin County",330580,252131,78449,31.11,330580,31.11
"184","279137","St Louis County",82034,163682,-81648,-49.88,0,-100
"185","279999","Minnesota Nonentitlement",1442100,2127508,-685408,-32.22,1622680,-23.73
"186","280726","Jackson",143330,160054,-16724,-10.45,143330,-10.45
"187","289999","Mississippi Nonentitleme",1055498,2280468,-1224970,-53.72,1055498,-53.72
"188","292670","Kansas City",478768,657798,-179030,-27.22,478768,-27.22
"189","294626","St Louis",412892,1510235,-1097343,-72.66,412892,-72.66
"190","299189","St Louis County",291537,475671,-184134,-38.71,291537,-38.71
"191","299999","Missouri Nonentitlement",1875673,2671207,-795534,-29.78,1875673,-29.78
"192","309999","Montana Nonentitlement",670093,700400,-30307,-4.33,670093,-4.33
"193","311710","Lincoln",225118,155381,69737,44.88,225118,44.88
"194","312208","Omaha",411942,404838,7104,1.75,411942,1.75
"195","319999","Nebraska Nonentitlement",511548,976692,-465144,-47.62,511548,-47.62
"196","320108","Las Vegas",899422,441833,457589,103.57,899422,103.57
"197","320138","North Las Vegas",330141,171951,158190,92,330141,92
"198","320150","Reno",332880,184310,148570,80.61,332880,80.61
"199","329003","Clark County",1289017,650308,638709,98.22,1289017,98.22
"200","329999","Nevada Nonentitlement",574128,457812,116316,25.41,574128,25.41
"201","330930","Manchester",164454,155561,8893,5.72,164454,5.72
"202","339999","New Hampshire Nonentitlement",487104,901293,-414189,-45.96,487104,-45.96
"203","340414","Camden",126510,206373,-79863,-38.7,0,-100
"204","340798","Elizabeth",206380,150884,55496,36.78,206380,36.78
"205","341464","Jersey City",297266,475087,-177821,-37.43,297266,-37.43
"206","342190","Newark",578898,608884,-29986,-4.92,578898,-4.92
"207","342466","Paterson",267646,192721,74925,38.88,267646,38.88
"208","343216","Trenton",128892,225818,-96926,-42.92,0,-100
"209","349003","Bergen County",379803,771935,-392132,-50.8,379803,-50.8
"210","349007","Camden County",132874,201785,-68911,-34.15,0,-100
"211","349013","Essex County",329921,440579,-110658,-25.12,329921,-25.12
"212","349017","Hudson County",141050,166963,-25913,-15.52,141050,-15.52
"213","349023","Middlesex County",174517,157532,16985,10.78,174517,10.78
"214","349025","Monmouth County",168985,207750,-38765,-18.66,168985,-18.66
"215","349027","Morris County",168481,164010,4471,2.73,168481,2.73
"216","349039","Union County",226118,379822,-153704,-40.47,226118,-40.47
"217","349999","New Jersey Nonentitlement",2579678,3052410,-472732,-15.49,2967954,-2.77
"218","350012","Albuquerque",565380,378448,186932,49.39,565380,49.39
"219","359999","New Mexico Nonentitlement",708240,1149002,-440762,-38.36,708240,-38.36
"220","360040","Albany",189191,285840,-96649,-33.81,189191,-33.81
"221","360556","Binghamton",46636,160768,-114132,-70.99,0,-100
"222","360744","Brookhaven Town",212397,188316,24081,12.79,212397,12.79
"223","360784","Buffalo",254330,1160583,-906253,-78.09,254330,-78.09
"224","363160","Islip Town",185335,161458,23877,14.79,185335,14.79
"225","364436","New York",29508897,14126459,15382438,108.89,29508897,108.89
"226","364448","Niagara Falls",39767,199282,-159515,-80.04,0,-100
"227","365544","Rochester",288578,685960,-397382,-57.93,288578,-57.93
"228","365848","Schenectady",104512,189952,-85440,-44.98,0,-100
"229","366376","Syracuse",173533,413972,-240439,-58.08,173533,-58.08
"230","366468","Tonawanda Town",35791,141286,-105495,-74.67,0,-100
"231","366500","Troy",61373,149069,-87696,-58.83,0,-100
"232","366612","Utica",50984,207655,-156671,-75.45,0,-100
"233","367260","Yonkers",277872,285356,-7484,-2.62,277872,-2.62
"234","369029","Erie County",67118,231429,-164311,-71,0,-100
"235","369055","Monroe County",88474,153145,-64671,-42.23,0,-100
"236","369059","Nassau County",989281,1206363,-217082,-17.99,989281,-17.99
"237","369067","Onondaga County",77443,166038,-88595,-53.36,0,-100
"238","369071","Orange County",116921,146454,-29533,-20.17,0,-100
"239","369999","New York Nonentitlement",3227898,6483936,-3256038,-50.22,3916917,-39.59
"240","370558","Charlotte",657119,507237,149882,29.55,657119,29.55
"241","370828","Durham",195140,169200,25940,15.33,195140,15.33
"242","371188","Greensboro",201657,183371,18286,9.97,201657,9.97
"243","372304","Raleigh",348253,272027,76226,28.02,348253,28.02
"244","373180","Winston-Salem",207862,187896,19966,10.63,207862,10.63
"245","379183","Wake County",152338,161478,-9140,-5.66,152338,-5.66
"246","379999","North Carolina Nonentitlement",3574297,5201091,-1626794,-31.28,3574297,-31.28
"247","389999","North Dakota Nonentitlement",334874,465045,-130171,-27.99,334874,-27.99
"248","390042","Akron",195477,515116,-319639,-62.05,195477,-62.05
"249","390858","Canton",84656,219197,-134541,-61.38,0,-100
"250","391062","Cincinnati",419693,983142,-563449,-57.31,419693,-57.31
"251","391104","Cleveland",559853,1796770,-1236917,-68.84,559853,-68.84
"252","391176","Columbus",761035,597045,163990,27.47,761035,27.47
"253","391362","Dayton",192777,485102,-292325,-60.26,192777,-60.26
"254","392628","Lakewood",44736,170710,-125974,-73.79,0,-100
"255","394998","Springfield",53895,155993,-102098,-65.45,0,-100
"256","395214","Toledo",259846,632768,-372922,-58.94,259846,-58.94
"257","395874","Youngstown",73060,297945,-224885,-75.48,0,-100
"258","399035","Cuyahoga County",173358,330473,-157115,-47.54,173358,-47.54
"259","399049","Franklin County",194741,166845,27896,16.72,194741,16.72
"260","399061","Hamilton County",181250,279229,-97979,-35.09,181250,-35.09
"261","399113","Montgomery County",123945,164109,-40164,-24.47,0,-100
"262","399999","Ohio Nonentitlement",2430660,5954891,-3524231,-59.18,2810952,-52.8
"263","402268","Oklahoma City",570848,415903,154945,37.26,570848,37.26
"264","403036","Tulsa",372485,284239,88246,31.05,372485,31.05
"265","409999","Oklahoma Nonentitlement",1228769,1584755,-355986,-22.46,1228769,-22.46
"266","411098","Portland",1486954,728939,758015,103.99,1486954,103.99
"267","419005","Clackamas County",265024,189166,75858,40.1,265024,40.1
"268","419067","Washington County",240529,181923,58606,32.21,240529,32.21
"269","419999","Oregon Nonentitlement",4372584,1881446,2491138,132.41,4372584,132.41
"270","420096","Allentown",97390,194268,-96878,-49.87,0,-100
"271","422178","Erie",103585,261906,-158321,-60.45,0,-100
"272","422898","Harrisburg",104954,166243,-61289,-36.87,0,-100
"273","423573","Lancaster City",74375,142487,-68112,-47.8,0,-100
"274","425451","Philadelphia",2205363,3611900,-1406537,-38.94,2205363,-38.94
"275","425529","Pittsburgh",226219,1180626,-954407,-80.84,226219,-80.84
"276","425793","Reading",139550,220956,-81406,-36.84,0,-100
"277","426201","Scranton",50275,229061,-178786,-78.05,0,-100
"278","429003","Allegheny County",305090,1164791,-859701,-73.81,305090,-73.81
"279","429007","Beaver County",65235,274427,-209192,-76.23,0,-100
"280","429011","Berks County",100824,194532,-93708,-48.17,0,-100
"281","429017","Bucks County",141069,175338,-34269,-19.54,141069,-19.54
"282","429029","Chester County",222482,217335,5147,2.37,222482,2.37
"283","429045","Delaware County",112363,306369,-194006,-63.32,0,-100
"284","429071","Lancaster County",148741,242965,-94224,-38.78,148741,-38.78
"285","429079","Luzerne County",67486,351752,-284266,-80.81,0,-100
"286","429091","Montgomery County",171203,277241,-106038,-38.25,171203,-38.25
"287","429125","Washington County",68068,295062,-226994,-76.93,0,-100
"288","429129","Westmoreland County",81040,289330,-208290,-71.99,0,-100
"289","429133","York County",104240,183182,-78942,-43.09,0,-100
"290","429999","Pennsylvania Nonentitlement",2099753,5769743,-3669990,-63.61,3269139,-43.34
"291","440210","Pawtucket",62039,158720,-96681,-60.91,0,-100
"292","440222","Providence",179524,427181,-247657,-57.97,179524,-57.97
"293","440306","Woonsocket",50187,113674,-63487,-55.85,0,-100
"294","449999","Rhode Island Nonentitlement",305143,699115,-393972,-56.35,417369,-40.3
"295","459019","Charleston County",85133,149581,-64448,-43.09,0,-100
"296","459045","Greenville County",178140,230839,-52699,-22.83,178140,-22.83
"297","459051","Horry County",161744,175368,-13624,-7.77,161744,-7.77
"298","459063","Lexington County",115319,152129,-36810,-24.2,0,-100
"299","459999","South Carolina Nonentitlement",1696427,2455323,-758896,-30.91,1896879,-22.74
"300","469999","South Dakota Nonentitlement",584489,607391,-22902,-3.77,584489,-3.77
"301","470336","Chattanooga",126535,143490,-16955,-11.82,0,-100
"302","471242","Memphis",569191,558874,10317,1.85,569191,1.85
"303","471368","Nashville-Davidson",904962,432358,472604,109.31,904962,109.31
"304","479999","Tennessee Nonentitlement",2382512,3085852,-703340,-22.79,2509047,-18.69
"305","480222","Arlington",303113,279640,23473,8.39,303113,8.39
"306","480264","Austin",1059949,669980,389969,58.21,1059949,58.21
"307","480726","Brownsville",198739,229015,-30276,-13.22,198739,-13.22
"308","481206","Corpus Christi",157139,228067,-70928,-31.1,157139,-31.1
"309","481338","Dallas",1562014,1256675,305339,24.3,1562014,24.3
"310","481680","El Paso",405408,530773,-125365,-23.62,405408,-23.62
"311","481896","Fort Worth",607694,616266,-8572,-1.39,607694,-1.39
"312","481998","Garland",180495,180552,-57,-0.03,180495,-0.03
"313","482514","Houston",2174542,2031897,142645,7.02,2174542,7.02
"314","482628","Irving",236713,187406,49307,26.31,236713,26.31
"315","483042","Laredo",252223,316494,-64271,-20.31,252223,-20.31
"316","483288","Lubbock",128838,172276,-43438,-25.21,0,-100
"317","484068","Pasadena",124873,140211,-15338,-10.94,0,-100
"318","484758","San Antonio",1308081,1081148,226933,20.99,1308081,20.99
"319","489029","Bexar County",198192,202772,-4580,-2.26,198192,-2.26
"320","489039","Brazoria County",118050,155816,-37766,-24.24,0,-100
"321","489113","Dallas County",165506,183232,-17726,-9.67,165506,-9.67
"322","489157","Fort Bend County",129089,224896,-95807,-42.6,0,-100
"323","489201","Harris County",813822,1135793,-321971,-28.35,813822,-28.35
"324","489215","Hidalgo County",419289,641618,-222329,-34.65,419289,-34.65
"325","489339","Montgomery County",135569,220445,-84876,-38.5,0,-100
"326","489439","Tarrant County",279117,229487,49630,21.63,279117,21.63
"327","489999","Texas Nonentitlement",6030541,9127824,-3097283,-33.93,6666960,-26.96
"328","491092","Salt Lake City",282135,299289,-17154,-5.73,282135,-5.73
"329","499035","Salt Lake County",233431,214436,18995,8.86,233431,8.86
"330","499999","Utah Nonentitlement",971221,1300873,-329652,-25.34,971221,-25.34
"331","509999","Vermont Nonentitlement",473226,650838,-177612,-27.29,473226,-27.29
"332","511116","Norfolk",196461,366887,-170426,-46.45,196461,-46.45
"333","511308","Richmond",200682,376954,-176272,-46.76,200682,-46.76
"334","511320","Roanoke",85275,146988,-61713,-41.99,0,-100
"335","511590","Virginia Beach",101335,169775,-68440,-40.31,0,-100
"336","519059","Fairfax County",663336,473009,190327,40.24,663336,40.24
"337","519087","Henrico County",114521,143640,-29119,-20.27,0,-100
"338","519153","Prince William County",278771,212529,66242,31.17,278771,31.17
"339","519999","Virginia Nonentitlement",1923603,2885391,-961788,-33.33,2224734,-22.9
"340","531392","Seattle",2695554,805090,1890464,234.81,2695554,234.81
"341","531488","Spokane",313134,276545,36589,13.23,313134,13.23
"342","531554","Tacoma",284714,208750,75964,36.39,284714,36.39
"343","539033","King County",1276562,270652,1005910,371.66,1276562,371.66
"344","539053","Pierce County",354998,252374,102624,40.66,354998,40.66
"345","539061","Snohomish County",372905,259666,113239,43.61,372905,43.61
"346","539999","Washington Nonentitlement",4446264,2732791,1713473,62.7,4446264,62.7
"347","540666","Huntington",53562,149167,-95605,-64.09,0,-100
"348","549999","West Virginia Nonentitlement",662649,1581574,-918925,-58.1,716210,-54.72
"349","553944","Madison",220419,159201,61218,38.45,220419,38.45
"350","554340","Milwaukee",567585,1343635,-776050,-57.76,567585,-57.76
"351","555424","Racine",71045,161218,-90173,-55.93,0,-100
"352","559999","Wisconsin Nonentitlement",2006053,3558666,-1552613,-43.63,2077097,-41.63
"353","569999","Wyoming Nonentitlement",325518,323751,1767,0.55,325518,0.55
"354","729021","Bayamon Municipio",123642,194674,-71032,-36.49,0,-100
"355","729025","Caguas Municipio",87904,147608,-59704,-40.45,0,-100
"356","729031","Carolina Municipio",98691,158345,-59654,-37.67,0,-100
"357","729113","Ponce Municipio",128961,210769,-81808,-38.81,0,-100
"358","729127","San Juan Municipio",427368,593446,-166078,-27.99,427368,-27.99
"359","729999","Puerto Rico Nonentitlement",1826976,3576230,-1749254,-48.91,2266173,-36.63
"360","600001","American Samoas",NA,76223,NA,NA,NA,NA
"361","660001","Guam",NA,247680,NA,NA,NA,NA
"362","690001","Northern Mariana Islands",NA,77346,NA,NA,NA,NA
"363","780001","Virgin Islands",NA,158751,NA,NA,NA,NA
