"","UOGID","name","my_formula","allocation","formula_diff","pct_diff","rolled_up","pct_diff_rollup"
"139","220126","Baton Rouge",178273,259310,-81037,-31.25,178273,-31.25
"140","221296","New Orleans",602681,902406,-299725,-33.21,602681,-33.21
"141","221650","Shreveport",146149,143332,2817,1.97,146149,1.97
"142","229051","Jefferson Parish",193809,207279,-13470,-6.5,193809,-6.5
"143","229999","Louisiana Nonentitlement",1289756,2253006,-963250,-42.75,1289756,-42.75
"144","232484","Portland",102500,150336,-47836,-31.82,0,-100
"145","239999","Maine Nonentitlement",790838,1235790,-444952,-36.01,893337,-27.71
"146","240066","Baltimore",961358,1527915,-566557,-37.08,961358,-37.08
"147","249003","Anne Arundel County",148458,148328,130,0.09,148458,0.09
"148","249005","Baltimore County",462830,306073,156757,51.22,462830,51.22
"149","249031","Montgomery County",443543,339770,103773,30.54,443543,30.54
"150","249033","Prince Georges County",437271,363115,74156,20.42,437271,20.42
"151","249999","Maryland Nonentitlement",975341,953756,21585,2.26,975341,2.26
"152","250282","Boston",1844858,1367603,477255,34.9,1844858,34.9
"153","250396","Cambridge",208141,225341,-17200,-7.63,208141,-7.63
"154","250744","Fall River",90710,214196,-123486,-57.65,0,-100
"155","251284","Lowell",180309,163710,16599,10.14,180309,10.14
"156","251302","Lynn",192084,190681,1403,0.74,192084,0.74
"157","251614","New Bedford",107951,216474,-108523,-50.13,0,-100
"158","251650","Newton",92823,143202,-50379,-35.18,0,-100
"159","251992","Quincy",165255,143212,22043,15.39,165255,15.39
"160","252250","Somerville",64661,202284,-137623,-68.03,0,-100
"161","252340","Springfield",306595,305439,1156,0.38,306595,0.38
"162","252880","Worcester",225058,341311,-116253,-34.06,225058,-34.06
"163","259999","Massachusetts Nonentitlement",2718453,4116938,-1398485,-33.97,3074598,-25.32
"164","261638","Dearborn",36417,140319,-103902,-74.05,0,-100
"165","261698","Detroit",995289,2670892,-1675603,-62.74,995289,-62.74
"166","262172","Flint",111265,298806,-187541,-62.76,0,-100
"167","262544","Grand Rapids",183038,297583,-114545,-38.49,183038,-38.49
"168","263222","Kalamazoo",112623,132947,-20324,-15.29,0,-100
"169","263456","Lansing",100780,154673,-53893,-34.84,0,-100
"170","265340","Saginaw",68105,173183,-105078,-60.67,0,-100
"171","269049","Genesee County",66860,142256,-75396,-53,0,-100
"172","269081","Kent County",79640,125812,-46172,-36.7,0,-100
"173","269099","Macomb County",73576,135660,-62084,-45.76,0,-100
"174","269125","Oakland County",200241,301785,-101544,-33.65,200241,-33.65
"175","269161","Washtenaw County",206926,156155,50771,32.51,206926,32.51
"176","269163","Wayne County",128212,408049,-279837,-68.58,128212,-68.58
"177","269999","Michigan Nonentitlement",2157601,4214303,-2056702,-48.8,2806866,-33.4
"178","271266","Duluth",81743,183852,-102109,-55.54,0,-100
"179","273120","Minneapolis",815016,897425,-82409,-9.18,815016,-9.18
"180","274164","St Paul",432715,541808,-109093,-20.14,432715,-20.14
"181","279037","Dakota County",126527,137988,-11461,-8.31,126527,-8.31
"182","279053","Hennepin County",240629,203197,37432,18.42,240629,18.42
"183","279137","St Louis County",60864,149025,-88161,-59.16,0,-100
"184","279999","Minnesota Nonentitlement",1210079,1908855,-698776,-36.61,1352686,-29.14
"185","280726","Jackson",155369,148050,7319,4.94,155369,4.94
"186","289999","Mississippi Nonentitleme",1223522,2131038,-907516,-42.59,1223522,-42.59
"187","292670","Kansas City",591628,620502,-28874,-4.65,591628,-4.65
"188","294626","St Louis",470821,1392396,-921575,-66.19,470821,-66.19
"189","299189","St Louis County",246122,396391,-150269,-37.91,246122,-37.91
"190","299999","Missouri Nonentitlement",1895519,2366520,-471001,-19.9,1895519,-19.9
"191","309999","Montana Nonentitlement",709354,638514,70840,11.09,709354,11.09
"192","311710","Lincoln",293141,137610,155531,113.02,293141,113.02
"193","312208","Omaha",363213,368723,-5510,-1.49,363213,-1.49
"194","319999","Nebraska Nonentitlement",418804,869446,-450642,-51.83,418804,-51.83
"195","320108","Las Vegas",722731,363397,359334,98.88,722731,98.88
"196","320138","North Las Vegas",275922,135823,140099,103.15,275922,103.15
"197","320150","Reno",229348,152155,77193,50.73,229348,50.73
"198","329003","Clark County",973087,520078,453009,87.1,973087,87.1
"199","329999","Nevada Nonentitlement",430991,367078,63913,17.41,430991,17.41
"200","330930","Manchester",139093,135931,3162,2.33,139093,2.33
"201","339999","New Hampshire Nonentitlement",422765,795089,-372324,-46.83,422765,-46.83
"202","340414","Camden",146182,179275,-33093,-18.46,146182,-18.46
"203","340798","Elizabeth",330848,168692,162156,96.13,330848,96.13
"204","341464","Jersey City",313020,442759,-129739,-29.3,313020,-29.3
"205","342190","Newark",484552,548578,-64026,-11.67,484552,-11.67
"206","342454","Passaic",231739,127726,104013,81.43,231739,81.43
"207","342466","Paterson",231261,193085,38176,19.77,231261,19.77
"208","343216","Trenton",149592,201845,-52253,-25.89,149592,-25.89
"209","349003","Bergen County",286423,681655,-395232,-57.98,286423,-57.98
"210","349007","Camden County",140330,177453,-37123,-20.92,140330,-20.92
"211","349013","Essex County",240099,382751,-142652,-37.27,240099,-37.27
"212","349017","Hudson County",153769,239485,-85716,-35.79,153769,-35.79
"213","349023","Middlesex County",176421,133802,42619,31.85,176421,31.85
"214","349025","Monmouth County",262973,192311,70662,36.74,262973,36.74
"215","349027","Morris County",134812,138403,-3591,-2.59,134812,-2.59
"216","349039","Union County",385166,340401,44765,13.15,385166,13.15
"217","349999","New Jersey Nonentitlement",2259506,2487873,-228367,-9.18,2259506,-9.18
"218","350012","Albuquerque",400381,319017,81364,25.5,400381,25.5
"219","359999","New Mexico Nonentitlement",682956,897007,-214051,-23.86,682956,-23.86
"220","360040","Albany",147823,260997,-113174,-43.36,147823,-43.36
"221","360556","Binghamton",40497,147831,-107334,-72.61,0,-100
"222","360784","Buffalo",281358,1090546,-809188,-74.2,281358,-74.2
"223","363160","Islip Town",121584,131247,-9663,-7.36,0,-100
"224","364436","New York",23749954,12649583,11100371,87.75,23749954,87.75
"225","364448","Niagara Falls",41315,181121,-139806,-77.19,0,-100
"226","365544","Rochester",277901,666000,-388099,-58.27,277901,-58.27
"227","365848","Schenectady",78583,171342,-92759,-54.14,0,-100
"228","366376","Syracuse",177830,398071,-220241,-55.33,177830,-55.33
"229","366500","Troy",59769,139900,-80131,-57.28,0,-100
"230","366612","Utica",49044,186440,-137396,-73.69,0,-100
"231","367260","Yonkers",309737,251147,58590,23.33,309737,23.33
"232","369029","Erie County",54088,200598,-146510,-73.04,0,-100
"233","369055","Monroe County",76842,135147,-58305,-43.14,0,-100
"234","369059","Nassau County",771236,1045680,-274444,-26.25,771236,-26.25
"235","369067","Onondaga County",64733,143587,-78854,-54.92,0,-100
"236","369087","Rockland County",169492,167781,1711,1.02,169492,1.02
"237","369103","Suffolk County",174207,246380,-72173,-29.29,174207,-29.29
"238","369119","Westchester County",157238,338022,-180784,-53.48,157238,-53.48
"239","369999","New York Nonentitlement",2628579,5377468,-2748889,-51.12,3215035,-40.21
"240","370558","Charlotte",675412,395256,280156,70.88,675412,70.88
"241","370828","Durham",228752,147357,81395,55.24,228752,55.24
"242","371188","Greensboro",195326,164178,31148,18.97,195326,18.97
"243","372304","Raleigh",282688,217085,65603,30.22,282688,30.22
"244","373180","Winston-Salem",160824,158915,1909,1.2,160824,1.2
"245","379999","North Carolina Nonentitlement",3483553,4606504,-1122951,-24.38,3483553,-24.38
"246","389999","North Dakota Nonentitlement",750779,416114,334665,80.43,750779,80.43
"247","390042","Akron",224232,468364,-244132,-52.12,224232,-52.12
"248","390858","Canton",93013,202563,-109550,-54.08,0,-100
"249","391062","Cincinnati",413891,915979,-502088,-54.81,413891,-54.81
"250","391104","Cleveland",518614,1646368,-1127754,-68.5,518614,-68.5
"251","391176","Columbus",584834,558712,26122,4.68,584834,4.68
"252","391362","Dayton",225126,422928,-197802,-46.77,225126,-46.77
"253","392628","Lakewood",43559,150406,-106847,-71.04,0,-100
"254","394998","Springfield",54392,130967,-76575,-58.47,0,-100
"255","395214","Toledo",254891,569389,-314498,-55.23,254891,-55.23
"256","395874","Youngstown",57253,274997,-217744,-79.18,0,-100
"257","399035","Cuyahoga County",146307,274021,-127714,-46.61,146307,-46.61
"258","399049","Franklin County",147791,154852,-7061,-4.56,147791,-4.56
"259","399061","Hamilton County",127705,236436,-108731,-45.99,127705,-45.99
"260","399113","Montgomery County",100028,138889,-38861,-27.98,0,-100
"261","399999","Ohio Nonentitlement",2252731,5301818,-3049087,-57.51,2600976,-50.94
"262","402268","Oklahoma City",475380,360586,114794,31.84,475380,31.84
"263","403036","Tulsa",304700,272524,32176,11.81,304700,11.81
"264","409999","Oklahoma Nonentitlement",1120829,1471628,-350799,-23.84,1120829,-23.84
"265","411098","Portland",1255617,663180,592437,89.33,1255617,89.33
"266","419005","Clackamas County",273272,166374,106898,64.25,273272,64.25
"267","419067","Washington County",143969,152317,-8348,-5.48,143969,-5.48
"268","419999","Oregon Nonentitlement",3202859,1595367,1607492,100.76,3202859,100.76
"269","420096","Allentown",83890,177093,-93203,-52.63,0,-100
"270","422178","Erie",104024,234592,-130568,-55.66,0,-100
"271","422898","Harrisburg",81562,160887,-79325,-49.3,0,-100
"272","423573","Lancaster City",72814,126639,-53825,-42.5,0,-100
"273","425451","Philadelphia",2004371,3253542,-1249171,-38.39,2004371,-38.39
"274","425529","Pittsburgh",256538,1083614,-827076,-76.33,256538,-76.33
"275","425793","Reading",103206,207105,-103899,-50.17,0,-100
"276","426201","Scranton",57409,213519,-156110,-73.11,0,-100
"277","427947","Wilkes-Barre",25193,127031,-101838,-80.17,0,-100
"278","429003","Allegheny County",290519,1048883,-758364,-72.3,290519,-72.3
"279","429007","Beaver County",47693,249598,-201905,-80.89,0,-100
"280","429011","Berks County",75572,173658,-98086,-56.48,0,-100
"281","429017","Bucks County",125608,143954,-18346,-12.74,125608,-12.74
"282","429029","Chester County",223707,183528,40179,21.89,223707,21.89
"283","429045","Delaware County",126411,269687,-143276,-53.13,126411,-53.13
"284","429071","Lancaster County",132016,213231,-81215,-38.09,132016,-38.09
"285","429079","Luzerne County",55839,324109,-268270,-82.77,0,-100
"286","429091","Montgomery County",141987,244751,-102764,-41.99,141987,-41.99
"287","429125","Washington County",77719,268199,-190480,-71.02,0,-100
"288","429129","Westmoreland County",84333,292563,-208230,-71.17,0,-100
"289","429133","York County",80291,163642,-83351,-50.93,0,-100
"290","429999","Pennsylvania Nonentitlement",1794822,5049113,-3254291,-64.45,2744368,-45.65
"291","440210","Pawtucket",64862,154865,-90003,-58.12,0,-100
"292","440222","Providence",191714,419904,-228190,-54.34,191714,-54.34
"293","440306","Woonsocket",44639,95506,-50867,-53.26,0,-100
"294","449999","Rhode Island Nonentitlement",284388,613397,-329009,-53.64,393889,-35.79
"295","459019","Charleston County",105124,134700,-29576,-21.96,0,-100
"296","459045","Greenville County",191313,200392,-9079,-4.53,191313,-4.53
"297","459051","Horry County",182842,184987,-2145,-1.16,182842,-1.16
"298","459999","South Carolina Nonentitlement",2175458,2334776,-159318,-6.82,2280582,-2.32
"299","469999","South Dakota Nonentitlement",460827,544481,-83654,-15.36,460827,-15.36
"300","470336","Chattanooga",112517,138151,-25634,-18.55,0,-100
"301","471242","Memphis",611789,548288,63501,11.58,611789,11.58
"302","471368","Nashville-Davidson",661421,381390,280031,73.42,661421,73.42
"303","479999","Tennessee Nonentitlement",2336260,2734930,-398670,-14.58,2448777,-10.46
"304","480222","Arlington",258778,240416,18362,7.64,258778,7.64
"305","480264","Austin",886160,583706,302454,51.82,886160,51.82
"306","480726","Brownsville",200102,229469,-29367,-12.8,200102,-12.8
"307","481206","Corpus Christi",187696,221614,-33918,-15.31,187696,-15.31
"308","481338","Dallas",1172107,1130946,41161,3.64,1172107,3.64
"309","481680","El Paso",478788,566912,-88124,-15.54,478788,-15.54
"310","481896","Fort Worth",455007,493901,-38894,-7.87,455007,-7.87
"311","481998","Garland",103224,147494,-44270,-30.01,0,-100
"312","482514","Houston",2351054,1926568,424486,22.03,2351054,22.03
"313","482628","Irving",171710,171822,-112,-0.07,171710,-0.07
"314","483042","Laredo",260806,292883,-32077,-10.95,260806,-10.95
"315","483288","Lubbock",140931,168098,-27167,-16.16,140931,-16.16
"316","484068","Pasadena",144435,132782,11653,8.78,144435,8.78
"317","484758","San Antonio",1110298,956346,153952,16.1,1110298,16.1
"318","489029","Bexar County",127974,168132,-40158,-23.88,127974,-23.88
"319","489039","Brazoria County",108293,132699,-24406,-18.39,0,-100
"320","489113","Dallas County",112463,172868,-60405,-34.94,0,-100
"321","489157","Fort Bend County",127344,171760,-44416,-25.86,127344,-25.86
"322","489201","Harris County",729906,958591,-228685,-23.86,729906,-23.86
"323","489215","Hidalgo County",439233,627824,-188591,-30.04,439233,-30.04
"324","489339","Montgomery County",119917,172087,-52170,-30.32,0,-100
"325","489439","Tarrant County",216079,202761,13318,6.57,216079,6.57
"326","489999","Texas Nonentitlement",5636378,8239076,-2602698,-31.59,6080276,-26.2
"327","491092","Salt Lake City",285271,271221,14050,5.18,285271,5.18
"328","499035","Salt Lake County",204052,184976,19076,10.31,204052,10.31
"329","499999","Utah Nonentitlement",786158,1110759,-324601,-29.22,786158,-29.22
"330","509999","Vermont Nonentitlement",440761,589905,-149144,-25.28,440761,-25.28
"331","511116","Norfolk",213755,326434,-112679,-34.52,213755,-34.52
"332","511308","Richmond",215226,347193,-131967,-38.01,215226,-38.01
"333","511320","Roanoke",97245,128203,-30958,-24.15,0,-100
"334","511590","Virginia Beach",169401,149914,19487,13,169401,13
"335","519059","Fairfax County",545546,385886,159660,41.37,545546,41.37
"336","519087","Henrico County",100165,126171,-26006,-20.61,0,-100
"337","519153","Prince William County",221818,167217,54601,32.65,221818,32.65
"338","519999","Virginia Nonentitlement",1838818,2526777,-687959,-27.23,2036228,-19.41
"339","531392","Seattle",1630912,780457,850455,108.97,1630912,108.97
"340","531488","Spokane",223733,249377,-25644,-10.28,223733,-10.28
"341","531554","Tacoma",198676,189688,8988,4.74,198676,4.74
"342","539033","King County",777089,307168,469921,152.99,777089,152.99
"343","539053","Pierce County",210723,210692,31,0.01,210723,0.01
"344","539061","Snohomish County",280378,195654,84724,43.3,280378,43.3
"345","539999","Washington Nonentitlement",2993740,2262253,731487,32.33,2993740,32.33
"346","540666","Huntington",49710,131179,-81469,-62.11,0,-100
"347","549999","West Virginia Nonentitlement",811312,1455208,-643896,-44.25,861022,-40.83
"348","553944","Madison",211591,144428,67163,46.5,211591,46.5
"349","554340","Milwaukee",576318,1236883,-660565,-53.41,576318,-53.41
"350","555424","Racine",65600,137767,-72167,-52.38,0,-100
"351","559999","Wisconsin Nonentitlement",1767672,3169745,-1402073,-44.23,1833272,-42.16
"352","569999","Wyoming Nonentitlement",364890,275855,89035,32.28,364890,32.28
"353","729021","Bayamon Municipio",155878,217977,-62099,-28.49,155878,-28.49
"354","729025","Caguas Municipio",111773,159475,-47702,-29.91,0,-100
"355","729031","Carolina Municipio",127084,190231,-63147,-33.19,127084,-33.19
"356","729097","Mayaguez Municipio",105553,132557,-27004,-20.37,0,-100
"357","729113","Ponce Municipio",201566,242336,-40770,-16.82,201566,-16.82
"358","729127","San Juan Municipio",559835,520312,39523,7.6,559835,7.6
"359","729999","Puerto Rico Nonentitlement",2193186,3867010,-1673824,-43.28,2410513,-37.66
"360","600001","American Samoas",NA,73947,NA,NA,NA,NA
"361","660001","Guam",NA,215209,NA,NA,NA,NA
"362","690001","Northern Mariana Islands",NA,69167,NA,NA,NA,NA
"363","780001","Virgin Islands",NA,141677,NA,NA,NA,NA
