Geo Code,State,NAME,PRN2010
131713,GA,Johns Creek city,"22,536"
131968,GA,MACON,"167,272"
131998,GA,MARIETTA,"88,589"
132814,GA,ROME,"64,626"
132832,GA,ROSWELL,"59,134"
132890,GA,SANDY SPRINGS CITY,"68,641"
132916,GA,SAVANNAH,"924,852"
133354,GA,VALDOSTA,"75,950"
133432,GA,WARNER ROBINS,"58,646"
139001,GA,Appling County,"24,824"
139003,GA,Atkinson County,"13,575"
139005,GA,Bacon County,"15,940"
139007,GA,Baker County,"7,443"
139009,GA,Baldwin County,"49,487"
139011,GA,Banks County,"18,779"
139013,GA,Barrow County,"44,471"
139015,GA,Bartow County,"72,540"
139017,GA,Ben Hill County,"30,344"
139019,GA,Berrien County,"21,874"
139021,GA,Bibb County,"43,488"
139023,GA,Bleckley County,"16,371"
139025,GA,Brantley County,"19,561"
139027,GA,Brooks County,"29,632"
139029,GA,Bryan County,"24,603"
139031,GA,Bulloch County,"87,536"
139033,GA,Burke County,"41,514"
139035,GA,Butts County,"24,245"
139037,GA,Calhoun County,"10,739"
139039,GA,Camden County,"40,629"
139043,GA,Candler County,"18,555"
139045,GA,Carroll County,"106,759"
139047,GA,Catoosa County,"44,742"
139049,GA,Charlton County,"14,627"
139051,GA,Chatham County,"82,174"
139053,GA,Chattahoochee Count,"11,401"
139055,GA,Chattooga County,"46,083"
139057,GA,Cherokee County,"109,168"
139061,GA,Clay County,"9,141"
139063,GA,CLAYTON COUNTY,"711,556"
139065,GA,Clinch County,"10,429"
139067,GA,COBB COUNTY,"1,115,115"
139069,GA,Coffee County,"54,673"
139071,GA,Colquitt County,"63,923"
139073,GA,Columbia County,"57,757"
139075,GA,Cook County,"26,312"
139077,GA,Coweta County,"88,802"
139079,GA,Crawford County,"14,832"
139081,GA,Crisp County,"41,406"
139083,GA,Dade County,"15,031"
139085,GA,Dawson County,"13,779"
139087,GA,Decatur County,"46,670"
139089,GA,DE KALB COUNTY,"1,967,077"
139091,GA,Dodge County,"25,730"
139093,GA,Dooly County,"20,269"
139095,GA,Dougherty County,"24,293"
139097,GA,Douglas County,"85,247"
139099,GA,Early County,"22,545"
139101,GA,Echols County,"7,486"
139103,GA,Effingham County,"37,167"
139105,GA,Elbert County,"41,218"
139107,GA,Emanuel County,"40,757"
139109,GA,Evans County,"17,754"
139111,GA,Fannin County,"27,836"
139113,GA,Fayette County,"42,253"
139115,GA,Floyd County,"71,453"
139117,GA,Forsyth County,"79,134"
139119,GA,Franklin County,"31,283"
139121,GA,FULTON COUNTY,"687,387"
139123,GA,Gilmer County,"27,812"
139125,GA,Glascock County,"5,561"
139127,GA,Glynn County,"47,758"
139129,GA,Gordon County,"47,200"
139131,GA,Grady County,"37,936"
139133,GA,Greene County,"25,663"
139135,GA,GWINNETT COUNTY,"1,436,025"
139137,GA,Habersham County,"45,324"
139139,GA,Hall County,"141,850"
139141,GA,Hancock County,"21,647"
139143,GA,Haralson County,"33,819"
139145,GA,Harris County,"22,845"
139147,GA,Hart County,"27,636"
139149,GA,Heard County,"15,135"
139151,GA,Henry County,"91,862"
139153,GA,Houston County,"49,800"
139155,GA,Irwin County,"15,144"
139157,GA,Jackson County,"55,343"
139159,GA,Jasper County,"21,157"
139161,GA,Jeff Davis County,"19,006"
139163,GA,Jefferson County,"29,869"
139165,GA,Jenkins County,"17,798"
139167,GA,Johnson County,"15,922"
139169,GA,Jones County,"20,833"
139171,GA,Lamar County,"22,479"
139173,GA,Lanier County,"9,976"
139175,GA,Laurens County,"60,450"
139177,GA,Lee County,"23,465"
139179,GA,Liberty County,"33,995"
139181,GA,Lincoln County,"13,515"
139183,GA,Long County,"16,637"
139185,GA,Lowndes County,"47,565"
139187,GA,Lumpkin County,"23,636"
139189,GA,McDuffie County,"28,334"
139191,GA,McIntosh County,"15,123"
139193,GA,Macon County,"25,218"
139195,GA,Madison County,"32,142"
139197,GA,Marion County,"10,853"
139199,GA,Meriwether County,"45,123"
139201,GA,Miller County,"10,604"
139205,GA,Mitchell County,"42,144"
139207,GA,Monroe County,"23,814"
139209,GA,Montgomery County,"15,358"
139211,GA,Morgan County,"26,559"
139213,GA,Murray County,"42,162"
139217,GA,Newton County,"65,147"
139219,GA,Oconee County,"21,209"
139221,GA,Oglethorpe County,"20,291"
139223,GA,Paulding County,"63,463"
139225,GA,Peach County,"36,057"
139227,GA,Pickens County,"23,227"
139229,GA,Pierce County,"21,877"
139231,GA,Pike County,"21,089"
139233,GA,Polk County,"69,246"
139235,GA,Pulaski County,"12,646"
139237,GA,Putnam County,"23,073"
139239,GA,Quitman County,"4,088"
139241,GA,Rabun County,"23,118"
139243,GA,Randolph County,"17,490"
139247,GA,Rockdale County,"64,133"
139249,GA,Schley County,"6,382"
139251,GA,Screven County,"26,740"
139253,GA,Seminole County,"15,036"
139255,GA,Spalding County,"76,667"
139257,GA,Stephens County,"27,126"
139259,GA,Stewart County,"12,574"
139261,GA,Sumter County,"55,805"
139263,GA,Talbot County,"12,541"
139265,GA,Taliaferro County,"7,292"
139267,GA,Tattnall County,"33,865"
139269,GA,Taylor County,"16,462"
139271,GA,Telfair County,"19,088"
139273,GA,Terrell County,"26,679"
139275,GA,Thomas County,"67,480"
139277,GA,Tift County,"58,054"
139279,GA,Toombs County,"44,277"
139281,GA,Towns County,"9,272"
139283,GA,Treutlen County,"11,480"
139285,GA,Troup County,"96,610"
139287,GA,Turner County,"18,540"
139289,GA,Twiggs County,"15,225"
139291,GA,Union County,"17,054"
139293,GA,Upson County,"52,013"
139295,GA,Walker County,"81,521"
139297,GA,Walton County,"65,756"
139299,GA,Ware County,"60,110"
139301,GA,Warren County,"14,329"
139303,GA,Washington County,"38,724"
139305,GA,Wayne County,"33,815"
139307,GA,Webster County,"5,950"
139309,GA,Wheeler County,"11,150"
139311,GA,White County,"19,733"
139313,GA,Whitfield County,"60,361"
139315,GA,Wilcox County,"16,205"
139317,GA,Wilkes County,"20,732"
139319,GA,Wilkinson County,"15,098"
139321,GA,Worth County,"30,724"
150144,HI,HONOLULU,"3,333,190"
159001,HI,Hawaii County,"336,511"
159007,HI,Kauai County,"104,373"
159009,HI,Maui County,"232,995"
160102,ID,BOISE,"165,889"
160198,ID,COEUR D'ALENE,"39,339"
160510,ID,IDAHO FALLS,"51,745"
160618,ID,LEWISTON,"34,097"
160684,ID,MERIDIAN,"31,773"
160762,ID,NAMPA,"69,022"
160906,ID,POCATELLO,"63,865"
169001,ID,Ada County,"65,037"
169003,ID,Adams County,"5,463"
169005,ID,Bannock County,"22,072"
169007,ID,Bear Lake County,"15,275"
169009,ID,Benewah County,"13,943"
169011,ID,Bingham County,"48,339"
169013,ID,Blaine County,"18,400"
169015,ID,Boise County,"8,094"
169017,ID,Bonner County,"46,233"
169019,ID,Bonneville County,"32,420"
169021,ID,Boundary County,"12,617"
169023,ID,Butte County,"4,501"
169025,ID,Camas County,"2,156"
169027,ID,Canyon County,"99,819"
169029,ID,Caribou County,"9,944"
169031,ID,Cassia County,"27,811"
169033,ID,Clark County,"1,947"
169035,ID,Clearwater County,"11,519"
169037,ID,Custer County,"7,246"
169039,ID,Elmore County,"28,141"
169041,ID,Franklin County,"18,424"
169043,ID,Fremont County,"19,464"
169045,ID,Gem County,"19,368"
169047,ID,Gooding County,"19,727"
169049,ID,Idaho County,"22,315"
169051,ID,Jefferson County,"20,700"
169053,ID,Jerome County,"24,525"
169055,ID,Kootenai County,"69,760"
169057,ID,Latah County,"56,049"
169059,ID,Lemhi County,"11,542"
169061,ID,Lewis County,"7,491"
169063,ID,Lincoln County,"7,005"
169065,ID,Madison County,"66,210"
169067,ID,Minidoka County,"28,546"
169069,ID,Nez Perce County,"8,137"
169071,ID,Oneida County,"8,561"
169073,ID,Owyhee County,"16,042"
169075,ID,Payette County,"25,612"
169077,ID,Power County,"10,131"
169079,ID,Shoshone County,"32,792"
169081,ID,Teton County,"8,351"
169083,ID,Twin Falls County,"87,948"
169085,ID,Valley County,"8,458"
169087,ID,Washington County,"16,606"
170126,IL,ALTON CITY,"127,307"
170222,IL,ARLINGTON HTS,"36,388"
170342,IL,AURORA,"156,645"
170522,IL,BELLEVILLE,"93,243"
170606,IL,BERWYN,"174,843"
170660,IL,BLOOMINGTON,"77,013"
170690,IL,BOLINGBROOK,"40,466"
171218,IL,CHAMPAIGN,"97,342"
171296,IL,CHICAGO,"28,632,826"
171302,IL,CHICAGO HEIGHTS,"75,719"
171332,IL,CICERO,"183,074"
171692,IL,DANVILLE,"123,812"
171716,IL,DECATUR,"194,838"
171746,IL,DEKALB,"52,593"
171776,IL,DES PLAINES,"42,549"
171878,IL,DOWNERS GROVE,"27,962"
172022,IL,EAST ST LOUIS,"623,801"
172094,IL,ELGIN,"107,913"
172238,IL,EVANSTON,"667,931"
172814,IL,GRANITE CITY,"100,265"
173228,IL,HOFFMAN ESTATES,"38,451"
173480,IL,JOLIET,"118,057"
173540,IL,KANKAKEE,"76,115"
174596,IL,MOLINE,"114,292"
174734,IL,MOUNT PROSPECT,"46,267"
174806,IL,NAPERVILLE,"61,459"
175010,IL,NORMAL,"51,981"
175052,IL,NORTH CHICAGO,"38,730"
175148,IL,OAK LAWN,"35,125"
175154,IL,OAK PARK,"666,094"
175364,IL,PALATINE VILLAGE,"52,375"
175520,IL,PEKIN,"53,864"
175526,IL,PEORIA,"660,810"
175808,IL,RANTOUL,"46,441"
176000,IL,ROCKFORD,"717,822"
176006,IL,ROCK ISLAND,"148,374"
176300,IL,SCHAUMBURG VILLAGE,"43,952"
176498,IL,SKOKIE,"64,177"
176648,IL,SPRINGFIELD,"161,434"
177122,IL,URBANA,"59,394"
177404,IL,WAUKEGAN,"134,404"
177548,IL,WHEATON CITY,"29,844"
179001,IL,Adams County,"100,930"
179003,IL,Alexander County,"24,651"
179005,IL,Bond County,"23,249"
179007,IL,Boone County,"69,230"
179009,IL,Brown County,"9,773"
179011,IL,Bureau County,"59,247"
179013,IL,Calhoun County,"7,614"
179015,IL,Carroll County,"30,242"
179017,IL,Cass County,"24,718"
179019,IL,Champaign County,"63,383"
179021,IL,Christian County,"53,501"
179023,IL,Clark County,"25,046"
179025,IL,Clay County,"20,695"
179027,IL,Clinton County,"36,516"
179029,IL,Coles County,"98,559"
179031,IL,COOK COUNTY,"3,382,001"
179033,IL,Crawford County,"28,694"
179035,IL,Cumberland County,"16,561"
179037,IL,DeKalb County,"56,772"
179039,IL,De Witt County,"25,512"
179041,IL,Douglas County,"27,579"
179043,IL,DU PAGE COUNTY,"1,194,321"
179045,IL,Edgar County,"32,890"
179047,IL,Edwards County,"10,060"
179049,IL,Effingham County,"43,842"
179051,IL,Fayette County,"31,544"
179053,IL,Ford County,"21,821"
179055,IL,Franklin County,"72,163"
179057,IL,Fulton County,"61,346"
179059,IL,Gallatin County,"13,719"
179061,IL,Greene County,"28,098"
179063,IL,Grundy County,"43,168"
179065,IL,Hamilton County,"14,203"
179067,IL,Hancock County,"33,625"
179069,IL,Hardin County,"8,509"
179071,IL,Henderson County,"11,956"
179073,IL,Henry County,"76,120"
179075,IL,Iroquois County,"49,349"
179077,IL,Jackson County,"149,206"
179079,IL,Jasper County,"13,753"
179081,IL,Jefferson County,"63,954"
179083,IL,Jersey County,"25,366"
179085,IL,Jo Daviess County,"36,549"
179087,IL,Johnson County,"15,353"
179089,IL,KANE COUNTY,"153,878"
179091,IL,Kankakee County,"101,630"
179093,IL,Kendall County,"60,903"
179095,IL,Knox County,"91,067"
179097,IL,LAKE COUNTY,"875,268"
179099,IL,LaSalle County,"165,578"
179101,IL,Lawrence County,"25,432"
179103,IL,Lee County,"51,937"
179105,IL,Livingston County,"55,576"
179107,IL,Logan County,"40,442"
179109,IL,McDonough County,"56,060"
179111,IL,MCHENRY COUNTY,"167,822"
179113,IL,McLean County,"44,414"
179115,IL,Macon County,"28,416"
179117,IL,Macoupin County,"71,862"
179119,IL,MADISON COUNTY,"471,907"
179121,IL,Marion County,"62,027"
179123,IL,Marshall County,"19,190"
179125,IL,Mason County,"24,908"
179127,IL,Massac County,"21,762"
179129,IL,Menard County,"15,786"
179131,IL,Mercer County,"26,722"
179133,IL,Monroe County,"23,534"
179135,IL,Montgomery County,"50,552"
179137,IL,Morgan County,"48,900"
179139,IL,Moultrie County,"19,381"
179141,IL,Ogle County,"69,052"
179143,IL,Peoria County,"69,843"
179145,IL,Perry County,"33,602"
179147,IL,Piatt County,"20,611"
179149,IL,Pike County,"30,918"
179151,IL,Pope County,"7,902"
179153,IL,Pulaski County,"19,631"
179155,IL,Putnam County,"7,834"
179157,IL,Randolph County,"41,392"
179159,IL,Richland County,"23,945"
179161,IL,Rock Island County,"92,993"
179163,IL,ST CLAIR COUNTY,"493,250"
179165,IL,Saline County,"42,214"
179167,IL,Sangamon County,"72,137"
179169,IL,Schuyler County,"11,443"
179171,IL,Scott County,"8,968"
179173,IL,Shelby County,"32,511"
179175,IL,Stark County,"11,790"
179177,IL,Stephenson County,"77,902"
179179,IL,Tazewell County,"86,706"
179181,IL,Union County,"34,949"
179183,IL,Vermilion County,"70,186"
179185,IL,Wabash County,"21,051"
179187,IL,Warren County,"30,494"
179189,IL,Washington County,"18,259"
179191,IL,Wayne County,"25,059"
179193,IL,White County,"22,152"
179195,IL,Whiteside County,"78,897"
179197,IL,WILL COUNTY,"186,997"
179199,IL,Williamson County,"103,222"
179201,IL,Winnebago County,"132,232"
179203,IL,Woodford County,"34,139"
180084,IN,ANDERSON,"120,802"
180246,IN,BLOOMINGTON,"107,678"
180450,IN,CARMEL,"24,467"
180624,IN,COLUMBUS,"37,401"
180846,IN,EAST CHICAGO,"173,642"
180912,IN,ELKHART,"95,151"
180954,IN,EVANSVILLE,"1,013,085"
181014,IN,FORT WAYNE,"728,347"
181104,IN,GARY,"1,251,328"
181158,IN,GOSHEN,"35,359"
181272,IN,HAMMOND,"795,025"
181404,IN,INDIANAPOLIS,"3,273,207"
181536,IN,KOKOMO,"126,595"
181566,IN,LAFAYETTE,"82,597"
181602,IN,LA PORTE,"63,576"
181884,IN,MICHIGAN CITY,"92,534"
181950,IN,MISHAWAKA,"69,796"
182100,IN,MUNCIE,"183,470"
182130,IN,NEW ALBANY,"93,047"
182886,IN,SOUTH BEND,"961,998"
183042,IN,TERRE HAUTE,"625,572"
183282,IN,WEST LAFAYETTE,"56,206"
189001,IN,Adams County,"44,615"
189003,IN,Allen County,"73,465"
189005,IN,Bartholomew County,"28,722"
189007,IN,Benton County,"13,809"
189009,IN,Blackford County,"22,098"
189011,IN,Boone County,"48,042"
189013,IN,Brown County,"18,081"
189015,IN,Carroll County,"28,198"
189017,IN,Cass County,"60,792"
189019,IN,Clark County,"106,872"
189021,IN,Clay County,"36,535"
189023,IN,Clinton County,"51,620"
189025,IN,Crawford County,"19,874"
189027,IN,Daviess County,"51,331"
189029,IN,Dearborn County,"42,909"
189031,IN,Decatur County,"32,158"
189033,IN,DeKalb County,"51,429"
189035,IN,Delaware County,"45,071"
189037,IN,Dubois County,"34,887"
189039,IN,Elkhart County,"89,695"
189041,IN,Fayette County,"32,850"
189043,IN,Floyd County,"18,792"
189045,IN,Fountain County,"26,689"
189047,IN,Franklin County,"24,358"
189049,IN,Fulton County,"25,643"
189051,IN,Gibson County,"38,729"
189053,IN,Grant County,"98,677"
189055,IN,Greene County,"44,154"
189057,IN,HAMILTON COUNTY,"79,523"
189059,IN,Hancock County,"40,594"
189061,IN,Harrison County,"34,899"
189063,IN,Hendricks County,"72,688"
189065,IN,Henry County,"65,505"
189067,IN,Howard County,"31,232"
189069,IN,Huntington County,"53,100"
189071,IN,Jackson County,"49,072"
189073,IN,Jasper County,"31,703"
189075,IN,Jay County,"36,742"
189077,IN,Jefferson County,"37,985"
189079,IN,Jennings County,"36,833"
189081,IN,Johnson County,"101,095"
189083,IN,Knox County,"69,071"
189085,IN,Kosciusko County,"83,514"
189087,IN,LaGrange County,"50,183"
189089,IN,LAKE COUNTY,"170,044"
189091,IN,LaPorte County,"46,592"
189093,IN,Lawrence County,"57,513"
189095,IN,Madison County,"80,093"
189097,IN,Marion County,"82,222"
189099,IN,Marshall County,"54,239"
189101,IN,Martin County,"14,296"
189103,IN,Miami County,"54,337"
189105,IN,Monroe County,"55,182"
189107,IN,Montgomery County,"49,715"
189109,IN,Morgan County,"69,232"
189111,IN,Newton County,"16,748"
189113,IN,Noble County,"58,124"
189115,IN,Ohio County,"7,265"
189117,IN,Orange County,"27,653"
189119,IN,Owen County,"29,178"
189121,IN,Parke County,"24,729"
189123,IN,Perry County,"21,383"
189125,IN,Pike County,"14,983"
189127,IN,Porter County,"138,581"
189129,IN,Posey County,"27,792"
189131,IN,Pulaski County,"18,564"
189133,IN,Putnam County,"37,526"
189135,IN,Randolph County,"49,304"
189137,IN,Ripley County,"29,908"
189139,IN,Rush County,"29,759"
189141,IN,St. Joseph County,"74,952"
189143,IN,Scott County,"34,440"
189145,IN,Shelby County,"54,032"
189147,IN,Spencer County,"21,182"
189149,IN,Starke County,"35,362"
189151,IN,Steuben County,"36,725"
189153,IN,Sullivan County,"31,990"
189155,IN,Switzerland County,"14,953"
189157,IN,Tippecanoe County,"80,420"
189159,IN,Tipton County,"21,729"
189161,IN,Union County,"10,654"
189163,IN,Vanderburgh County,"38,822"
189165,IN,Vermillion County,"29,885"
189167,IN,Vigo County,"46,817"
189169,IN,Wabash County,"47,407"
189171,IN,Warren County,"12,062"
189173,IN,Warrick County,"41,618"
189175,IN,Washington County,"36,417"
189177,IN,Wayne County,"109,820"
189179,IN,Wells County,"33,757"
189181,IN,White County,"31,278"
189183,IN,Whitley County,"34,817"
190138,IA,AMES,"62,462"
190798,IA,CEDAR FALLS,"39,404"
190804,IA,CEDAR RAPIDS,"165,435"
191134,IA,COUNCIL BLUFFS,"136,983"
191254,IA,DAVENPORT,"599,838"
191362,IA,DES MOINES,"1,459,258"
191464,IA,DUBUQUE,"157,151"
192466,IA,IOWA CITY,"84,817"
194812,IA,SIOUX CITY,"654,364"
195394,IA,WATERLOO,"176,919"
195508,IA,WEST DES MOINES,"29,706"
199001,IA,Adair County,"14,206"
199003,IA,Adams County,"9,122"
199005,IA,Allamakee County,"27,603"
199007,IA,Appanoose County,"29,404"
199009,IA,Audubon County,"12,334"
199011,IA,Benton County,"38,717"
199013,IA,Black Hawk County,"31,570"
199015,IA,Boone County,"43,957"
199017,IA,Bremer County,"31,376"
199019,IA,Buchanan County,"35,707"
199021,IA,Buena Vista County,"54,721"
199023,IA,Butler County,"27,106"
199025,IA,Calhoun County,"21,363"
199027,IA,Carroll County,"30,102"
199029,IA,Cass County,"29,491"
199031,IA,Cedar County,"27,357"
199033,IA,Cerro Gordo County,"72,516"
199035,IA,Cherokee County,"22,404"
199037,IA,Chickasaw County,"22,486"
199039,IA,Clarke County,"18,966"
199041,IA,Clay County,"27,020"
199043,IA,Clayton County,"36,466"
199045,IA,Clinton County,"88,024"
199047,IA,Crawford County,"35,708"
199049,IA,Dallas County,"53,836"
199051,IA,Davis County,"20,206"
199053,IA,Decatur County,"17,941"
199055,IA,Delaware County,"28,116"
199057,IA,Des Moines County,"77,939"
199059,IA,Dickinson County,"21,775"
199061,IA,Dubuque County,"37,858"
199063,IA,Emmet County,"19,405"
199065,IA,Fayette County,"42,152"
199067,IA,Floyd County,"27,525"
199069,IA,Franklin County,"19,375"
199071,IA,Fremont County,"14,775"
199073,IA,Greene County,"18,782"
199075,IA,Grundy County,"17,734"
199077,IA,Guthrie County,"19,928"
199079,IA,Hamilton County,"25,816"
199081,IA,Hancock County,"17,800"
199083,IA,Hardin County,"31,864"
199085,IA,Harrison County,"27,890"
199087,IA,Henry County,"29,955"
199089,IA,Howard County,"18,602"
199091,IA,Humboldt County,"17,193"
199093,IA,Ida County,"15,030"
199095,IA,Iowa County,"24,156"
199097,IA,Jackson County,"36,158"
199099,IA,Jasper County,"49,919"
199101,IA,Jefferson County,"27,942"
199103,IA,Johnson County,"78,645"
199105,IA,Jones County,"31,391"
199107,IA,Keokuk County,"23,001"
199109,IA,Kossuth County,"30,227"
199111,IA,Lee County,"64,971"
199113,IA,Linn County,"86,038"
199115,IA,Louisa County,"26,974"
199117,IA,Lucas County,"20,138"
199119,IA,Lyon County,"18,548"
199121,IA,Madison County,"22,914"
199123,IA,Mahaska County,"37,500"
199125,IA,Marion County,"45,793"
199127,IA,Marshall County,"89,664"
199129,IA,Mills County,"21,572"
199131,IA,Mitchell County,"21,078"
199133,IA,Monona County,"19,400"
199135,IA,Monroe County,"14,632"
199137,IA,Montgomery County,"22,720"
199139,IA,Muscatine County,"84,022"
199141,IA,O'Brien County,"23,989"
199143,IA,Osceola County,"11,791"
199145,IA,Page County,"33,046"
199147,IA,Palo Alto County,"18,129"
199149,IA,Plymouth County,"33,378"
199151,IA,Pocahontas County,"16,645"
199153,IA,Polk County,"178,736"
199155,IA,Pottawattamie Count,"34,617"
199157,IA,Poweshiek County,"31,352"
199159,IA,Ringgold County,"12,118"
199161,IA,Sac County,"21,650"
199163,IA,Scott County,"62,364"
199165,IA,Shelby County,"20,747"
199167,IA,Sioux County,"42,258"
199169,IA,Story County,"34,892"
199171,IA,Tama County,"34,700"
199173,IA,Taylor County,"15,401"
199175,IA,Union County,"25,103"
199177,IA,Van Buren County,"16,580"
199179,IA,Wapello County,"78,260"
199181,IA,Warren County,"48,355"
199183,IA,Washington County,"33,356"
199185,IA,Wayne County,"15,035"
199187,IA,Webster County,"66,520"
199189,IA,Winnebago County,"17,685"
199191,IA,Winneshiek County,"34,418"
199193,IA,Woodbury County,"26,475"
199195,IA,Worth County,"14,989"
199197,IA,Wright County,"22,862"
201776,KS,KANSAS CITY,"848,531"
201902,KS,LAWRENCE,"102,682"
201908,KS,LEAVENWORTH,"45,891"
202688,KS,OVERLAND PARK,"82,846"
203216,KS,SHAWNEE,"29,112"
203408,KS,TOPEKA,"681,871"
203696,KS,WICHITA,"972,868"
209001,KS,Allen County,"24,342"
209003,KS,Anderson County,"12,964"
209005,KS,Atchison County,"28,579"
209007,KS,Barber County,"9,380"
209009,KS,Barton County,"40,683"
209011,KS,Bourbon County,"26,668"
209013,KS,Brown County,"19,812"
209015,KS,Butler County,"57,960"
209017,KS,Chase County,"5,344"
209019,KS,Chautauqua County,"8,253"
209021,KS,Cherokee County,"35,523"
209023,KS,Cheyenne County,"6,050"
209025,KS,Clark County,"4,263"
209027,KS,Clay County,"15,716"
209029,KS,Cloud County,"18,855"
209031,KS,Coffey County,"11,258"
209033,KS,Comanche County,"4,353"
209035,KS,Cowley County,"53,038"
209037,KS,Crawford County,"62,132"
209039,KS,Decatur County,"6,712"
209041,KS,Dickinson County,"28,868"
209043,KS,Doniphan County,"12,812"
209045,KS,Douglas County,"16,453"
209047,KS,Edwards County,"6,707"
209049,KS,Elk County,"7,649"
209051,KS,Ellis County,"35,008"
209053,KS,Ellsworth County,"10,745"
209055,KS,Finney County,"97,723"
209057,KS,Ford County,"71,388"
209059,KS,Franklin County,"29,992"
209061,KS,Geary County,"44,241"
209063,KS,Gove County,"4,327"
209065,KS,Graham County,"4,718"
209067,KS,Grant County,"14,292"
209069,KS,Gray County,"7,860"
209071,KS,Greeley County,"2,395"
209073,KS,Greenwood County,"14,444"
209075,KS,Hamilton County,"4,853"
209077,KS,Harper County,"12,722"
209079,KS,Harvey County,"33,937"
209081,KS,Haskell County,"7,874"
209083,KS,Hodgeman County,"3,151"
209085,KS,Jackson County,"16,175"
209087,KS,Jefferson County,"19,143"
209089,KS,Jewell County,"9,311"
209091,KS,JOHNSON COUNTY,"149,271"
209093,KS,Kearny County,"7,681"
209095,KS,Kingman County,"13,971"
209097,KS,Kiowa County,"5,313"
209099,KS,Labette County,"37,161"
209101,KS,Lane County,"2,973"
209103,KS,Leavenworth County,"24,315"
209105,KS,Lincoln County,"7,866"
209107,KS,Linn County,"13,630"
209109,KS,Logan County,"3,615"
209111,KS,Lyon County,"62,630"
209113,KS,McPherson County,"33,413"
209115,KS,Marion County,"19,850"
209117,KS,Marshall County,"19,959"
209119,KS,Meade County,"6,141"
209121,KS,Miami County,"27,029"
209123,KS,Mitchell County,"12,150"
209125,KS,Montgomery County,"64,661"
209127,KS,Morris County,"10,612"
209129,KS,Morton County,"5,013"
209131,KS,Nemaha County,"16,797"
209133,KS,Neosho County,"27,206"
209135,KS,Ness County,"5,620"
209137,KS,Norton County,"9,753"
209139,KS,Osage County,"20,265"
209141,KS,Osborne County,"9,371"
209143,KS,Ottawa County,"9,841"
209145,KS,Pawnee County,"11,250"
209147,KS,Phillips County,"10,495"
209149,KS,Pottawatomie County,"23,903"
209151,KS,Pratt County,"14,543"
209153,KS,Rawlins County,"6,221"
209155,KS,Reno County,"86,016"
209157,KS,Republic County,"11,955"
209159,KS,Rice County,"16,569"
209161,KS,Riley County,"108,664"
209163,KS,Rooks County,"8,867"
209165,KS,Rush County,"7,032"
209167,KS,Russell County,"12,678"
209169,KS,Saline County,"64,296"
209171,KS,Scott County,"4,550"
209173,KS,Sedgwick County,"99,157"
209175,KS,Seward County,"60,416"
209177,KS,Shawnee County,"29,897"
209179,KS,Sheridan County,"4,760"
209181,KS,Sherman County,"9,807"
209183,KS,Smith County,"9,269"
209185,KS,Stafford County,"9,209"
209187,KS,Stanton County,"4,397"
209189,KS,Stevens County,"9,652"
209191,KS,Sumner County,"34,078"
209193,KS,Thomas County,"9,256"
209195,KS,Trego County,"5,001"
209197,KS,Wabaunsee County,"10,446"
209199,KS,Wallace County,"2,713"
209201,KS,Washington County,"13,052"
209203,KS,Wichita County,"4,432"
209205,KS,Wilson County,"16,927"
209207,KS,Woodson County,"7,495"
209209,KS,Wyandotte County,"13,516"
210048,KY,ASHLAND,"87,696"
210210,KY,BOWLING GREEN,"71,665"
210534,KY,COVINGTON,"564,575"
210696,KY,ELIZABETHTOWN,"20,222"
211032,KY,HENDERSON,"32,324"
211086,KY,HOPKINSVILLE,"36,738"
211314,KY,LEXINGTON‐FAYETTE,"711,488"
211374,KY,LOUISVILLE,"4,062,179"
211680,KY,OWENSBORO,"68,446"
219001,KY,Adair County,"23,965"
219003,KY,Allen County,"21,079"
219005,KY,Anderson County,"16,736"
219007,KY,Ballard County,"8,879"
219009,KY,Barren County,"44,825"
219011,KY,Bath County,"14,695"
219013,KY,Bell County,"46,602"
219015,KY,Boone County,"63,205"
219017,KY,Bourbon County,"32,162"
219019,KY,Boyd County,"24,250"
219021,KY,Boyle County,"29,655"
219023,KY,Bracken County,"17,060"
219025,KY,Breathitt County,"27,386"
219027,KY,Breckinridge County,"21,423"
219029,KY,Bullitt County,"49,031"
219031,KY,Butler County,"14,752"
219033,KY,Caldwell County,"16,200"
219035,KY,Calloway County,"33,498"
219037,KY,Campbell County,"164,426"
219039,KY,Carlisle County,"7,542"
219041,KY,Carroll County,"14,539"
219043,KY,Carter County,"34,345"
219045,KY,Casey County,"22,463"
219047,KY,Christian County,"48,977"
219049,KY,Clark County,"36,559"
219051,KY,Clay County,"47,588"
219053,KY,Clinton County,"12,588"
219055,KY,Crittenden County,"12,394"
219057,KY,Cumberland County,"10,450"
219059,KY,Daviess County,"29,913"
219061,KY,Edmonson County,"13,892"
219063,KY,Elliott County,"10,513"
219065,KY,Estill County,"23,016"
219069,KY,Fleming County,"22,389"
219071,KY,Floyd County,"64,271"
219073,KY,Franklin County,"47,657"
219075,KY,Fulton County,"13,356"
219077,KY,Gallatin County,"8,166"
219079,KY,Garrard County,"18,471"
219081,KY,Grant County,"24,861"
219083,KY,Graves County,"44,015"
219085,KY,Grayson County,"27,191"
219087,KY,Green County,"15,011"
219089,KY,Greenup County,"36,702"
219091,KY,Hancock County,"8,207"
219093,KY,Hardin County,"69,376"
219095,KY,Harlan County,"56,807"
219097,KY,Harrison County,"29,542"
219099,KY,Hart County,"26,036"
