Geo Code,State,NAME,PRN2010
219101,KY,Henderson County,"15,113"
219103,KY,Henry County,"20,245"
219105,KY,Hickman County,"7,734"
219107,KY,Hopkins County,"55,750"
219109,KY,Jackson County,"22,690"
219113,KY,Jessamine County,"35,965"
219115,KY,Johnson County,"31,766"
219117,KY,Kenton County,"91,764"
219119,KY,Knott County,"27,904"
219121,KY,Knox County,"57,041"
219123,KY,Larue County,"14,455"
219125,KY,Laurel County,"67,179"
219127,KY,Lawrence County,"26,240"
219129,KY,Lee County,"11,608"
219131,KY,Leslie County,"21,299"
219133,KY,Letcher County,"39,014"
219135,KY,Lewis County,"20,693"
219137,KY,Lincoln County,"31,880"
219139,KY,Livingston County,"9,531"
219141,KY,Logan County,"34,757"
219143,KY,Lyon County,"6,260"
219145,KY,McCracken County,"72,601"
219147,KY,McCreary County,"31,676"
219149,KY,McLean County,"12,828"
219151,KY,Madison County,"68,753"
219153,KY,Magoffin County,"24,106"
219155,KY,Marion County,"23,547"
219157,KY,Marshall County,"22,532"
219159,KY,Martin County,"21,778"
219161,KY,Mason County,"34,147"
219163,KY,Meade County,"29,594"
219165,KY,Menifee County,"9,775"
219167,KY,Mercer County,"25,528"
219169,KY,Metcalfe County,"14,630"
219171,KY,Monroe County,"17,483"
219173,KY,Montgomery County,"24,663"
219175,KY,Morgan County,"19,571"
219177,KY,Muhlenberg County,"38,389"
219179,KY,Nelson County,"38,006"
219181,KY,Nicholas County,"13,120"
219183,KY,Ohio County,"27,997"
219185,KY,Oldham County,"24,970"
219187,KY,Owen County,"14,764"
219189,KY,Owsley County,"9,585"
219191,KY,Pendleton County,"18,345"
219193,KY,Perry County,"44,016"
219195,KY,Pike County,"88,287"
219197,KY,Powell County,"20,136"
219199,KY,Pulaski County,"64,905"
219201,KY,Robertson County,"5,152"
219203,KY,Rockcastle County,"21,862"
219205,KY,Rowan County,"24,869"
219207,KY,Russell County,"25,536"
219209,KY,Scott County,"32,430"
219211,KY,Shelby County,"33,428"
219213,KY,Simpson County,"19,597"
219215,KY,Spencer County,"10,754"
219217,KY,Taylor County,"26,118"
219219,KY,Todd County,"16,619"
219221,KY,Trigg County,"11,598"
219223,KY,Trimble County,"9,343"
219225,KY,Union County,"19,805"
219227,KY,Warren County,"35,180"
219229,KY,Washington County,"16,375"
219231,KY,Wayne County,"31,648"
219233,KY,Webster County,"22,219"
219235,KY,Whitley County,"54,208"
219237,KY,Wolfe County,"12,810"
219239,KY,Woodford County,"23,064"
220030,LA,ALEXANDRIA,"84,520"
220126,LA,BATON ROUGE,"1,441,511"
220192,LA,BOSSIER CITY,"67,260"
220828,LA,HOUMA‐TERREBONNE,"156,640"
220924,LA,KENNER,"84,802"
220954,LA,LAFAYETTE‐LAFAYETTE,"559,083"
220978,LA,LAKE CHARLES,"110,405"
221206,LA,MONROE,"111,083"
221296,LA,NEW ORLEANS,"5,969,240"
221650,LA,SHREVEPORT,"890,530"
221698,LA,SLIDELL,"25,207"
221794,LA,THIBODAUX,"27,413"
229001,LA,Acadia Parish,"113,988"
229003,LA,Allen Parish,"37,976"
229005,LA,Ascension Parish,"107,077"
229007,LA,Assumption Parish,"40,743"
229009,LA,Avoyelles Parish,"75,478"
229011,LA,Beauregard Parish,"51,792"
229013,LA,Bienville Parish,"31,238"
229015,LA,Bossier Parish,"47,015"
229017,LA,Caddo Parish,"69,212"
229019,LA,Calcasieu Parish,"136,634"
229021,LA,Caldwell Parish,"17,801"
229023,LA,Cameron Parish,"14,037"
229025,LA,Catahoula Parish,"19,356"
229027,LA,Claiborne Parish,"36,507"
229029,LA,Concordia Parish,"36,345"
229031,LA,De Soto Parish,"46,687"
229033,LA,East Baton Rouge Pa,"32,210"
229035,LA,East Carroll Parish,"21,100"
229037,LA,East Feliciana Pari,"34,534"
229039,LA,Evangeline Parish,"75,262"
229041,LA,Franklin Parish,"39,021"
229043,LA,Grant Parish,"31,993"
229045,LA,Iberia Parish,"133,595"
229047,LA,Iberville Parish,"67,664"
229049,LA,Jackson Parish,"29,194"
229051,LA,JEFFERSON PARISH,"1,228,044"
229053,LA,Jefferson Davis Par,"67,773"
229055,LA,Lafayette Parish,"39,088"
229057,LA,Lafourche Parish,"108,813"
229059,LA,La Salle Parish,"21,457"
229061,LA,Lincoln Parish,"65,521"
229063,LA,Livingston Parish,"111,896"
229065,LA,Madison Parish,"29,059"
229067,LA,Morehouse Parish,"54,731"
229069,LA,Natchitoches Parish,"75,269"
229073,LA,Ouachita Parish,"116,594"
229075,LA,Plaquemines Parish,"38,673"
229077,LA,Pointe Coupee Paris,"44,392"
229079,LA,Rapides Parish,"108,126"
229081,LA,Red River Parish,"18,530"
229083,LA,Richland Parish,"39,182"
229085,LA,Sabine Parish,"38,023"
229087,LA,St. Bernard Parish,"62,796"
229089,LA,St. Charles Parish,"54,477"
229091,LA,St. Helena Parish,"20,347"
229093,LA,St. James Parish,"34,485"
229095,LA,St. John the Baptis,"62,611"
229097,LA,St. Landry Parish,"176,085"
229099,LA,St. Martin Parish,"82,841"
229101,LA,St. Mary Parish,"105,218"
229103,LA,St. Tammany Parish,"139,584"
229105,LA,Tangipahoa Parish,"165,938"
229107,LA,Tensas Parish,"16,560"
229111,LA,Union Parish,"37,742"
229113,LA,Vermilion Parish,"110,358"
229115,LA,Vernon Parish,"62,667"
229117,LA,Washington Parish,"89,704"
229119,LA,Webster Parish,"68,529"
229121,LA,West Baton Rouge Pa,"32,758"
229123,LA,West Carroll Parish,"19,293"
229125,LA,West Feliciana Pari,"19,478"
229127,LA,Winn Parish,"26,738"
230120,ME,AUBURN,"80,613"
230162,ME,BANGOR,"130,692"
230252,ME,BIDDEFORD,"61,371"
231602,ME,LEWISTON,"132,502"
232484,ME,PORTLAND,"731,806"
239001,ME,Androscoggin County,"69,795"
239003,ME,Aroostook County,"141,075"
239005,ME,CUMBERLAND COUNTY,"187,643"
239007,ME,Franklin County,"60,710"
239009,ME,Hancock County,"102,419"
239011,ME,Kennebec County,"199,709"
239013,ME,Knox County,"82,712"
239015,ME,Lincoln County,"68,731"
239017,ME,Oxford County,"106,948"
239019,ME,Penobscot County,"205,787"
239021,ME,Piscataquis County,"42,690"
239023,ME,Sagadahoc County,"55,147"
239025,ME,Somerset County,"106,925"
239027,ME,Waldo County,"76,245"
239029,ME,Washington County,"82,804"
239031,ME,York County,"230,316"
240036,MD,ANNAPOLIS,"43,702"
240066,MD,BALTIMORE,"7,932,464"
240156,MD,BOWIE CITY,"20,843"
240378,MD,CUMBERLAND,"126,903"
240552,MD,FREDERICK,"49,521"
240582,MD,GAITHERSBURG,"57,022"
240660,MD,HAGERSTOWN,"117,724"
241278,MD,SALISBURY,"38,533"
249001,MD,Allegany County,"77,839"
249003,MD,ANNE ARUNDEL COUNT,"718,844"
249005,MD,BALTIMORE COUNTY,"1,428,275"
249009,MD,Calvert County,"48,984"
249011,MD,Caroline County,"36,226"
249013,MD,Carroll County,"101,890"
249015,MD,Cecil County,"75,403"
249017,MD,Charles County,"97,184"
249019,MD,Dorchester County,"44,396"
249021,MD,Frederick County,"96,158"
249023,MD,Garrett County,"37,148"
249025,MD,HARFORD COUNTY,"134,073"
249027,MD,HOWARD COUNTY,"148,661"
249029,MD,Kent County,"28,222"
249031,MD,MONTGOMERY COUNT,"1,756,021"
249033,MD,PRINCE GEORGES COU,"2,070,445"
249035,MD,Queen Anne's County,"32,394"
249037,MD,St. Mary's County,"86,554"
249039,MD,Somerset County,"35,254"
249041,MD,Talbot County,"38,013"
249043,MD,Washington County,"83,329"
249045,MD,Wicomico County,"57,103"
249047,MD,Worcester County,"48,635"
250078,MA,ARLINGTON,"165,563"
250126,MA,ATTLEBORO,"59,624"
250168,MA,BARNSTABLE,"44,851"
250282,MA,BOSTON,"6,761,444"
250354,MA,BROCKTON,"192,959"
250372,MA,BROOKLINE,"208,362"
250396,MA,CAMBRIDGE,"1,087,090"
250486,MA,CHICOPEE,"166,229"
250744,MA,FALL RIVER,"1,031,770"
250774,MA,FITCHBURG,"148,457"
250804,MA,FRAMINGHAM,"69,588"
250858,MA,GLOUCESTER,"101,744"
251020,MA,HAVERHILL,"135,879"
251074,MA,HOLYOKE,"171,139"
251194,MA,LAWRENCE,"596,976"
251236,MA,LEOMINSTER,"65,320"
251284,MA,LOWELL,"818,352"
251302,MA,LYNN,"867,238"
251314,MA,MALDEN,"197,749"
251410,MA,MEDFORD,"598,499"
251614,MA,NEW BEDFORD,"1,028,262"
251650,MA,NEWTON,"768,766"
251674,MA,NORTHAMPTON,"96,203"
251884,MA,PEABODY CITY,"59,079"
251938,MA,PITTSFIELD,"191,353"
251962,MA,PLYMOUTH,"50,419"
251992,MA,QUINCY,"707,085"
252118,MA,SALEM,"145,545"
252250,MA,SOMERVILLE,"985,059"
252340,MA,SPRINGFIELD,"1,418,831"
252418,MA,TAUNTON,"113,884"
252544,MA,WALTHAM,"134,827"
252700,MA,WESTFIELD,"56,929"
252784,MA,WEYMOUTH,"104,489"
252880,MA,WORCESTER,"1,591,011"
252904,MA,YARMOUTH,"17,723"
259001,MA,Barnstable County,"183,427"
259003,MA,Berkshire County,"165,935"
259005,MA,Bristol County,"240,951"
259007,MA,Dukes County,"27,813"
259009,MA,Essex County,"485,897"
259011,MA,Franklin County,"132,500"
259013,MA,Hampden County,"216,731"
259015,MA,Hampshire County,"197,141"
259017,MA,Middlesex County,"350,570"
259017‐1,MA,Middlesex County,"131,464"
259019,MA,Nantucket County,"19,555"
259021,MA,Norfolk County,"435,175"
259023,MA,Plymouth County,"344,630"
259025,MA,Suffolk County,"384,347"
259027,MA,Worcester County,"618,002"
260432,MI,BATTLE CREEK,"166,071"
260444,MI,BAY CITY,"184,169"
260570,MI,BENTON HARBOR,"59,457"
261074,MI,CANTON TWP,"45,442"
261410,MI,CLINTON TWP,"66,372"
261638,MI,DEARBORN,"744,080"
261644,MI,DEARBORN HEIGHTS,"140,024"
261698,MI,DETROIT,"12,666,716"
261848,MI,EAST LANSING,"76,077"
262096,MI,FARMINGTON HILLS,"47,018"
262172,MI,FLINT,"1,478,121"
262544,MI,GRAND RAPIDS,"1,380,097"
262940,MI,HOLLAND,"44,768"
263174,MI,JACKSON,"177,234"
263222,MI,KALAMAZOO,"630,667"
263456,MI,LANSING,"749,755"
263588,MI,LINCOLN PARK,"108,092"
263648,MI,LIVONIA,"48,121"
264086,MI,MIDLAND,"31,094"
264164,MI,MONROE,"67,595"
264296,MI,MUSKEGON,"127,357"
264302,MI,MUSKEGON HTS,"59,111"
264386,MI,NILES,"43,010"
264452,MI,NORTON SHORES,"17,385"
264962,MI,PONTIAC,"531,660"
264974,MI,PORTAGE,"27,206"
265010,MI,PORT HURON,"110,150"
265148,MI,REDFORD,"126,584"
265286,MI,ROSEVILLE,"74,082"
265304,MI,ROYAL OAK,"174,127"
265340,MI,SAGINAW,"855,971"
265370,MI,ST CLAIR SHORES,"119,963"
265664,MI,SOUTHFIELD,"64,550"
265814,MI,STERLING HEIGHTS,"85,886"
265934,MI,TAYLOR,"63,478"
266252,MI,WARREN,"108,112"
266267,MI,WATERFORD TOWNSHI,"45,794"
266378,MI,WESTLAND,"142,697"
266624,MI,WYOMING,"59,447"
269001,MI,Alcona County,"16,443"
269003,MI,Alger County,"13,412"
269005,MI,Allegan County,"108,281"
269007,MI,Alpena County,"38,435"
269009,MI,Antrim County,"29,591"
269011,MI,Arenac County,"25,089"
269013,MI,Baraga County,"13,635"
269015,MI,Barry County,"57,938"
269017,MI,Bay County,"67,524"
269019,MI,Benzie County,"21,687"
269021,MI,Berrien County,"175,786"
269023,MI,Branch County,"62,845"
269025,MI,Calhoun County,"101,197"
269027,MI,Cass County,"62,114"
269029,MI,Charlevoix County,"33,602"
269031,MI,Cheboygan County,"36,352"
269033,MI,Chippewa County,"48,393"
269035,MI,Clare County,"55,159"
269037,MI,Clinton County,"62,941"
269039,MI,Crawford County,"21,082"
269041,MI,Delta County,"57,192"
269043,MI,Dickinson County,"43,972"
269045,MI,Eaton County,"93,118"
269047,MI,Emmet County,"40,537"
269049,MI,GENESEE COUNTY,"612,970"
269051,MI,Gladwin County,"40,084"
269053,MI,Gogebic County,"41,580"
269055,MI,Grand Traverse Coun,"73,011"
269057,MI,Gratiot County,"55,113"
269059,MI,Hillsdale County,"65,380"
269061,MI,Houghton County,"83,812"
269063,MI,Huron County,"53,059"
269065,MI,Ingham County,"109,861"
269067,MI,Ionia County,"76,368"
269069,MI,Iosco County,"38,050"
269071,MI,Iron County,"26,042"
269073,MI,Isabella County,"118,470"
269075,MI,Jackson County,"106,082"
269077,MI,Kalamazoo County,"118,313"
269079,MI,Kalkaska County,"23,389"
269081,MI,KENT COUNTY,"198,324"
269083,MI,Keweenaw County,"8,174"
269085,MI,Lake County,"20,611"
269087,MI,Lapeer County,"79,802"
269089,MI,Leelanau County,"24,100"
269091,MI,Lenawee County,"122,374"
269093,MI,Livingston County,"111,247"
269095,MI,Luce County,"10,077"
269097,MI,Mackinac County,"18,054"
269099,MI,MACOMB COUNTY,"212,291"
269101,MI,Manistee County,"40,827"
269103,MI,Marquette County,"92,837"
269105,MI,Mason County,"42,325"
269107,MI,Mecosta County,"62,631"
269109,MI,Menominee County,"41,462"
269111,MI,Midland County,"43,729"
269113,MI,Missaukee County,"18,671"
269115,MI,Monroe County,"110,895"
269117,MI,Montcalm County,"79,445"
269119,MI,Montmorency County,"13,613"
269121,MI,Muskegon County,"92,876"
269123,MI,Newaygo County,"71,850"
269125,MI,OAKLAND COUNTY,"1,337,663"
269127,MI,Oceana County,"47,957"
269129,MI,Ogemaw County,"33,340"
269131,MI,Ontonagon County,"15,691"
269133,MI,Osceola County,"33,668"
269135,MI,Oscoda County,"15,452"
269137,MI,Otsego County,"22,776"
269139,MI,Ottawa County,"187,464"
269141,MI,Presque Isle County,"20,608"
269143,MI,Roscommon County,"35,531"
269145,MI,Saginaw County,"150,991"
269147,MI,St. Clair County,"112,130"
269149,MI,St. Joseph County,"85,837"
269151,MI,Sanilac County,"62,205"
269153,MI,Schoolcraft County,"14,024"
269155,MI,Shiawassee County,"89,858"
269157,MI,Tuscola County,"67,165"
269159,MI,Van Buren County,"107,974"
269161,MI,WASHTENAW COUNTY,"282,782"
269163,MI,WAYNE COUNTY,"2,009,877"
269165,MI,Wexford County,"38,277"
270456,MN,BLOOMINGTON,"50,908"
270996,MN,COON RAPIDS,"38,422"
271266,MN,DULUTH,"968,186"
271338,MN,EDEN PRAIRIE,"32,980"
273120,MN,MINNEAPOLIS,"4,578,771"
273150,MN,MINNETONKA,"23,998"
273198,MN,MOORHEAD,"36,253"
273768,MN,PLYMOUTH,"33,457"
273930,MN,ROCHESTER,"72,189"
274104,MN,ST CLOUD,"60,824"
274164,MN,ST PAUL,"2,734,479"
279001,MN,Aitkin County,"24,271"
279003,MN,ANOKA COUNTY,"144,491"
279005,MN,Becker County,"46,285"
279007,MN,Beltrami County,"82,250"
279009,MN,Benton County,"29,782"
279011,MN,Big Stone County,"11,033"
279013,MN,Blue Earth County,"79,491"
279015,MN,Brown County,"35,155"
279017,MN,Carlton County,"36,343"
279019,MN,Carver County,"57,502"
279021,MN,Cass County,"46,432"
279023,MN,Chippewa County,"18,911"
279025,MN,Chisago County,"39,686"
279027,MN,Clay County,"21,385"
279029,MN,Clearwater County,"13,901"
279031,MN,Cook County,"8,041"
279033,MN,Cottonwood County,"19,496"
279035,MN,Crow Wing County,"75,094"
279037,MN,DAKOTA COUNTY,"217,842"
279039,MN,Dodge County,"20,356"
279041,MN,Douglas County,"38,306"
279043,MN,Faribault County,"27,803"
279045,MN,Fillmore County,"38,228"
279047,MN,Freeborn County,"44,688"
279049,MN,Goodhue County,"52,865"
279051,MN,Grant County,"10,102"
279053,MN,HENNEPIN COUNTY,"828,710"
279055,MN,Houston County,"23,846"
279057,MN,Hubbard County,"24,699"
279059,MN,Isanti County,"33,721"
279061,MN,Itasca County,"61,698"
279063,MN,Jackson County,"18,025"
279065,MN,Kanabec County,"19,438"
279067,MN,Kandiyohi County,"55,312"
279069,MN,Kittson County,"8,372"
279071,MN,Koochiching County,"20,564"
279073,MN,Lac qui Parle Count,"15,131"
279075,MN,Lake County,"13,866"
279077,MN,Lake of the Woods C,"5,009"
279079,MN,Le Sueur County,"32,540"
279081,MN,Lincoln County,"10,947"
279083,MN,Lyon County,"32,331"
279085,MN,McLeod County,"34,725"
279087,MN,Mahnomen County,"10,910"
279089,MN,Marshall County,"15,338"
279091,MN,Martin County,"34,364"
279093,MN,Meeker County,"28,470"
279095,MN,Mille Lacs County,"30,154"
279097,MN,Morrison County,"43,989"
279099,MN,Mower County,"52,893"
279101,MN,Murray County,"14,499"
279103,MN,Nicollet County,"31,155"
279105,MN,Nobles County,"38,647"
279107,MN,Norman County,"12,481"
279109,MN,Olmsted County,"29,632"
279111,MN,Otter Tail County,"81,388"
279113,MN,Pennington County,"18,216"
279115,MN,Pine County,"40,815"
279117,MN,Pipestone County,"15,281"
279119,MN,Polk County,"44,023"
279121,MN,Pope County,"17,627"
279123,MN,RAMSEY COUNTY,"131,279"
279125,MN,Red Lake County,"6,717"
279127,MN,Redwood County,"23,351"
279129,MN,Renville County,"26,729"
279131,MN,Rice County,"62,534"
279133,MN,Rock County,"14,327"
279135,MN,Roseau County,"17,038"
279137,MN,ST LOUIS COUNTY,"834,023"
279139,MN,Scott County,"81,181"
279141,MN,Sherburne County,"52,421"
279143,MN,Sibley County,"22,647"
279145,MN,Stearns County,"87,827"
279147,MN,Steele County,"37,936"
279149,MN,Stevens County,"14,400"
279151,MN,Swift County,"16,592"
279153,MN,Todd County,"38,495"
279155,MN,Traverse County,"8,079"
279157,MN,Wabasha County,"27,556"
279159,MN,Wadena County,"23,132"
279161,MN,Waseca County,"23,306"
279163,MN,WASHINGTON COUNTY,"103,196"
279165,MN,Watonwan County,"18,889"
279167,MN,Wilkin County,"9,635"
279169,MN,Winona County,"76,680"
279171,MN,Wright County,"87,524"
279173,MN,Yellow Medicine Cou,"18,586"
280132,MS,BILOXI,"73,494"
280612,MS,GULFPORT,"95,113"
280630,MS,HATTIESBURG,"79,434"
280726,MS,JACKSON,"856,352"
281002,MS,MOSS POINT,"21,974"
281134,MS,PASCAGOULA,"38,606"
289001,MS,Adams County,"83,976"
289003,MS,Alcorn County,"57,857"
289005,MS,Amite County,"32,696"
289007,MS,Attala County,"41,086"
289009,MS,Benton County,"14,801"
289011,MS,Bolivar County,"86,098"
289013,MS,Calhoun County,"23,131"
289015,MS,Carroll County,"17,497"
289017,MS,Chickasaw County,"30,897"
289019,MS,Choctaw County,"17,233"
289021,MS,Claiborne County,"21,762"
289023,MS,Clarke County,"31,167"
289025,MS,Clay County,"35,227"
289027,MS,Coahoma County,"65,196"
289029,MS,Copiah County,"57,188"
289031,MS,Covington County,"32,184"
289033,MS,DeSoto County,"103,121"
289035,MS,Forrest County,"35,327"
289037,MS,Franklin County,"20,111"
289039,MS,George County,"25,946"
289041,MS,Greene County,"18,470"
289043,MS,Grenada County,"34,243"
289045,MS,Hancock County,"63,177"
289047,MS,Harrison County,"75,564"
289049,MS,Hinds County,"69,423"
289051,MS,Holmes County,"54,921"
289053,MS,Humphreys County,"27,193"
289055,MS,Issaquena County,"4,420"
289057,MS,Itawamba County,"29,621"
289059,MS,Jackson County,"89,169"
289061,MS,Jasper County,"29,725"
289063,MS,Jefferson County,"19,932"
289065,MS,Jefferson Davis Cou,"28,130"
289067,MS,Jones County,"106,560"
289069,MS,Kemper County,"17,132"
289071,MS,Lafayette County,"50,502"
289073,MS,Lamar County,"41,298"
289075,MS,Lauderdale County,"136,734"
289077,MS,Lawrence County,"19,464"
289079,MS,Leake County,"34,880"
289081,MS,Lee County,"86,889"
289083,MS,Leflore County,"78,352"
289085,MS,Lincoln County,"61,688"
289087,MS,Lowndes County,"91,998"
289089,MS,Madison County,"98,414"
289091,MS,Marion County,"48,835"
289093,MS,Marshall County,"53,730"
289095,MS,Monroe County,"54,251"
289097,MS,Montgomery County,"27,243"
289099,MS,Neshoba County,"48,254"
289101,MS,Newton County,"40,405"
289103,MS,Noxubee County,"26,960"
289105,MS,Oktibbeha County,"68,463"
289107,MS,Panola County,"59,731"
289109,MS,Pearl River County,"66,181"
289111,MS,Perry County,"20,297"
289113,MS,Pike County,"86,864"
289115,MS,Pontotoc County,"36,777"
289117,MS,Prentiss County,"35,114"
289119,MS,Quitman County,"20,930"
289121,MS,Rankin County,"118,544"
289123,MS,Scott County,"49,353"
289125,MS,Sharkey County,"16,479"
289127,MS,Simpson County,"45,816"
289129,MS,Smith County,"22,659"
289131,MS,Stone County,"24,246"
289133,MS,Sunflower County,"65,721"
289135,MS,Tallahatchie County,"30,278"
289137,MS,Tate County,"30,134"
289139,MS,Tippah County,"30,939"
289141,MS,Tishomingo County,"29,186"
289143,MS,Tunica County,"20,584"
289145,MS,Union County,"36,546"
289147,MS,Walthall County,"27,616"
289149,MS,Warren County,"82,975"
289151,MS,Washington County,"123,981"
289153,MS,Wayne County,"35,472"
289155,MS,Webster County,"17,859"
289157,MS,Wilkinson County,"21,755"
289159,MS,Winston County,"34,026"
289161,MS,Yalobusha County,"25,688"
289163,MS,Yazoo County,"55,329"
290534,MO,BLUE SPRINGS CITY,"29,135"
291152,MO,COLUMBIA,"108,681"
291806,MO,FLORISSANT,"28,645"
292562,MO,INDEPENDENCE,"96,157"
292628,MO,JEFFERSON CITY,"40,744"
292652,MO,JOPLIN,"83,140"
292670,MO,KANSAS CITY,"2,895,863"
292958,MO,LEES SUMMIT,"39,886"
293852,MO,O'FALLON,"31,765"
294578,MO,ST CHARLES,"39,934"
294614,MO,ST JOSEPH,"590,825"
294626,MO,ST LOUIS,"6,762,526"
294638,MO,ST PETERS CITY,"24,162"
294884,MO,SPRINGFIELD,"171,609"
299001,MO,Adair County,"34,011"
299003,MO,Andrew County,"18,158"
299005,MO,Atchison County,"12,622"
299007,MO,Audrain County,"30,880"
299009,MO,Barry County,"46,031"
299011,MO,Barton County,"17,757"
299013,MO,Bates County,"22,937"
299015,MO,Benton County,"19,629"
299017,MO,Bollinger County,"12,866"
299019,MO,Boone County,"36,176"
299021,MO,Buchanan County,"12,885"
299023,MO,Butler County,"50,780"
299025,MO,Caldwell County,"14,628"
299027,MO,Callaway County,"30,746"
299029,MO,Camden County,"33,386"
299031,MO,Cape Girardeau Coun,"60,076"
299033,MO,Carroll County,"17,860"
299035,MO,Carter County,"9,306"
299037,MO,Cass County,"56,734"
299039,MO,Cedar County,"16,151"
299041,MO,Chariton County,"13,304"
299043,MO,Christian County,"48,151"
299045,MO,Clark County,"11,454"
299047,MO,Clay County,"67,878"
299049,MO,Clinton County,"22,992"
299051,MO,Cole County,"20,027"
299053,MO,Cooper County,"22,459"
299055,MO,Crawford County,"27,376"
299057,MO,Dade County,"12,768"
299059,MO,Dallas County,"19,788"
299061,MO,Daviess County,"12,058"
299063,MO,DeKalb County,"12,178"
299065,MO,Dent County,"16,925"
299067,MO,Douglas County,"15,902"
299069,MO,Dunklin County,"51,209"
299071,MO,Franklin County,"73,537"
299073,MO,Gasconade County,"20,753"
299075,MO,Gentry County,"13,089"
299077,MO,Greene County,"58,550"
299079,MO,Grundy County,"18,123"
299081,MO,Harrison County,"15,853"
299083,MO,Henry County,"27,632"
299085,MO,Hickory County,"12,153"
299087,MO,Holt County,"10,905"
299089,MO,Howard County,"15,068"
299091,MO,Howell County,"48,484"
299093,MO,Iron County,"13,038"
299095,MO,Jackson County,"75,033"
299097,MO,Jasper County,"77,434"
299099,MO,JEFFERSON COUNTY,"145,928"
299101,MO,Johnson County,"50,721"
299103,MO,Knox County,"9,371"
299105,MO,Laclede County,"37,090"
299107,MO,Lafayette County,"37,334"
299109,MO,Lawrence County,"43,459"
299111,MO,Lewis County,"16,721"
299113,MO,Lincoln County,"36,898"
299115,MO,Linn County,"24,237"
299117,MO,Livingston County,"20,241"
299119,MO,McDonald County,"37,420"
299121,MO,Macon County,"24,813"
299123,MO,Madison County,"13,555"
299125,MO,Maries County,"10,512"
299127,MO,Marion County,"45,488"
299129,MO,Mercer County,"6,398"
299131,MO,Miller County,"25,125"
299133,MO,Mississippi County,"18,941"
299135,MO,Moniteau County,"16,287"
299137,MO,Monroe County,"13,640"
299139,MO,Montgomery County,"16,679"
299141,MO,Morgan County,"23,857"
299143,MO,New Madrid County,"27,511"
299145,MO,Newton County,"51,495"
299147,MO,Nodaway County,"31,188"
299149,MO,Oregon County,"14,587"
299151,MO,Osage County,"15,277"
299153,MO,Ozark County,"13,503"
299155,MO,Pemiscot County,"36,706"
299157,MO,Perry County,"18,218"
299159,MO,Pettis County,"49,668"
299161,MO,Phelps County,"44,999"
299163,MO,Pike County,"23,006"
299165,MO,Platte County,"26,303"
299167,MO,Polk County,"32,771"
299169,MO,Pulaski County,"35,339"
299171,MO,Putnam County,"8,419"
299173,MO,Ralls County,"10,250"
299175,MO,Randolph County,"32,503"
299177,MO,Ray County,"22,487"
299179,MO,Reynolds County,"8,354"
299181,MO,Ripley County,"19,993"
299183,MO,St. Charles County,"72,525"
299185,MO,St. Clair County,"14,792"
299186,MO,Ste. Genevieve Coun,"14,477"
299187,MO,St. Francois County,"57,611"
299189,MO,ST LOUIS COUNTY,"1,835,827"
299195,MO,Saline County,"31,128"
299197,MO,Schuyler County,"8,431"
299199,MO,Scotland County,"9,825"
299201,MO,Scott County,"46,049"
299203,MO,Shannon County,"13,344"
299205,MO,Shelby County,"13,233"
299207,MO,Stoddard County,"32,422"
299209,MO,Stone County,"30,965"
299211,MO,Sullivan County,"14,185"
299213,MO,Taney County,"45,380"
299215,MO,Texas County,"32,546"
299217,MO,Vernon County,"27,107"
299219,MO,Warren County,"21,626"
299221,MO,Washington County,"31,084"
299223,MO,Wayne County,"17,949"
299225,MO,Webster County,"38,035"
299227,MO,Worth County,"5,669"
299229,MO,Wright County,"25,202"
300066,MT,BILLINGS,"90,432"
300342,MT,GREAT FALLS,"118,386"
300540,MT,MISSOULA,"80,621"
309001,MT,Beaverhead County,"11,044"
309003,MT,Big Horn County,"28,895"
309005,MT,Blaine County,"13,218"
309007,MT,Broadwater County,"4,865"
309009,MT,Carbon County,"15,494"
309011,MT,Carter County,"2,345"
309013,MT,Cascade County,"21,999"
309015,MT,Chouteau County,"10,002"
309017,MT,Custer County,"16,515"
309019,MT,Daniels County,"3,842"
309021,MT,Dawson County,"11,296"
309023,MT,Deer Lodge County,"17,100"
309025,MT,Fallon County,"3,298"
309027,MT,Fergus County,"18,604"
309029,MT,Flathead County,"81,677"
309031,MT,Gallatin County,"69,019"
309033,MT,Garfield County,"2,647"
309035,MT,Glacier County,"26,785"
309037,MT,Golden Valley Count,"1,975"
309039,MT,Granite County,"4,851"
309041,MT,Hill County,"22,066"
309043,MT,Jefferson County,"8,288"
309045,MT,Judith Basin County,"4,501"
309047,MT,Lake County,"34,052"
309049,MT,Lewis and Clark Cou,"55,517"
309051,MT,Liberty County,"3,016"
309053,MT,Lincoln County,"25,112"
309055,MT,McCone County,"2,734"
309057,MT,Madison County,"9,348"
309059,MT,Meagher County,"3,739"
309061,MT,Mineral County,"4,938"
309063,MT,Missoula County,"29,498"
309065,MT,Musselshell County,"7,488"
309067,MT,Park County,"22,049"
309069,MT,Petroleum County,885
309071,MT,Phillips County,"7,313"
309073,MT,Pondera County,"9,241"
309075,MT,Powder River County,"1,983"
309077,MT,Powell County,"8,813"
309079,MT,Prairie County,"2,765"
309081,MT,Ravalli County,"38,754"
309083,MT,Richland County,"10,744"
309085,MT,Roosevelt County,"20,710"
309087,MT,Rosebud County,"15,674"
309089,MT,Sanders County,"12,368"
309091,MT,Sheridan County,"6,406"
309093,MT,Silver Bow County,"60,323"
309095,MT,Stillwater County,"8,292"
