KEY,CNSRTKEY,NAME,STA,CDBG19,HOME19,ESG19,HOPWA19,HTF19
264386,,Niles,MI,278083,$0,0,$0,$0
264452,,Norton Shores,MI,120377,$0,0,$0,$0
264974,,Portage,MI,223110,$0,0,$0,$0
265010,,Port Huron,MI,789389,"$267,869",0,$0,$0
265148,,Redford,MI,909842,$0,0,$0,$0
265286,,Roseville,MI,594461,$0,0,$0,$0
265304,,Royal Oak,MI,1179146,$0,0,$0,$0
265340,,Saginaw,MI,2126460,"$397,542",181809,$0,$0
265370,,St Clair Shores,MI,854370,$0,0,$0,$0
265664,,Southfield,MI,447644,$0,0,$0,$0
265814,,Sterling Heights,MI,790782,$0,0,$0,$0
265934,,Taylor,MI,474840,$0,0,$0,$0
266252,,Warren,MI,1052077,"$496,608",0,"$772,614",$0
266267,,Waterford Township,MI,368099,$0,0,$0,$0
266378,,Westland,MI,1090838,"$301,719",0,$0,$0
266624,,Wyoming,MI,550935,$0,0,$0,$0
269049,,Genesee County,MI,1827824,"$802,589",155193,$0,$0
269081,26C991,Kent County,MI,1756819,"$916,592",149297,$0,$0
269099,26C962,Macomb County,MI,1787133,"$1,594,396",158080,$0,$0
269125,26C152,Oakland County,MI,5311554,"$2,772,518",333894,$0,$0
269161,,Washtenaw County,MI,2123502,"$1,264,807",178973,$0,$0
269163,26C978,Wayne County,MI,5449905,"$2,668,703",461580,$0,$0
269999,,Michigan Nonentitlement,MI,33892168,"$15,959,389",4844782,"$1,591,510","$5,363,424"
270456,,Bloomington,MN,446226,$0,0,$0,$0
271266,,Duluth,MN,2375204,"$541,106",200644,$0,$0
271338,,Eden Prairie,MN,251369,$0,0,$0,$0
272922,,Mankato City,MN,376417,$0,0,$0,$0
273120,,Minneapolis,MN,11054722,"$2,625,031",947515,"$1,538,539",$0
273198,,Moorhead,MN,239674,$0,0,$0,$0
273768,,Plymouth,MN,270798,$0,0,$0,$0
273930,,Rochester,MN,653268,$0,0,$0,$0
274104,,St Cloud,MN,584398,$0,0,$0,$0
274164,,St Paul,MN,6764245,"$1,748,058",578890,$0,$0
275040,,Woodbury City,MN,213082,$0,0,$0,$0
279003,,Anoka County,MN,1594873,$0,0,$0,$0
279037,27C024,Dakota County,MN,1887578,"$2,295,682",164742,$0,$0
279053,27C023,Hennepin County,MN,2897879,"$1,691,846",252131,$0,$0
279123,,Ramsey County,MN,1194448,$0,0,$0,$0
279137,27C022,St Louis County,MN,1910265,"$495,997",163682,$0,$0
279163,,Washington County,MN,720379,$0,0,$0,$0
279999,,Minnesota Nonentitlement,MN,18501140,"$7,748,270",2127508,"$224,186","$3,228,942"
280132,,Biloxi,MS,470034,$0,0,$0,$0
280612,28C903,Gulfport,MS,700035,"$440,141",0,$0,$0
280630,,Hattiesburg,MS,561417,"$284,296",0,$0,$0
280726,,Jackson,MS,1898486,"$910,781",160054,"$1,446,896",$0
281002,,Moss Point,MS,107688,$0,0,$0,$0
281134,,Pascagoula,MS,183709,$0,0,$0,$0
289999,,Mississippi Nonentitleme,MS,24939374,"$9,257,161",2280468,"$1,483,965","$3,000,000"
290534,,Blue Springs,MO,260678,$0,0,$0,$0
291152,,Columbia,MO,923114,"$582,720",0,$0,$0
291806,,Florissant,MO,248515,$0,0,$0,$0
292562,,Independence,MO,831763,"$473,718",0,$0,$0
292628,,Jefferson City,MO,292733,$0,0,$0,$0
292652,29C976,Joplin,MO,547918,"$438,735",0,$0,$0
292670,,Kansas City,MO,7579197,"$2,155,726",657798,"$1,604,084",$0
292958,,Lees Summit,MO,373739,$0,0,$0,$0
293852,,O'Fallon,MO,278066,$0,0,$0,$0
294614,,St Joseph,MO,1567068,"$360,505",0,$0,$0
294626,,St Louis,MO,17928345,"$2,784,620",1510235,"$2,061,285",$0
294884,,Springfield,MO,1446871,"$940,173",0,$0,$0
299099,,Jefferson County,MO,1175850,$0,0,$0,$0
299183,,St. Charles County,MO,1074952,$0,0,$0,$0
299189,29C141,St Louis County,MO,5621323,"$3,352,343",475671,$0,$0
299999,,Missouri Nonentitlement,MO,22605246,"$11,527,796",2671207,"$792,945","$3,647,539"
300066,,Billings,MT,649979,"$320,788",0,$0,$0
300342,,Great Falls,MT,794666,"$273,088",0,$0,$0
300540,,Missoula,MT,529166,"$353,625",0,$0,$0
309999,,Montana Nonentitlement,MT,6356042,"$3,005,732",700400,$0,"$3,000,000"
310276,,Bellevue,NE,355531,$0,0,$0,$0
311254,,Grand Island,NE,413557,$0,0,$0,$0
311710,,Lincoln,NE,1838414,"$1,116,577",155381,$0,$0
312208,31C7M1,Omaha,NE,4596670,"$2,127,463",404838,$0,$0
319999,,Nebraska Nonentitlement,NE,10721667,"$3,674,297",976692,"$540,135","$3,000,000"
320096,,Henderson,NV,1412482,"$626,704",0,$0,$0
320108,,Las Vegas,NV,5074650,"$2,019,021",441833,"$1,712,967",$0
320138,,North Las Vegas,NV,1916581,$0,171951,$0,$0
320150,32C309,Reno,NV,2212688,"$1,346,517",184310,$0,$0
320156,,Sparks,NV,691196,$0,0,$0,$0
329003,32C038,Clark County,NV,7699889,"$3,636,543",650308,$0,$0
329999,,Nevada Nonentitlement,NV,3336990,"$3,005,732",457812,"$369,452","$3,000,000"
330378,,Dover,NH,293531,$0,0,$0,$0
330930,,Manchester,NH,1782339,"$609,518",155561,$0,$0
331026,,Nashua,NH,646750,"$359,905",0,$0,$0
331254,,Portsmouth,NH,526934,$0,0,$0,$0
331284,,Rochester,NH,259943,$0,0,$0,$0
339999,,New Hampshire Nonentitlement,NH,8864744,"$3,483,585",901293,$0,"$3,000,000"
340072,,Asbury Park,NJ,386843,$0,0,$0,$0
340078,,Atlantic City,NJ,1214260,"$428,991",0,$0,$0
340138,,Bayonne,NJ,1533452,$0,0,$0,$0
340246,,Bloomfield,NJ,1007693,$0,0,$0,$0
340318,,Brick Township,NJ,299207,$0,0,$0,$0
340324,,Bridgeton,NJ,318251,$0,0,$0,$0
340414,,Camden,NJ,2386564,"$731,746",206373,"$1,046,026",$0
340474,,Cherry Hill,NJ,445078,$0,0,$0,$0
340540,,Clifton,NJ,1076496,$0,0,$0,$0
340672,,Toms River Township,NJ,373151,$0,0,$0,$0
340732,,East Orange,NJ,1440036,"$485,678",0,$0,$0
340780,,Edison,NJ,543858,$0,0,$0,$0
340798,,Elizabeth,NJ,1574365,"$857,485",150884,$0,$0
340870,,Ewing Township,NJ,229019,$0,0,$0,$0
341008,,Franklin Township,NJ,265058,$0,0,$0,$0
341110,,Gloucester Twp,NJ,294485,$0,0,$0,$0
341206,,Hamilton,NJ,614817,$0,0,$0,$0
341362,,Hoboken City,NJ,1062187,$0,0,$0,$0
341434,,Irvington,NJ,1105103,"$408,877",0,$0,$0
341464,,Jersey City,NJ,5558690,"$1,925,273",475087,"$2,411,528",$0
341566,,Lakewood Township,NJ,1047682,$0,0,$0,$0
341716,,Long Branch,NJ,456968,$0,0,$0,$0
341974,,Middletown,NJ,266423,$0,0,$0,$0
342016,,Millville,NJ,274560,$0,0,$0,$0
342190,,Newark,NJ,7136919,"$2,467,446",608884,"$5,841,359",$0
342196,,New Brunswick,NJ,875570,"$483,322",0,$0,$0
342250,,North Bergen Township,NJ,618614,$0,0,$0,$0
342340,,Ocean City,NJ,278423,$0,0,$0,$0
342378,,Old Bridge Township,NJ,268609,$0,0,$0,$0
342448,,Parsippany-Troyhills Twp,NJ,223600,$0,0,$0,$0
342454,,Passaic,NJ,1293967,"$742,520",0,$0,$0
342466,,Paterson,NJ,2277792,"$823,238",192721,"$1,682,883",$0
342532,,Perth Amboy,NJ,574360,"$360,120",0,$0,$0
342886,,Sayreville,NJ,225183,$0,0,$0,$0
343216,,Trenton,NJ,2745820,"$743,213",225818,$0,$0
343234,,Union City,NJ,1019605,$0,0,$0,$0
343252,,Union Township,NJ,614714,$0,0,$0,$0
343330,34C121,Vineland,NJ,485787,"$557,076",0,$0,$0
343438,,Wayne Township,NJ,194422,$0,0,$0,$0
343624,,Woodbridge,NJ,635852,$0,0,$0,$0
349001,34C502,Atlantic County,NJ,1217645,"$670,111",0,$0,$0
349003,,Bergen County,NJ,9078076,"$2,625,823",771935,$0,$0
349005,34C963,Burlington County,NJ,1455671,"$811,695",0,$0,$0
349007,34C120,Camden County,NJ,2418965,"$1,039,489",201785,$0,$0
349013,34C142,Essex County,NJ,5196315,"$1,081,898",440579,$0,$0
349015,34C951,Gloucester County,NJ,1347415,"$573,217",0,$0,$0
349017,34C026,Hudson County,NJ,1991330,"$2,507,371",166963,$0,$0
349023,34C401,Middlesex County,NJ,1946078,"$1,477,672",157532,$0,$0
349025,34C904,Monmouth County,NJ,2223464,"$1,407,272",207750,$0,$0
349027,34C303,Morris County,NJ,1938271,"$762,900",164010,$0,$0
349029,34C025,Ocean County,NJ,1352468,"$1,281,999",0,$0,$0
349031,,Passaic County,NJ,860233,$0,0,$0,$0
349035,34C053,Somerset County,NJ,1084811,"$504,493",0,$0,$0
349039,34C027,Union County,NJ,4518881,"$1,161,189",379822,$0,$0
349999,,New Jersey Nonentitlement,NJ,6842709,"$4,845,826",3052410,"$1,584,668","$6,968,067"
34C119,34C119,CNSRT-Mercer County,NJ,0,"$581,728",0,$0,$0
350012,,Albuquerque,NM,4502479,"$1,924,439",378448,"$489,104",$0
350204,,Farmington,NM,363255,$0,0,$0,$0
350336,,Las Cruces,NM,908445,"$412,433",0,$0,$0
350479,,Rio Rancho,NM,572648,$0,0,$0,$0
350534,,Santa Fe,NM,659051,$0,0,$0,$0
359999,,New Mexico Nonentitlement,NM,11159156,"$4,685,234",1149002,"$423,224","$3,000,000"
360040,,Albany,NY,3338647,"$879,669",285840,"$679,993",$0
360152,36C103,Amherst Town,NY,593912,"$835,210",0,$0,$0
360300,,Auburn,NY,845411,$0,0,$0,$0
360352,,Babylon Town,NY,1049399,"$426,021",0,$0,$0
360556,,Binghamton,NY,1906443,"$486,312",160768,$0,$0
360744,,Brookhaven Town,NY,2219415,"$893,594",188316,"$2,121,337",$0
360784,,Buffalo,NY,13706335,"$3,007,593",1160583,"$798,764",$0
361152,,Cheektowaga Town,NY,1001596,$0,0,$0,$0
361380,,Colonie Town,NY,351898,$0,0,$0,$0
361756,,Dunkirk,NY,474831,$0,0,$0,$0
362000,,Elmira,NY,1195972,"$333,467",0,$0,$0
362480,,Glen Falls,NY,480739,$0,0,$0,$0
362572,,Greece,NY,388811,$0,0,$0,$0
362688,,Hamburg Town,NY,406007,$0,0,$0,$0
363088,,Huntington Town,NY,841740,$0,0,$0,$0
363140,,Irondequoit,NY,898207,$0,0,$0,$0
363160,,Islip Town,NY,2017638,"$648,122",161458,$0,$0
363168,,Ithaca,NY,688397,"$305,972",0,$0,$0
363180,,Jamestown,NY,1165646,"$315,537",0,$0,$0
363300,,Kingston,NY,727735,$0,0,$0,$0
364004,,Middletown,NY,498458,$0,0,$0,$0
364212,,Mount Vernon,NY,1661732,"$440,662",0,$0,$0
364320,,Newburgh,NY,838786,$0,0,$0,$0
364408,,New Rochelle,NY,1411982,"$380,087",0,$0,$0
364436,,New York,NY,166843617,"$69,126,329",14126459,"$44,033,544",$0
364448,,Niagara Falls,NY,2309381,"$427,400",199282,$0,$0
365312,,Poughkeepsie,NY,827288,$0,0,$0,$0
365544,,Rochester,NY,8068554,"$2,316,190",685960,"$958,466",$0
365572,,Rome,NY,1014780,$0,0,$0,$0
365800,,Saratoga Springs,NY,306269,$0,0,$0,$0
365848,36C009,Schenectady,NY,2217193,"$1,015,556",189952,$0,$0
366376,,Syracuse,NY,4854840,"$1,284,862",413972,"$389,331",$0
366468,,Tonawanda Town,NY,1651069,$0,141286,$0,$0
366500,,Troy,NY,1781861,$0,149069,$0,$0
366588,,Union Town,NY,1232339,$0,0,$0,$0
366612,,Utica,NY,2455392,"$614,774",207655,$0,$0
366848,,Watertown city,NY,913077,$0,0,$0,$0
367096,,White Plains,NY,835982,$0,0,$0,$0
367260,,Yonkers,NY,3429842,"$1,067,708",285356,$0,$0
369027,36C301,Dutchess County,NY,1396966,"$843,698",0,$0,$0
369029,36C006,Erie County,NY,3047317,"$825,749",231429,$0,$0
369055,36C007,Monroe County,NY,1837559,"$1,058,488",153145,$0,$0
369059,,Nassau County,NY,14027286,"$2,280,375",1206363,$0,$0
369067,36C008,Onondaga County,NY,2269106,"$607,259",166038,$0,$0
369071,36C302,Orange County,NY,1760135,"$1,106,051",146454,$0,$0
369087,,Rockland County,NY,1611125,"$638,638",0,$0,$0
369103,36C144,Suffolk County,NY,1235079,"$635,270",0,$0,$0
369119,,Westchester County,NY,3544891,"$880,565",0,$0,$0
369999,,New York Nonentitlement,NY,47893332,"$23,775,283",6483936,"$2,630,423","$19,152,427"
36C202,36C202,CNSRT-Jefferson County,NY,0,"$776,579",0,$0,$0
370108,37C111,Asheville,NC,1009176,"$1,229,155",0,$0,$0
370432,,Burlington,NC,465963,$0,0,$0,$0
370504,,Cary,NC,650061,$0,0,$0,$0
370552,,Chapel Hill,NC,386584,$0,0,$0,$0
370558,37C905,Charlotte,NC,5827128,"$2,972,112",507237,"$2,725,653",$0
370660,37C503,Concord,NC,633508,"$1,206,157",0,$0,$0
370828,37C205,Durham,NC,1988113,"$1,082,516",169200,"$429,110",$0
371002,,Fayetteville,NC,1443783,"$769,913",0,$0,$0
371092,37C110,Gastonia,NC,671841,"$745,759",0,$0,$0
371158,,Goldsboro,NC,328479,"$214,732",0,$0,$0
371188,37C304,Greensboro,NC,2229827,"$1,674,811",183371,"$474,056",$0
371194,,Greenville,NC,918753,"$495,622",0,$0,$0
371338,,Hickory,NC,316023,$0,0,$0,$0
371356,,High Point,NC,947596,"$504,820",0,$0,$0
371452,,Jacksonville,NC,352523,$0,0,$0,$0
371494,,Kannapolis,NC,375358,$0,0,$0,$0
371644,37C113,Lenoir,NC,135877,"$1,102,000",0,$0,$0
371944,,Morganton,NC,148237,$0,0,$0,$0
372028,,New Bern city,NC,234803,$0,0,$0,$0
372304,,Raleigh,NC,3136516,"$1,408,766",272027,$0,$0
372406,37C504,Rocky Mount,NC,560957,"$537,505",0,$0,$0
372508,,Salisbury,NC,290017,$0,0,$0,$0
373144,,Wilmington,NC,957054,"$614,346",0,$0,$0
373180,37C109,Winston-Salem,NC,2180746,"$1,270,660",187896,$0,$0
379051,,Cumberland County,NC,836657,"$364,750",0,$0,$0
379119,,Mecklenburg County,NC,765102,$0,0,$0,$0
379179,,Union County,NC,834665,$0,0,$0,$0
379183,37C950,Wake County,NC,2068700,"$882,933",161478,"$809,265",$0
379999,,North Carolina Nonentitlement,NC,47529379,"$16,774,622",5201091,"$3,204,956","$5,259,160"
37C112,37C112,CNSRT-Surry County,NC,0,"$537,671",0,$0,$0
37C204,37C204,CNSRT-Orange County,NC,0,"$350,302",0,$0,$0
380228,,Bismarck,ND,376992,$0,0,$0,$0
380636,,Fargo,ND,760623,"$454,741",0,$0,$0
380816,,Grand Forks,ND,430422,$0,0,$0,$0
389999,,North Dakota Nonentitlement,ND,3955356,"$3,005,732",465045,$0,"$3,000,000"
390042,,Akron,OH,6074068,"$1,365,865",515116,$0,$0
390066,,Alliance,OH,600083,$0,0,$0,$0
390294,,Barberton,OH,632858,$0,0,$0,$0
390600,,Bowling Green,OH,306283,$0,0,$0,$0
390858,,Canton,OH,2586977,"$588,572",219197,$0,$0
391062,,Cincinnati,OH,11535707,"$2,675,728",983142,"$1,013,119",$0
391104,,Cleveland,OH,21154188,"$4,512,419",1796770,"$1,402,636",$0
391110,,Cleveland Heights,OH,1604297,$0,0,$0,$0
391176,,Columbus,OH,7097726,"$4,035,244",597045,"$1,253,358",$0
391320,,Cuyahoga Falls,OH,645436,$0,0,$0,$0
391362,39C964,Dayton,OH,5761323,"$1,430,128",485102,"$428,577",$0
391500,,East Cleveland,OH,1089370,"$251,413",0,$0,$0
391602,,Elyria,OH,721491,$0,0,$0,$0
391626,,Euclid,OH,1007179,$0,0,$0,$0
391638,,Fairborn,OH,273916,$0,0,$0,$0
392118,,Hamilton City,OH,1433787,"$375,150",0,$0,$0
392508,,Kent,OH,283165,$0,0,$0,$0
392526,,Kettering,OH,557907,$0,0,$0,$0
392628,,Lakewood,OH,1983757,$0,170710,$0,$0
392634,,Lancaster,OH,478510,$0,0,$0,$0
392730,,Lima,OH,1031226,"$293,299",0,$0,$0
392820,,Lorain,OH,1185533,"$366,277",0,$0,$0
393012,,Mansfield,OH,854831,"$252,424",0,$0,$0
393054,,Marietta,OH,400092,$0,0,$0,$0
393114,,Massillon,OH,638441,$0,0,$0,$0
393168,,Mentor,OH,153776,$0,0,$0,$0
393222,,Middletown,OH,724744,$0,0,$0,$0
393558,,Newark,OH,733953,$0,0,$0,$0
394098,,Parma,OH,954691,$0,0,$0,$0
394680,,Sandusky,OH,721669,$0,0,$0,$0
394998,,Springfield,OH,1850398,"$505,890",155993,$0,$0
395016,,Steubenville,OH,611196,$0,0,$0,$0
395214,,Toledo,OH,7423463,"$2,080,076",632768,$0,$0
395454,39C012,Warren,OH,1148867,"$657,370",0,$0,$0
395874,,Youngstown,OH,3508076,"$604,632",297945,$0,$0
399017,39C805,Butler County,OH,1231253,"$732,869",0,$0,$0
399025,,Clermont County,OH,975508,$0,0,$0,$0
399035,39C107,Cuyahoga County,OH,3974899,"$2,437,075",330473,$0,$0
399049,,Franklin County,OH,1965698,"$800,574",166845,$0,$0
399061,,Hamilton County,OH,3330705,"$1,339,817",279229,$0,$0
399085,,Lake County,OH,1346768,"$446,330",0,$0,$0
399113,,Montgomery County,OH,1929129,"$994,814",164109,$0,$0
399151,39C106,Stark County,OH,1340092,"$755,801",0,$0,$0
399153,,Summit County,OH,955282,"$421,236",0,$0,$0
399165,,Warren County,OH,733903,$0,0,$0,$0
399999,,Ohio Nonentitlement,OH,44991805,"$22,469,609",5954891,"$1,454,536","$6,190,138"
400918,,Edmond,OK,444258,$0,0,$0,$0
400966,,Enid,OK,424875,$0,0,$0,$0
401734,,Lawton,OK,668746,"$327,362",0,$0,$0
402016,,Midwest City,OK,386875,$0,0,$0,$0
402046,,Moore City,OK,321959,$0,0,$0,$0
402190,,Norman,OK,850844,"$374,974",0,$0,$0
402268,,Oklahoma City,OK,4869051,"$2,214,939",415903,"$793,749",$0
402718,,Shawnee,OK,311414,$0,0,$0,$0
403036,,Tulsa,OK,3417782,"$1,658,265",284239,"$527,026",$0
409143,40C306,Tulsa County,OK,1391322,"$1,001,261",0,$0,$0
409999,,Oklahoma Nonentitlement,OK,14152241,"$7,611,246",1584755,"$369,988","$3,000,000"
410012,,Albany,OR,380311,$0,0,$0,$0
410042,,Ashland,OR,178562,$0,0,$0,$0
410108,,Beaverton,OR,718030,$0,0,$0,$0
410114,,Bend,OR,521981,$0,0,$0,$0
410288,,Corvallis,OR,539027,$0,0,$0,$0
410426,41C033,Eugene,OR,1391534,"$1,215,155",0,$0,$0
410540,,Grants Pass,OR,349140,$0,0,$0,$0
410564,,Gresham,OR,1012678,$0,0,$0,$0
410636,,Hillsboro,OR,750137,$0,0,$0,$0
410888,,Medford,OR,715527,$0,0,$0,$0
411098,41C032,Portland,OR,8509881,"$3,665,146",728939,"$1,592,044",$0
411140,,Redmond,OR,265711,$0,0,$0,$0
411200,41C212,Salem,OR,1307573,"$750,949",0,$0,$0
411290,,Springfield,OR,554179,$0,0,$0,$0
419005,,Clackamas County,OR,2132218,"$956,845",189166,$0,$0
419051,,Multnomah County,OR,307987,$0,0,$0,$0
419067,41C213,Washington County,OR,2187250,"$1,587,946",181923,$0,$0
419999,,Oregon Nonentitlement,OR,13277173,"$8,873,567",1881446,"$557,084","$3,451,918"
420015,,Abington,PA,781243,$0,0,$0,$0
420096,,Allentown,PA,2257632,"$870,784",194268,"$432,321",$0
420114,,Altoona,PA,1569934,"$278,735",0,$0,$0
420438,,Bensalem Township,PA,327974,$0,0,"$763,072",$0
420474,,Berwick Borough,PA,321741,$0,0,$0,$0
420504,,Bethlehem,PA,1335744,"$400,540",0,$0,$0
420588,,Bloomsburg,PA,256394,$0,0,$0,$0
420726,,Bristol Township,PA,602959,$0,0,$0,$0
420930,,Carlisle,PA,370090,$0,0,$0,$0
421047,,Chambersburg,PA,332090,$0,0,$0,$0
421116,,Chester,PA,1236763,"$321,768",0,$0,$0
422178,,Erie,PA,3074352,"$788,489",261906,$0,$0
422898,,Harrisburg,PA,1908354,"$432,187",166243,"$432,055",$0
422937,,Haverford,PA,829627,$0,0,$0,$0
422958,,Hazleton,PA,687996,$0,0,$0,$0
423411,,Johnstown,PA,1249470,"$220,686",0,$0,$0
423573,,Lancaster City,PA,1660779,$0,142487,$0,$0
423657,,Lebanon,PA,648962,$0,0,$0,$0
423951,,Lower Merion,PA,990801,$0,0,$0,$0
424086,,Mckeesport,PA,1071871,$0,0,$0,$0
424434,,Millcreek Township,PA,244561,$0,0,$0,$0
424914,,Norristown,PA,855326,$0,0,$0,$0
425340,,Penn Hills,PA,714721,$0,0,$0,$0
425451,,Philadelphia,PA,42828109,"$10,371,509",3611900,"$7,343,333",$0
425529,,Pittsburgh,PA,13840505,"$2,155,155",1180626,"$1,071,974",$0
425793,,Reading,PA,2553505,"$937,491",220956,$0,$0
426201,,Scranton,PA,2684818,"$520,188",229061,$0,$0
426258,,Sharon,PA,561246,$0,0,$0,$0
426711,,State College,PA,504649,"$364,165",0,$0,$0
427227,,Upper Darby,PA,1607472,$0,0,$0,$0
427947,,Wilkes-Barre,PA,1520526,"$352,856",0,$0,$0
427962,,Williamsport,PA,1004158,"$203,214",0,$0,$0
428136,,York,PA,1466403,"$468,766",0,$0,$0
429003,42C403,Allegheny County,PA,13722519,"$2,859,010",1164791,$0,$0
429007,,Beaver County,PA,3250293,"$505,943",274427,$0,$0
429011,,Berks County,PA,2336347,"$582,254",194532,$0,$0
429017,42C028,Bucks County,PA,2094357,"$971,092",175338,$0,$0
429029,,Chester County,PA,2522457,"$1,048,246",217335,$0,$0
429041,,Cumberland County,PA,1210877,"$474,883",0,$0,$0
429043,,Dauphin County,PA,1423357,"$560,650",0,$0,$0
429045,,Delaware County,PA,3631060,"$916,193",306369,$0,$0
429071,42C987,Lancaster County,PA,2820212,"$1,681,158",242965,$0,$0
429077,,Lehigh County,PA,1216119,$0,0,$0,$0
429079,,Luzerne County,PA,4048612,"$678,656",351752,$0,$0
429091,,Montgomery County,PA,3223314,"$1,241,745",277241,$0,$0
429095,,Northampton County,PA,2103140,"$568,799",0,$0,$0
429125,,Washington County,PA,3484438,"$558,268",295062,$0,$0
429129,42C125,Westmoreland County,PA,3436823,"$871,414",289330,$0,$0
429133,,York County,PA,2114080,"$801,703",183182,$0,$0
429999,,Pennsylvania Nonentitlement,PA,39785393,"$18,661,120",5769743,"$1,918,693","$6,879,626"
440054,,Cranston,RI,1065357,$0,0,$0,$0
440072,,East Providence,RI,735234,$0,0,$0,$0
440210,,Pawtucket,RI,1810854,"$487,318",158720,$0,$0
440222,,Providence,RI,5020061,"$1,546,980",427181,"$1,180,379",$0
440276,,Warwick,RI,965137,$0,0,$0,$0
440306,,Woonsocket,RI,1285344,"$427,242",113674,$0,$0
449999,,Rhode Island Nonentitlement,RI,5414189,"$3,475,044",699115,$0,"$3,000,000"
450012,,Aiken,SC,195088,$0,0,$0,$0
450030,,Anderson,SC,612789,$0,0,$0,$0
450300,,Charleston,SC,844413,"$519,104",0,"$725,261",$0
450372,,Columbia,SC,1043036,"$563,486",0,"$1,475,403",$0
450534,,Florence,SC,264749,$0,0,$0,$0
450648,,Greenville,SC,761906,"$266,933",0,"$537,725",$0
450716,,Hilton Head Island,SC,236013,$0,0,$0,$0
451386,,Rock Hill,SC,509284,$0,0,$0,$0
451554,,Spartanburg,SC,675002,"$208,241",0,$0,$0
451608,,Summerville,SC,248016,$0,0,$0,$0
451620,,Sumter,SC,306499,$0,0,$0,$0
459019,,Charleston County,SC,1768692,"$732,515",149581,$0,$0
459045,,Greenville County,SC,2656722,"$1,114,857",230839,$0,$0
459051,45C808,Horry County,SC,2053588,"$1,025,095",175368,$0,$0
459063,,Lexington County,SC,1790054,"$644,944",152129,$0,$0
459079,,Richland County,SC,1519657,"$676,580",0,$0,$0
459083,,Spartanburg County,SC,1515163,"$558,819",0,$0,$0
459999,,South Carolina Nonentitlement,SC,20128358,"$6,527,338",2455323,"$2,061,285","$3,000,000"
45C108,45C108,CNSRT-Sumter County,SC,0,"$707,854",0,$0,$0
45C967,45C967,CNSRT-Beaufort County,SC,0,"$585,391",0,$0,$0
45C973,45C973,CNSRT-Anderson County,SC,0,"$527,551",0,$0,$0
45C990,45C990,CNSRT-Orangeburg County,SC,0,"$921,762",0,$0,$0
461392,,Rapid City,SD,509455,$0,0,$0,$0
461518,,Sioux Falls,SD,996290,"$470,435",0,$0,$0
469999,,South Dakota Nonentitlement,SD,5753393,"$3,005,732",607391,$0,"$3,000,000"
470228,47C1M3,Bristol,TN,195764,"$1,019,714",0,$0,$0
470336,,Chattanooga,TN,1609780,"$774,238",143490,$0,$0
470354,,Clarksville,TN,1061545,"$447,789",0,$0,$0
470360,,Cleveland,TN,383338,$0,0,$0,$0
470672,,Franklin City,TN,353910,$0,0,$0,$0
470834,,Hendersonville,TN,201032,$0,0,$0,$0
470924,,Jackson,TN,526940,"$294,460",0,$0,$0
470954,,Johnson City,TN,499294,$0,0,$0,$0
470990,,Kingsport,TN,391364,$0,0,$0,$0
471014,,Knoxville,TN,1694012,"$1,043,957",0,$0,$0
471242,,Memphis,TN,6647099,"$3,394,354",558874,"$3,532,093",$0
471326,,Morristown,TN,290896,$0,0,$0,$0
471362,,Murfreesboro,TN,868733,$0,0,$0,$0
471368,,Nashville-Davidson,TN,5112559,"$2,330,266",432358,"$1,373,743",$0
471422,,Oak Ridge,TN,239094,$0,0,$0,$0
479093,,Knox County,TN,1215119,"$410,855",0,$0,$0
479157,,Shelby County,TN,1189423,"$377,362",0,$0,$0
479999,,Tennessee Nonentitlement,TN,27760023,"$12,960,298",3085852,"$1,404,510","$3,377,390"
480018,,Abilene,TX,891155,"$426,372",0,$0,$0
480090,,Allen,TX,422940,$0,0,$0,$0
480132,,Amarillo,TX,1619245,"$644,797",0,$0,$0
480222,,Arlington,TX,3273648,"$1,156,155",279640,$0,$0
480264,,Austin,TX,7772037,"$3,031,606",669980,"$1,659,729",$0
480390,,Baytown City,TX,608584,$0,0,$0,$0
480402,,Beaumont,TX,1337723,"$457,530",0,$0,$0
480726,,Brownsville,TX,2703842,"$856,355",229015,$0,$0
480738,,Bryan,TX,848059,"$339,499",0,$0,$0
480900,,Carrollton,TX,828463,$0,0,$0,$0
481104,,College Station,TX,1087765,"$473,289",0,$0,$0
481158,,Conroe,TX,614280,$0,0,$0,$0
481206,,Corpus Christi,TX,2650562,"$1,055,648",228067,$0,$0
481338,,Dallas,TX,14697642,"$5,427,679",1256675,"$7,058,692",$0
481410,,Denison,TX,324384,$0,0,$0,$0
481416,,Denton,TX,993188,"$456,752",0,$0,$0
481434,,Desoto,TX,288079,$0,0,$0,$0
481608,,Edinburg,TX,1004042,$0,0,$0,$0
481680,,El Paso,TX,6278141,"$2,371,533",530773,"$556,720",$0
481824,,Flower Mound Town,TX,213805,$0,0,$0,$0
481896,,Fort Worth,TX,7270678,"$2,662,983",616266,"$1,505,634",$0
481944,,Frisco,TX,563887,$0,0,$0,$0
481986,,Galveston,TX,1199293,"$258,450",0,$0,$0
481998,,Garland,TX,2141851,"$676,698",180552,$0,$0
482142,,Grand Prairie,TX,1496990,"$484,819",0,$0,$0
482304,,Harlingen,TX,903660,"$297,943",0,$0,$0
482514,,Houston,TX,23936444,"$9,307,715",2031897,"$9,882,076",$0
482628,,Irving,TX,2239119,"$774,600",187406,$0,$0
482820,,Killeen,TX,944218,"$410,861",0,$0,$0
483042,,Laredo,TX,3730742,"$1,085,399",316494,$0,$0
