KEY,CNSRTKEY,NAME,STA,CDBG19,HOME19,ESG19,HOPWA19,HTF19
483084,,League City,TX,387552,$0,0,$0,$0
483132,,Lewisville,TX,725927,$0,0,$0,$0
483246,,Longview,TX,667828,"$286,235",0,$0,$0
483288,,Lubbock,TX,2087064,"$887,191",172276,$0,$0
483330,,Mc Allen,TX,1593947,"$481,562",0,$0,$0
483348,,Mckinney City,TX,761993,$0,0,$0,$0
483438,,Marshall,TX,353629,$0,0,$0,$0
483546,,Mesquite,TX,1128827,$0,0,$0,$0
483564,,Midland,TX,915709,$0,0,$0,$0
483606,,Mission,TX,915349,$0,0,$0,$0
483612,,Missouri City,TX,284700,$0,0,$0,$0
483798,,New Braunfels,TX,393910,$0,0,$0,$0
483924,,Odessa,TX,835073,"$245,777",0,$0,$0
483966,,Orange,TX,335033,$0,0,$0,$0
484068,,Pasadena,TX,1632083,"$502,792",140211,$0,$0
484080,,Pearland,TX,429719,$0,0,$0,$0
484140,,Pflugerville city,TX,261741,$0,0,$0,$0
484146,,Pharr,TX,1150390,$0,0,$0,$0
484206,,Plano,TX,1349727,"$514,643",0,$0,$0
484248,,Port Arthur,TX,1088228,"$246,524",0,$0,$0
484674,,Round Rock,TX,686770,$0,0,$0,$0
484686,,Rowlett,TX,244200,$0,0,$0,$0
484752,,San Angelo,TX,651073,"$294,961",0,$0,$0
484758,,San Antonio,TX,12880355,"$5,100,964",1081148,"$1,814,626",$0
484770,,San Benito,TX,378668,$0,0,$0,$0
484812,,San Marcos,TX,680998,$0,0,$0,$0
484962,,Sherman,TX,358317,$0,0,$0,$0
485316,,Temple,TX,588159,$0,0,$0,$0
485340,,Texarkana,TX,360642,$0,0,$0,$0
485346,,Texas City,TX,417499,$0,0,$0,$0
485496,,Tyler,TX,864656,"$347,216",0,$0,$0
485580,,Victoria,TX,562681,$0,0,$0,$0
485592,,Waco,TX,1302073,"$628,043",0,$0,$0
485826,,Wichita Falls,TX,1241545,"$391,886",0,$0,$0
489029,,Bexar County,TX,2299875,"$652,665",202772,$0,$0
489039,,Brazoria County,TX,1736521,"$478,237",155816,$0,$0
489113,,Dallas County,TX,2201386,"$693,610",183232,$0,$0
489157,,Fort Bend County,TX,3090195,"$737,236",224896,$0,$0
489201,,Harris County,TX,13456439,"$4,070,904",1135793,$0,$0
489215,,Hidalgo County,TX,7356817,"$1,854,761",641618,$0,$0
489339,,Montgomery County,TX,2559415,"$614,067",220445,$0,$0
489439,48C970,Tarrant County,TX,4179449,"$1,369,455",229487,$0,$0
489453,,Travis County,TX,1164241,$0,0,$0,$0
489491,,Williamson County,TX,1467836,$0,0,$0,$0
489999,,Texas Nonentitlement,TX,65974016,"$31,556,262",9127824,"$4,422,464","$10,956,435"
490174,,Clearfield,UT,209735,$0,0,$0,$0
490624,,Layton,UT,414904,$0,0,$0,$0
490642,,Lehi city,UT,251877,$0,0,$0,$0
490672,,Logan,UT,471651,$0,0,$0,$0
490888,,Ogden,UT,1015353,"$416,038",0,$0,$0
490918,,Orem,UT,686080,$0,0,$0,$0
491014,49C015,Provo,UT,1255621,"$1,296,068",0,$0,$0
491074,,St George,UT,608836,$0,0,$0,$0
491092,,Salt Lake City,UT,3433958,"$885,074",299289,"$533,446",$0
491098,,Sandy City,UT,376923,$0,0,$0,$0
491152,,South Jordan,UT,235263,$0,0,$0,$0
491239,,Taylorsville,UT,394832,$0,0,$0,$0
491338,,West Jordan,UT,570986,$0,0,$0,$0
491346,,West Valley,UT,1236314,$0,0,$0,$0
499011,,Davis County,UT,880955,$0,0,$0,$0
499035,49C014,Salt Lake County,UT,2478922,"$1,632,267",214436,$0,$0
499049,,Utah County,UT,1313945,$0,0,$0,$0
499999,,Utah Nonentitlement,UT,5368346,"$3,114,159",1300873,"$223,652","$3,000,000"
500288,,Burlington,VT,783216,"$427,103",0,$0,$0
509999,,Vermont Nonentitlement,VT,6920250,"$3,005,732",650838,$0,"$3,000,000"
510024,,Alexandria,VA,1027042,"$535,017",0,$0,$0
510114,51C975,Blacksburg,VA,516140,"$610,195",0,$0,$0
510186,,Bristol,VA,257838,$0,0,$0,$0
510264,51C126,Charlottesville,VA,393152,"$588,830",0,$0,$0
510288,,Chesapeake,VA,1093950,"$501,446",0,$0,$0
510312,,Christiansburg,VA,98420,$0,0,$0,$0
510384,,Colonial Heights,VA,104899,$0,0,$0,$0
510450,,Danville,VA,864447,"$248,310",0,$0,$0
510612,,Fredericksburg,VA,192416,$0,0,$0,$0
510720,,Hampton,VA,1114959,"$519,543",0,$0,$0
510726,,Harrisonburg,VA,576573,$0,0,$0,$0
510780,,Hopewell,VA,190398,$0,0,$0,$0
510960,,Lynchburg,VA,733512,"$392,864",0,$0,$0
511098,,Newport News,VA,1259514,"$714,010",0,$0,$0
511116,,Norfolk,VA,4384883,"$1,191,349",366887,$0,$0
511200,,Petersburg,VA,617397,$0,0,$0,$0
511236,,Portsmouth,VA,1572154,"$421,788",0,$0,$0
511272,,Radford,VA,169689,$0,0,$0,$0
511308,,Richmond,VA,4462031,"$1,455,440",376954,"$1,186,209",$0
511320,,Roanoke,VA,1734157,"$622,255",146988,$0,$0
511446,,Staunton,VA,354433,$0,0,$0,$0
511488,51C406,Suffolk,VA,459389,"$348,260",0,$0,$0
511590,,Virginia Beach,VA,2000488,"$1,032,111",169775,"$1,721,826",$0
511632,,Waynesboro city,VA,182768,$0,0,$0,$0
511674,51C979,Winchester,VA,227330,"$552,185",0,$0,$0
519013,,Arlington County,VA,1345258,"$712,272",0,$0,$0
519041,,Chesterfield County,VA,1410339,"$538,650",0,$0,$0
519059,,Fairfax County,VA,5609339,"$1,940,695",473009,$0,$0
519087,,Henrico County,VA,1678478,"$857,308",143640,$0,$0
519107,,Loudoun County,VA,1324740,$0,0,$0,$0
519153,,Prince William County,VA,2612812,"$889,428",212529,$0,$0
519999,,Virginia Nonentitlement,VA,18152427,"$9,890,363",2885391,"$1,087,223","$4,432,124"
530036,,Anacortes,WA,108496,$0,0,$0,$0
530054,,Auburn,WA,595742,$0,0,$0,$0
530084,,Bellevue,WA,764373,$0,0,$0,$0
530090,,Bellingham,WA,805312,"$511,743",0,$0,$0
530132,,Bremerton,WA,429362,$0,0,$0,$0
530396,,East Wenatchee City,WA,135695,$0,0,$0,$0
530480,,Everett,WA,919320,$0,0,$0,$0
530514,,Federal Way,WA,691143,$0,0,$0,$0
530720,,Kennewick,WA,663930,$0,0,$0,$0
530726,,Kent City,WA,1111021,$0,0,$0,$0
530795,,Lakewood,WA,563124,$0,0,$0,$0
530840,53C506,Longview,WA,314548,"$308,769",0,$0,$0
530906,,Marysville,WA,347846,$0,0,$0,$0
531020,,Mount Vernon,WA,390166,$0,0,$0,$0
531134,,Olympia,WA,368906,$0,0,$0,$0
531188,,Pasco,WA,704340,$0,0,$0,$0
531314,53C402,Richland,WA,309246,"$629,814",0,$0,$0
531392,,Seattle,WA,9339546,"$3,043,164",805090,"$2,600,883",$0
531488,,Spokane,WA,3271898,"$1,181,603",276545,$0,$0
531554,53C806,Tacoma,WA,2506226,"$1,349,770",208750,$0,$0
531668,,Vancouver,WA,1240677,"$646,431",0,$0,$0
531680,,Walla Walla city,WA,394643,$0,0,$0,$0
531728,,Wenatchee,WA,238184,$0,0,$0,$0
531830,,Yakima,WA,1032307,"$482,161",0,$0,$0
539011,,Clark County,WA,1458688,"$528,112",0,$0,$0
539033,53C127,King County,WA,5383569,"$3,507,924",270652,$0,$0
539035,53C505,Kitsap County,WA,1072790,"$673,887",0,$0,$0
539053,,Pierce County,WA,2998686,"$1,282,131",252374,$0,$0
539061,53C128,Snohomish County,WA,3017935,"$1,848,758",259666,$0,$0
539063,,Spokane County,WA,1583493,"$687,374",0,$0,$0
539067,53C143,Thurston County,WA,1205737,"$744,851",0,$0,$0
539999,,Washington Nonentitlement,WA,12521638,"$5,899,327",2732791,"$1,080,001","$4,740,488"
53C989,53C989,CNSRT-Yakima County,WA,0,"$460,401",0,$0,$0
53C998,53C998,CNSRT-Skagit County,WA,0,"$876,962",0,$0,$0
540090,,Beckley city,WV,313000,$0,0,$0,$0
540264,54C507,Charleston,WV,1501775,"$624,726",0,$0,$0
540666,54C203,Huntington,WV,1776665,"$632,431",149167,$0,$0
540846,54C974,Martinsburg,WV,341254,"$446,141",0,$0,$0
540930,,Morgantown,WV,405785,$0,0,$0,$0
541038,54C405,Parkersburg,WV,864795,"$323,902",0,$0,$0
541368,,Vienna City,WV,102695,$0,0,$0,$0
541392,,Weirton,WV,412648,$0,0,$0,$0
541446,54C404,Wheeling,WV,1163231,"$318,343",0,$0,$0
549999,,West Virginia Nonentitlement,WV,13672767,"$4,729,494",1581574,"$512,579","$3,000,000"
550216,,Appleton,WI,587652,$0,0,$0,$0
550568,,Beloit,WI,635719,$0,0,$0,$0
551920,,Eau Claire,WI,520660,"$329,068",0,$0,$0
552264,,Fond Du Lac,WI,557131,$0,0,$0,$0
552664,,Green Bay,WI,1013190,"$519,455",0,$0,$0
553224,55C702,Janesville,WI,499568,"$627,836",0,$0,$0
553316,,Kenosha,WI,1087503,"$510,507",0,$0,$0
553428,,La Crosse,WI,846162,"$300,293",0,$0,$0
553944,,Madison,WI,1889625,"$1,378,974",159201,$0,$0
554340,,Milwaukee,WI,15793966,"$5,379,947",1343635,"$868,655",$0
554588,,Neenah,WI,216455,$0,0,$0,$0
554960,,Oshkosh,WI,835154,$0,0,$0,$0
555424,,Racine,WI,1897496,"$505,439",161218,$0,$0
556000,,Sheboygan,WI,892414,$0,0,$0,$0
556492,,Superior,WI,687769,$0,0,$0,$0
556980,,Wausau,WI,597790,$0,0,$0,$0
557008,,Wauwatosa,WI,969886,$0,0,$0,$0
557056,,West Allis,WI,1249306,$0,0,$0,$0
559025,,Dane County,WI,1169155,"$583,549",0,$0,$0
559079,55C118,Milwaukee County,WI,1603413,"$1,170,904",0,$0,$0
559133,55C602,Waukesha County,WI,1405009,"$1,295,030",0,$0,$0
559999,,Wisconsin Nonentitlement,WI,26611562,"$10,412,376",3558666,"$693,693","$3,731,220"
560060,,Cheyenne,WY,447715,$0,0,$0,$0
569999,,Wyoming Nonentitlement,WY,3102693,"$3,506,687",323751,$0,"$3,000,000"
600001,,American Samoas,AS,942297,"$241,132",76223,$0,"$10,338"
660001,,Guam,GU,3110435,"$985,162",247680,$0,"$83,620"
690001,,Northern Mariana Islands,MP,963951,"$429,574",77346,$0,"$46,034"
729005,,Aguadilla Municipio,PR,847103,"$427,654",0,$0,$0
729013,,Arecibo Municipio,PR,1332046,"$517,071",0,$0,$0
729021,,Bayamon Municipio,PR,2220066,"$965,545",194674,$0,$0
729023,,Cabo Rojo Municipio,PR,794110,$0,0,$0,$0
729025,,Caguas Municipio,PR,1705935,"$720,674",147608,$0,$0
729029,,Canovanas Municipio,PR,746122,$0,0,$0,$0
729031,,Carolina Municipio,PR,1802252,"$732,339",158345,$0,$0
729035,,Cayey Municipio,PR,654943,$0,0,$0,$0
729041,,Cidra Municipio,PR,578677,$0,0,$0,$0
729053,,Fajardo Municipio,PR,527987,$0,0,$0,$0
729057,,Guayama Municipio,PR,672084,$0,0,$0,$0
729061,,Guaynabo Municipio,PR,908414,"$332,613",0,$0,$0
729069,,Humacao Municipio,PR,841961,$0,0,$0,$0
729071,,Isabela Municipio,PR,729010,$0,0,$0,$0
729075,,Juana Diaz Municipio,PR,761368,$0,0,$0,$0
729091,,Manati Municipio,PR,729792,$0,0,$0,$0
729097,,Mayaguez Municipio,PR,1339056,"$591,516",0,$0,$0
729113,,Ponce Municipio,PR,2396777,"$971,797",210769,$0,$0
729119,,Rio Grande Municipio,PR,679016,$0,0,$0,$0
729125,,San German Municipio,PR,557490,$0,0,$0,$0
729127,,San Juan Municipio,PR,7055896,"$2,440,754",593446,"$6,207,395",$0
729131,,San Sebastian Municipio,PR,663425,$0,0,$0,$0
729135,,Toa Alta Municipio,PR,829521,$0,0,$0,$0
729137,,Toa Baja Municipio,PR,1082477,"$402,782",0,$0,$0
729139,,Trujillo Alto Municipio,PR,811956,"$268,493",0,$0,$0
729145,,Vega Baja Municipio,PR,798301,$0,0,$0,$0
729153,,Yauco Municipio,PR,580099,$0,0,$0,$0
729999,,Puerto Rico Nonentitlement,PR,23715075,"$12,219,675",3576230,"$2,168,495","$1,034,301"
780001,,Virgin Islands,VI,1983317,"$844,132",158751,$0,"$90,138"
