Code,State,NAME,PPRN
129089,FL,Nassau County,"$191,218 "
129091,FL,Okaloosa County,"$314,542 "
129093,FL,Okeechobee County,"$137,350 "
129095,FL,Orange County,"$4,769,697 "
129097,FL,Osceola County,"$483,914 "
129099,FL,Palm Beach County,"$4,721,406 "
129101,FL,Pasco County,"$2,129,232 "
129103,FL,Pinellas County,"$1,781,674 "
129105,FL,Polk County,"$2,562,267 "
129107,FL,Putnam County,"$278,057 "
129109,FL,St. Johns County,"$246,433 "
129111,FL,St. Lucie County,"$139,883 "
129113,FL,Santa Rosa County,"$309,349 "
129115,FL,Sarasota County,"$1,213,361 "
129117,FL,Seminole County,"$1,397,222 "
129119,FL,Sumter County,"$171,797 "
129121,FL,Suwannee County,"$132,909 "
129123,FL,Taylor County,"$90,085 "
129125,FL,Union County,"$44,015 "
129127,FL,Volusia County,"$1,360,473 "
129129,FL,Wakulla County,"$67,148 "
129131,FL,Walton County,"$168,184 "
129133,FL,Washington County,"$77,876 "
130054,GA,Albany,"$238,431 "
130168,GA,Athens-Clarke County,"$361,361 "
130174,GA,Atlanta,"$5,265,723 "
130192,GA,Augusta-Richmond County,"$1,299,407 "
130444,GA,Brunswick,"$95,582 "
130750,GA,Columbus-Muscogee County,"$1,114,873 "
130882,GA,Dalton,"$107,221 "
131314,GA,Gainesville,"$126,127 "
131566,GA,Hinesville,"$61,437 "
131968,GA,Macon-Bibb County,"$1,345,011 "
131998,GA,Marietta,"$139,415 "
132814,GA,Rome,"$112,986 "
132832,GA,Roswell,"$125,094 "
132890,GA,Sandy Springs City,"$167,651 "
132916,GA,Savannah,"$1,660,666 "
133000,GA,Smyrna City,"$90,240 "
133354,GA,Valdosta,"$180,369 "
133432,GA,Warner Robins,"$167,638 "
139001,GA,Appling County,"$47,783 "
139003,GA,Atkinson County,"$31,338 "
139005,GA,Bacon County,"$31,464 "
139007,GA,Baker County,"$10,150 "
139009,GA,Baldwin County,"$111,615 "
139011,GA,Banks County,"$37,402 "
139013,GA,Barrow County,"$136,015 "
139015,GA,Bartow County,"$201,330 "
139017,GA,Ben Hill County,"$49,770 "
139019,GA,Berrien County,"$49,387 "
139021,GA,Bibb County,"$3,358 "
139023,GA,Bleckley County,"$33,868 "
139025,GA,Brantley County,"$40,101 "
139027,GA,Brooks County,"$61,137 "
139029,GA,Bryan County,"$51,466 "
139031,GA,Bulloch County,"$195,832 "
139033,GA,Burke County,"$75,572 "
139035,GA,Butts County,"$58,233 "
139037,GA,Calhoun County,"$23,126 "
139039,GA,Camden County,"$85,604 "
139043,GA,Candler County,"$34,708 "
139045,GA,Carroll County,"$280,127 "
139047,GA,Catoosa County,"$96,148 "
139049,GA,Charlton County,"$25,601 "
139051,GA,Chatham County,"$209,153 "
139053,GA,Chattahoochee County,"$33,038 "
139055,GA,Chattooga County,"$84,931 "
139057,GA,Cherokee County,"$345,655 "
139061,GA,Clay County,"$16,390 "
139063,GA,Clayton County,"$1,929,246 "
139065,GA,Clinch County,"$19,424 "
139067,GA,Cobb County,"$2,472,385 "
139069,GA,Coffee County,"$95,902 "
139071,GA,Colquitt County,"$141,506 "
139073,GA,Columbia County,"$166,580 "
139075,GA,Cook County,"$46,639 "
139077,GA,Coweta County,"$221,428 "
139079,GA,Crawford County,"$25,052 "
139081,GA,Crisp County,"$70,925 "
139083,GA,Dade County,"$31,883 "
139085,GA,Dawson County,"$35,663 "
139087,GA,Decatur County,"$105,688 "
139089,GA,De Kalb County,"$3,847,197 "
139091,GA,Dodge County,"$50,355 "
139093,GA,Dooly County,"$49,237 "
139095,GA,Dougherty County,"$28,860 "
139097,GA,Douglas County,"$261,189 "
139099,GA,Early County,"$33,842 "
139101,GA,Echols County,"$12,130 "
139103,GA,Effingham County,"$92,057 "
139105,GA,Elbert County,"$51,896 "
139107,GA,Emanuel County,"$71,706 "
139109,GA,Evans County,"$34,890 "
139111,GA,Fannin County,"$55,210 "
139113,GA,Fayette County,"$139,648 "
139115,GA,Floyd County,"$141,831 "
139117,GA,Forsyth County,"$221,551 "
139119,GA,Franklin County,"$58,040 "
139121,GA,Fulton County,"$1,404,345 "
139123,GA,Gilmer County,"$69,611 "
139125,GA,Glascock County,"$14,707 "
139127,GA,Glynn County,"$118,140 "
139129,GA,Gordon County,"$119,523 "
139131,GA,Grady County,"$73,912 "
139133,GA,Greene County,"$54,593 "
139135,GA,Gwinnett County,"$4,170,090 "
139137,GA,Habersham County,"$100,701 "
139139,GA,Hall County,"$351,766 "
139141,GA,Hancock County,"$33,456 "
139143,GA,Haralson County,"$65,143 "
139145,GA,Harris County,"$63,884 "
139147,GA,Hart County,"$72,378 "
139149,GA,Heard County,"$29,677 "
139151,GA,Henry County,"$320,598 "
139153,GA,Houston County,"$130,040 "
139155,GA,Irwin County,"$25,752 "
139157,GA,Jackson County,"$106,003 "
139159,GA,Jasper County,"$31,661 "
139161,GA,Jeff Davis County,"$38,985 "
139163,GA,Jefferson County,"$59,422 "
139165,GA,Jenkins County,"$42,809 "
139167,GA,Johnson County,"$46,151 "
139169,GA,Jones County,"$47,284 "
139171,GA,Lamar County,"$68,551 "
139173,GA,Lanier County,"$27,955 "
139175,GA,Laurens County,"$124,947 "
139177,GA,Lee County,"$40,420 "
139179,GA,Liberty County,"$50,139 "
139181,GA,Lincoln County,"$26,696 "
139183,GA,Long County,"$34,722 "
139185,GA,Lowndes County,"$110,561 "
139187,GA,Lumpkin County,"$61,139 "
139189,GA,McDuffie County,"$57,557 "
139191,GA,McIntosh County,"$37,523 "
139193,GA,Macon County,"$48,255 "
139195,GA,Madison County,"$70,083 "
139197,GA,Marion County,"$28,764 "
139199,GA,Meriwether County,"$90,907 "
139201,GA,Miller County,"$22,412 "
139205,GA,Mitchell County,"$62,542 "
139207,GA,Monroe County,"$47,444 "
139209,GA,Montgomery County,"$28,653 "
139211,GA,Morgan County,"$44,211 "
139213,GA,Murray County,"$102,143 "
139217,GA,Newton County,"$195,091 "
139219,GA,Oconee County,"$46,433 "
139221,GA,Oglethorpe County,"$38,105 "
139223,GA,Paulding County,"$224,969 "
139225,GA,Peach County,"$56,972 "
139227,GA,Pickens County,"$45,588 "
139229,GA,Pierce County,"$49,599 "
139231,GA,Pike County,"$44,941 "
139233,GA,Polk County,"$136,992 "
139235,GA,Pulaski County,"$29,098 "
139237,GA,Putnam County,"$48,315 "
139239,GA,Quitman County,"$5,368 "
139241,GA,Rabun County,"$53,779 "
139243,GA,Randolph County,"$46,968 "
139247,GA,Rockdale County,"$173,036 "
139249,GA,Schley County,"$15,229 "
139251,GA,Screven County,"$52,330 "
139253,GA,Seminole County,"$20,495 "
139255,GA,Spalding County,"$151,415 "
139257,GA,Stephens County,"$55,869 "
139259,GA,Stewart County,"$23,048 "
139261,GA,Sumter County,"$112,391 "
139263,GA,Talbot County,"$26,458 "
139265,GA,Taliaferro County,"$9,835 "
139267,GA,Tattnall County,"$65,608 "
139269,GA,Taylor County,"$27,367 "
139271,GA,Telfair County,"$61,420 "
139273,GA,Terrell County,"$48,093 "
139275,GA,Thomas County,"$150,381 "
139277,GA,Tift County,"$100,283 "
139279,GA,Toombs County,"$79,221 "
139281,GA,Towns County,"$19,293 "
139283,GA,Treutlen County,"$26,984 "
139285,GA,Troup County,"$191,408 "
139287,GA,Turner County,"$33,632 "
139289,GA,Twiggs County,"$23,199 "
139291,GA,Union County,"$34,269 "
139293,GA,Upson County,"$115,042 "
139295,GA,Walker County,"$183,301 "
139297,GA,Walton County,"$140,692 "
139299,GA,Ware County,"$158,744 "
139301,GA,Warren County,"$31,811 "
139303,GA,Washington County,"$76,062 "
139305,GA,Wayne County,"$76,126 "
139307,GA,Webster County,"$6,285 "
139309,GA,Wheeler County,"$18,615 "
139311,GA,White County,"$60,516 "
139313,GA,Whitfield County,"$156,995 "
139315,GA,Wilcox County,"$25,690 "
139317,GA,Wilkes County,"$43,256 "
139319,GA,Wilkinson County,"$21,381 "
139321,GA,Worth County,"$65,926 "
150144,HI,Honolulu,"$5,888,780 "
159001,HI,Hawaii County,"$733,690 "
159007,HI,Kauai County,"$194,162 "
159009,HI,Maui County,"$492,555 "
160102,ID,Boise,"$366,263 "
160138,ID,Caldwell City,"$127,477 "
160198,ID,Coeur D'Alene,"$85,403 "
160510,ID,Idaho Falls,"$105,087 "
160618,ID,Lewiston,"$57,316 "
160684,ID,Meridian,"$113,204 "
160762,ID,Nampa,"$222,312 "
160906,ID,Pocatello,"$119,953 "
169001,ID,Ada County,"$170,213 "
169003,ID,Adams County,"$8,212 "
169005,ID,Bannock County,"$48,858 "
169007,ID,Bear Lake County,"$29,165 "
169009,ID,Benewah County,"$25,041 "
169011,ID,Bingham County,"$91,596 "
169013,ID,Blaine County,"$34,500 "
169015,ID,Boise County,"$13,256 "
169017,ID,Bonner County,"$83,107 "
169019,ID,Bonneville County,"$77,793 "
169021,ID,Boundary County,"$24,075 "
169023,ID,Butte County,"$6,886 "
169025,ID,Camas County,"$5,175 "
169027,ID,Canyon County,"$123,457 "
169029,ID,Caribou County,"$18,770 "
169031,ID,Cassia County,"$57,822 "
169033,ID,Clark County,"$4,263 "
169035,ID,Clearwater County,"$19,271 "
169037,ID,Custer County,"$13,053 "
169039,ID,Elmore County,"$53,814 "
169041,ID,Franklin County,"$42,039 "
169043,ID,Fremont County,"$33,222 "
169045,ID,Gem County,"$40,170 "
169047,ID,Gooding County,"$44,803 "
169049,ID,Idaho County,"$41,971 "
169051,ID,Jefferson County,"$47,035 "
169053,ID,Jerome County,"$58,742 "
169055,ID,Kootenai County,"$167,967 "
169057,ID,Latah County,"$113,229 "
169059,ID,Lemhi County,"$25,819 "
169061,ID,Lewis County,"$13,651 "
169063,ID,Lincoln County,"$14,387 "
169065,ID,Madison County,"$147,312 "
169067,ID,Minidoka County,"$50,916 "
169069,ID,Nez Perce County,"$14,921 "
169071,ID,Oneida County,"$16,878 "
169073,ID,Owyhee County,"$36,217 "
169075,ID,Payette County,"$51,324 "
169077,ID,Power County,"$16,807 "
169079,ID,Shoshone County,"$59,656 "
169081,ID,Teton County,"$15,966 "
169083,ID,Twin Falls County,"$179,236 "
169085,ID,Valley County,"$25,402 "
169087,ID,Washington County,"$33,571 "
170126,IL,Alton City,"$242,604 "
170222,IL,Arlington Heights,"$73,469 "
170342,IL,Aurora,"$1,203,064 "
170522,IL,Belleville,"$186,219 "
170606,IL,Berwyn,"$351,042 "
170660,IL,Bloomington,"$148,140 "
170690,IL,Bolingbrook,"$110,824 "
171218,IL,Champaign,"$223,174 "
171296,IL,Chicago,"$57,826,275 "
171302,IL,Chicago Heights,"$149,140 "
171332,IL,Cicero,"$1,250,455 "
171692,IL,Danville,"$256,218 "
171716,IL,Decatur,"$369,727 "
171746,IL,Dekalb,"$123,229 "
171776,IL,Des Plaines,"$80,542 "
171878,IL,Downers Grove,"$50,156 "
172022,IL,East St Louis,"$1,134,210 "
172094,IL,Elgin,"$237,398 "
172238,IL,Evanston,"$1,310,499 "
172814,IL,Granite City,"$180,719 "
173228,IL,Hoffman Estates,"$65,215 "
173480,IL,Joliet,"$254,955 "
173540,IL,Kankakee,"$141,235 "
174596,IL,Moline,"$205,126 "
174734,IL,Mount Prospect,"$65,644 "
174806,IL,Naperville,"$146,640 "
175010,IL,Normal,"$111,258 "
175052,IL,North Chicago,"$64,715 "
175148,IL,Oak Lawn,"$86,504 "
175154,IL,Oak Park,"$1,235,619 "
175364,IL,Palatine Village,"$129,119 "
175520,IL,Pekin,"$112,144 "
175526,IL,Peoria,"$1,256,933 "
175808,IL,Rantoul,"$88,896 "
176000,IL,Rockford,"$1,561,405 "
176006,IL,Rock Island,"$278,878 "
176300,IL,Schaumburg Village,"$90,206 "
176498,IL,Skokie,"$158,470 "
176648,IL,Springfield,"$337,324 "
177122,IL,Urbana,"$109,444 "
177404,IL,Waukegan,"$239,586 "
177548,IL,Wheaton City,"$60,709 "
179001,IL,Adams County,"$177,941 "
179003,IL,Alexander County,"$37,174 "
179005,IL,Bond County,"$47,725 "
179007,IL,Boone County,"$140,784 "
179009,IL,Brown County,"$16,211 "
179011,IL,Bureau County,"$112,046 "
179013,IL,Calhoun County,"$14,696 "
179015,IL,Carroll County,"$55,148 "
179017,IL,Cass County,"$38,446 "
179019,IL,Champaign County,"$141,849 "
179021,IL,Christian County,"$106,060 "
179023,IL,Clark County,"$44,058 "
179025,IL,Clay County,"$47,173 "
179027,IL,Clinton County,"$68,236 "
179029,IL,Coles County,"$154,558 "
179031,IL,Cook County,"$7,511,453 "
179033,IL,Crawford County,"$46,984 "
179035,IL,Cumberland County,"$35,761 "
179037,IL,DeKalb County,"$146,946 "
179039,IL,De Witt County,"$50,360 "
179041,IL,Douglas County,"$49,004 "
179043,IL,Du Page County,"$2,594,615 "
179045,IL,Edgar County,"$59,947 "
179047,IL,Edwards County,"$17,375 "
179049,IL,Effingham County,"$70,862 "
179051,IL,Fayette County,"$65,002 "
179053,IL,Ford County,"$42,057 "
179055,IL,Franklin County,"$116,834 "
179057,IL,Fulton County,"$115,292 "
179059,IL,Gallatin County,"$13,611 "
179061,IL,Greene County,"$51,096 "
179063,IL,Grundy County,"$114,177 "
179065,IL,Hamilton County,"$19,808 "
179067,IL,Hancock County,"$63,626 "
179069,IL,Hardin County,"$12,959 "
179071,IL,Henderson County,"$20,734 "
179073,IL,Henry County,"$143,370 "
179075,IL,Iroquois County,"$94,297 "
179077,IL,Jackson County,"$231,338 "
179079,IL,Jasper County,"$20,820 "
179081,IL,Jefferson County,"$119,209 "
179083,IL,Jersey County,"$39,367 "
179085,IL,Jo Daviess County,"$73,354 "
179087,IL,Johnson County,"$30,802 "
179089,IL,Kane County,"$364,222 "
179091,IL,Kankakee County,"$164,449 "
179093,IL,Kendall County,"$209,366 "
179095,IL,Knox County,"$178,221 "
179097,IL,Lake County,"$1,935,869 "
179099,IL,LaSalle County,"$314,411 "
179101,IL,Lawrence County,"$41,088 "
179103,IL,Lee County,"$100,253 "
179105,IL,Livingston County,"$104,378 "
179107,IL,Logan County,"$74,883 "
179109,IL,McDonough County,"$103,790 "
179111,IL,McHenry County,"$379,015 "
179113,IL,McLean County,"$84,169 "
179115,IL,Macon County,"$56,436 "
179117,IL,Macoupin County,"$122,667 "
179119,IL,Madison County,"$1,004,419 "
179121,IL,Marion County,"$126,693 "
179123,IL,Marshall County,"$35,320 "
179125,IL,Mason County,"$44,539 "
179127,IL,Massac County,"$41,838 "
179129,IL,Menard County,"$35,410 "
179131,IL,Mercer County,"$52,652 "
179133,IL,Monroe County,"$54,983 "
179135,IL,Montgomery County,"$73,206 "
179137,IL,Morgan County,"$89,274 "
179139,IL,Moultrie County,"$45,327 "
179141,IL,Ogle County,"$127,233 "
179143,IL,Peoria County,"$138,307 "
179145,IL,Perry County,"$54,180 "
179147,IL,Piatt County,"$37,860 "
179149,IL,Pike County,"$50,137 "
179151,IL,Pope County,"$13,438 "
179153,IL,Pulaski County,"$21,132 "
179155,IL,Putnam County,"$16,365 "
179157,IL,Randolph County,"$74,304 "
179159,IL,Richland County,"$48,387 "
179161,IL,Rock Island County,"$178,006 "
179163,IL,St Clair County,"$958,010 "
179165,IL,Saline County,"$93,431 "
179167,IL,Sangamon County,"$188,790 "
179169,IL,Schuyler County,"$25,645 "
179171,IL,Scott County,"$17,291 "
179173,IL,Shelby County,"$54,654 "
179175,IL,Stark County,"$20,622 "
179177,IL,Stephenson County,"$158,733 "
179179,IL,Tazewell County,"$172,572 "
179181,IL,Union County,"$53,772 "
179183,IL,Vermilion County,"$137,290 "
179185,IL,Wabash County,"$29,167 "
179187,IL,Warren County,"$64,063 "
179189,IL,Washington County,"$38,140 "
179191,IL,Wayne County,"$46,237 "
179193,IL,White County,"$34,953 "
179195,IL,Whiteside County,"$137,249 "
179197,IL,Will County,"$1,229,393 "
179199,IL,Williamson County,"$172,097 "
179201,IL,Winnebago County,"$257,860 "
179203,IL,Woodford County,"$68,892 "
180084,IN,Anderson,"$235,504 "
180246,IN,Bloomington,"$224,451 "
180450,IN,Carmel,"$73,468 "
180624,IN,Columbus,"$71,356 "
180846,IN,East Chicago,"$356,995 "
180912,IN,Elkhart,"$204,914 "
180954,IN,Evansville,"$1,924,378 "
181014,IN,Fort Wayne,"$1,435,279 "
181104,IN,Gary,"$2,409,828 "
181158,IN,Goshen,"$77,034 "
181230,IN,Greenwood,$0 
181272,IN,Hammond,"$1,565,221 "
181404,IN,Indianapolis,"$6,737,692 "
181536,IN,Kokomo,"$220,656 "
181566,IN,Lafayette,"$173,911 "
181602,IN,La Porte,"$122,247 "
181884,IN,Michigan City,"$176,013 "
181950,IN,Mishawaka,"$129,548 "
182100,IN,Muncie,"$335,177 "
182130,IN,New Albany,"$177,997 "
182886,IN,South Bend,"$1,885,052 "
183042,IN,Terre Haute,"$1,138,393 "
183282,IN,West Lafayette,"$119,469 "
189001,IN,Adams County,"$109,770 "
189003,IN,Allen County,"$172,253 "
189005,IN,Bartholomew County,"$85,808 "
189007,IN,Benton County,"$30,352 "
189009,IN,Blackford County,"$35,851 "
189011,IN,Boone County,"$89,574 "
189013,IN,Brown County,"$30,398 "
189015,IN,Carroll County,"$54,223 "
189017,IN,Cass County,"$132,782 "
189019,IN,Clark County,"$198,712 "
189021,IN,Clay County,"$71,935 "
189023,IN,Clinton County,"$93,349 "
189025,IN,Crawford County,"$26,924 "
189027,IN,Daviess County,"$74,862 "
189029,IN,Dearborn County,"$89,440 "
189031,IN,Decatur County,"$68,629 "
189033,IN,DeKalb County,"$120,377 "
189035,IN,Delaware County,"$85,414 "
189037,IN,Dubois County,"$93,941 "
189039,IN,Elkhart County,"$208,946 "
189041,IN,Fayette County,"$72,103 "
189043,IN,Floyd County,"$45,715 "
189045,IN,Fountain County,"$46,417 "
189047,IN,Franklin County,"$48,514 "
189049,IN,Fulton County,"$58,321 "
189051,IN,Gibson County,"$74,612 "
189053,IN,Grant County,"$188,719 "
189055,IN,Greene County,"$83,128 "
189057,IN,Hamilton County,"$190,350 "
189059,IN,Hancock County,"$93,685 "
189061,IN,Harrison County,"$85,465 "
189063,IN,Hendricks County,"$197,815 "
189065,IN,Henry County,"$134,185 "
189067,IN,Howard County,"$43,995 "
189069,IN,Huntington County,"$115,560 "
189071,IN,Jackson County,"$103,475 "
189073,IN,Jasper County,"$58,630 "
189075,IN,Jay County,"$71,234 "
189077,IN,Jefferson County,"$77,930 "
189079,IN,Jennings County,"$70,668 "
189081,IN,Johnson County,"$270,784 "
189083,IN,Knox County,"$118,298 "
189085,IN,Kosciusko County,"$166,259 "
189087,IN,LaGrange County,"$108,012 "
189089,IN,Lake County,"$401,924 "
189091,IN,LaPorte County,"$96,024 "
189093,IN,Lawrence County,"$101,968 "
189095,IN,Madison County,"$148,380 "
189097,IN,Marion County,"$229,080 "
189099,IN,Marshall County,"$118,996 "
189101,IN,Martin County,"$21,082 "
189103,IN,Miami County,"$111,168 "
189105,IN,Monroe County,"$96,621 "
189107,IN,Montgomery County,"$106,338 "
189109,IN,Morgan County,"$137,426 "
189111,IN,Newton County,"$36,700 "
189113,IN,Noble County,"$124,591 "
189115,IN,Ohio County,"$13,470 "
189117,IN,Orange County,"$53,863 "
189119,IN,Owen County,"$59,195 "
189121,IN,Parke County,"$43,507 "
189123,IN,Perry County,"$39,599 "
189125,IN,Pike County,"$28,826 "
189127,IN,Porter County,"$317,949 "
189129,IN,Posey County,"$50,580 "
189131,IN,Pulaski County,"$34,736 "
189133,IN,Putnam County,"$65,444 "
189135,IN,Randolph County,"$87,242 "
189137,IN,Ripley County,"$60,701 "
189139,IN,Rush County,"$57,231 "
189141,IN,St. Joseph County,"$157,535 "
189143,IN,Scott County,"$52,474 "
189145,IN,Shelby County,"$105,225 "
189147,IN,Spencer County,"$38,409 "
189149,IN,Starke County,"$59,879 "
189151,IN,Steuben County,"$87,675 "
189153,IN,Sullivan County,"$58,022 "
189155,IN,Switzerland County,"$31,002 "
189157,IN,Tippecanoe County,"$137,101 "
189159,IN,Tipton County,"$46,183 "
189161,IN,Union County,"$19,303 "
189163,IN,Vanderburgh County,"$87,226 "
189165,IN,Vermillion County,"$56,656 "
189167,IN,Vigo County,"$96,451 "
189169,IN,Wabash County,"$106,497 "
189171,IN,Warren County,"$20,246 "
189173,IN,Warrick County,"$117,368 "
189175,IN,Washington County,"$63,885 "
189177,IN,Wayne County,"$210,079 "
189179,IN,Wells County,"$75,015 "
189181,IN,White County,"$53,886 "
189183,IN,Whitley County,"$70,343 "
190138,IA,Ames,"$153,414 "
190798,IA,Cedar Falls,"$66,511 "
190804,IA,Cedar Rapids,"$286,503 "
191134,IA,Council Bluffs,"$260,678 "
191254,IA,Davenport,"$1,027,337 "
191362,IA,Des Moines,"$2,705,869 "
191464,IA,Dubuque,"$287,946 "
192466,IA,Iowa City,"$176,500 "
194812,IA,Sioux City,"$1,216,684 "
195394,IA,Waterloo,"$330,710 "
195508,IA,West Des Moines,"$83,133 "
199001,IA,Adair County,"$24,795 "
199003,IA,Adams County,"$14,675 "
199005,IA,Allamakee County,"$48,233 "
199007,IA,Appanoose County,"$44,362 "
199009,IA,Audubon County,"$20,167 "
199011,IA,Benton County,"$75,283 "
199013,IA,Black Hawk County,"$45,341 "
199015,IA,Boone County,"$83,338 "
199017,IA,Bremer County,"$61,963 "
199019,IA,Buchanan County,"$54,916 "
199021,IA,Buena Vista County,"$104,126 "
199023,IA,Butler County,"$48,473 "
199025,IA,Calhoun County,"$36,277 "
199027,IA,Carroll County,"$57,732 "
199029,IA,Cass County,"$49,414 "
199031,IA,Cedar County,"$49,743 "
199033,IA,Cerro Gordo County,"$141,847 "
199035,IA,Cherokee County,"$40,945 "
199037,IA,Chickasaw County,"$36,459 "
199039,IA,Clarke County,"$36,324 "
199041,IA,Clay County,"$51,924 "
199043,IA,Clayton County,"$66,678 "
199045,IA,Clinton County,"$154,831 "
199047,IA,Crawford County,"$81,872 "
199049,IA,Dallas County,"$116,752 "
199051,IA,Davis County,"$48,665 "
199053,IA,Decatur County,"$35,907 "
199055,IA,Delaware County,"$50,619 "
199057,IA,Des Moines County,"$143,935 "
199059,IA,Dickinson County,"$43,185 "
199061,IA,Dubuque County,"$67,561 "
199063,IA,Emmet County,"$32,690 "
199065,IA,Fayette County,"$78,422 "
199067,IA,Floyd County,"$51,351 "
199069,IA,Franklin County,"$37,649 "
199071,IA,Fremont County,"$22,953 "
199073,IA,Greene County,"$33,433 "
199075,IA,Grundy County,"$35,788 "
199077,IA,Guthrie County,"$36,024 "
199079,IA,Hamilton County,"$52,526 "
199081,IA,Hancock County,"$31,632 "
199083,IA,Hardin County,"$54,210 "
199085,IA,Harrison County,"$50,484 "
199087,IA,Henry County,"$62,736 "
199089,IA,Howard County,"$34,460 "
199091,IA,Humboldt County,"$32,087 "
199093,IA,Ida County,"$25,774 "
199095,IA,Iowa County,"$49,947 "
199097,IA,Jackson County,"$62,635 "
199099,IA,Jasper County,"$94,147 "
199101,IA,Jefferson County,"$56,862 "
199103,IA,Johnson County,"$204,472 "
199105,IA,Jones County,"$55,012 "
199107,IA,Keokuk County,"$40,413 "
199109,IA,Kossuth County,"$49,742 "
199111,IA,Lee County,"$128,911 "
199113,IA,Linn County,"$165,459 "
199115,IA,Louisa County,"$51,022 "
199117,IA,Lucas County,"$31,455 "
199119,IA,Lyon County,"$29,561 "
199121,IA,Madison County,"$40,239 "
199123,IA,Mahaska County,"$69,497 "
199125,IA,Marion County,"$84,083 "
199127,IA,Marshall County,"$143,183 "
199129,IA,Mills County,"$35,677 "
199131,IA,Mitchell County,"$33,207 "
199133,IA,Monona County,"$37,450 "
199135,IA,Monroe County,"$31,843 "
199137,IA,Montgomery County,"$43,906 "
199139,IA,Muscatine County,"$145,148 "
199141,IA,O'Brien County,"$37,789 "
199143,IA,Osceola County,"$20,262 "
199145,IA,Page County,"$60,056 "
199147,IA,Palo Alto County,"$27,943 "
199149,IA,Plymouth County,"$60,979 "
199151,IA,Pocahontas County,"$27,760 "
199153,IA,Polk County,"$454,399 "
199155,IA,Pottawattamie County,"$68,940 "
199157,IA,Poweshiek County,"$54,495 "
199159,IA,Ringgold County,"$16,116 "
199161,IA,Sac County,"$36,111 "
199163,IA,Scott County,"$120,710 "
199165,IA,Shelby County,"$41,330 "
199167,IA,Sioux County,"$106,534 "
199169,IA,Story County,"$89,648 "
199171,IA,Tama County,"$57,775 "
199173,IA,Taylor County,"$23,947 "
199175,IA,Union County,"$45,955 "
199177,IA,Van Buren County,"$30,004 "
199179,IA,Wapello County,"$167,447 "
199181,IA,Warren County,"$104,870 "
199183,IA,Washington County,"$64,199 "
199185,IA,Wayne County,"$25,528 "
199187,IA,Webster County,"$122,085 "
199189,IA,Winnebago County,"$30,178 "
199191,IA,Winneshiek County,"$57,750 "
199193,IA,Woodbury County,"$53,130 "
199195,IA,Worth County,"$28,965 "
199197,IA,Wright County,"$44,144 "
201776,KS,Kansas City,"$1,639,493 "
201902,KS,Lawrence,"$187,760 "
201908,KS,Leavenworth,"$89,763 "
201944,KS,Lenexa,"$62,467 "
202190,KS,Manhattan City,"$171,684 "
202688,KS,Overland Park,"$201,504 "
203216,KS,Shawnee,"$76,507 "
203408,KS,Topeka,"$1,340,002 "
203696,KS,Wichita,"$2,056,714 "
209001,KS,Allen County,"$38,128 "
209003,KS,Anderson County,"$24,136 "
209005,KS,Atchison County,"$55,391 "
209007,KS,Barber County,"$15,777 "
209009,KS,Barton County,"$76,798 "
209011,KS,Bourbon County,"$48,717 "
209013,KS,Brown County,"$37,458 "
209015,KS,Butler County,"$132,928 "
209017,KS,Chase County,"$9,640 "
209019,KS,Chautauqua County,"$13,846 "
209021,KS,Cherokee County,"$60,151 "
209023,KS,Cheyenne County,"$8,841 "
209025,KS,Clark County,"$8,300 "
209027,KS,Clay County,"$27,898 "
209029,KS,Cloud County,"$34,399 "
209031,KS,Coffey County,"$20,713 "
209033,KS,Comanche County,"$6,382 "
209035,KS,Cowley County,"$104,368 "
209037,KS,Crawford County,"$149,169 "
209039,KS,Decatur County,"$10,200 "
209041,KS,Dickinson County,"$56,904 "
209043,KS,Doniphan County,"$22,049 "
209045,KS,Douglas County,"$42,736 "
209047,KS,Edwards County,"$11,548 "
209049,KS,Elk County,"$12,273 "
209051,KS,Ellis County,"$68,344 "
209053,KS,Ellsworth County,"$18,916 "
209055,KS,Finney County,"$146,574 "
209057,KS,Ford County,"$129,039 "
209059,KS,Franklin County,"$63,136 "
209061,KS,Geary County,"$105,051 "
209063,KS,Gove County,"$7,575 "
209065,KS,Graham County,"$8,363 "
209067,KS,Grant County,"$21,388 "
209069,KS,Gray County,"$15,302 "
209071,KS,Greeley County,"$2,757 "
209073,KS,Greenwood County,"$25,871 "
209075,KS,Hamilton County,"$7,827 "
209077,KS,Harper County,"$22,917 "
209079,KS,Harvey County,"$84,052 "
209081,KS,Haskell County,"$12,898 "
209083,KS,Hodgeman County,"$4,478 "
209085,KS,Jackson County,"$31,313 "
209087,KS,Jefferson County,"$35,802 "
209089,KS,Jewell County,"$15,496 "
209091,KS,Johnson County,"$286,912 "
209093,KS,Kearny County,"$7,606 "
209095,KS,Kingman County,"$23,157 "
209097,KS,Kiowa County,"$7,404 "
209099,KS,Labette County,"$67,758 "
209101,KS,Lane County,"$5,053 "
209103,KS,Leavenworth County,"$67,684 "
209105,KS,Lincoln County,"$14,443 "
209107,KS,Linn County,"$26,914 "
209109,KS,Logan County,"$7,264 "
209111,KS,Lyon County,"$104,819 "
209113,KS,McPherson County,"$64,262 "
209115,KS,Marion County,"$38,623 "
209117,KS,Marshall County,"$34,976 "
209119,KS,Meade County,"$11,661 "
209121,KS,Miami County,"$59,598 "
209123,KS,Mitchell County,"$20,980 "
209125,KS,Montgomery County,"$119,765 "
209127,KS,Morris County,"$17,722 "
