Code,State,NAME,PPRN
029185,AK,North Slope Borough,"$16,438"
029188,AK,Northwest Arctic Borough,"$23,399"
029195,AK,Petersburg Borough,"$14,153"
029198,AK,Prince of Wales-Hyder Census Area,"$12,964"
029220,AK,Sitka City and Borough,"$15,814"
029230,AK,Skagway Municipality,"$6,562"
029240,AK,Southeast Fairbanks Census Area,"$10,933"
029261,AK,Valdez-Cordova Census Area,"$20,778"
029275,AK,Wrangell City and Borough,"$13,620"
029282,AK,Yakutat City and Borough,$601
029290,AK,Yukon-Koyukuk Census Area,"$14,531"
040018,AZ,Avondale City,"$169,710"
040054,AZ,Casa Grande,"$94,285"
040072,AZ,Chandler,"$379,484"
040114,AZ,Douglas City,"$49,033"
040144,AZ,Flagstaff,"$177,105"
040180,AZ,Gilbert,"$253,142"
040186,AZ,Glendale,"$1,772,698"
040270,AZ,Mesa,"$2,597,307"
040324,AZ,Peoria City,"$228,612"
040330,AZ,Phoenix,"$11,693,610"
040348,AZ,Prescott,"$69,108"
040384,AZ,Scottsdale,"$278,370"
040408,AZ,Sierra Vista City,"$64,573"
040456,AZ,Surprise City,"$172,992"
040468,AZ,Tempe,"$406,355"
040492,AZ,Tucson,"$4,052,594"
040558,AZ,Yuma,"$221,902"
049001,AZ,Apache County,"$239,206"
049003,AZ,Cochise County,"$321,500"
049005,AZ,Coconino County,"$174,839"
049007,AZ,Gila County,"$227,995"
049009,AZ,Graham County,"$102,733"
049011,AZ,Greenlee County,"$50,283"
049012,AZ,La Paz County,"$45,046"
049013,AZ,Maricopa County,"$2,203,445"
049015,AZ,Mohave County,"$359,833"
049017,AZ,Navajo County,"$298,442"
049019,AZ,Pima County,"$2,105,125"
049021,AZ,Pinal County,"$542,109"
049023,AZ,Santa Cruz County,"$152,883"
049025,AZ,Yavapai County,"$322,317"
049027,AZ,Yuma County,"$250,279"
050600,AR,Conway,"$112,363"
050894,AR,Fayetteville,"$183,032"
050930,AR,Fort Smith,"$227,023"
051302,AR,Hot Springs,"$108,724"
051374,AR,Jacksonville,"$56,803"
051410,AR,Jonesboro,"$173,996"
051560,AR,Little Rock,"$1,050,458"
051938,AR,North Little Rock,"$156,967"
052130,AR,Pine Bluff,"$164,258"
052304,AR,Rogers,"$123,415"
052466,AR,Springdale,"$245,559"
052556,AR,Texarkana,"$70,532"
052754,AR,West Memphis,"$85,759"
059001,AR,Arkansas County,"$51,364"
059003,AR,Ashley County,"$43,885"
059005,AR,Baxter County,"$80,085"
059007,AR,Benton County,"$265,406"
059009,AR,Boone County,"$106,913"
059011,AR,Bradley County,"$42,756"
059013,AR,Calhoun County,"$15,756"
059015,AR,Carroll County,"$113,139"
059017,AR,Chicot County,"$37,227"
059019,AR,Clark County,"$60,893"
059021,AR,Clay County,"$48,917"
059023,AR,Cleburne County,"$50,670"
059025,AR,Cleveland County,"$19,691"
059027,AR,Columbia County,"$79,406"
059029,AR,Conway County,"$57,764"
059031,AR,Craighead County,"$48,509"
059033,AR,Crawford County,"$149,131"
059035,AR,Crittenden County,"$60,684"
059037,AR,Cross County,"$46,099"
059039,AR,Dallas County,"$21,988"
059041,AR,Desha County,"$41,671"
059043,AR,Drew County,"$51,798"
059045,AR,Faulkner County,"$88,843"
059047,AR,Franklin County,"$49,027"
059049,AR,Fulton County,"$34,279"
059051,AR,Garland County,"$136,566"
059053,AR,Grant County,"$26,758"
059055,AR,Greene County,"$89,816"
059057,AR,Hempstead County,"$71,056"
059059,AR,Hot Spring County,"$63,316"
059061,AR,Howard County,"$36,019"
059063,AR,Independence County,"$90,360"
059065,AR,Izard County,"$38,537"
059067,AR,Jackson County,"$43,866"
059069,AR,Jefferson County,"$42,416"
059071,AR,Johnson County,"$69,059"
059073,AR,Lafayette County,"$33,275"
059075,AR,Lawrence County,"$48,422"
059077,AR,Lee County,"$28,919"
059079,AR,Lincoln County,"$32,258"
059081,AR,Little River County,"$25,570"
059083,AR,Logan County,"$70,259"
059085,AR,Lonoke County,"$125,828"
059087,AR,Madison County,"$43,988"
059089,AR,Marion County,"$41,593"
059091,AR,Miller County,"$26,220"
059093,AR,Mississippi County,"$124,904"
059095,AR,Monroe County,"$28,332"
059097,AR,Montgomery County,"$28,622"
059099,AR,Nevada County,"$29,409"
059101,AR,Newton County,"$28,494"
059103,AR,Ouachita County,"$61,348"
059105,AR,Perry County,"$23,934"
059107,AR,Phillips County,"$66,960"
059109,AR,Pike County,"$33,767"
059111,AR,Poinsett County,"$73,183"
059113,AR,Polk County,"$55,746"
059115,AR,Pope County,"$140,266"
059117,AR,Prairie County,"$29,297"
059119,AR,Pulaski County,"$146,186"
059121,AR,Randolph County,"$42,084"
059123,AR,St. Francis County,"$69,993"
059125,AR,Saline County,"$156,558"
059127,AR,Scott County,"$28,417"
059129,AR,Searcy County,"$28,269"
059131,AR,Sebastian County,"$76,571"
059133,AR,Sevier County,"$48,827"
059135,AR,Sharp County,"$45,447"
059137,AR,Stone County,"$36,419"
059139,AR,Union County,"$111,977"
059141,AR,Van Buren County,"$46,940"
059143,AR,Washington County,"$131,679"
059145,AR,White County,"$163,797"
059147,AR,Woodruff County,"$23,928"
059149,AR,Yell County,"$58,742"
060012,CA,Alameda,"$313,120"
060030,CA,Alhambra,"$240,711"
060032,CA,Aliso Viejo,"$66,803"
060078,CA,Anaheim,"$3,327,926"
060102,CA,Antioch,"$221,273"
060108,CA,Apple Valley,"$165,344"
060228,CA,Bakersfield,"$2,620,412"
060234,CA,Baldwin Park,"$279,053"
060288,CA,Bellflower,"$282,231"
060324,CA,Berkeley,"$1,994,442"
060450,CA,Buena Park,"$212,219"
060456,CA,Burbank,"$259,192"
060516,CA,Camarillo,"$83,105"
060564,CA,Carlsbad,"$153,122"
060594,CA,Carson,"$211,719"
060624,CA,Cathedral City,"$155,915"
060654,CA,Cerritos,"$62,669"
060684,CA,Chico,"$210,868"
060708,CA,Chino,"$137,888"
060709,CA,Chino Hills,"$90,905"
060720,CA,Chula Vista,"$1,547,035"
060726,CA,Citrus Heights,"$176,317"
060756,CA,Clovis City,"$198,914"
060804,CA,Compton,"$1,201,494"
060810,CA,Concord,"$265,729"
060828,CA,Corona,"$335,175"
060846,CA,Costa Mesa,"$292,789"
060906,CA,Cupertino City,"$90,937"
060930,CA,Daly City,"$272,422"
060942,CA,Davis,"$167,940"
060960,CA,Delano City,"$180,815"
061032,CA,Downey,"$304,004"
061116,CA,El Cajon,"$366,430"
061122,CA,El Centro,"$143,131"
061146,CA,Elk Grove,"$242,436"
061152,CA,El Monte,"$1,362,682"
061212,CA,Encinitas,"$81,076"
061230,CA,Escondido,"$1,220,305"
061266,CA,Fairfield,"$219,888"
061332,CA,Fontana,"$1,520,203"
061380,CA,Fountain Valley,"$80,995"
061404,CA,Fremont,"$338,968"
061410,CA,Fresno,"$5,098,981"
061416,CA,Fullerton,"$382,124"
061428,CA,Gardena,"$186,780"
061440,CA,Garden Grove,"$1,555,892"
061452,CA,Gilroy City,"$138,935"
061464,CA,Glendale,"$1,323,898"
061470,CA,Glendora City,"$74,345"
061476,CA,Goleta,"$46,254"
061566,CA,Hanford,"$153,839"
061596,CA,Hawthorne,"$340,455"
061602,CA,Hayward,"$415,378"
061614,CA,Hemet,"$222,396"
061638,CA,Hesperia,"$290,918"
061692,CA,Huntington Beach,"$294,171"
061698,CA,Huntington Park,"$1,004,703"
061728,CA,Indio City,"$253,795"
061740,CA,Inglewood,"$1,147,565"
061750,CA,Irvine,"$390,416"
061854,CA,Laguna Niguel,"$83,199"
061860,CA,La Habra,"$225,062"
061869,CA,Lake Forest,"$117,983"
061870,CA,Lake Elsinore,"$134,321"
061890,CA,Lakewood,"$156,420"
061896,CA,La Mesa,"$106,575"
061914,CA,Lancaster,"$381,846"
062034,CA,Livermore,"$108,416"
062046,CA,Lodi,"$181,512"
062064,CA,Lompoc,"$131,797"
062088,CA,Long Beach,"$4,395,111"
062118,CA,Los Angeles,"$40,068,395"
062148,CA,Lynwood,"$347,307"
062166,CA,Madera,"$246,818"
062240,CA,Menifee,"$142,639"
062250,CA,Merced,"$283,703"
062274,CA,Milpitas City,"$124,278"
062286,CA,Mission Viejo,"$118,467"
062292,CA,Modesto,"$1,507,325"
062328,CA,Montebello,"$186,747"
062334,CA,Monterey,"$63,725"
062340,CA,Monterey Park,"$175,200"
062367,CA,Moreno Valley,"$1,556,809"
062382,CA,Mountain View,"$143,927"
062406,CA,Napa City,"$182,253"
062412,CA,National City,"$237,611"
062454,CA,Newport Beach,"$106,355"
062490,CA,Norwalk,"$337,464"
062508,CA,Oakland,"$5,700,249"
062532,CA,Oceanside,"$976,038"
062556,CA,Ontario,"$1,410,317"
062568,CA,Orange,"$349,365"
062622,CA,Oxnard,"$1,772,991"
062658,CA,Palmdale,"$431,963"
062670,CA,Palm Desert,"$87,119"
062676,CA,Palm Springs,"$114,550"
062682,CA,Palo Alto,"$130,453"
062700,CA,Paradise,"$50,938"
062706,CA,Paramount City,"$238,610"
062724,CA,Pasadena,"$1,445,110"
062754,CA,Perris City,"$249,706"
062760,CA,Petaluma,"$101,763"
062766,CA,Pico Rivera,"$180,347"
062790,CA,Pittsburg,"$169,720"
062802,CA,Placentia,"$124,368"
062826,CA,Pleasanton City,"$80,621"
062850,CA,Pomona,"$1,596,531"
062862,CA,Porterville,"$187,553"
062928,CA,Rancho Cordova City,"$165,373"
062930,CA,Rancho Cucamonga,"$241,604"
062949,CA,Rancho Santa Margarita,"$58,279"
062958,CA,Redding,"$197,318"
062970,CA,Redondo Beach,"$74,660"
062976,CA,Redwood City,"$200,711"
062988,CA,Rialto,"$321,898"
063048,CA,Riverside,"$2,471,794"
063054,CA,Rocklin City,"$75,141"
063102,CA,Rosemead,"$186,553"
063108,CA,Roseville,"$173,556"
063144,CA,Sacramento,"$3,560,339"
063162,CA,Salinas,"$1,549,453"
063180,CA,San Bernardino,"$2,536,087"
063198,CA,San Clemente,"$102,023"
063210,CA,San Diego,"$8,777,558"
063228,CA,San Francisco,"$13,279,111"
063258,CA,San Jose,"$6,758,004"
063276,CA,San Leandro,"$192,245"
063294,CA,San Marcos City,"$166,670"
063312,CA,San Mateo,"$192,486"
063342,CA,Santa Ana,"$4,258,001"
063348,CA,Santa Barbara,"$246,677"
063354,CA,Santa Clara,"$265,414"
063356,CA,Santa Clarita,"$341,980"
063360,CA,Santa Cruz,"$143,102"
063372,CA,Santa Maria,"$395,513"
063384,CA,Santa Monica,"$303,849"
063396,CA,Santa Rosa,"$389,214"
063408,CA,Santee,"$74,450"
063444,CA,Seaside,"$107,409"
063480,CA,Simi Valley,"$166,686"
063528,CA,South Gate,"$1,122,737"
063564,CA,South San Francisco,"$126,335"
063624,CA,Stockton,"$2,532,282"
063660,CA,Sunnyvale,"$306,596"
063712,CA,Temecula,"$152,459"
063732,CA,Thousand Oaks,"$177,245"
063744,CA,Torrance,"$251,679"
063768,CA,Tulare,"$178,984"
063798,CA,Turlock,"$175,314"
063804,CA,Tustin,"$201,178"
063846,CA,Union City,"$137,491"
063852,CA,Upland,"$157,869"
063858,CA,Vacaville,"$129,962"
063876,CA,Vallejo,"$274,747"
063888,CA,San Buenaventura,"$204,761"
063900,CA,Victorville,"$344,328"
063918,CA,Visalia,"$330,193"
063924,CA,Vista,"$219,580"
063942,CA,Walnut Creek,"$73,321"
063966,CA,Watsonville,"$206,267"
064002,CA,West Covina,"$218,947"
064014,CA,Westminster,"$279,381"
064050,CA,West Sacramento,"$126,966"
064074,CA,Whittier,"$205,128"
064134,CA,Woodland,"$130,265"
064158,CA,Yorba Linda,"$57,884"
064176,CA,Yuba City,"$171,561"
069001,CA,Alameda County,"$1,347,940"
069003,CA,Alpine County,"$5,886"
069005,CA,Amador County,"$122,042"
069007,CA,Butte County,"$342,208"
069009,CA,Calaveras County,"$114,048"
069011,CA,Colusa County,"$75,674"
069013,CA,Contra Costa County,"$3,268,364"
069015,CA,Del Norte County,"$79,973"
069017,CA,El Dorado County,"$340,680"
069019,CA,Fresno County,"$2,497,989"
069021,CA,Glenn County,"$102,073"
069023,CA,Humboldt County,"$646,401"
069025,CA,Imperial County,"$460,263"
069027,CA,Inyo County,"$57,419"
069029,CA,Kern County,"$3,184,598"
069031,CA,Kings County,"$310,896"
069033,CA,Lake County,"$207,430"
069035,CA,Lassen County,"$104,476"
069037,CA,Los Angeles County,"$16,714,074"
069039,CA,Madera County,"$279,273"
069041,CA,Marin County,"$385,002"
069043,CA,Mariposa County,"$68,710"
069045,CA,Mendocino County,"$326,888"
069047,CA,Merced County,"$659,763"
069049,CA,Modoc County,"$62,259"
069051,CA,Mono County,"$41,154"
069053,CA,Monterey County,"$341,987"
069055,CA,Napa County,"$168,382"
069057,CA,Nevada County,"$283,653"
069059,CA,Orange County,"$1,927,272"
069061,CA,Placer County,"$373,341"
069063,CA,Plumas County,"$100,679"
069065,CA,Riverside County,"$5,861,901"
069067,CA,Sacramento County,"$4,106,973"
069069,CA,San Benito County,"$154,564"
069071,CA,San Bernardino County,"$5,243,660"
069073,CA,San Diego County,"$2,968,856"
069077,CA,San Joaquin County,"$1,906,467"
069079,CA,San Luis Obispo County,"$1,343,481"
069081,CA,San Mateo County,"$1,849,296"
069083,CA,Santa Barbara County,"$865,843"
069085,CA,Santa Clara County,"$1,113,657"
069087,CA,Santa Cruz County,"$439,923"
069089,CA,Shasta County,"$214,824"
069091,CA,Sierra County,"$31,050"
069093,CA,Siskiyou County,"$239,574"
069095,CA,Solano County,"$222,579"
069097,CA,Sonoma County,"$1,336,004"
069099,CA,Stanislaus County,"$1,748,912"
069101,CA,Sutter County,"$79,761"
069103,CA,Tehama County,"$196,732"
069105,CA,Trinity County,"$51,857"
069107,CA,Tulare County,"$1,048,520"
069109,CA,Tuolumne County,"$164,420"
069111,CA,Ventura County,"$1,257,570"
069113,CA,Yolo County,"$98,840"
069115,CA,Yuba County,"$263,833"
080054,CO,Arvada,"$133,920"
080072,CO,Aurora,"$2,194,750"
080144,CO,Boulder,"$213,610"
080180,CO,Broomfield City/County,"$72,069"
080238,CO,Centennial,"$95,192"
080288,CO,Colorado Springs,"$2,132,156"
080300,CO,Commerce City,"$114,219"
080390,CO,Denver,"$5,260,690"
080552,CO,Fort Collins,"$280,827"
080672,CO,Grand Junction,"$113,738"
080690,CO,Greeley,"$253,501"
080906,CO,Lakewood,"$252,393"
080978,CO,Longmont,"$178,555"
080990,CO,Loveland,"$99,356"
081278,CO,Pueblo,"$395,545"
081524,CO,Thornton,"$187,285"
081614,CO,Westminster,"$171,463"
089001,CO,Adams County,"$924,189"
089003,CO,Alamosa County,"$40,921"
089005,CO,Arapahoe County,"$309,958"
089007,CO,Archuleta County,"$20,590"
089009,CO,Baca County,"$10,532"
089011,CO,Bent County,"$15,348"
089013,CO,Boulder County,"$120,753"
089015,CO,Chaffee County,"$33,834"
089017,CO,Cheyenne County,"$5,010"
089019,CO,Clear Creek County,"$23,121"
089021,CO,Conejos County,"$21,841"
089023,CO,Costilla County,"$11,110"
089025,CO,Crowley County,"$15,116"
089027,CO,Custer County,"$10,325"
089029,CO,Delta County,"$68,442"
089033,CO,Dolores County,"$3,787"
089035,CO,Douglas County,"$228,476"
089037,CO,Eagle County,"$82,501"
089039,CO,Elbert County,"$28,263"
089041,CO,El Paso County,"$277,607"
089043,CO,Fremont County,"$86,448"
089045,CO,Garfield County,"$105,860"
089047,CO,Gilpin County,"$11,829"
089049,CO,Grand County,"$31,651"
089051,CO,Gunnison County,"$33,107"
089053,CO,Hinsdale County,"$3,048"
089055,CO,Huerfano County,"$29,184"
089057,CO,Jackson County,"$5,765"
089059,CO,Jefferson County,"$266,555"
089061,CO,Kiowa County,"$4,340"
089063,CO,Kit Carson County,"$16,650"
089065,CO,Lake County,"$27,648"
089067,CO,La Plata County,"$73,297"
089069,CO,Larimer County,"$117,778"
089071,CO,Las Animas County,"$56,714"
089073,CO,Lincoln County,"$12,732"
089075,CO,Logan County,"$49,915"
089077,CO,Mesa County,"$140,502"
089079,CO,Mineral County,"$3,443"
089081,CO,Moffat County,"$18,067"
089083,CO,Montezuma County,"$55,989"
089085,CO,Montrose County,"$77,738"
089087,CO,Morgan County,"$57,738"
089089,CO,Otero County,"$65,631"
089091,CO,Ouray County,"$8,656"
089093,CO,Park County,"$23,533"
089095,CO,Phillips County,"$14,424"
089097,CO,Pitkin County,"$22,188"
089099,CO,Prowers County,"$38,786"
089101,CO,Pueblo County,"$63,861"
089103,CO,Rio Blanco County,"$14,194"
089105,CO,Rio Grande County,"$32,767"
089107,CO,Routt County,"$31,644"
089109,CO,Saguache County,"$19,408"
089111,CO,San Juan County,"$4,996"
089113,CO,San Miguel County,"$14,573"
089115,CO,Sedgwick County,"$10,473"
089117,CO,Summit County,"$47,910"
089119,CO,Teller County,"$28,231"
089121,CO,Washington County,"$16,027"
089123,CO,Weld County,"$240,282"
089125,CO,Yuma County,"$28,888"
090102,CT,Bridgeport,"$2,222,362"
090114,CT,Bristol,"$170,489"
090258,CT,Danbury,"$169,951"
090336,CT,East Hartford,"$147,247"
090390,CT,Fairfield,"$138,388"
090438,CT,Greenwich,"$218,443"
090480,CT,Hamden Town,"$114,738"
090492,CT,Hartford,"$2,526,377"
090594,CT,Manchester,"$158,057"
090612,CT,Meriden,"$263,821"
090630,CT,Middletown,"$119,643"
090636,CT,Milford Town,"$130,746"
090696,CT,New Britain,"$1,144,344"
090726,CT,New Haven,"$2,766,513"
090738,CT,New London,"$218,844"
090810,CT,Norwalk,"$252,627"
090816,CT,Norwich,"$230,247"
091074,CT,Stamford,"$258,814"
091104,CT,Stratford,"$163,023"
091194,CT,Waterbury,"$1,544,243"
091230,CT,West Hartford,"$258,393"
091236,CT,West Haven,"$178,528"
099001,CT,Fairfield County,"$421,287"
099003,CT,Hartford County,"$727,423"
099005,CT,Litchfield County,"$446,956"
099007,CT,Middlesex County,"$218,037"
099009,CT,New Haven County,"$767,125"
099011,CT,New London County,"$373,343"
099013,CT,Tolland County,"$264,978"
099015,CT,Windham County,"$330,773"
100090,DE,Dover,"$67,393"
100336,DE,Wilmington,"$1,633,874"
109001,DE,Kent County,"$211,102"
109003,DE,New Castle County,"$1,689,472"
109005,DE,Sussex County,"$391,223"
110006,DC,District Of Columbia,"$11,098,072"
120234,FL,Boca Raton,"$122,659"
120264,FL,Boynton Beach,"$147,197"
120270,FL,Bradenton,"$113,963"
120402,FL,Cape Coral,"$277,951"
120492,FL,Clearwater,"$197,381"
120516,FL,Cocoa,"$50,136"
120534,FL,Coconut Creek,"$77,958"
120588,FL,Coral Springs,"$188,941"
120684,FL,Davie,"$161,939"
120690,FL,Daytona Beach,"$172,823"
120708,FL,Deerfield Beach,"$179,753"
120732,FL,Delray Beach,"$128,868"
120738,FL,Deltona,"$137,697"
120954,FL,Ft Lauderdale,"$1,162,357"
120966,FL,Ft Myers,"$189,558"
120996,FL,Fort Pierce,"$143,364"
121008,FL,Fort Walton Beach,"$33,303"
121038,FL,Gainesville,"$358,224"
121236,FL,Hialeah,"$1,783,836"
121320,FL,Hollywood,"$315,205"
121344,FL,Homestead City,"$228,542"
121512,FL,Jupiter,"$79,258"
121572,FL,Kissimmee,"$163,749"
121662,FL,Lakeland,"$247,021"
121710,FL,Largo,"$136,266"
121728,FL,Lauderhill,"$199,039"
121874,FL,Marco Island City,"$21,156"
121878,FL,Margate,"$97,997"
121926,FL,Melbourne,"$129,723"
121968,FL,Miami,"$3,795,746"
121974,FL,Miami Beach,"$672,336"
121976,FL,Miami Gardens City,"$287,090"
122022,FL,Miramar,"$204,886"
122064,FL,Naples,"$23,946"
122142,FL,North Miami,"$213,520"
122214,FL,Ocala,"$129,818"
122292,FL,Orlando,"$1,451,717"
122358,FL,Palm Bay,"$209,286"
122370,FL,Palm Beach Gardens,"$54,013"
122374,FL,Palm Coast,"$140,410"
122406,FL,Panama City,"$90,457"
122448,FL,Pembroke Pines,"$225,316"
122466,FL,Pensacola,"$200,032"
122514,FL,Plantation,"$125,224"
122538,FL,Pompano Beach,"$264,985"
122568,FL,Port Orange,"$79,470"
122586,FL,Port St Lucie,"$309,202"
122724,FL,St Petersburg,"$1,294,278"
122754,FL,Sanford,"$122,557"
122766,FL,Sarasota,"$122,640"
122808,FL,Sebastian City,"$32,297"
122958,FL,Sunrise,"$156,563"
123000,FL,Tallahassee,"$1,430,594"
123006,FL,Tamarac,"$111,296"
123012,FL,Tampa,"$2,210,107"
123048,FL,Titusville,"$77,237"
123213,FL,Wellington,"$72,287"
123249,FL,Weston City,"$79,804"
123252,FL,West Palm Beach,"$231,876"
123342,FL,Winter Haven,"$77,797"
129001,FL,Alachua County,"$268,875"
129003,FL,Baker County,"$63,766"
129005,FL,Bay County,"$258,471"
129007,FL,Bradford County,"$76,929"
129009,FL,Brevard County,"$350,348"
129011,FL,Broward County,"$1,870,407"
129013,FL,Calhoun County,"$44,472"
129015,FL,Charlotte County,"$274,728"
129017,FL,Citrus County,"$288,705"
129019,FL,Clay County,"$316,480"
129021,FL,Collier County,"$1,640,161"
129023,FL,Columbia County,"$162,468"
129027,FL,DeSoto County,"$133,504"
129029,FL,Dixie County,"$36,587"
129031,FL,Jacksonville-Duval County,"$4,532,243"
129033,FL,Escambia County,"$1,288,911"
129035,FL,Flagler County,"$40,028"
129037,FL,Franklin County,"$71,401"
129039,FL,Gadsden County,"$193,817"
129041,FL,Gilchrist County,"$43,080"
129043,FL,Glades County,"$31,541"
129045,FL,Gulf County,"$35,976"
129047,FL,Hamilton County,"$63,902"
129049,FL,Hardee County,"$113,935"
129051,FL,Hendry County,"$139,434"
129053,FL,Hernando County,"$349,018"
129055,FL,Highlands County,"$246,780"
129057,FL,Hillsborough County,"$4,810,040"
129059,FL,Holmes County,"$63,583"
129061,FL,Indian River County,"$243,206"
129063,FL,Jackson County,"$189,661"
129065,FL,Jefferson County,"$76,835"
129067,FL,Lafayette County,"$26,940"
129069,FL,Lake County,"$335,372"
129071,FL,Lee County,"$2,107,417"
129073,FL,Leon County,"$159,336"
129075,FL,Levy County,"$114,449"
129077,FL,Liberty County,"$27,906"
129079,FL,Madison County,"$87,854"
129081,FL,Manatee County,"$1,311,057"
129083,FL,Marion County,"$1,449,110"
129085,FL,Martin County,"$263,935"
129086,FL,Miami-Dade County,"$8,998,480"
129087,FL,Monroe County,"$427,553"
129089,FL,Nassau County,"$182,697"
129091,FL,Okaloosa County,"$316,790"
129093,FL,Okeechobee County,"$139,246"
129095,FL,Orange County,"$4,492,077"
129097,FL,Osceola County,"$426,980"
129099,FL,Palm Beach County,"$4,643,957"
129101,FL,Pasco County,"$2,035,171"
129103,FL,Pinellas County,"$1,993,910"
129105,FL,Polk County,"$2,377,992"
129107,FL,Putnam County,"$298,362"
129109,FL,St. Johns County,"$236,441"
129111,FL,St. Lucie County,"$133,074"
129113,FL,Santa Rosa County,"$279,963"
129115,FL,Sarasota County,"$1,268,034"
129117,FL,Seminole County,"$1,332,985"
129119,FL,Sumter County,"$168,385"
129121,FL,Suwannee County,"$143,263"
129123,FL,Taylor County,"$91,915"
129125,FL,Union County,"$44,268"
129127,FL,Volusia County,"$1,370,508"
129129,FL,Wakulla County,"$60,257"
129131,FL,Walton County,"$161,844"
129133,FL,Washington County,"$81,223"
130054,GA,Albany,"$251,516"
130168,GA,Athens-Clarke County,"$364,380"
130174,GA,Atlanta,"$5,399,847"
130192,GA,Augusta-Richmond County,"$1,349,904"
130444,GA,Brunswick,"$99,460"
130750,GA,Columbus-Muscogee County,"$1,070,068"
130882,GA,Dalton,"$115,640"
131314,GA,Gainesville,"$135,588"
131566,GA,Hinesville,"$60,408"
131968,GA,Macon-Bibb,"$1,254,551"
131998,GA,Marietta,"$144,281"
132814,GA,Rome,"$116,735"
132832,GA,Roswell,"$125,261"
132890,GA,Sandy Springs City,"$175,147"
132916,GA,Savannah,"$1,652,032"
