Code,State,NAME,PPRN
133000,GA,Smyrna City,"$86,328"
133354,GA,Valdosta,"$170,553"
133432,GA,Warner Robins,"$153,876"
139001,GA,Appling County,"$48,591"
139003,GA,Atkinson County,"$30,058"
139005,GA,Bacon County,"$29,679"
139007,GA,Baker County,"$9,622"
139009,GA,Baldwin County,"$114,184"
139011,GA,Banks County,"$35,430"
139013,GA,Barrow County,"$119,715"
139015,GA,Bartow County,"$199,374"
139017,GA,Ben Hill County,"$51,579"
139019,GA,Berrien County,"$45,058"
139021,GA,Bibb County,"$446,488"
139023,GA,Bleckley County,"$32,856"
139025,GA,Brantley County,"$32,365"
139027,GA,Brooks County,"$60,414"
139029,GA,Bryan County,"$47,249"
139031,GA,Bulloch County,"$187,642"
139033,GA,Burke County,"$68,674"
139035,GA,Butts County,"$48,758"
139037,GA,Calhoun County,"$20,775"
139039,GA,Camden County,"$75,954"
139043,GA,Candler County,"$33,540"
139045,GA,Carroll County,"$251,761"
139047,GA,Catoosa County,"$102,016"
139049,GA,Charlton County,"$32,771"
139051,GA,Chatham County,"$199,656"
139053,GA,Chattahoochee County,"$27,561"
139055,GA,Chattooga County,"$77,063"
139057,GA,Cherokee County,"$318,650"
139061,GA,Clay County,"$16,580"
139063,GA,Clayton County,"$1,860,767"
139065,GA,Clinch County,"$17,167"
139067,GA,Cobb County,"$2,523,924"
139069,GA,Coffee County,"$104,536"
139071,GA,Colquitt County,"$141,857"
139073,GA,Columbia County,"$160,680"
139075,GA,Cook County,"$43,685"
139077,GA,Coweta County,"$216,718"
139079,GA,Crawford County,"$25,988"
139081,GA,Crisp County,"$69,314"
139083,GA,Dade County,"$35,172"
139085,GA,Dawson County,"$36,691"
139087,GA,Decatur County,"$97,409"
139089,GA,De Kalb County,"$3,817,572"
139091,GA,Dodge County,"$43,522"
139093,GA,Dooly County,"$41,800"
139095,GA,Dougherty County,"$29,894"
139097,GA,Douglas County,"$242,577"
139099,GA,Early County,"$30,309"
139101,GA,Echols County,"$12,305"
139103,GA,Effingham County,"$90,406"
139105,GA,Elbert County,"$51,110"
139107,GA,Emanuel County,"$69,568"
139109,GA,Evans County,"$33,916"
139111,GA,Fannin County,"$54,349"
139113,GA,Fayette County,"$134,425"
139115,GA,Floyd County,"$133,509"
139117,GA,Forsyth County,"$212,510"
139119,GA,Franklin County,"$51,110"
139121,GA,Fulton County,"$1,615,850"
139123,GA,Gilmer County,"$68,558"
139125,GA,Glascock County,"$12,280"
139127,GA,Glynn County,"$124,824"
139129,GA,Gordon County,"$120,903"
139131,GA,Grady County,"$72,133"
139133,GA,Greene County,"$48,754"
139135,GA,Gwinnett County,"$4,180,377"
139137,GA,Habersham County,"$93,148"
139139,GA,Hall County,"$329,399"
139141,GA,Hancock County,"$35,506"
139143,GA,Haralson County,"$65,144"
139145,GA,Harris County,"$54,837"
139147,GA,Hart County,"$67,784"
139149,GA,Heard County,"$29,969"
139151,GA,Henry County,"$299,604"
139153,GA,Houston County,"$113,737"
139155,GA,Irwin County,"$23,681"
139157,GA,Jackson County,"$110,600"
139159,GA,Jasper County,"$31,661"
139161,GA,Jeff Davis County,"$37,049"
139163,GA,Jefferson County,"$60,883"
139165,GA,Jenkins County,"$39,700"
139167,GA,Johnson County,"$39,655"
139169,GA,Jones County,"$43,403"
139171,GA,Lamar County,"$59,132"
139173,GA,Lanier County,"$30,043"
139175,GA,Laurens County,"$124,480"
139177,GA,Lee County,"$38,090"
139179,GA,Liberty County,"$53,004"
139181,GA,Lincoln County,"$24,195"
139183,GA,Long County,"$33,156"
139185,GA,Lowndes County,"$102,230"
139187,GA,Lumpkin County,"$60,574"
139189,GA,McDuffie County,"$48,296"
139191,GA,McIntosh County,"$32,750"
139193,GA,Macon County,"$46,499"
139195,GA,Madison County,"$68,379"
139197,GA,Marion County,"$28,364"
139199,GA,Meriwether County,"$84,001"
139201,GA,Miller County,"$16,838"
139205,GA,Mitchell County,"$62,500"
139207,GA,Monroe County,"$46,166"
139209,GA,Montgomery County,"$27,146"
139211,GA,Morgan County,"$41,527"
139213,GA,Murray County,"$107,577"
139217,GA,Newton County,"$185,223"
139219,GA,Oconee County,"$45,374"
139221,GA,Oglethorpe County,"$36,331"
139223,GA,Paulding County,"$219,897"
139225,GA,Peach County,"$57,857"
139227,GA,Pickens County,"$44,713"
139229,GA,Pierce County,"$47,368"
139231,GA,Pike County,"$39,954"
139233,GA,Polk County,"$132,361"
139235,GA,Pulaski County,"$24,927"
139237,GA,Putnam County,"$51,296"
139239,GA,Quitman County,"$7,309"
139241,GA,Rabun County,"$49,654"
139243,GA,Randolph County,"$45,489"
139247,GA,Rockdale County,"$165,938"
139249,GA,Schley County,"$13,967"
139251,GA,Screven County,"$49,342"
139253,GA,Seminole County,"$21,516"
139255,GA,Spalding County,"$146,557"
139257,GA,Stephens County,"$57,573"
139259,GA,Stewart County,"$25,236"
139261,GA,Sumter County,"$102,030"
139263,GA,Talbot County,"$22,364"
139265,GA,Taliaferro County,"$11,603"
139267,GA,Tattnall County,"$62,707"
139269,GA,Taylor County,"$24,510"
139271,GA,Telfair County,"$55,866"
139273,GA,Terrell County,"$43,736"
139275,GA,Thomas County,"$155,793"
139277,GA,Tift County,"$93,057"
139279,GA,Toombs County,"$72,850"
139281,GA,Towns County,"$18,310"
139283,GA,Treutlen County,"$25,362"
139285,GA,Troup County,"$176,387"
139287,GA,Turner County,"$32,856"
139289,GA,Twiggs County,"$24,507"
139291,GA,Union County,"$38,994"
139293,GA,Upson County,"$123,942"
139295,GA,Walker County,"$171,599"
139297,GA,Walton County,"$138,707"
139299,GA,Ware County,"$139,863"
139301,GA,Warren County,"$29,837"
139303,GA,Washington County,"$72,319"
139305,GA,Wayne County,"$67,464"
139307,GA,Webster County,"$6,967"
139309,GA,Wheeler County,"$15,041"
139311,GA,White County,"$54,145"
139313,GA,Whitfield County,"$154,472"
139315,GA,Wilcox County,"$26,818"
139317,GA,Wilkes County,"$39,729"
139319,GA,Wilkinson County,"$21,214"
139321,GA,Worth County,"$59,125"
150144,HI,Honolulu,"$5,868,627"
159001,HI,Hawaii County,"$745,297"
159007,HI,Kauai County,"$194,945"
159009,HI,Maui County,"$495,493"
160102,ID,Boise,"$384,274"
160138,ID,Caldwell City,"$123,917"
160198,ID,Coeur D'Alene,"$91,851"
160510,ID,Idaho Falls,"$101,386"
160618,ID,Lewiston,"$54,738"
160684,ID,Meridian,"$105,345"
160762,ID,Nampa,"$221,267"
160906,ID,Pocatello,"$110,990"
169001,ID,Ada County,"$171,713"
169003,ID,Adams County,"$9,269"
169005,ID,Bannock County,"$45,102"
169007,ID,Bear Lake County,"$28,645"
169009,ID,Benewah County,"$22,951"
169011,ID,Bingham County,"$94,573"
169013,ID,Blaine County,"$36,681"
169015,ID,Boise County,"$13,080"
169017,ID,Bonner County,"$83,767"
169019,ID,Bonneville County,"$71,932"
169021,ID,Boundary County,"$22,741"
169023,ID,Butte County,"$7,495"
169025,ID,Camas County,"$5,375"
169027,ID,Canyon County,"$131,386"
169029,ID,Caribou County,"$19,358"
169031,ID,Cassia County,"$57,821"
169033,ID,Clark County,"$5,298"
169035,ID,Clearwater County,"$17,520"
169037,ID,Custer County,"$12,154"
169039,ID,Elmore County,"$56,749"
169041,ID,Franklin County,"$42,851"
169043,ID,Fremont County,"$35,394"
169045,ID,Gem County,"$42,114"
169047,ID,Gooding County,"$46,655"
169049,ID,Idaho County,"$41,413"
169051,ID,Jefferson County,"$47,279"
169053,ID,Jerome County,"$57,847"
169055,ID,Kootenai County,"$171,164"
169057,ID,Latah County,"$108,512"
169059,ID,Lemhi County,"$24,793"
169061,ID,Lewis County,"$13,736"
169063,ID,Lincoln County,"$15,068"
169065,ID,Madison County,"$144,088"
169067,ID,Minidoka County,"$47,541"
169069,ID,Nez Perce County,"$14,665"
169071,ID,Oneida County,"$16,803"
169073,ID,Owyhee County,"$39,074"
169075,ID,Payette County,"$53,800"
169077,ID,Power County,"$17,756"
169079,ID,Shoshone County,"$58,980"
169081,ID,Teton County,"$16,844"
169083,ID,Twin Falls County,"$182,594"
169085,ID,Valley County,"$23,716"
169087,ID,Washington County,"$30,576"
170126,IL,Alton City,"$247,959"
170222,IL,Arlington Heights,"$73,836"
170342,IL,Aurora,"$434,444"
170522,IL,Belleville,"$181,671"
170606,IL,Berwyn,"$346,957"
170660,IL,Bloomington,"$159,808"
170690,IL,Bolingbrook,"$109,772"
171218,IL,Champaign,"$190,146"
171296,IL,Chicago,"$58,172,441"
171302,IL,Chicago Heights,"$159,926"
171332,IL,Cicero,"$1,224,018"
171692,IL,Danville,"$263,827"
171716,IL,Decatur,"$374,893"
171746,IL,Dekalb,"$121,655"
171776,IL,Des Plaines,"$82,187"
171878,IL,Downers Grove,"$45,707"
172022,IL,East St Louis,"$1,157,163"
172094,IL,Elgin,"$233,688"
172238,IL,Evanston,"$1,291,372"
172814,IL,Granite City,"$189,537"
173228,IL,Hoffman Estates,"$73,229"
173480,IL,Joliet,"$257,100"
173540,IL,Kankakee,"$136,792"
174596,IL,Moline,"$207,551"
174734,IL,Mount Prospect,"$73,761"
174806,IL,Naperville,"$131,846"
175010,IL,Normal,"$116,886"
175052,IL,North Chicago,"$65,560"
175148,IL,Oak Lawn,"$78,912"
175154,IL,Oak Park,"$1,225,275"
175364,IL,Palatine Village,"$118,895"
175520,IL,Pekin,"$105,354"
175526,IL,Peoria,"$1,229,785"
175808,IL,Rantoul,"$86,889"
176000,IL,Rockford,"$1,633,036"
176006,IL,Rock Island,"$285,226"
176300,IL,Schaumburg Village,"$84,985"
176498,IL,Skokie,"$152,886"
176648,IL,Springfield,"$312,666"
177122,IL,Urbana,"$107,814"
177404,IL,Waukegan,"$231,846"
177548,IL,Wheaton City,"$58,505"
179001,IL,Adams County,"$175,673"
179003,IL,Alexander County,"$39,527"
179005,IL,Bond County,"$45,174"
179007,IL,Boone County,"$153,914"
179009,IL,Brown County,"$16,887"
179011,IL,Bureau County,"$110,414"
179013,IL,Calhoun County,"$14,385"
179015,IL,Carroll County,"$54,348"
179017,IL,Cass County,"$38,559"
179019,IL,Champaign County,"$130,985"
179021,IL,Christian County,"$107,383"
179023,IL,Clark County,"$41,689"
179025,IL,Clay County,"$40,390"
179027,IL,Clinton County,"$71,405"
179029,IL,Coles County,"$158,950"
179031,IL,Cook County,"$7,454,905"
179033,IL,Crawford County,"$50,633"
179035,IL,Cumberland County,"$34,267"
179037,IL,DeKalb County,"$144,354"
179039,IL,De Witt County,"$49,058"
179041,IL,Douglas County,"$55,124"
179043,IL,Du Page County,"$2,555,771"
179045,IL,Edgar County,"$61,003"
179047,IL,Edwards County,"$17,904"
179049,IL,Effingham County,"$64,680"
179051,IL,Fayette County,"$62,402"
179053,IL,Ford County,"$42,528"
179055,IL,Franklin County,"$121,457"
179057,IL,Fulton County,"$117,360"
179059,IL,Gallatin County,"$15,382"
179061,IL,Greene County,"$48,274"
179063,IL,Grundy County,"$114,631"
179065,IL,Hamilton County,"$22,058"
179067,IL,Hancock County,"$63,317"
179069,IL,Hardin County,"$14,699"
179071,IL,Henderson County,"$21,991"
179073,IL,Henry County,"$140,573"
179075,IL,Iroquois County,"$90,223"
179077,IL,Jackson County,"$247,129"
179079,IL,Jasper County,"$19,534"
179081,IL,Jefferson County,"$112,166"
179083,IL,Jersey County,"$39,270"
179085,IL,Jo Daviess County,"$76,186"
179087,IL,Johnson County,"$30,079"
179089,IL,Kane County,"$334,042"
179091,IL,Kankakee County,"$165,005"
179093,IL,Kendall County,"$207,119"
179095,IL,Knox County,"$173,052"
179097,IL,Lake County,"$1,924,389"
179099,IL,LaSalle County,"$315,679"
179101,IL,Lawrence County,"$36,577"
179103,IL,Lee County,"$98,441"
179105,IL,Livingston County,"$103,024"
179107,IL,Logan County,"$75,513"
179109,IL,McDonough County,"$102,865"
179111,IL,McHenry County,"$375,732"
179113,IL,McLean County,"$86,291"
179115,IL,Macon County,"$54,917"
179117,IL,Macoupin County,"$124,707"
179119,IL,Madison County,"$997,656"
179121,IL,Marion County,"$126,398"
179123,IL,Marshall County,"$36,187"
179125,IL,Mason County,"$45,189"
179127,IL,Massac County,"$42,892"
179129,IL,Menard County,"$30,786"
179131,IL,Mercer County,"$52,982"
179133,IL,Monroe County,"$52,493"
179135,IL,Montgomery County,"$74,199"
179137,IL,Morgan County,"$90,118"
179139,IL,Moultrie County,"$43,386"
179141,IL,Ogle County,"$126,044"
179143,IL,Peoria County,"$141,570"
179145,IL,Perry County,"$60,480"
179147,IL,Piatt County,"$39,193"
179149,IL,Pike County,"$52,060"
179151,IL,Pope County,"$13,317"
179153,IL,Pulaski County,"$20,928"
179155,IL,Putnam County,"$15,797"
179157,IL,Randolph County,"$74,676"
179159,IL,Richland County,"$51,853"
179161,IL,Rock Island County,"$179,443"
179163,IL,St Clair County,"$929,240"
179165,IL,Saline County,"$82,471"
179167,IL,Sangamon County,"$172,627"
179169,IL,Schuyler County,"$24,739"
179171,IL,Scott County,"$17,318"
179173,IL,Shelby County,"$54,774"
179175,IL,Stark County,"$20,386"
179177,IL,Stephenson County,"$159,901"
179179,IL,Tazewell County,"$177,186"
179181,IL,Union County,"$53,608"
179183,IL,Vermilion County,"$128,895"
179185,IL,Wabash County,"$30,466"
179187,IL,Warren County,"$62,863"
179189,IL,Washington County,"$38,209"
179191,IL,Wayne County,"$46,832"
179193,IL,White County,"$40,210"
179195,IL,Whiteside County,"$141,449"
179197,IL,Will County,"$1,259,493"
179199,IL,Williamson County,"$171,326"
179201,IL,Winnebago County,"$260,698"
179203,IL,Woodford County,"$76,744"
180084,IN,Anderson,"$244,980"
180246,IN,Bloomington,"$231,940"
180450,IN,Carmel,"$66,589"
180624,IN,Columbus,"$69,772"
180846,IN,East Chicago,"$355,382"
180912,IN,Elkhart,"$219,465"
180954,IN,Evansville,"$1,973,984"
181014,IN,Fort Wayne,"$1,519,125"
181104,IN,Gary,"$2,422,117"
181158,IN,Goshen,"$77,867"
181272,IN,Hammond,"$1,563,986"
181404,IN,Indianapolis,"$6,614,514"
181536,IN,Kokomo,"$221,009"
181566,IN,Lafayette,"$171,714"
181602,IN,La Porte,"$120,066"
181884,IN,Michigan City,"$183,565"
181950,IN,Mishawaka,"$144,431"
182100,IN,Muncie,"$327,552"
182130,IN,New Albany,"$182,394"
182886,IN,South Bend,"$1,892,170"
183042,IN,Terre Haute,"$1,179,542"
183282,IN,West Lafayette,"$89,141"
189001,IN,Adams County,"$114,286"
189003,IN,Allen County,"$159,560"
189005,IN,Bartholomew County,"$82,132"
189007,IN,Benton County,"$30,975"
189009,IN,Blackford County,"$37,507"
189011,IN,Boone County,"$94,325"
189013,IN,Brown County,"$29,941"
189015,IN,Carroll County,"$52,884"
189017,IN,Cass County,"$134,119"
189019,IN,Clark County,"$216,633"
189021,IN,Clay County,"$75,642"
189023,IN,Clinton County,"$93,791"
189025,IN,Crawford County,"$24,792"
189027,IN,Daviess County,"$76,833"
189029,IN,Dearborn County,"$88,376"
189031,IN,Decatur County,"$68,501"
189033,IN,DeKalb County,"$114,833"
189035,IN,Delaware County,"$84,752"
189037,IN,Dubois County,"$77,812"
189039,IN,Elkhart County,"$202,087"
189041,IN,Fayette County,"$74,031"
189043,IN,Floyd County,"$51,129"
189045,IN,Fountain County,"$49,149"
189047,IN,Franklin County,"$53,953"
189049,IN,Fulton County,"$58,880"
189051,IN,Gibson County,"$75,664"
189053,IN,Grant County,"$193,925"
189055,IN,Greene County,"$82,027"
189057,IN,Hamilton County,"$191,832"
189059,IN,Hancock County,"$97,432"
189061,IN,Harrison County,"$76,993"
189063,IN,Hendricks County,"$205,512"
189065,IN,Henry County,"$140,069"
189067,IN,Howard County,"$47,678"
189069,IN,Huntington County,"$111,971"
189071,IN,Jackson County,"$99,142"
189073,IN,Jasper County,"$53,742"
189075,IN,Jay County,"$71,990"
189077,IN,Jefferson County,"$81,730"
189079,IN,Jennings County,"$71,985"
189081,IN,Johnson County,"$288,908"
189083,IN,Knox County,"$114,846"
189085,IN,Kosciusko County,"$171,235"
189087,IN,LaGrange County,"$114,223"
189089,IN,Lake County,"$404,215"
189091,IN,LaPorte County,"$105,206"
189093,IN,Lawrence County,"$104,895"
189095,IN,Madison County,"$150,876"
189097,IN,Marion County,"$195,927"
189099,IN,Marshall County,"$123,941"
189101,IN,Martin County,"$22,674"
189103,IN,Miami County,"$116,883"
189105,IN,Monroe County,"$93,060"
189107,IN,Montgomery County,"$104,800"
189109,IN,Morgan County,"$135,653"
189111,IN,Newton County,"$35,971"
189113,IN,Noble County,"$130,388"
189115,IN,Ohio County,"$13,275"
189117,IN,Orange County,"$57,043"
189119,IN,Owen County,"$60,456"
189121,IN,Parke County,"$42,839"
189123,IN,Perry County,"$40,032"
189125,IN,Pike County,"$29,180"
189127,IN,Porter County,"$316,880"
189129,IN,Posey County,"$49,010"
189131,IN,Pulaski County,"$35,377"
189133,IN,Putnam County,"$63,330"
189135,IN,Randolph County,"$85,569"
189137,IN,Ripley County,"$59,694"
189139,IN,Rush County,"$56,734"
189141,IN,St. Joseph County,"$162,227"
189143,IN,Scott County,"$60,189"
189145,IN,Shelby County,"$106,669"
189147,IN,Spencer County,"$41,132"
189149,IN,Starke County,"$61,430"
189151,IN,Steuben County,"$86,377"
189153,IN,Sullivan County,"$58,678"
189155,IN,Switzerland County,"$33,134"
189157,IN,Tippecanoe County,"$172,391"
189159,IN,Tipton County,"$48,070"
189161,IN,Union County,"$20,465"
189163,IN,Vanderburgh County,"$88,466"
189165,IN,Vermillion County,"$57,021"
189167,IN,Vigo County,"$100,207"
189169,IN,Wabash County,"$103,976"
189171,IN,Warren County,"$19,790"
189173,IN,Warrick County,"$100,688"
189175,IN,Washington County,"$63,734"
189177,IN,Wayne County,"$214,821"
189179,IN,Wells County,"$73,323"
189181,IN,White County,"$56,390"
189183,IN,Whitley County,"$70,607"
190138,IA,Ames,"$145,156"
190798,IA,Cedar Falls,"$72,006"
190804,IA,Cedar Rapids,"$291,578"
191134,IA,Council Bluffs,"$251,703"
191254,IA,Davenport,"$933,531"
191362,IA,Des Moines,"$2,724,940"
191464,IA,Dubuque,"$284,794"
192466,IA,Iowa City,"$168,078"
194812,IA,Sioux City,"$1,216,521"
195394,IA,Waterloo,"$334,958"
195508,IA,West Des Moines,"$73,302"
199001,IA,Adair County,"$22,588"
199003,IA,Adams County,"$14,921"
199005,IA,Allamakee County,"$48,334"
199007,IA,Appanoose County,"$45,817"
199009,IA,Audubon County,"$19,800"
199011,IA,Benton County,"$74,071"
199013,IA,Black Hawk County,"$45,540"
199015,IA,Boone County,"$88,612"
199017,IA,Bremer County,"$60,667"
199019,IA,Buchanan County,"$55,883"
199021,IA,Buena Vista County,"$99,496"
199023,IA,Butler County,"$48,474"
199025,IA,Calhoun County,"$36,724"
199027,IA,Carroll County,"$57,875"
199029,IA,Cass County,"$49,236"
199031,IA,Cedar County,"$49,147"
199033,IA,Cerro Gordo County,"$141,657"
199035,IA,Cherokee County,"$39,692"
199037,IA,Chickasaw County,"$37,940"
199039,IA,Clarke County,"$37,183"
199041,IA,Clay County,"$52,675"
199043,IA,Clayton County,"$67,179"
199045,IA,Clinton County,"$155,584"
199047,IA,Crawford County,"$78,276"
199049,IA,Dallas County,"$120,821"
199051,IA,Davis County,"$47,813"
199053,IA,Decatur County,"$32,014"
199055,IA,Delaware County,"$48,963"
199057,IA,Des Moines County,"$144,986"
199059,IA,Dickinson County,"$43,028"
199061,IA,Dubuque County,"$70,590"
199063,IA,Emmet County,"$32,163"
199065,IA,Fayette County,"$76,919"
199067,IA,Floyd County,"$54,095"
199069,IA,Franklin County,"$38,979"
199071,IA,Fremont County,"$22,659"
199073,IA,Greene County,"$34,404"
199075,IA,Grundy County,"$35,054"
199077,IA,Guthrie County,"$36,641"
199079,IA,Hamilton County,"$54,612"
199081,IA,Hancock County,"$32,452"
199083,IA,Hardin County,"$55,252"
199085,IA,Harrison County,"$50,322"
199087,IA,Henry County,"$65,678"
199089,IA,Howard County,"$34,609"
199091,IA,Humboldt County,"$32,007"
199093,IA,Ida County,"$27,224"
199095,IA,Iowa County,"$50,635"
199097,IA,Jackson County,"$62,486"
199099,IA,Jasper County,"$104,264"
199101,IA,Jefferson County,"$52,306"
199103,IA,Johnson County,"$209,370"
199105,IA,Jones County,"$55,392"
199107,IA,Keokuk County,"$41,011"
199109,IA,Kossuth County,"$48,936"
199111,IA,Lee County,"$127,637"
199113,IA,Linn County,"$161,464"
199115,IA,Louisa County,"$50,532"
199117,IA,Lucas County,"$38,552"
199119,IA,Lyon County,"$30,941"
199121,IA,Madison County,"$42,569"
199123,IA,Mahaska County,"$68,172"
199125,IA,Marion County,"$77,845"
199127,IA,Marshall County,"$146,638"
199129,IA,Mills County,"$34,066"
199131,IA,Mitchell County,"$34,356"
199133,IA,Monona County,"$34,863"
199135,IA,Monroe County,"$28,931"
199137,IA,Montgomery County,"$45,964"
199139,IA,Muscatine County,"$146,241"
199141,IA,O'Brien County,"$41,316"
199143,IA,Osceola County,"$21,354"
199145,IA,Page County,"$54,434"
199147,IA,Palo Alto County,"$27,925"
199149,IA,Plymouth County,"$59,490"
199151,IA,Pocahontas County,"$28,171"
199153,IA,Polk County,"$423,084"
199155,IA,Pottawattamie County,"$70,525"
199157,IA,Poweshiek County,"$55,563"
199159,IA,Ringgold County,"$20,930"
199161,IA,Sac County,"$36,036"
199163,IA,Scott County,"$117,995"
199165,IA,Shelby County,"$40,936"
199167,IA,Sioux County,"$95,665"
199169,IA,Story County,"$78,595"
199171,IA,Tama County,"$61,659"
199173,IA,Taylor County,"$24,311"
199175,IA,Union County,"$45,561"
199177,IA,Van Buren County,"$30,347"
199179,IA,Wapello County,"$159,670"
199181,IA,Warren County,"$96,452"
199183,IA,Washington County,"$62,159"
199185,IA,Wayne County,"$23,247"
199187,IA,Webster County,"$123,313"
199189,IA,Winnebago County,"$30,273"
199191,IA,Winneshiek County,"$58,415"
199193,IA,Woodbury County,"$56,643"
199195,IA,Worth County,"$29,430"
199197,IA,Wright County,"$44,873"
201776,KS,Kansas City,"$1,619,817"
201902,KS,Lawrence,"$191,499"
201908,KS,Leavenworth,"$91,857"
201944,KS,Lenexa,"$65,513"
202190,KS,Manhattan City,"$195,388"
202688,KS,Overland Park,"$200,958"
203216,KS,Shawnee,"$69,071"
203408,KS,Topeka,"$1,339,036"
203696,KS,Wichita,"$2,158,351"
209001,KS,Allen County,"$39,624"
209003,KS,Anderson County,"$22,799"
209005,KS,Atchison County,"$53,216"
209007,KS,Barber County,"$16,006"
209009,KS,Barton County,"$76,195"
209011,KS,Bourbon County,"$47,833"
209013,KS,Brown County,"$37,965"
209015,KS,Butler County,"$120,395"
209017,KS,Chase County,"$9,459"
209019,KS,Chautauqua County,"$14,292"
209021,KS,Cherokee County,"$62,492"
209023,KS,Cheyenne County,"$9,587"
209025,KS,Clark County,"$8,145"
209027,KS,Clay County,"$25,874"
209029,KS,Cloud County,"$34,988"
209031,KS,Coffey County,"$20,873"
209033,KS,Comanche County,"$6,278"
209035,KS,Cowley County,"$102,977"
209037,KS,Crawford County,"$144,623"
209039,KS,Decatur County,"$11,135"
209041,KS,Dickinson County,"$57,075"
209043,KS,Doniphan County,"$23,185"
209045,KS,Douglas County,"$41,496"
209047,KS,Edwards County,"$11,714"
209049,KS,Elk County,"$12,054"
209051,KS,Ellis County,"$69,913"
209053,KS,Ellsworth County,"$19,121"
209055,KS,Finney County,"$146,233"
209057,KS,Ford County,"$131,306"
209059,KS,Franklin County,"$63,562"
209061,KS,Geary County,"$113,758"
209063,KS,Gove County,"$7,716"
209065,KS,Graham County,"$8,725"
209067,KS,Grant County,"$22,409"
209069,KS,Gray County,"$15,083"
209071,KS,Greeley County,"$2,640"
209073,KS,Greenwood County,"$26,037"
209075,KS,Hamilton County,"$8,841"
209077,KS,Harper County,"$22,922"
209079,KS,Harvey County,"$87,534"
209081,KS,Haskell County,"$8,816"
209083,KS,Hodgeman County,"$4,889"
209085,KS,Jackson County,"$30,828"
209087,KS,Jefferson County,"$36,155"
209089,KS,Jewell County,"$15,352"
209091,KS,Johnson County,"$304,870"
209093,KS,Kearny County,"$5,899"
209095,KS,Kingman County,"$25,441"
209097,KS,Kiowa County,"$7,266"
209099,KS,Labette County,"$65,728"
209101,KS,Lane County,"$4,817"
209103,KS,Leavenworth County,"$67,315"
209105,KS,Lincoln County,"$14,127"
209107,KS,Linn County,"$26,603"
209109,KS,Logan County,"$8,114"
209111,KS,Lyon County,"$111,878"
209113,KS,McPherson County,"$65,828"
209115,KS,Marion County,"$38,499"
209117,KS,Marshall County,"$35,337"
209119,KS,Meade County,"$11,185"
209121,KS,Miami County,"$58,905"
209123,KS,Mitchell County,"$19,595"
209125,KS,Montgomery County,"$117,617"
209127,KS,Morris County,"$18,057"
209129,KS,Morton County,"$5,514"
209131,KS,Nemaha County,"$28,275"
209133,KS,Neosho County,"$51,934"
209135,KS,Ness County,"$9,356"
209137,KS,Norton County,"$15,748"
209139,KS,Osage County,"$41,674"
209141,KS,Osborne County,"$15,469"
209143,KS,Ottawa County,"$18,266"
209145,KS,Pawnee County,"$18,253"
209147,KS,Phillips County,"$17,797"
209149,KS,Pottawatomie County,"$45,863"
209151,KS,Pratt County,"$29,831"
209153,KS,Rawlins County,"$9,562"
209155,KS,Reno County,"$163,543"
209157,KS,Republic County,"$20,981"
209159,KS,Rice County,"$32,748"
209161,KS,Riley County,"$52,147"
209163,KS,Rooks County,"$16,587"
209165,KS,Rush County,"$11,841"
209167,KS,Russell County,"$26,243"
209169,KS,Saline County,"$158,096"
209171,KS,Scott County,"$12,618"
209173,KS,Sedgwick County,"$214,805"
209175,KS,Seward County,"$89,008"
209177,KS,Shawnee County,"$75,777"
209179,KS,Sheridan County,"$6,992"
209181,KS,Sherman County,"$13,885"
209183,KS,Smith County,"$16,746"
209185,KS,Stafford County,"$17,449"
209187,KS,Stanton County,"$3,868"
209189,KS,Stevens County,"$11,163"
209191,KS,Sumner County,"$65,597"
209193,KS,Thomas County,"$14,773"
209195,KS,Trego County,"$7,228"
209197,KS,Wabaunsee County,"$18,183"
209199,KS,Wallace County,"$4,434"
209201,KS,Washington County,"$20,327"
209203,KS,Wichita County,"$7,220"
209205,KS,Wilson County,"$33,494"
209207,KS,Woodson County,"$14,089"
209209,KS,Wyandotte County,"$27,666"
210048,KY,Ashland,"$157,607"
210210,KY,Bowling Green,"$155,897"
210534,KY,Covington,"$1,120,230"
210696,KY,Elizabethtown,"$53,395"
211032,KY,Henderson,"$62,957"
211086,KY,Hopkinsville,"$77,307"
211314,KY,Lexington-Fayette,"$1,670,098"
211374,KY,Louisville-CDBG,"$8,305,350"
211680,KY,Owensboro,"$120,576"
219001,KY,Adair County,"$36,573"
219003,KY,Allen County,"$42,049"
219005,KY,Anderson County,"$35,231"
219007,KY,Ballard County,"$14,654"
219009,KY,Barren County,"$95,058"
219011,KY,Bath County,"$31,902"
219013,KY,Bell County,"$82,160"
219015,KY,Boone County,"$182,369"
219017,KY,Bourbon County,"$64,060"
219019,KY,Boyd County,"$50,244"
219021,KY,Boyle County,"$57,788"
219023,KY,Bracken County,"$32,391"
219025,KY,Breathitt County,"$40,841"
219027,KY,Breckinridge County,"$52,423"
219029,KY,Bullitt County,"$110,066"
219031,KY,Butler County,"$31,582"
219033,KY,Caldwell County,"$43,547"
219035,KY,Calloway County,"$72,172"
219037,KY,Campbell County,"$376,086"
219039,KY,Carlisle County,"$11,847"
219041,KY,Carroll County,"$43,288"
219043,KY,Carter County,"$54,103"
219045,KY,Casey County,"$40,537"
219047,KY,Christian County,"$95,343"
219049,KY,Clark County,"$81,473"
219051,KY,Clay County,"$57,339"
219053,KY,Clinton County,"$23,147"
