Geo_Code,STA,NAME,2014 PPRN
133354,GA,Valdosta,"$132,835"
133432,GA,Warner Robins,"$110,159"
139001,GA,Appling County,"$44,021"
139003,GA,Atkinson County,"$26,318"
139005,GA,Bacon County,"$22,186"
139007,GA,Baker County,"$11,480"
139009,GA,Baldwin County,"$82,847"
139011,GA,Banks County,"$37,256"
139013,GA,Barrow County,"$115,450"
139015,GA,Bartow County,"$149,782"
139017,GA,Ben Hill County,"$50,436"
139019,GA,Berrien County,"$55,788"
139021,GA,Bibb County,"$78,962"
139023,GA,Bleckley County,"$32,123"
139025,GA,Brantley County,"$35,886"
139027,GA,Brooks County,"$45,529"
139029,GA,Bryan County,"$35,363"
139031,GA,Bulloch County,"$144,792"
139033,GA,Burke County,"$50,180"
139035,GA,Butts County,"$52,992"
139037,GA,Calhoun County,"$16,973"
139039,GA,Camden County,"$70,689"
139043,GA,Candler County,"$34,140"
139045,GA,Carroll County,"$195,564"
139047,GA,Catoosa County,"$92,089"
139049,GA,Charlton County,"$20,759"
139051,GA,Chatham County,"$129,180"
139053,GA,Chattahoochee County,"$21,837"
139055,GA,Chattooga County,"$59,086"
139057,GA,Cherokee County,"$229,675"
139061,GA,Clay County,"$14,299"
139063,GA,Clayton County,"$1,280,105"
139065,GA,Clinch County,"$15,272"
139067,GA,Cobb County,"$1,895,754"
139069,GA,Coffee County,"$88,736"
139071,GA,Colquitt County,"$115,642"
139073,GA,Columbia County,"$112,268"
139075,GA,Cook County,"$39,635"
139077,GA,Coweta County,"$156,576"
139079,GA,Crawford County,"$28,233"
139081,GA,Crisp County,"$59,895"
139083,GA,Dade County,"$25,884"
139085,GA,Dawson County,"$35,858"
139087,GA,Decatur County,"$85,280"
139089,GA,De Kalb County,"$3,334,682"
139091,GA,Dodge County,"$41,670"
139093,GA,Dooly County,"$40,624"
139095,GA,Dougherty County,"$26,582"
139097,GA,Douglas County,"$178,339"
139099,GA,Early County,"$31,766"
139101,GA,Echols County,"$15,631"
139103,GA,Effingham County,"$71,567"
139105,GA,Elbert County,"$50,150"
139107,GA,Emanuel County,"$56,448"
139109,GA,Evans County,"$23,265"
139111,GA,Fannin County,"$53,139"
139113,GA,Fayette County,"$80,243"
139115,GA,Floyd County,"$114,591"
139117,GA,Forsyth County,"$161,523"
139119,GA,Franklin County,"$50,899"
139121,GA,Fulton County,"$1,182,093"
139123,GA,Gilmer County,"$64,925"
139125,GA,Glascock County,"$6,885"
139127,GA,Glynn County,"$78,377"
139129,GA,Gordon County,"$86,735"
139131,GA,Grady County,"$61,694"
139133,GA,Greene County,"$39,383"
139135,GA,Gwinnett County,"$3,007,309"
139137,GA,Habersham County,"$93,588"
139139,GA,Hall County,"$247,108"
139141,GA,Hancock County,"$25,856"
139143,GA,Haralson County,"$60,600"
139145,GA,Harris County,"$48,963"
139147,GA,Hart County,"$52,644"
139149,GA,Heard County,"$28,483"
139151,GA,Henry County,"$215,976"
139153,GA,Houston County,"$76,267"
139155,GA,Irwin County,"$28,812"
139157,GA,Jackson County,"$100,911"
139159,GA,Jasper County,"$36,817"
139161,GA,Jeff Davis County,"$28,510"
139163,GA,Jefferson County,"$48,876"
139165,GA,Jenkins County,"$28,543"
139167,GA,Johnson County,"$18,700"
139169,GA,Jones County,"$41,514"
139171,GA,Lamar County,"$57,105"
139173,GA,Lanier County,"$19,875"
139175,GA,Laurens County,"$95,223"
139177,GA,Lee County,"$32,110"
139179,GA,Liberty County,"$56,740"
139181,GA,Lincoln County,"$19,589"
139183,GA,Long County,"$21,136"
139185,GA,Lowndes County,"$67,872"
139187,GA,Lumpkin County,"$44,047"
139189,GA,Mcduffie County,"$46,752"
139191,GA,Mcintosh County,"$22,626"
139193,GA,Macon County,"$40,746"
139195,GA,Madison County,"$73,249"
139197,GA,Marion County,"$18,762"
139199,GA,Meriwether County,"$74,606"
139201,GA,Miller County,"$14,835"
139205,GA,Mitchell County,"$59,243"
139207,GA,Monroe County,"$45,999"
139209,GA,Montgomery County,"$19,415"
139211,GA,Morgan County,"$39,373"
139213,GA,Murray County,"$109,629"
139217,GA,Newton County,"$127,991"
139219,GA,Oconee County,"$36,650"
139221,GA,Oglethorpe County,"$35,883"
139223,GA,Paulding County,"$174,445"
139225,GA,Peach County,"$56,204"
139227,GA,Pickens County,"$40,381"
139229,GA,Pierce County,"$41,243"
139231,GA,Pike County,"$36,802"
139233,GA,Polk County,"$121,932"
139235,GA,Pulaski County,"$26,928"
139237,GA,Putnam County,"$35,485"
139239,GA,Quitman County,"$7,125"
139241,GA,Rabun County,"$35,906"
139243,GA,Randolph County,"$20,238"
139247,GA,Rockdale County,"$124,937"
139249,GA,Schley County,"$12,136"
139251,GA,Screven County,"$36,394"
139253,GA,Seminole County,"$16,281"
139255,GA,Spalding County,"$143,403"
139257,GA,Stephens County,"$50,915"
139259,GA,Stewart County,"$21,496"
139261,GA,Sumter County,"$90,596"
139263,GA,Talbot County,"$27,264"
139265,GA,Taliaferro County,"$9,473"
139267,GA,Tattnall County,"$47,756"
139269,GA,Taylor County,"$27,736"
139271,GA,Telfair County,"$33,369"
139273,GA,Terrell County,"$36,320"
139275,GA,Thomas County,"$128,895"
139277,GA,Tift County,"$93,508"
139279,GA,Toombs County,"$70,191"
139281,GA,Towns County,"$14,044"
139283,GA,Treutlen County,"$19,851"
139285,GA,Troup County,"$162,430"
139287,GA,Turner County,"$29,565"
139289,GA,Twiggs County,"$20,573"
139291,GA,Union County,"$31,792"
139293,GA,Upson County,"$116,977"
139295,GA,Walker County,"$134,971"
139297,GA,Walton County,"$122,609"
139299,GA,Ware County,"$101,737"
139301,GA,Warren County,"$24,495"
139303,GA,Washington County,"$62,063"
139305,GA,Wayne County,"$52,685"
139307,GA,Webster County,"$7,271"
139309,GA,Wheeler County,"$13,291"
139311,GA,White County,"$47,333"
139313,GA,Whitfield County,"$135,047"
139315,GA,Wilcox County,"$27,966"
139317,GA,Wilkes County,"$39,532"
139319,GA,Wilkinson County,"$25,982"
139321,GA,Worth County,"$45,419"
150144,HI,Honolulu,"$5,243,631"
159001,HI,Hawaii County,"$604,619"
159007,HI,Kauai County,"$190,375"
159009,HI,Maui County,"$392,250"
160102,ID,Boise,"$290,675"
160198,ID,Coeur D'Alene,"$66,633"
160510,ID,Idaho Falls,"$79,780"
160618,ID,Lewiston,"$57,925"
160684,ID,Meridian,"$65,212"
160762,ID,Nampa,"$177,601"
160906,ID,Pocatello,"$93,249"
169001,ID,Ada County,"$121,844"
169003,ID,Adams County,"$7,915"
169005,ID,Bannock County,"$36,152"
169007,ID,Bear Lake County,"$27,203"
169009,ID,Benewah County,"$22,207"
169011,ID,Bingham County,"$84,384"
169013,ID,Blaine County,"$33,583"
169015,ID,Boise County,"$10,892"
169017,ID,Bonner County,"$74,602"
169019,ID,Bonneville County,"$57,599"
169021,ID,Boundary County,"$24,312"
169023,ID,Butte County,"$8,959"
169025,ID,Camas County,"$3,983"
169027,ID,Canyon County,"$194,074"
169029,ID,Caribou County,"$17,030"
169031,ID,Cassia County,"$51,080"
169033,ID,Clark County,"$2,403"
169035,ID,Clearwater County,"$20,204"
169037,ID,Custer County,"$12,610"
169039,ID,Elmore County,"$40,364"
169041,ID,Franklin County,"$28,071"
169043,ID,Fremont County,"$26,696"
169045,ID,Gem County,"$30,156"
169047,ID,Gooding County,"$25,611"
169049,ID,Idaho County,"$39,311"
169051,ID,Jefferson County,"$42,142"
169053,ID,Jerome County,"$34,389"
169055,ID,Kootenai County,"$127,493"
169057,ID,Latah County,"$96,114"
169059,ID,Lemhi County,"$24,565"
169061,ID,Lewis County,"$12,597"
169063,ID,Lincoln County,"$9,687"
169065,ID,Madison County,"$126,715"
169067,ID,Minidoka County,"$39,094"
169069,ID,Nez Perce County,"$12,098"
169071,ID,Oneida County,"$14,857"
169073,ID,Owyhee County,"$28,249"
169075,ID,Payette County,"$45,025"
169077,ID,Power County,"$15,199"
169079,ID,Shoshone County,"$58,455"
169081,ID,Teton County,"$14,544"
169083,ID,Twin Falls County,"$124,641"
169085,ID,Valley County,"$21,483"
169087,ID,Washington County,"$28,228"
170126,IL,Alton City,"$199,174"
170222,IL,Arlington Heights,"$61,656"
170342,IL,Aurora,"$299,912"
170522,IL,Belleville,"$141,775"
170606,IL,Berwyn,"$259,942"
170660,IL,Bloomington,"$141,353"
170690,IL,Bolingbrook,"$78,299"
171218,IL,Champaign,"$178,503"
171296,IL,Chicago,"$50,047,861"
171302,IL,Chicago Heights,"$133,081"
171332,IL,Cicero,"$347,054"
171692,IL,Danville,"$211,596"
171716,IL,Decatur,"$314,678"
171746,IL,Dekalb,"$104,669"
171776,IL,Des Plaines,"$68,528"
171878,IL,Downers Grove,"$41,738"
172022,IL,East St Louis,"$1,020,447"
172094,IL,Elgin,"$176,541"
172238,IL,Evanston,"$1,105,124"
172814,IL,Granite City,"$162,243"
173228,IL,Hoffman Estates,"$65,916"
173480,IL,Joliet,"$234,977"
173540,IL,Kankakee,"$120,808"
174596,IL,Moline,"$168,579"
174734,IL,Mount Prospect,"$61,916"
174806,IL,Naperville,"$106,003"
175010,IL,Normal,"$103,947"
175052,IL,North Chicago,"$53,208"
175148,IL,Oak Lawn,"$59,920"
175154,IL,Oak Park,"$1,036,899"
175364,IL,Palatine Village,"$90,630"
175520,IL,Pekin,"$83,514"
175526,IL,Peoria,"$1,107,077"
175808,IL,Rantoul,"$73,721"
176000,IL,Rockford,"$1,335,523"
176006,IL,Rock Island,"$229,756"
176300,IL,Schaumburg Village,"$68,642"
176498,IL,Skokie,"$114,025"
176648,IL,Springfield,"$259,774"
177122,IL,Urbana,"$92,115"
177404,IL,Waukegan,"$176,872"
177548,IL,Wheaton City,"$43,807"
179001,IL,Adams County,"$151,132"
179003,IL,Alexander County,"$31,150"
179005,IL,Bond County,"$40,966"
179007,IL,Boone County,"$141,684"
179009,IL,Brown County,"$14,849"
179011,IL,Bureau County,"$100,621"
179013,IL,Calhoun County,"$12,092"
179015,IL,Carroll County,"$47,382"
179017,IL,Cass County,"$37,251"
179019,IL,Champaign County,"$119,953"
179021,IL,Christian County,"$90,631"
179023,IL,Clark County,"$39,580"
179025,IL,Clay County,"$37,400"
179027,IL,Clinton County,"$76,724"
179029,IL,Coles County,"$148,845"
179031,IL,Cook County,"$6,124,214"
179033,IL,Crawford County,"$58,436"
179035,IL,Cumberland County,"$26,820"
179037,IL,Dekalb County,"$108,015"
179039,IL,De Witt County,"$41,017"
179041,IL,Douglas County,"$39,491"
179043,IL,Du Page County,"$2,080,416"
179045,IL,Edgar County,"$53,084"
179047,IL,Edwards County,"$14,552"
179049,IL,Effingham County,"$63,080"
179051,IL,Fayette County,"$57,692"
179053,IL,Ford County,"$36,068"
179055,IL,Franklin County,"$109,232"
179057,IL,Fulton County,"$97,032"
179059,IL,Gallatin County,"$18,474"
179061,IL,Greene County,"$39,521"
179063,IL,Grundy County,"$85,967"
179065,IL,Hamilton County,"$20,383"
179067,IL,Hancock County,"$57,665"
179069,IL,Hardin County,"$12,899"
179071,IL,Henderson County,"$22,091"
179073,IL,Henry County,"$112,741"
179075,IL,Iroquois County,"$79,917"
179077,IL,Jackson County,"$222,576"
179079,IL,Jasper County,"$18,683"
179081,IL,Jefferson County,"$99,017"
179083,IL,Jersey County,"$37,263"
179085,IL,Jo Daviess County,"$60,986"
179087,IL,Johnson County,"$25,803"
179089,IL,Kane County,"$268,862"
179091,IL,Kankakee County,"$146,871"
179093,IL,Kendall County,"$95,764"
179095,IL,Knox County,"$144,394"
179097,IL,Lake County,"$1,621,015"
179099,IL,Lasalle County,"$259,681"
179101,IL,Lawrence County,"$42,068"
179103,IL,Lee County,"$86,281"
179105,IL,Livingston County,"$89,942"
179107,IL,Logan County,"$63,712"
179109,IL,Mcdonough County,"$87,471"
179111,IL,Mchenry County,"$323,728"
179113,IL,Mclean County,"$74,552"
179115,IL,Macon County,"$46,994"
179117,IL,Macoupin County,"$108,249"
179119,IL,Madison County,"$747,794"
179121,IL,Marion County,"$107,061"
179123,IL,Marshall County,"$31,171"
179125,IL,Mason County,"$40,644"
179127,IL,Massac County,"$38,226"
179129,IL,Menard County,"$26,614"
179131,IL,Mercer County,"$43,709"
179133,IL,Monroe County,"$45,338"
179135,IL,Montgomery County,"$75,026"
179137,IL,Morgan County,"$89,075"
179139,IL,Moultrie County,"$28,794"
179141,IL,Ogle County,"$106,038"
179143,IL,Peoria County,"$111,161"
179145,IL,Perry County,"$52,049"
179147,IL,Piatt County,"$34,449"
179149,IL,Pike County,"$46,051"
179151,IL,Pope County,"$10,982"
179153,IL,Pulaski County,"$27,164"
179155,IL,Putnam County,"$19,861"
179157,IL,Randolph County,"$65,558"
179159,IL,Richland County,"$42,638"
179161,IL,Rock Island County,"$148,268"
179163,IL,St Clair County,"$792,156"
179165,IL,Saline County,"$69,833"
179167,IL,Sangamon County,"$130,208"
179169,IL,Schuyler County,"$20,614"
179171,IL,Scott County,"$12,553"
179173,IL,Shelby County,"$47,900"
179175,IL,Stark County,"$19,070"
179177,IL,Stephenson County,"$128,649"
179179,IL,Tazewell County,"$155,938"
179181,IL,Union County,"$51,698"
179183,IL,Vermilion County,"$111,592"
179185,IL,Wabash County,"$28,538"
179187,IL,Warren County,"$49,855"
179189,IL,Washington County,"$31,786"
179191,IL,Wayne County,"$39,548"
179193,IL,White County,"$30,974"
179195,IL,Whiteside County,"$129,109"
179197,IL,Will County,"$378,693"
179199,IL,Williamson County,"$153,317"
179201,IL,Winnebago County,"$229,532"
179203,IL,Woodford County,"$60,052"
180084,IN,Anderson,"$204,264"
180246,IN,Bloomington,"$196,795"
180450,IN,Carmel,"$51,504"
180624,IN,Columbus,"$55,998"
180846,IN,East Chicago,"$284,091"
180912,IN,Elkhart,"$178,874"
180954,IN,Evansville,"$1,664,680"
181014,IN,Fort Wayne,"$1,374,568"
181104,IN,Gary,"$2,230,673"
181158,IN,Goshen,"$62,027"
181272,IN,Hammond,"$1,298,390"
181404,IN,Indianapolis,"$5,950,911"
181536,IN,Kokomo,"$217,765"
181566,IN,Lafayette,"$152,863"
181602,IN,La Porte,"$92,983"
181884,IN,Michigan City,"$151,727"
181950,IN,Mishawaka,"$107,348"
182100,IN,Muncie,"$298,214"
182130,IN,New Albany,"$149,738"
182886,IN,South Bend,"$1,579,103"
183042,IN,Terre Haute,"$1,030,006"
183282,IN,West Lafayette,"$97,172"
189001,IN,Adams County,"$94,330"
189003,IN,Allen County,"$120,226"
189005,IN,Bartholomew County,"$54,139"
189007,IN,Benton County,"$23,797"
189009,IN,Blackford County,"$34,316"
189011,IN,Boone County,"$79,426"
189013,IN,Brown County,"$27,888"
189015,IN,Carroll County,"$52,708"
189017,IN,Cass County,"$114,576"
189019,IN,Clark County,"$186,156"
189021,IN,Clay County,"$58,334"
189023,IN,Clinton County,"$94,418"
189025,IN,Crawford County,"$28,868"
189027,IN,Daviess County,"$71,743"
189029,IN,Dearborn County,"$67,630"
189031,IN,Decatur County,"$49,432"
189033,IN,Dekalb County,"$86,121"
189035,IN,Delaware County,"$65,940"
189037,IN,Dubois County,"$63,602"
189039,IN,Elkhart County,"$189,630"
189041,IN,Fayette County,"$76,290"
189043,IN,Floyd County,"$32,908"
189045,IN,Fountain County,"$44,507"
189047,IN,Franklin County,"$45,888"
189049,IN,Fulton County,"$51,001"
189051,IN,Gibson County,"$66,088"
189053,IN,Grant County,"$158,115"
189055,IN,Greene County,"$76,469"
189057,IN,Hamilton County,"$166,342"
189059,IN,Hancock County,"$81,898"
189061,IN,Harrison County,"$54,585"
189063,IN,Hendricks County,"$135,927"
189065,IN,Henry County,"$115,073"
189067,IN,Howard County,"$53,623"
189069,IN,Huntington County,"$95,300"
189071,IN,Jackson County,"$82,279"
189073,IN,Jasper County,"$50,164"
189075,IN,Jay County,"$60,720"
189077,IN,Jefferson County,"$67,437"
189079,IN,Jennings County,"$64,567"
189081,IN,Johnson County,"$178,931"
189083,IN,Knox County,"$103,538"
189085,IN,Kosciusko County,"$151,371"
189087,IN,Lagrange County,"$111,689"
189089,IN,Lake County,"$328,715"
189091,IN,Laporte County,"$79,985"
189093,IN,Lawrence County,"$105,348"
189095,IN,Madison County,"$126,428"
189097,IN,Marion County,"$126,325"
189099,IN,Marshall County,"$90,975"
189101,IN,Martin County,"$20,108"
189103,IN,Miami County,"$100,567"
189105,IN,Monroe County,"$103,778"
189107,IN,Montgomery County,"$88,591"
189109,IN,Morgan County,"$104,108"
189111,IN,Newton County,"$27,909"
189113,IN,Noble County,"$100,022"
189115,IN,Ohio County,"$11,538"
189117,IN,Orange County,"$53,324"
189119,IN,Owen County,"$42,372"
189121,IN,Parke County,"$46,591"
189123,IN,Perry County,"$34,177"
189125,IN,Pike County,"$27,229"
189127,IN,Porter County,"$261,526"
189129,IN,Posey County,"$45,056"
189131,IN,Pulaski County,"$34,031"
189133,IN,Putnam County,"$62,749"
189135,IN,Randolph County,"$76,247"
189137,IN,Ripley County,"$52,009"
189139,IN,Rush County,"$49,784"
189141,IN,St. Joseph County,"$118,150"
189143,IN,Scott County,"$53,486"
189145,IN,Shelby County,"$86,470"
189147,IN,Spencer County,"$42,570"
189149,IN,Starke County,"$49,316"
189151,IN,Steuben County,"$74,526"
189153,IN,Sullivan County,"$48,678"
189155,IN,Switzerland County,"$23,767"
189157,IN,Tippecanoe County,"$122,152"
189159,IN,Tipton County,"$34,916"
189161,IN,Union County,"$16,282"
189163,IN,Vanderburgh County,"$88,465"
189165,IN,Vermillion County,"$47,413"
189167,IN,Vigo County,"$82,288"
189169,IN,Wabash County,"$83,224"
189171,IN,Warren County,"$19,599"
189173,IN,Warrick County,"$87,799"
189175,IN,Washington County,"$67,041"
189177,IN,Wayne County,"$177,128"
189179,IN,Wells County,"$57,910"
189181,IN,White County,"$55,448"
189183,IN,Whitley County,"$56,856"
190138,IA,Ames,"$129,869"
190798,IA,Cedar Falls,"$66,650"
190804,IA,Cedar Rapids,"$277,150"
191134,IA,Council Bluffs,"$217,041"
191254,IA,Davenport,"$924,817"
191362,IA,Des Moines,"$2,323,521"
191464,IA,Dubuque,"$235,816"
192466,IA,Iowa City,"$162,291"
194812,IA,Sioux City,"$1,049,553"
195394,IA,Waterloo,"$285,189"
195508,IA,West Des Moines,"$56,412"
199001,IA,Adair County,"$22,112"
199003,IA,Adams County,"$14,635"
199005,IA,Allamakee County,"$55,256"
199007,IA,Appanoose County,"$47,542"
199009,IA,Audubon County,"$19,564"
199011,IA,Benton County,"$59,468"
199013,IA,Black Hawk County,"$46,335"
199015,IA,Boone County,"$78,126"
199017,IA,Bremer County,"$54,029"
199019,IA,Buchanan County,"$67,667"
199021,IA,Buena Vista County,"$83,502"
199023,IA,Butler County,"$44,040"
199025,IA,Calhoun County,"$28,128"
199027,IA,Carroll County,"$52,007"
199029,IA,Cass County,"$48,702"
199031,IA,Cedar County,"$47,710"
199033,IA,Cerro Gordo County,"$111,326"
199035,IA,Cherokee County,"$31,420"
199037,IA,Chickasaw County,"$33,595"
199039,IA,Clarke County,"$28,288"
199041,IA,Clay County,"$38,013"
199043,IA,Clayton County,"$56,330"
199045,IA,Clinton County,"$132,704"
199047,IA,Crawford County,"$66,176"
199049,IA,Dallas County,"$101,839"
199051,IA,Davis County,"$29,360"
199053,IA,Decatur County,"$30,551"
199055,IA,Delaware County,"$43,059"
199057,IA,Des Moines County,"$121,584"
199059,IA,Dickinson County,"$42,802"
199061,IA,Dubuque County,"$52,578"
199063,IA,Emmet County,"$27,665"
199065,IA,Fayette County,"$71,293"
199067,IA,Floyd County,"$48,230"
199069,IA,Franklin County,"$32,288"
199071,IA,Fremont County,"$22,062"
199073,IA,Greene County,"$26,136"
199075,IA,Grundy County,"$29,987"
199077,IA,Guthrie County,"$30,647"
199079,IA,Hamilton County,"$43,423"
199081,IA,Hancock County,"$28,647"
199083,IA,Hardin County,"$52,788"
199085,IA,Harrison County,"$45,302"
199087,IA,Henry County,"$62,244"
199089,IA,Howard County,"$28,394"
199091,IA,Humboldt County,"$28,021"
199093,IA,Ida County,"$20,906"
199095,IA,Iowa County,"$39,319"
199097,IA,Jackson County,"$53,714"
199099,IA,Jasper County,"$88,268"
199101,IA,Jefferson County,"$52,306"
199103,IA,Johnson County,"$112,033"
199105,IA,Jones County,"$50,750"
199107,IA,Keokuk County,"$35,076"
199109,IA,Kossuth County,"$42,839"
199111,IA,Lee County,"$106,899"
199113,IA,Linn County,"$143,915"
199115,IA,Louisa County,"$47,946"
199117,IA,Lucas County,"$29,263"
199119,IA,Lyon County,"$25,118"
199121,IA,Madison County,"$34,310"
199123,IA,Mahaska County,"$58,615"
199125,IA,Marion County,"$70,998"
199127,IA,Marshall County,"$147,705"
199129,IA,Mills County,"$39,796"
199131,IA,Mitchell County,"$27,578"
199133,IA,Monona County,"$30,778"
199135,IA,Monroe County,"$24,842"
199137,IA,Montgomery County,"$38,196"
199139,IA,Muscatine County,"$135,796"
199141,IA,O'Brien County,"$39,521"
199143,IA,Osceola County,"$17,293"
199145,IA,Page County,"$48,782"
199147,IA,Palo Alto County,"$29,197"
199149,IA,Plymouth County,"$48,121"
199151,IA,Pocahontas County,"$23,309"
199153,IA,Polk County,"$266,311"
199155,IA,Pottawattamie County,"$55,834"
199157,IA,Poweshiek County,"$44,405"
199159,IA,Ringgold County,"$15,418"
199161,IA,Sac County,"$33,161"
199163,IA,Scott County,"$100,332"
199165,IA,Shelby County,"$32,523"
199167,IA,Sioux County,"$64,249"
199169,IA,Story County,"$55,695"
199171,IA,Tama County,"$49,759"
199173,IA,Taylor County,"$23,861"
199175,IA,Union County,"$42,118"
199177,IA,Van Buren County,"$28,110"
199179,IA,Wapello County,"$112,388"
199181,IA,Warren County,"$92,694"
199183,IA,Washington County,"$69,246"
199185,IA,Wayne County,"$22,712"
199187,IA,Webster County,"$112,926"
199189,IA,Winnebago County,"$26,830"
199191,IA,Winneshiek County,"$52,819"
199193,IA,Woodbury County,"$56,513"
199195,IA,Worth County,"$21,495"
199197,IA,Wright County,"$39,847"
201776,KS,Kansas City,"$1,412,295"
201902,KS,Lawrence,"$192,612"
201908,KS,Leavenworth,"$74,869"
202190,KS,Manhattan City,"$142,695"
202688,KS,Overland Park,"$150,191"
203216,KS,Shawnee,"$56,297"
203408,KS,Topeka,"$1,119,430"
203696,KS,Wichita,"$1,789,400"
209001,KS,Allen County,"$35,129"
209003,KS,Anderson County,"$23,037"
209005,KS,Atchison County,"$41,476"
209007,KS,Barber County,"$12,788"
209009,KS,Barton County,"$62,416"
209011,KS,Bourbon County,"$41,224"
209013,KS,Brown County,"$30,097"
209015,KS,Butler County,"$109,252"
209017,KS,Chase County,"$9,526"
209019,KS,Chautauqua County,"$12,808"
209021,KS,Cherokee County,"$59,228"
209023,KS,Cheyenne County,"$8,296"
209025,KS,Clark County,"$6,183"
209027,KS,Clay County,"$23,120"
209029,KS,Cloud County,"$30,429"
209031,KS,Coffey County,"$20,927"
209033,KS,Comanche County,"$6,486"
209035,KS,Cowley County,"$91,373"
209037,KS,Crawford County,"$108,633"
209039,KS,Decatur County,"$10,901"
209041,KS,Dickinson County,"$49,066"
209043,KS,Doniphan County,"$20,373"
209045,KS,Douglas County,"$34,085"
209047,KS,Edwards County,"$10,471"
209049,KS,Elk County,"$12,978"
209051,KS,Ellis County,"$51,063"
209053,KS,Ellsworth County,"$16,870"
209055,KS,Finney County,"$127,320"
209057,KS,Ford County,"$114,012"
209059,KS,Franklin County,"$52,051"
209061,KS,Geary County,"$58,239"
209063,KS,Gove County,"$6,356"
209065,KS,Graham County,"$7,059"
209067,KS,Grant County,"$23,023"
209069,KS,Gray County,"$19,055"
209071,KS,Greeley County,"$1,666"
209073,KS,Greenwood County,"$24,960"
209075,KS,Hamilton County,"$6,243"
209077,KS,Harper County,"$17,243"
209079,KS,Harvey County,"$63,542"
209081,KS,Haskell County,"$12,108"
209083,KS,Hodgeman County,"$5,089"
209085,KS,Jackson County,"$30,093"
209087,KS,Jefferson County,"$33,277"
209089,KS,Jewell County,"$14,158"
209091,KS,Johnson County,"$292,639"
209093,KS,Kearny County,"$18,484"
209095,KS,Kingman County,"$19,973"
209097,KS,Kiowa County,"$6,539"
209099,KS,Labette County,"$56,175"
209101,KS,Lane County,"$5,334"
209103,KS,Leavenworth County,"$43,457"
209105,KS,Lincoln County,"$12,567"
209107,KS,Linn County,"$21,561"
209109,KS,Logan County,"$6,944"
209111,KS,Lyon County,"$123,032"
209113,KS,Mcpherson County,"$56,654"
209115,KS,Marion County,"$30,711"
209117,KS,Marshall County,"$30,437"
209119,KS,Meade County,"$13,253"
209121,KS,Miami County,"$49,276"
209123,KS,Mitchell County,"$17,060"
209125,KS,Montgomery County,"$100,414"
209127,KS,Morris County,"$16,041"
209129,KS,Morton County,"$6,584"
209131,KS,Nemaha County,"$24,297"
209133,KS,Neosho County,"$41,114"
209135,KS,Ness County,"$7,828"
209137,KS,Norton County,"$15,247"
209139,KS,Osage County,"$40,191"
209141,KS,Osborne County,"$14,567"
209143,KS,Ottawa County,"$16,717"
209145,KS,Pawnee County,"$16,234"
209147,KS,Phillips County,"$15,609"
209149,KS,Pottawatomie County,"$35,000"
209151,KS,Pratt County,"$24,130"
209153,KS,Rawlins County,"$9,594"
209155,KS,Reno County,"$143,166"
209157,KS,Republic County,"$18,348"
209159,KS,Rice County,"$26,161"
209161,KS,Riley County,"$44,040"
209163,KS,Rooks County,"$14,607"
209165,KS,Rush County,"$10,937"
209167,KS,Russell County,"$19,417"
209169,KS,Saline County,"$111,420"
209171,KS,Scott County,"$8,164"
209173,KS,Sedgwick County,"$191,886"
209175,KS,Seward County,"$91,357"
209177,KS,Shawnee County,"$66,855"
209179,KS,Sheridan County,"$7,014"
209181,KS,Sherman County,"$14,819"
209183,KS,Smith County,"$13,317"
209185,KS,Stafford County,"$16,273"
209187,KS,Stanton County,"$5,256"
209189,KS,Stevens County,"$13,747"
209191,KS,Sumner County,"$60,181"
209193,KS,Thomas County,"$14,461"
209195,KS,Trego County,"$7,466"
209197,KS,Wabaunsee County,"$18,511"
209199,KS,Wallace County,"$4,401"
209201,KS,Washington County,"$19,866"
209203,KS,Wichita County,"$8,367"
209205,KS,Wilson County,"$28,543"
209207,KS,Woodson County,"$12,868"
209209,KS,Wyandotte County,"$18,045"
210048,KY,Ashland,"$130,663"
210210,KY,Bowling Green,"$126,010"
210534,KY,Covington,"$979,309"
210696,KY,Elizabethtown,"$37,212"
211032,KY,Henderson,"$54,338"
211086,KY,Hopkinsville,"$63,701"
211314,KY,Lexington‐Fayette,"$1,388,289"
211374,KY,Louisville‐Cdbg,"$6,785,795"
211680,KY,Owensboro,"$108,167"
219001,KY,Adair County,"$34,867"
219003,KY,Allen County,"$36,835"
219005,KY,Anderson County,"$28,677"
219007,KY,Ballard County,"$13,991"
219009,KY,Barren County,"$91,204"
219011,KY,Bath County,"$27,443"
219013,KY,Bell County,"$72,589"
219015,KY,Boone County,"$116,323"
219017,KY,Bourbon County,"$54,787"
219019,KY,Boyd County,"$40,544"
219021,KY,Boyle County,"$54,548"
219023,KY,Bracken County,"$28,635"
219025,KY,Breathitt County,"$35,592"
219027,KY,Breckinridge County,"$44,047"
219029,KY,Bullitt County,"$91,797"
219031,KY,Butler County,"$22,283"
219033,KY,Caldwell County,"$31,771"
219035,KY,Calloway County,"$64,924"
219037,KY,Campbell County,"$286,900"
219039,KY,Carlisle County,"$12,982"
219041,KY,Carroll County,"$26,009"
219043,KY,Carter County,"$45,570"
219045,KY,Casey County,"$43,402"
219047,KY,Christian County,"$73,871"
219049,KY,Clark County,"$65,537"
219051,KY,Clay County,"$58,601"
219053,KY,Clinton County,"$23,939"
219055,KY,Crittenden County,"$23,648"
219057,KY,Cumberland County,"$14,809"
219059,KY,Daviess County,"$44,958"
