Geo_Code,STA,NAME,2014 PPRN
219061,KY,Edmonson County,"$22,283"
219063,KY,Elliott County,"$20,427"
219065,KY,Estill County,"$38,306"
219069,KY,Fleming County,"$37,127"
219071,KY,Floyd County,"$110,784"
219073,KY,Franklin County,"$87,286"
219075,KY,Fulton County,"$24,316"
219077,KY,Gallatin County,"$15,880"
219079,KY,Garrard County,"$32,474"
219081,KY,Grant County,"$51,839"
219083,KY,Graves County,"$74,420"
219085,KY,Grayson County,"$51,656"
219087,KY,Green County,"$22,792"
219089,KY,Greenup County,"$68,170"
219091,KY,Hancock County,"$13,330"
219093,KY,Hardin County,"$105,297"
219095,KY,Harlan County,"$84,205"
219097,KY,Harrison County,"$46,746"
219099,KY,Hart County,"$49,906"
219101,KY,Henderson County,"$23,546"
219103,KY,Henry County,"$33,650"
219105,KY,Hickman County,"$10,067"
219107,KY,Hopkins County,"$105,385"
219109,KY,Jackson County,"$37,918"
219113,KY,Jessamine County,"$72,425"
219115,KY,Johnson County,"$47,306"
219117,KY,Kenton County,"$159,009"
219119,KY,Knott County,"$34,983"
219121,KY,Knox County,"$84,502"
219123,KY,Larue County,"$23,004"
219125,KY,Laurel County,"$94,173"
219127,KY,Lawrence County,"$44,775"
219129,KY,Lee County,"$15,248"
219131,KY,Leslie County,"$20,388"
219133,KY,Letcher County,"$68,662"
219135,KY,Lewis County,"$36,591"
219137,KY,Lincoln County,"$55,908"
219139,KY,Livingston County,"$14,431"
219141,KY,Logan County,"$58,175"
219143,KY,Lyon County,"$15,204"
219145,KY,Mccracken County,"$120,655"
219147,KY,Mccreary County,"$55,972"
219149,KY,Mclean County,"$19,633"
219151,KY,Madison County,"$139,295"
219153,KY,Magoffin County,"$33,820"
219155,KY,Marion County,"$35,799"
219157,KY,Marshall County,"$39,225"
219159,KY,Martin County,"$42,706"
219161,KY,Mason County,"$60,724"
219163,KY,Meade County,"$39,927"
219165,KY,Menifee County,"$13,517"
219167,KY,Mercer County,"$45,707"
219169,KY,Metcalfe County,"$21,103"
219171,KY,Monroe County,"$23,609"
219173,KY,Montgomery County,"$49,096"
219175,KY,Morgan County,"$30,594"
219177,KY,Muhlenberg County,"$67,963"
219179,KY,Nelson County,"$60,794"
219181,KY,Nicholas County,"$21,931"
219183,KY,Ohio County,"$44,812"
219185,KY,Oldham County,"$51,635"
219187,KY,Owen County,"$29,682"
219189,KY,Owsley County,"$13,621"
219191,KY,Pendleton County,"$33,742"
219193,KY,Perry County,"$68,988"
219195,KY,Pike County,"$126,434"
219197,KY,Powell County,"$30,696"
219199,KY,Pulaski County,"$113,786"
219201,KY,Robertson County,"$7,987"
219203,KY,Rockcastle County,"$39,928"
219205,KY,Rowan County,"$43,068"
219207,KY,Russell County,"$34,673"
219209,KY,Scott County,"$67,396"
219211,KY,Shelby County,"$72,529"
219213,KY,Simpson County,"$29,402"
219215,KY,Spencer County,"$25,191"
219217,KY,Taylor County,"$43,162"
219219,KY,Todd County,"$28,228"
219221,KY,Trigg County,"$23,693"
219223,KY,Trimble County,"$16,822"
219225,KY,Union County,"$42,632"
219227,KY,Warren County,"$68,263"
219229,KY,Washington County,"$27,252"
219231,KY,Wayne County,"$45,516"
219233,KY,Webster County,"$37,132"
219235,KY,Whitley County,"$97,215"
219237,KY,Wolfe County,"$19,056"
219239,KY,Woodford County,"$40,116"
220030,LA,Alexandria,"$121,034"
220126,LA,Baton Rouge,"$2,251,192"
220192,LA,Bossier City,"$109,248"
220828,LA,Houma‐Terrebonne,"$223,961"
220924,LA,Kenner,"$116,003"
220954,LA,Lafayette,"$843,064"
220978,LA,Lake Charles,"$166,668"
221206,LA,Monroe,"$179,191"
221296,LA,New Orleans,"$7,541,352"
221650,LA,Shreveport,"$1,245,624"
221698,LA,Slidell,"$41,885"
221794,LA,Thibodaux,"$36,130"
229001,LA,Acadia Parish,"$170,624"
229003,LA,Allen Parish,"$55,242"
229005,LA,Ascension Parish,"$179,520"
229007,LA,Assumption Parish,"$64,424"
229009,LA,Avoyelles Parish,"$121,908"
229011,LA,Beauregard Parish,"$66,067"
229013,LA,Bienville Parish,"$44,961"
229015,LA,Bossier Parish,"$75,574"
229017,LA,Caddo Parish,"$101,085"
229019,LA,Calcasieu Parish,"$210,836"
229021,LA,Caldwell Parish,"$27,832"
229023,LA,Cameron Parish,"$16,592"
229025,LA,Catahoula Parish,"$31,489"
229027,LA,Claiborne Parish,"$47,486"
229029,LA,Concordia Parish,"$54,786"
229031,LA,De Soto Parish,"$61,248"
229033,LA,East Baton Rouge Parish,"$65,255"
229035,LA,East Carroll Parish,"$36,088"
229037,LA,East Feliciana Parish,"$54,804"
229039,LA,Evangeline Parish,"$91,803"
229041,LA,Franklin Parish,"$58,219"
229043,LA,Grant Parish,"$43,351"
229045,LA,Iberia Parish,"$194,748"
229047,LA,Iberville Parish,"$90,311"
229049,LA,Jackson Parish,"$37,030"
229051,LA,Jefferson Parish,"$1,745,601"
229053,LA,Jefferson Davis Parish,"$93,466"
229055,LA,Lafayette Parish,"$60,766"
229057,LA,Lafourche Parish,"$162,194"
229059,LA,La Salle Parish,"$32,293"
229061,LA,Lincoln Parish,"$103,202"
229063,LA,Livingston Parish,"$212,933"
229065,LA,Madison Parish,"$30,531"
229067,LA,Morehouse Parish,"$78,287"
229069,LA,Natchitoches Parish,"$108,505"
229073,LA,Ouachita Parish,"$170,362"
229075,LA,Plaquemines Parish,"$35,828"
229077,LA,Pointe Coupee Parish,"$67,073"
229079,LA,Rapides Parish,"$149,156"
229081,LA,Red River Parish,"$23,902"
229083,LA,Richland Parish,"$46,081"
229085,LA,Sabine Parish,"$56,613"
229087,LA,St. Bernard Parish,"$89,071"
229089,LA,St. Charles Parish,"$86,632"
229091,LA,St. Helena Parish,"$27,773"
229093,LA,St. James Parish,"$50,506"
229095,LA,St. John The Baptist Par,"$90,464"
229097,LA,St. Landry Parish,"$251,293"
229099,LA,St. Martin Parish,"$123,037"
229101,LA,St. Mary Parish,"$136,826"
229103,LA,St. Tammany Parish,"$267,628"
229105,LA,Tangipahoa Parish,"$267,555"
229107,LA,Tensas Parish,"$18,524"
229111,LA,Union Parish,"$50,049"
229113,LA,Vermilion Parish,"$168,411"
229115,LA,Vernon Parish,"$95,480"
229117,LA,Washington Parish,"$161,883"
229119,LA,Webster Parish,"$91,662"
229121,LA,West Baton Rouge Parish,"$49,406"
229123,LA,West Carroll Parish,"$23,921"
229125,LA,West Feliciana Parish,"$27,658"
229127,LA,Winn Parish,"$45,393"
230120,ME,Auburn,"$123,827"
230162,ME,Bangor,"$189,537"
230252,ME,Biddeford,"$102,341"
231602,ME,Lewiston,"$193,127"
232484,ME,Portland City,"$1,175,547"
239001,ME,Androscoggin County,"$128,624"
239003,ME,Aroostook County,"$230,759"
239005,ME,Cumberland County,"$365,605"
239007,ME,Franklin County,"$96,817"
239009,ME,Hancock County,"$164,420"
239011,ME,Kennebec County,"$330,107"
239013,ME,Knox County,"$137,566"
239015,ME,Lincoln County,"$102,956"
239017,ME,Oxford County,"$169,358"
239019,ME,Penobscot County,"$335,029"
239021,ME,Piscataquis County,"$71,910"
239023,ME,Sagadahoc County,"$81,488"
239025,ME,Somerset County,"$183,316"
239027,ME,Waldo County,"$122,479"
239029,ME,Washington County,"$130,381"
239031,ME,York County,"$402,773"
240036,MD,Annapolis,"$53,879"
240066,MD,Baltimore,"$12,427,595"
240156,MD,Bowie City,"$41,923"
240378,MD,Cumberland,"$183,342"
240552,MD,Frederick,"$77,854"
240582,MD,Gaithersburg,"$92,936"
240660,MD,Hagerstown,"$168,099"
241278,MD,Salisbury,"$61,326"
249001,MD,Allegany County,"$117,518"
249003,MD,Anne Arundel County,"$1,219,799"
249005,MD,Baltimore County,"$2,516,664"
249009,MD,Calvert County,"$86,424"
249011,MD,Caroline County,"$55,935"
249013,MD,Carroll County,"$175,655"
249015,MD,Cecil County,"$136,252"
249017,MD,Charles County,"$145,841"
249019,MD,Dorchester County,"$76,605"
249021,MD,Frederick County,"$157,064"
249023,MD,Garrett County,"$62,778"
249025,MD,Harford County,"$218,125"
249027,MD,Howard County,"$227,736"
249029,MD,Kent County,"$47,047"
249031,MD,Montgomery County,"$2,660,811"
249033,MD,Prince Georges County,"$2,942,366"
249035,MD,Queen Anne'S County,"$50,905"
249037,MD,St. Mary'S County,"$156,179"
249039,MD,Somerset County,"$58,846"
249041,MD,Talbot County,"$62,666"
249043,MD,Washington County,"$137,950"
249045,MD,Wicomico County,"$111,302"
249047,MD,Worcester County,"$75,954"
250078,MA,Arlington,"$259,316"
250126,MA,Attleboro,"$88,617"
250168,MA,Barnstable,"$69,726"
250282,MA,Boston,"$11,090,066"
250354,MA,Brockton,"$322,734"
250372,MA,Brookline,"$313,657"
250396,MA,Cambridge,"$1,919,665"
250486,MA,Chicopee,"$259,904"
250744,MA,Fall River,"$1,719,563"
250774,MA,Fitchburg,"$234,905"
250804,MA,Framingham,"$110,422"
250858,MA,Gloucester,"$158,247"
251020,MA,Haverhill,"$224,542"
251074,MA,Holyoke,"$270,797"
251194,MA,Lawrence,"$909,530"
251236,MA,Leominster,"$99,442"
251284,MA,Lowell,"$1,348,602"
251302,MA,Lynn,"$1,533,352"
251314,MA,Malden,"$298,890"
251410,MA,Medford,"$983,399"
251614,MA,New Bedford,"$1,719,615"
251650,MA,Newton,"$1,174,421"
251674,MA,Northampton,"$149,460"
251884,MA,Peabody City,"$90,158"
251938,MA,Pittsfield,"$284,191"
251962,MA,Plymouth Town,"$81,803"
251992,MA,Quincy,"$1,196,125"
252028,MA,Revere City,"$159,472"
252118,MA,Salem,"$229,583"
252250,MA,Somerville,"$1,696,219"
252340,MA,Springfield,"$2,554,782"
252418,MA,Taunton,"$170,378"
252544,MA,Waltham,"$239,104"
252700,MA,Westfield,"$80,810"
252784,MA,Weymouth,"$168,490"
252880,MA,Worcester,"$2,763,914"
252904,MA,Yarmouth,"$24,080"
259001,MA,Barnstable County,"$286,013"
259003,MA,Berkshire County,"$274,166"
259005,MA,Bristol County,"$466,748"
259007,MA,Dukes County,"$51,196"
259009,MA,Essex County,"$801,974"
259011,MA,Franklin County,"$235,232"
259013,MA,Hampden County,"$368,302"
259015,MA,Hampshire County,"$318,666"
259017,MA,Middlesex County,"$215,003"
259017‐1,MA,Middlesex County,"$788,345"
259019,MA,Nantucket County,"$29,936"
259021,MA,Norfolk County,"$840,889"
259023,MA,Plymouth County,"$572,847"
259025,MA,Suffolk County,"$339,564"
259027,MA,Worcester County,"$1,027,375"
260432,MI,Battle Creek,"$283,723"
260444,MI,Bay City,"$279,065"
260570,MI,Benton Harbor,"$112,211"
261074,MI,Canton Twp,"$80,799"
261410,MI,Clinton Twp,"$123,707"
261638,MI,Dearborn,"$1,070,386"
261644,MI,Dearborn Heights,"$215,152"
261698,MI,Detroit,"$23,225,128"
261848,MI,East Lansing,"$115,462"
262096,MI,Farmington Hills,"$87,510"
262172,MI,Flint,"$2,492,404"
262544,MI,Grand Rapids,"$2,392,907"
262940,MI,Holland,"$73,806"
263174,MI,Jackson,"$291,592"
263222,MI,Kalamazoo,"$1,093,595"
263456,MI,Lansing,"$1,267,237"
263588,MI,Lincoln Park,"$164,552"
263648,MI,Livonia,"$71,875"
264086,MI,Midland,"$54,670"
264164,MI,Monroe,"$104,340"
264296,MI,Muskegon,"$210,284"
264302,MI,Muskegon Hts,"$104,605"
264386,MI,Niles,"$66,350"
264452,MI,Norton Shores,"$26,356"
264962,MI,Pontiac,"$992,273"
264974,MI,Portage,"$54,403"
265010,MI,Port Huron,"$166,613"
265148,MI,Redford,"$198,528"
265286,MI,Roseville,"$125,646"
265304,MI,Royal Oak,"$277,641"
265340,MI,Saginaw,"$1,474,581"
265370,MI,St Clair Shores,"$198,954"
265664,MI,Southfield,"$105,468"
265814,MI,Sterling Heights,"$158,571"
265934,MI,Taylor,"$104,042"
266252,MI,Warren,"$205,623"
266267,MI,Waterford Township,"$91,901"
266378,MI,Westland,"$230,073"
266624,MI,Wyoming,"$118,791"
269001,MI,Alcona County,"$20,525"
269003,MI,Alger County,"$24,249"
269005,MI,Allegan County,"$196,466"
269007,MI,Alpena County,"$61,401"
269009,MI,Antrim County,"$51,726"
269011,MI,Arenac County,"$35,681"
269013,MI,Baraga County,"$21,089"
269015,MI,Barry County,"$103,335"
269017,MI,Bay County,"$93,088"
269019,MI,Benzie County,"$35,580"
269021,MI,Berrien County,"$264,400"
269023,MI,Branch County,"$104,535"
269025,MI,Calhoun County,"$181,605"
269027,MI,Cass County,"$108,006"
269029,MI,Charlevoix County,"$62,304"
269031,MI,Cheboygan County,"$57,640"
269033,MI,Chippewa County,"$77,759"
269035,MI,Clare County,"$80,295"
269037,MI,Clinton County,"$106,570"
269039,MI,Crawford County,"$33,333"
269041,MI,Delta County,"$92,203"
269043,MI,Dickinson County,"$66,146"
269045,MI,Eaton County,"$159,541"
269047,MI,Emmet County,"$69,570"
269049,MI,Genesee County,"$1,154,841"
269051,MI,Gladwin County,"$65,946"
269053,MI,Gogebic County,"$68,155"
269055,MI,Grand Traverse County,"$130,018"
269057,MI,Gratiot County,"$89,848"
269059,MI,Hillsdale County,"$117,775"
269061,MI,Houghton County,"$142,645"
269063,MI,Huron County,"$79,545"
269065,MI,Ingham County,"$194,844"
269067,MI,Ionia County,"$137,562"
269069,MI,Iosco County,"$51,170"
269071,MI,Iron County,"$42,172"
269073,MI,Isabella County,"$191,537"
269075,MI,Jackson County,"$189,246"
269077,MI,Kalamazoo County,"$212,352"
269079,MI,Kalkaska County,"$43,412"
269081,MI,Kent County,"$372,557"
269083,MI,Keweenaw County,"$13,768"
269085,MI,Lake County,"$28,121"
269087,MI,Lapeer County,"$152,251"
269089,MI,Leelanau County,"$38,338"
269091,MI,Lenawee County,"$216,081"
269093,MI,Livingston County,"$216,833"
269095,MI,Luce County,"$15,078"
269097,MI,Mackinac County,"$29,164"
269099,MI,Macomb County,"$402,335"
269101,MI,Manistee County,"$61,236"
269103,MI,Marquette County,"$151,639"
269105,MI,Mason County,"$79,393"
269107,MI,Mecosta County,"$97,018"
269109,MI,Menominee County,"$61,378"
269111,MI,Midland County,"$81,223"
269113,MI,Missaukee County,"$37,243"
269115,MI,Monroe County,"$168,279"
269117,MI,Montcalm County,"$143,019"
269119,MI,Montmorency County,"$24,664"
269121,MI,Muskegon County,"$167,246"
269123,MI,Newaygo County,"$108,705"
269125,MI,Oakland County,"$2,454,705"
269127,MI,Oceana County,"$71,126"
269129,MI,Ogemaw County,"$51,294"
269131,MI,Ontonagon County,"$25,683"
269133,MI,Osceola County,"$60,614"
269135,MI,Oscoda County,"$27,831"
269137,MI,Otsego County,"$51,044"
269139,MI,Ottawa County,"$329,855"
269141,MI,Presque Isle County,"$29,293"
269143,MI,Roscommon County,"$60,054"
269145,MI,Saginaw County,"$239,139"
269147,MI,St. Clair County,"$201,003"
269149,MI,St. Joseph County,"$127,862"
269151,MI,Sanilac County,"$97,813"
269153,MI,Schoolcraft County,"$23,108"
269155,MI,Shiawassee County,"$156,054"
269157,MI,Tuscola County,"$116,043"
269159,MI,Van Buren County,"$178,998"
269161,MI,Washtenaw County,"$1,389,192"
269163,MI,Wayne County,"$3,211,728"
269165,MI,Wexford County,"$74,422"
270456,MN,Bloomington,"$92,421"
270996,MN,Coon Rapids,"$71,530"
271266,MN,Duluth,"$1,488,873"
271338,MN,Eden Prairie,"$61,835"
272922,MN,Mankato City,"$90,332"
273120,MN,Minneapolis,"$7,428,090"
273150,MN,Minnetonka,"$39,797"
273198,MN,Moorhead,"$54,789"
273456,MN,North Mankato City,"$14,883"
273768,MN,Plymouth,"$58,676"
273930,MN,Rochester,"$127,114"
274104,MN,St Cloud,"$128,242"
274164,MN,St Paul,"$4,390,039"
275040,MN,Woodbury City,"$43,544"
279001,MN,Aitkin County,"$37,822"
279003,MN,Anoka County,"$275,394"
279005,MN,Becker County,"$60,837"
279007,MN,Beltrami County,"$122,220"
279009,MN,Benton County,"$44,134"
279011,MN,Big Stone County,"$16,972"
279013,MN,Blue Earth County,"$45,420"
279015,MN,Brown County,"$55,394"
279017,MN,Carlton County,"$63,985"
279019,MN,Carver County,"$105,571"
279021,MN,Cass County,"$68,824"
279023,MN,Chippewa County,"$29,264"
279025,MN,Chisago County,"$75,040"
279027,MN,Clay County,"$32,070"
279029,MN,Clearwater County,"$20,872"
279031,MN,Cook County,"$12,807"
279033,MN,Cottonwood County,"$29,588"
279035,MN,Crow Wing County,"$125,388"
279037,MN,Dakota County,"$391,375"
279039,MN,Dodge County,"$31,144"
279041,MN,Douglas County,"$68,930"
279043,MN,Faribault County,"$44,607"
279045,MN,Fillmore County,"$63,167"
279047,MN,Freeborn County,"$68,653"
279049,MN,Goodhue County,"$88,270"
279051,MN,Grant County,"$15,571"
279053,MN,Hennepin County,"$1,539,984"
279055,MN,Houston County,"$39,824"
279057,MN,Hubbard County,"$46,063"
279059,MN,Isanti County,"$62,318"
279061,MN,Itasca County,"$92,270"
279063,MN,Jackson County,"$27,106"
279065,MN,Kanabec County,"$33,691"
279067,MN,Kandiyohi County,"$77,940"
279069,MN,Kittson County,"$11,708"
279071,MN,Koochiching County,"$29,272"
279073,MN,Lac Qui Parle County,"$20,895"
279075,MN,Lake County,"$26,320"
279077,MN,Lake Of The Woods County,"$11,242"
279079,MN,Le Sueur County,"$49,360"
279081,MN,Lincoln County,"$16,466"
279083,MN,Lyon County,"$47,758"
279085,MN,Mcleod County,"$67,258"
279087,MN,Mahnomen County,"$20,860"
279089,MN,Marshall County,"$22,209"
279091,MN,Martin County,"$50,401"
279093,MN,Meeker County,"$45,169"
279095,MN,Mille Lacs County,"$56,930"
279097,MN,Morrison County,"$68,286"
279099,MN,Mower County,"$109,864"
279101,MN,Murray County,"$21,405"
279103,MN,Nicollet County,"$41,162"
279105,MN,Nobles County,"$77,601"
279107,MN,Norman County,"$18,678"
279109,MN,Olmsted County,"$41,952"
279111,MN,Otter Tail County,"$133,377"
279113,MN,Pennington County,"$28,405"
279115,MN,Pine County,"$72,071"
279117,MN,Pipestone County,"$24,625"
279119,MN,Polk County,"$70,314"
279121,MN,Pope County,"$27,224"
279123,MN,Ramsey County,"$242,336"
279125,MN,Red Lake County,"$9,076"
279127,MN,Redwood County,"$38,685"
279129,MN,Renville County,"$41,768"
279131,MN,Rice County,"$104,725"
279133,MN,Rock County,"$22,720"
279135,MN,Roseau County,"$31,797"
279137,MN,St Louis County,"$1,193,070"
279139,MN,Scott County,"$141,520"
279141,MN,Sherburne County,"$94,993"
279143,MN,Sibley County,"$37,983"
279145,MN,Stearns County,"$148,463"
279147,MN,Steele County,"$59,854"
279149,MN,Stevens County,"$22,115"
279151,MN,Swift County,"$23,666"
279153,MN,Todd County,"$61,951"
279155,MN,Traverse County,"$11,375"
279157,MN,Wabasha County,"$45,263"
279159,MN,Wadena County,"$33,832"
279161,MN,Waseca County,"$37,126"
279163,MN,Washington County,"$153,621"
279165,MN,Watonwan County,"$28,737"
279167,MN,Wilkin County,"$13,338"
279169,MN,Winona County,"$128,884"
279171,MN,Wright County,"$169,511"
279173,MN,Yellow Medicine County,"$27,357"
280132,MS,Biloxi,"$99,377"
280612,MS,Gulfport,"$139,502"
280630,MS,Hattiesburg,"$146,570"
280726,MS,Jackson,"$1,288,390"
281002,MS,Moss Point,"$26,424"
281134,MS,Pascagoula,"$51,454"
289001,MS,Adams County,"$139,719"
289003,MS,Alcorn County,"$94,678"
289005,MS,Amite County,"$50,991"
289007,MS,Attala County,"$64,208"
289009,MS,Benton County,"$30,229"
289011,MS,Bolivar County,"$128,836"
289013,MS,Calhoun County,"$37,149"
289015,MS,Carroll County,"$19,203"
289017,MS,Chickasaw County,"$47,685"
289019,MS,Choctaw County,"$31,442"
289021,MS,Claiborne County,"$30,662"
289023,MS,Clarke County,"$49,879"
289025,MS,Clay County,"$49,535"
289027,MS,Coahoma County,"$83,698"
289029,MS,Copiah County,"$90,673"
289031,MS,Covington County,"$49,636"
289033,MS,Desoto County,"$210,924"
289035,MS,Forrest County,"$61,632"
289037,MS,Franklin County,"$31,339"
289039,MS,George County,"$43,240"
289041,MS,Greene County,"$31,187"
289043,MS,Grenada County,"$54,612"
289045,MS,Hancock County,"$119,214"
289047,MS,Harrison County,"$111,875"
289049,MS,Hinds County,"$107,086"
289051,MS,Holmes County,"$80,532"
289053,MS,Humphreys County,"$34,447"
289055,MS,Issaquena County,"$7,387"
289057,MS,Itawamba County,"$40,614"
289059,MS,Jackson County,"$154,730"
289061,MS,Jasper County,"$50,542"
289063,MS,Jefferson County,"$25,197"
289065,MS,Jefferson Davis County,"$45,295"
289067,MS,Jones County,"$168,044"
289069,MS,Kemper County,"$25,575"
289071,MS,Lafayette County,"$91,581"
289073,MS,Lamar County,"$76,000"
289075,MS,Lauderdale County,"$196,464"
289077,MS,Lawrence County,"$30,925"
289079,MS,Leake County,"$60,063"
289081,MS,Lee County,"$150,703"
289083,MS,Leflore County,"$119,358"
289085,MS,Lincoln County,"$75,264"
289087,MS,Lowndes County,"$127,490"
289089,MS,Madison County,"$162,108"
289091,MS,Marion County,"$66,058"
289093,MS,Marshall County,"$80,094"
289095,MS,Monroe County,"$85,057"
289097,MS,Montgomery County,"$56,844"
289099,MS,Neshoba County,"$77,070"
289101,MS,Newton County,"$62,105"
289103,MS,Noxubee County,"$40,410"
289105,MS,Oktibbeha County,"$114,633"
289107,MS,Panola County,"$107,374"
289109,MS,Pearl River County,"$130,130"
289111,MS,Perry County,"$27,195"
289113,MS,Pike County,"$160,392"
289115,MS,Pontotoc County,"$51,909"
289117,MS,Prentiss County,"$57,705"
289119,MS,Quitman County,"$28,944"
289121,MS,Rankin County,"$186,518"
289123,MS,Scott County,"$68,444"
289125,MS,Sharkey County,"$20,711"
289127,MS,Simpson County,"$75,070"
289129,MS,Smith County,"$40,001"
289131,MS,Stone County,"$29,328"
289133,MS,Sunflower County,"$82,848"
289135,MS,Tallahatchie County,"$45,050"
289137,MS,Tate County,"$52,991"
289139,MS,Tippah County,"$56,288"
289141,MS,Tishomingo County,"$46,963"
289143,MS,Tunica County,"$30,051"
289145,MS,Union County,"$67,638"
289147,MS,Walthall County,"$46,336"
289149,MS,Warren County,"$123,370"
289151,MS,Washington County,"$165,260"
289153,MS,Wayne County,"$47,139"
289155,MS,Webster County,"$25,892"
289157,MS,Wilkinson County,"$42,021"
289159,MS,Winston County,"$47,457"
289161,MS,Yalobusha County,"$37,431"
289163,MS,Yazoo County,"$81,219"
290534,MO,Blue Springs,"$53,816"
291152,MO,Columbia,"$203,959"
291806,MO,Florissant,"$54,783"
292562,MO,Independence,"$188,081"
292628,MO,Jefferson City,"$57,910"
292652,MO,Joplin,"$123,091"
292670,MO,Kansas City,"$5,258,016"
292958,MO,Lees Summit,"$73,385"
293852,MO,O'Fallon,"$58,368"
294578,MO,St Charles,"$71,918"
294614,MO,St Joseph,"$925,941"
294626,MO,St Louis,"$11,695,772"
294884,MO,Springfield,"$299,879"
299001,MO,Adair County,"$64,797"
299003,MO,Andrew County,"$30,394"
299005,MO,Atchison County,"$19,046"
299007,MO,Audrain County,"$46,272"
299009,MO,Barry County,"$76,721"
299011,MO,Barton County,"$28,660"
299013,MO,Bates County,"$39,758"
299015,MO,Benton County,"$36,409"
299017,MO,Bollinger County,"$26,303"
299019,MO,Boone County,"$76,678"
299021,MO,Buchanan County,"$18,216"
299023,MO,Butler County,"$77,551"
299025,MO,Caldwell County,"$27,020"
299027,MO,Callaway County,"$52,373"
299029,MO,Camden County,"$51,102"
299031,MO,Cape Girardeau County,"$103,141"
299033,MO,Carroll County,"$30,119"
299035,MO,Carter County,"$11,816"
299037,MO,Cass County,"$116,990"
299039,MO,Cedar County,"$30,745"
299041,MO,Chariton County,"$20,329"
299043,MO,Christian County,"$86,001"
299045,MO,Clark County,"$18,596"
299047,MO,Clay County,"$116,508"
299049,MO,Clinton County,"$34,502"
299051,MO,Cole County,"$32,437"
299053,MO,Cooper County,"$37,818"
299055,MO,Crawford County,"$49,747"
299057,MO,Dade County,"$22,968"
299059,MO,Dallas County,"$26,888"
299061,MO,Daviess County,"$19,496"
299063,MO,Dekalb County,"$17,922"
299065,MO,Dent County,"$28,811"
299067,MO,Douglas County,"$26,197"
299069,MO,Dunklin County,"$69,795"
299071,MO,Franklin County,"$142,042"
299073,MO,Gasconade County,"$35,892"
299075,MO,Gentry County,"$20,068"
299077,MO,Greene County,"$118,172"
299079,MO,Grundy County,"$31,409"
299081,MO,Harrison County,"$27,390"
299083,MO,Henry County,"$45,741"
299085,MO,Hickory County,"$14,915"
299087,MO,Holt County,"$20,270"
299089,MO,Howard County,"$25,095"
299091,MO,Howell County,"$73,149"
299093,MO,Iron County,"$23,216"
299095,MO,Jackson County,"$131,399"
299097,MO,Jasper County,"$137,146"
299099,MO,Jefferson County,"$267,118"
299101,MO,Johnson County,"$84,980"
299103,MO,Knox County,"$15,041"
299105,MO,Laclede County,"$71,750"
299107,MO,Lafayette County,"$60,683"
299109,MO,Lawrence County,"$73,229"
299111,MO,Lewis County,"$26,927"
299113,MO,Lincoln County,"$70,120"
299115,MO,Linn County,"$34,345"
299117,MO,Livingston County,"$36,613"
299119,MO,Mcdonald County,"$50,174"
299121,MO,Macon County,"$35,932"
299123,MO,Madison County,"$23,139"
299125,MO,Maries County,"$15,904"
299127,MO,Marion County,"$73,267"
299129,MO,Mercer County,"$11,075"
299131,MO,Miller County,"$38,776"
299133,MO,Mississippi County,"$33,906"
299135,MO,Moniteau County,"$25,141"
299137,MO,Monroe County,"$21,583"
299139,MO,Montgomery County,"$24,844"
299141,MO,Morgan County,"$37,135"
299143,MO,New Madrid County,"$41,883"
299145,MO,Newton County,"$104,734"
299147,MO,Nodaway County,"$59,902"
299149,MO,Oregon County,"$27,336"
299151,MO,Osage County,"$24,875"
299153,MO,Ozark County,"$16,581"
299155,MO,Pemiscot County,"$52,878"
299157,MO,Perry County,"$27,731"
299159,MO,Pettis County,"$82,086"
299161,MO,Phelps County,"$74,461"
299163,MO,Pike County,"$37,203"
299165,MO,Platte County,"$49,556"
299167,MO,Polk County,"$66,660"
299169,MO,Pulaski County,"$63,382"
299171,MO,Putnam County,"$13,935"
299173,MO,Ralls County,"$18,272"
299175,MO,Randolph County,"$56,075"
299177,MO,Ray County,"$38,838"
299179,MO,Reynolds County,"$12,418"
299181,MO,Ripley County,"$36,502"
299183,MO,St. Charles County,"$159,288"
299185,MO,St. Clair County,"$25,037"
299186,MO,Ste. Genevieve County,"$28,058"
299187,MO,St. Francois County,"$103,383"
299189,MO,St Louis County,"$3,178,875"
299195,MO,Saline County,"$53,544"
299197,MO,Schuyler County,"$14,150"
299199,MO,Scotland County,"$17,173"
299201,MO,Scott County,"$80,242"
299203,MO,Shannon County,"$22,435"
299205,MO,Shelby County,"$16,633"
299207,MO,Stoddard County,"$52,698"
299209,MO,Stone County,"$56,398"
299211,MO,Sullivan County,"$20,784"
299213,MO,Taney County,"$74,593"
299215,MO,Texas County,"$44,235"
299217,MO,Vernon County,"$53,824"
299219,MO,Warren County,"$42,527"
299221,MO,Washington County,"$56,339"
299223,MO,Wayne County,"$25,698"
299225,MO,Webster County,"$68,189"
299227,MO,Worth County,"$9,390"
299229,MO,Wright County,"$43,382"
300066,MT,Billings,"$144,881"
300342,MT,Great Falls,"$182,431"
300540,MT,Missoula,"$142,623"
309001,MT,Beaverhead County,"$17,525"
309003,MT,Big Horn County,"$44,930"
309005,MT,Blaine County,"$18,377"
309007,MT,Broadwater County,"$7,695"
309009,MT,Carbon County,"$25,004"
309011,MT,Carter County,"$3,665"
309013,MT,Cascade County,"$32,976"
309015,MT,Chouteau County,"$13,205"
309017,MT,Custer County,"$24,020"
309019,MT,Daniels County,"$4,397"
