Geo Code,City,State,FY 2016 PPRN
409061,Haskell County,OK,"$18,753"
409063,Hughes County,OK,"$27,406"
409065,Jackson County,OK,"$43,454"
409067,Jefferson County,OK,"$15,961"
409069,Johnston County,OK,"$19,905"
409071,Kay County,OK,"$100,178"
409073,Kingfisher County,OK,"$23,227"
409075,Kiowa County,OK,"$28,503"
409077,Latimer County,OK,"$15,675"
409079,Le Flore County,OK,"$84,676"
409081,Lincoln County,OK,"$61,422"
409083,Logan County,OK,"$68,614"
409085,Love County,OK,"$15,260"
409087,Mcclain County,OK,"$44,627"
409089,Mccurtain County,OK,"$70,360"
409091,Mcintosh County,OK,"$34,461"
409093,Major County,OK,"$14,738"
409095,Marshall County,OK,"$23,677"
409097,Mayes County,OK,"$66,773"
409099,Murray County,OK,"$19,753"
409101,Muskogee County,OK,"$117,440"
409103,Noble County,OK,"$21,275"
409105,Nowata County,OK,"$20,620"
409107,Okfuskee County,OK,"$22,001"
409109,Oklahoma County,OK,"$139,687"
409111,Okmulgee County,OK,"$77,867"
409113,Osage County,OK,"$62,210"
409115,Ottawa County,OK,"$58,429"
409117,Pawnee County,OK,"$30,391"
409119,Payne County,OK,"$121,321"
409121,Pittsburg County,OK,"$75,381"
409123,Pontotoc County,OK,"$59,077"
409125,Pottawatomie County,OK,"$55,954"
409127,Pushmataha County,OK,"$22,941"
409129,Roger Mills County,OK,"$8,554"
409131,Rogers County,OK,"$98,293"
409133,Seminole County,OK,"$47,832"
409135,Sequoyah County,OK,"$71,571"
409137,Stephens County,OK,"$56,329"
409139,Texas County,OK,"$37,105"
409141,Tillman County,OK,"$19,053"
409143,Tulsa County,OK,"$303,587"
409145,Wagoner County,OK,"$85,942"
409147,Washington County,OK,"$73,023"
409149,Washita County,OK,"$24,153"
409151,Woods County,OK,"$29,078"
409153,Woodward County,OK,"$28,938"
410012,Albany,OR,"$101,116"
410042,Ashland,OR,"$44,179"
410108,Beaverton,OR,"$155,756"
410114,Bend,OR,"$122,820"
410288,Corvallis,OR,"$127,040"
410426,Eugene,OR,"$330,096"
410540,Grants Pass,OR,"$73,404"
410564,Gresham,OR,"$237,227"
410636,Hillsboro,OR,"$176,639"
410888,Medford,OR,"$166,888"
411098,Portland,OR,"$5,653,850"
411140,Redmond,OR,"$55,719"
411200,Salem,OR,"$329,307"
411290,Springfield,OR,"$124,544"
419001,Baker County,OR,"$66,800"
419003,Benton County,OR,"$39,219"
419005,Clackamas County,OR,"$1,448,959"
419007,Clatsop County,OR,"$127,642"
419009,Columbia County,OR,"$109,686"
419011,Coos County,OR,"$139,660"
419013,Crook County,OR,"$40,308"
419015,Curry County,OR,"$38,537"
419017,Deschutes County,OR,"$72,520"
419019,Douglas County,OR,"$212,187"
419021,Gilliam County,OR,"$7,173"
419023,Grant County,OR,"$24,882"
419025,Harney County,OR,"$20,685"
419027,Hood River County,OR,"$47,066"
419029,Jackson County,OR,"$197,004"
419031,Jefferson County,OR,"$49,986"
419033,Josephine County,OR,"$100,074"
419035,Klamath County,OR,"$160,087"
419037,Lake County,OR,"$21,892"
419039,Lane County,OR,"$220,431"
419041,Lincoln County,OR,"$93,637"
419043,Linn County,OR,"$136,928"
419045,Malheur County,OR,"$76,772"
419047,Marion County,OR,"$423,267"
419049,Morrow County,OR,"$26,261"
419051,Multnomah County,OR,"$77,826"
419053,Polk County,OR,"$100,379"
419055,Sherman County,OR,"$7,143"
419057,Tillamook County,OR,"$73,394"
419059,Umatilla County,OR,"$156,076"
419061,Union County,OR,"$78,712"
419063,Wallowa County,OR,"$26,811"
419065,Wasco County,OR,"$64,592"
419067,Washington County,OR,"$1,324,702"
419069,Wheeler County,OR,"$5,854"
419071,Yamhill County,OR,"$167,999"
420015,Abington,PA,"$188,593"
420096,Allentown,PA,"$1,547,765"
420114,Altoona,PA,"$1,027,903"
420438,Bensalem Township,PA,"$67,528"
420504,Bethlehem,PA,"$342,379"
420726,Bristol Township,PA,"$140,697"
420930,Carlisle,PA,"$88,330"
421047,Chambersburg,PA,"$90,710"
421116,Chester,PA,"$293,921"
421950,Easton,PA,"$209,506"
422178,Erie,PA,"$2,034,373"
422898,Harrisburg,PA,"$1,383,465"
422937,Haverford,PA,"$204,597"
422958,Hazleton,PA,"$178,265"
423411,Johnstown,PA,"$304,573"
423573,Lancaster City,PA,"$1,132,704"
423657,Lebanon,PA,"$165,061"
423951,Lower Merion,PA,"$243,171"
424086,Mckeesport,PA,"$247,065"
424434,Millcreek Township,PA,"$57,609"
424914,Norristown,PA,"$216,864"
425340,Penn Hills,PA,"$169,817"
425451,Philadelphia,PA,"$28,301,261"
425529,Pittsburgh,PA,"$9,253,376"
425793,Reading,PA,"$1,780,422"
426201,Scranton,PA,"$1,824,458"
426258,Sharon,PA,"$137,905"
426711,State College,PA,"$136,883"
427227,Upper Darby,PA,"$1,032,225"
427947,Wilkes-Barre,PA,"$1,059,354"
427962,Williamsport,PA,"$254,048"
428136,York,PA,"$326,854"
429001,Adams County,PA,"$273,169"
429003,Allegheny County,PA,"$9,094,471"
429005,Armstrong County,PA,"$208,233"
429007,Beaver County,PA,"$2,108,132"
429009,Bedford County,PA,"$142,837"
429011,Berks County,PA,"$1,488,043"
429013,Blair County,PA,"$192,899"
429015,Bradford County,PA,"$219,714"
429017,Bucks County,PA,"$1,230,990"
429019,Butler County,PA,"$395,355"
429021,Cambria County,PA,"$322,477"
429023,Cameron County,PA,"$17,389"
429025,Carbon County,PA,"$194,777"
429027,Centre County,PA,"$311,539"
429029,Chester County,PA,"$1,646,718"
429031,Clarion County,PA,"$130,778"
429033,Clearfield County,PA,"$248,401"
429035,Clinton County,PA,"$124,857"
429037,Columbia County,PA,"$212,724"
429039,Crawford County,PA,"$317,010"
429041,Cumberland County,PA,"$299,534"
429043,Dauphin County,PA,"$312,508"
429045,Delaware County,PA,"$2,390,084"
429047,Elk County,PA,"$92,334"
429049,Erie County,PA,"$287,212"
429051,Fayette County,PA,"$462,547"
429053,Forest County,PA,"$20,701"
429055,Franklin County,PA,"$305,210"
429057,Fulton County,PA,"$44,333"
429059,Greene County,PA,"$110,297"
429061,Huntingdon County,PA,"$128,980"
429063,Indiana County,PA,"$306,484"
429065,Jefferson County,PA,"$149,268"
429067,Juniata County,PA,"$71,087"
429069,Lackawanna County,PA,"$392,705"
429071,Lancaster County,PA,"$1,905,159"
429073,Lawrence County,PA,"$259,328"
429075,Lebanon County,PA,"$210,732"
429077,Lehigh County,PA,"$301,257"
429079,Luzerne County,PA,"$2,782,829"
429081,Lycoming County,PA,"$230,611"
429083,Mckean County,PA,"$154,359"
429085,Mercer County,PA,"$258,945"
429087,Mifflin County,PA,"$165,641"
429089,Monroe County,PA,"$444,311"
429091,Montgomery County,PA,"$2,133,502"
429093,Montour County,PA,"$48,240"
429095,Northampton County,PA,"$377,789"
429097,Northumberland County,PA,"$344,291"
429099,Perry County,PA,"$129,990"
429103,Pike County,PA,"$172,472"
429105,Potter County,PA,"$66,670"
429107,Schuylkill County,PA,"$539,607"
429109,Snyder County,PA,"$103,745"
429111,Somerset County,PA,"$224,209"
429113,Sullivan County,PA,"$29,545"
429115,Susquehanna County,PA,"$131,455"
429117,Tioga County,PA,"$141,311"
429119,Union County,PA,"$115,339"
429121,Venango County,PA,"$193,807"
429123,Warren County,PA,"$135,593"
429125,Washington County,PA,"$2,299,467"
429127,Wayne County,PA,"$133,473"
429129,Westmoreland County,PA,"$2,304,374"
429131,Wyoming County,PA,"$78,373"
429133,York County,PA,"$1,436,525"
440054,Cranston,RI,"$271,829"
440072,East Providence,RI,"$176,723"
440210,Pawtucket,RI,"$1,307,807"
440222,Providence,RI,"$3,545,934"
440276,Warwick,RI,"$231,226"
440306,Woonsocket,RI,"$840,502"
449001,Bristol County,RI,"$119,060"
449003,Kent County,RI,"$209,987"
449005,Newport County,RI,"$220,355"
449007,Providence County,RI,"$514,101"
449009,Washington County,RI,"$248,014"
450012,Aiken,SC,"$47,936"
450030,Anderson,SC,"$152,204"
450300,Charleston,SC,"$241,978"
450372,Columbia,SC,"$245,193"
450534,Florence,SC,"$73,123"
450648,Greenville,SC,"$202,977"
450716,Hilton Head Island,SC,"$53,999"
451386,Rock Hill,SC,"$125,728"
451554,Spartanburg,SC,"$165,057"
451608,Summerville,SC,"$62,281"
451620,Sumter,SC,"$76,304"
459001,Abbeville County,SC,"$71,810"
459003,Aiken County,SC,"$248,724"
459005,Allendale County,SC,"$33,170"
459007,Anderson County,SC,"$279,129"
459009,Bamberg County,SC,"$50,549"
459011,Barnwell County,SC,"$66,406"
459013,Beaufort County,SC,"$220,086"
459015,Berkeley County,SC,"$298,247"
459017,Calhoun County,SC,"$32,051"
459019,Charleston County,SC,"$1,147,197"
459021,Cherokee County,SC,"$133,393"
459023,Chester County,SC,"$82,697"
459025,Chesterfield County,SC,"$126,148"
459027,Clarendon County,SC,"$71,278"
459029,Colleton County,SC,"$74,714"
459031,Darlington County,SC,"$156,774"
459033,Dillon County,SC,"$102,001"
459035,Dorchester County,SC,"$134,095"
459037,Edgefield County,SC,"$58,520"
459039,Fairfield County,SC,"$64,561"
459041,Florence County,SC,"$198,343"
459043,Georgetown County,SC,"$125,076"
459045,Greenville County,SC,"$1,741,678"
459047,Greenwood County,SC,"$192,029"
459049,Hampton County,SC,"$52,465"
459051,Horry County,SC,"$1,636,932"
459053,Jasper County,SC,"$57,868"
459055,Kershaw County,SC,"$105,455"
459057,Lancaster County,SC,"$155,572"
459059,Laurens County,SC,"$153,350"
459061,Lee County,SC,"$51,249"
459063,Lexington County,SC,"$381,221"
459065,Mccormick County,SC,"$22,343"
459067,Marion County,SC,"$83,125"
459069,Marlboro County,SC,"$83,504"
459071,Newberry County,SC,"$141,890"
459073,Oconee County,SC,"$154,375"
459075,Orangeburg County,SC,"$208,837"
459077,Pickens County,SC,"$231,068"
459079,Richland County,SC,"$348,091"
459081,Saluda County,SC,"$71,670"
459083,Spartanburg County,SC,"$361,010"
459085,Sumter County,SC,"$132,968"
459087,Union County,SC,"$95,826"
459089,Williamsburg County,SC,"$112,238"
459091,York County,SC,"$213,818"
461392,Rapid City,SD,"$115,781"
461518,Sioux Falls,SD,"$221,174"
469003,Aurora County,SD,"$7,084"
469005,Beadle County,SD,"$38,787"
469007,Bennett County,SD,"$17,479"
469009,Bon Homme County,SD,"$16,147"
469011,Brookings County,SD,"$55,923"
469013,Brown County,SD,"$69,838"
469015,Brule County,SD,"$10,724"
469017,Buffalo County,SD,"$9,566"
469019,Butte County,SD,"$21,964"
469021,Campbell County,SD,"$4,688"
469023,Charles Mix County,SD,"$28,201"
469025,Clark County,SD,"$11,165"
469027,Clay County,SD,"$31,165"
469029,Codington County,SD,"$48,699"
469031,Corson County,SD,"$20,788"
469033,Custer County,SD,"$13,533"
469035,Davison County,SD,"$37,544"
469037,Day County,SD,"$19,472"
469039,Deuel County,SD,"$10,000"
469041,Dewey County,SD,"$21,631"
469043,Douglas County,SD,"$7,989"
469045,Edmunds County,SD,"$9,558"
469047,Fall River County,SD,"$16,748"
469049,Faulk County,SD,"$6,978"
469051,Grant County,SD,"$16,939"
469053,Gregory County,SD,"$12,419"
469055,Haakon County,SD,"$3,991"
469057,Hamlin County,SD,"$13,837"
469059,Hand County,SD,"$9,273"
469061,Hanson County,SD,"$8,568"
469063,Harding County,SD,"$2,841"
469065,Hughes County,SD,"$26,489"
469067,Hutchinson County,SD,"$18,412"
469069,Hyde County,SD,"$3,773"
469071,Jackson County,SD,"$14,194"
469073,Jerauld County,SD,"$6,791"
469075,Jones County,SD,"$2,181"
469077,Kingsbury County,SD,"$15,182"
469079,Lake County,SD,"$25,491"
469081,Lawrence County,SD,"$49,638"
469083,Lincoln County,SD,"$32,899"
469085,Lyman County,SD,"$11,954"
469087,Mccook County,SD,"$13,006"
469089,Mcpherson County,SD,"$7,963"
469091,Marshall County,SD,"$11,757"
469093,Meade County,SD,"$43,490"
469095,Mellette County,SD,"$10,589"
469097,Miner County,SD,"$8,592"
469099,Minnehaha County,SD,"$41,195"
469101,Moody County,SD,"$16,041"
469103,Pennington County,SD,"$46,487"
469105,Perkins County,SD,"$7,132"
469107,Potter County,SD,"$6,516"
469109,Roberts County,SD,"$24,896"
469111,Sanborn County,SD,"$7,590"
469113,Shannon County,SD,"$93,397"
469115,Spink County,SD,"$18,027"
469117,Stanley County,SD,"$5,273"
469119,Sully County,SD,"$2,868"
469121,Todd County,SD,"$66,585"
469123,Tripp County,SD,"$18,698"
469125,Turner County,SD,"$21,382"
469127,Union County,SD,"$20,680"
469129,Walworth County,SD,"$11,079"
469135,Yankton County,SD,"$37,794"
469137,Ziebach County,SD,"$14,349"
470228,Bristol,TN,"$47,748"
470336,Chattanooga,TN,"$1,198,931"
470354,Clarksville,TN,"$253,980"
470360,Cleveland,TN,"$92,315"
470672,Franklin City,TN,"$73,309"
470834,Hendersonville,TN,"$62,615"
470924,Jackson,TN,"$130,980"
470954,Johnson City,TN,"$123,949"
470990,Kingsport,TN,"$84,720"
471014,Knoxville,TN,"$982,293"
471242,Memphis,TN,"$4,524,562"
471326,Morristown,TN,"$65,857"
471362,Murfreesboro,TN,"$198,111"
471368,Nashville-Davidson,TN,"$3,352,887"
471422,Oak Ridge,TN,"$56,254"
479001,Anderson County,TN,"$85,903"
479003,Bedford County,TN,"$103,255"
479005,Benton County,TN,"$36,905"
479007,Bledsoe County,TN,"$30,138"
479009,Blount County,TN,"$193,202"
479011,Bradley County,TN,"$95,361"
479013,Campbell County,TN,"$87,439"
479015,Cannon County,TN,"$26,426"
479017,Carroll County,TN,"$71,003"
479019,Carter County,TN,"$148,024"
479021,Cheatham County,TN,"$57,518"
479023,Chester County,TN,"$28,160"
479025,Claiborne County,TN,"$69,502"
479027,Clay County,TN,"$18,266"
479029,Cocke County,TN,"$85,113"
479031,Coffee County,TN,"$120,288"
479033,Crockett County,TN,"$32,964"
479035,Cumberland County,TN,"$94,320"
479039,Decatur County,TN,"$24,582"
479041,Dekalb County,TN,"$33,944"
479043,Dickson County,TN,"$84,364"
479045,Dyer County,TN,"$76,970"
479047,Fayette County,TN,"$56,042"
479049,Fentress County,TN,"$43,720"
479051,Franklin County,TN,"$82,132"
479053,Gibson County,TN,"$109,000"
479055,Giles County,TN,"$78,116"
479057,Grainger County,TN,"$48,246"
479059,Greene County,TN,"$167,698"
479061,Grundy County,TN,"$41,059"
479063,Hamblen County,TN,"$47,901"
479065,Hamilton County,TN,"$216,325"
479067,Hancock County,TN,"$22,716"
479069,Hardeman County,TN,"$61,168"
479071,Hardin County,TN,"$49,733"
479073,Hawkins County,TN,"$118,575"
479075,Haywood County,TN,"$43,367"
479077,Henderson County,TN,"$52,050"
479079,Henry County,TN,"$72,201"
479081,Hickman County,TN,"$49,621"
479083,Houston County,TN,"$20,086"
479085,Humphreys County,TN,"$30,036"
479087,Jackson County,TN,"$32,431"
479089,Jefferson County,TN,"$97,166"
479091,Johnson County,TN,"$46,564"
479093,Knox County,TN,"$263,874"
479095,Lake County,TN,"$16,038"
479097,Lauderdale County,TN,"$60,487"
479099,Lawrence County,TN,"$78,303"
479101,Lewis County,TN,"$18,468"
479103,Lincoln County,TN,"$69,122"
479105,Loudon County,TN,"$95,050"
479107,Mcminn County,TN,"$121,092"
479109,Mcnairy County,TN,"$57,830"
479111,Macon County,TN,"$50,873"
479113,Madison County,TN,"$43,018"
479115,Marion County,TN,"$56,295"
479117,Marshall County,TN,"$69,218"
479119,Maury County,TN,"$172,937"
479121,Meigs County,TN,"$29,598"
479123,Monroe County,TN,"$89,375"
479125,Montgomery County,TN,"$57,718"
479127,Moore County,TN,"$12,241"
479129,Morgan County,TN,"$37,460"
479131,Obion County,TN,"$71,594"
479133,Overton County,TN,"$51,740"
479135,Perry County,TN,"$19,328"
479137,Pickett County,TN,"$11,036"
479139,Polk County,TN,"$42,797"
479141,Putnam County,TN,"$140,443"
479143,Rhea County,TN,"$70,628"
479145,Roane County,TN,"$95,937"
479147,Robertson County,TN,"$105,482"
479149,Rutherford County,TN,"$231,987"
479151,Scott County,TN,"$47,430"
479153,Sequatchie County,TN,"$32,954"
479155,Sevier County,TN,"$161,895"
479157,Shelby County,TN,"$287,182"
479159,Smith County,TN,"$46,314"
479161,Stewart County,TN,"$34,851"
479163,Sullivan County,TN,"$131,014"
479165,Sumner County,TN,"$142,832"
479167,Tipton County,TN,"$90,186"
479169,Trousdale County,TN,"$20,561"
479171,Unicoi County,TN,"$53,239"
479173,Union County,TN,"$42,913"
479175,Van Buren County,TN,"$13,264"
479177,Warren County,TN,"$80,888"
479179,Washington County,TN,"$105,044"
479181,Wayne County,TN,"$30,188"
479183,Weakley County,TN,"$78,826"
479185,White County,TN,"$52,696"
479187,Williamson County,TN,"$108,900"
479189,Wilson County,TN,"$150,833"
480018,Abilene,TX,"$222,953"
480090,Allen,TX,"$78,258"
480132,Amarillo,TX,"$1,034,990"
480222,Arlington,TX,"$2,111,853"
480264,Austin,TX,"$5,130,510"
480390,Baytown City,TX,"$173,928"
480402,Beaumont,TX,"$936,640"
480726,Brownsville,TX,"$1,847,946"
480738,Bryan,TX,"$228,183"
480900,Carrollton,TX,"$185,753"
481104,College Station,TX,"$267,515"
481158,Conroe,TX,"$175,557"
481206,Corpus Christi,TX,"$1,783,198"
481338,Dallas,TX,"$9,754,362"
481410,Denison,TX,"$82,609"
481416,Denton,TX,"$227,126"
481434,Desoto,TX,"$61,294"
481608,Edinburg,TX,"$249,680"
481680,El Paso,TX,"$4,555,633"
481722,Euless City,TX,"$88,604"
481824,Flower Mound Town,TX,"$47,413"
481896,Fort Worth,TX,"$4,589,718"
481944,Frisco,TX,"$107,164"
481986,Galveston,TX,"$310,363"
481998,Garland,TX,"$1,333,809"
482142,Grand Prairie,TX,"$357,517"
482178,Grapevine,TX,"$70,932"
482304,Harlingen,TX,"$213,974"
482514,Houston,TX,"$16,201,633"
482628,Irving,TX,"$1,493,235"
482820,Killeen,TX,"$248,916"
483042,Laredo,TX,"$2,507,801"
483084,League City,TX,"$84,764"
483132,Lewisville,TX,"$164,601"
483246,Longview,TX,"$160,773"
483288,Lubbock,TX,"$1,402,564"
483330,Mc Allen,TX,"$1,040,585"
483348,Mckinney City,TX,"$187,855"
483396,Mansfield,TX,"$69,557"
483438,Marshall,TX,"$80,460"
483546,Mesquite,TX,"$263,213"
483564,Midland,TX,"$175,138"
483606,Mission,TX,"$246,542"
483612,Missouri City,TX,"$83,699"
483798,New Braunfels,TX,"$97,745"
483888,North Richland Hills,TX,"$76,330"
483924,Odessa,TX,"$198,752"
483966,Orange,TX,"$82,616"
484068,Pasadena,TX,"$1,155,223"
484080,Pearland,TX,"$85,152"
484140,Pflugerville City,TX,"$66,139"
484146,Pharr,TX,"$301,608"
484206,Plano,TX,"$315,719"
484248,Port Arthur,TX,"$270,995"
484674,Round Rock,TX,"$152,266"
484686,Rowlett,TX,"$47,883"
484752,San Angelo,TX,"$180,199"
484758,San Antonio,TX,"$8,431,131"
484770,San Benito,TX,"$97,304"
484812,San Marcos,TX,"$137,989"
484962,Sherman,TX,"$84,700"
485202,Sugar Land,TX,"$75,361"
485316,Temple,TX,"$95,366"
485340,Texarkana,TX,"$79,675"
485346,Texas City,TX,"$100,629"
485496,Tyler,TX,"$223,703"
485580,Victoria,TX,"$135,612"
485592,Waco,TX,"$936,450"
485826,Wichita Falls,TX,"$289,673"
489001,Anderson County,TX,"$120,332"
489003,Andrews County,TX,"$31,655"
489005,Angelina County,TX,"$190,376"
489007,Aransas County,TX,"$51,308"
489009,Archer County,TX,"$25,730"
489011,Armstrong County,TX,"$11,103"
489013,Atascosa County,TX,"$110,790"
489015,Austin County,TX,"$76,409"
489017,Bailey County,TX,"$19,209"
489019,Bandera County,TX,"$47,369"
489021,Bastrop County,TX,"$139,020"
489023,Baylor County,TX,"$26,534"
489025,Bee County,TX,"$69,953"
489027,Bell County,TX,"$177,071"
489029,Bexar County,TX,"$1,526,837"
489031,Blanco County,TX,"$22,480"
489033,Borden County,TX,$558
489035,Bosque County,TX,"$63,514"
489037,Bowie County,TX,"$100,915"
489039,Brazoria County,TX,"$1,167,311"
489041,Brazos County,TX,"$42,075"
489043,Brewster County,TX,"$43,264"
489045,Briscoe County,TX,"$7,278"
489047,Brooks County,TX,"$25,315"
489049,Brown County,TX,"$126,029"
489051,Burleson County,TX,"$44,663"
489053,Burnet County,TX,"$84,980"
489055,Caldwell County,TX,"$94,536"
489057,Calhoun County,TX,"$49,949"
489059,Callahan County,TX,"$43,936"
489061,Cameron County,TX,"$574,154"
489063,Camp County,TX,"$35,434"
489065,Carson County,TX,"$18,868"
489067,Cass County,TX,"$80,662"
489069,Castro County,TX,"$23,785"
489071,Chambers County,TX,"$41,432"
489073,Cherokee County,TX,"$131,767"
489075,Childress County,TX,"$25,034"
489077,Clay County,TX,"$37,672"
489079,Cochran County,TX,"$7,069"
489081,Coke County,TX,"$12,225"
489083,Coleman County,TX,"$64,595"
489085,Collin County,TX,"$245,288"
489087,Collingsworth County,TX,"$14,041"
489089,Colorado County,TX,"$72,179"
489091,Comal County,TX,"$87,676"
489093,Comanche County,TX,"$45,255"
489095,Concho County,TX,"$16,174"
489097,Cooke County,TX,"$89,511"
489099,Coryell County,TX,"$111,205"
489101,Cottle County,TX,"$8,891"
489103,Crane County,TX,"$10,352"
489105,Crockett County,TX,"$11,946"
489107,Crosby County,TX,"$24,199"
489109,Culberson County,TX,"$6,189"
489111,Dallam County,TX,"$33,130"
489113,Dallas County,TX,"$1,381,759"
489115,Dawson County,TX,"$27,022"
489117,Deaf Smith County,TX,"$44,026"
489119,Delta County,TX,"$14,014"
489121,Denton County,TX,"$277,637"
489123,Dewitt County,TX,"$84,433"
489125,Dickens County,TX,"$13,021"
489127,Dimmit County,TX,"$30,331"
489129,Donley County,TX,"$25,156"
489131,Duval County,TX,"$29,875"
489133,Eastland County,TX,"$105,735"
489135,Ector County,TX,"$95,500"
489137,Edwards County,TX,"$19,121"
489139,Ellis County,TX,"$257,206"
489141,El Paso County,TX,"$531,772"
489143,Erath County,TX,"$94,813"
489145,Falls County,TX,"$56,519"
489147,Fannin County,TX,"$111,257"
489149,Fayette County,TX,"$118,484"
489151,Fisher County,TX,"$15,629"
489153,Floyd County,TX,"$27,866"
489155,Foard County,TX,"$8,593"
489157,Fort Bend County,TX,"$1,610,820"
489159,Franklin County,TX,"$22,048"
489161,Freestone County,TX,"$50,614"
489163,Frio County,TX,"$51,924"
489165,Gaines County,TX,"$43,134"
489167,Galveston County,TX,"$213,805"
489169,Garza County,TX,"$13,638"
489171,Gillespie County,TX,"$78,454"
489173,Glasscock County,TX,"$2,891"
489175,Goliad County,TX,"$23,179"
489177,Gonzales County,TX,"$78,431"
489179,Gray County,TX,"$67,157"
489181,Grayson County,TX,"$114,920"
489183,Gregg County,TX,"$87,204"
489185,Grimes County,TX,"$54,138"
489187,Guadalupe County,TX,"$193,753"
489189,Hale County,TX,"$98,951"
489191,Hall County,TX,"$25,487"
489193,Hamilton County,TX,"$39,475"
489195,Hansford County,TX,"$14,714"
489197,Hardeman County,TX,"$28,130"
489199,Hardin County,TX,"$83,354"
489201,Harris County,TX,"$8,649,091"
489203,Harrison County,TX,"$68,561"
489205,Hartley County,TX,"$7,547"
489207,Haskell County,TX,"$27,467"
489209,Hays County,TX,"$174,154"
489211,Hemphill County,TX,"$20,161"
489213,Henderson County,TX,"$162,396"
489215,Hidalgo County,TX,"$5,300,749"
489217,Hill County,TX,"$108,149"
489219,Hockley County,TX,"$49,555"
489221,Hood County,TX,"$73,755"
489223,Hopkins County,TX,"$76,601"
489225,Houston County,TX,"$65,456"
489227,Howard County,TX,"$79,896"
489229,Hudspeth County,TX,"$13,858"
489231,Hunt County,TX,"$203,178"
489233,Hutchinson County,TX,"$38,123"
489235,Irion County,TX,"$6,044"
489237,Jack County,TX,"$24,800"
489239,Jackson County,TX,"$36,843"
489241,Jasper County,TX,"$72,530"
489243,Jeff Davis County,TX,"$14,426"
489245,Jefferson County,TX,"$111,607"
489247,Jim Hogg County,TX,"$15,408"
489249,Jim Wells County,TX,"$95,519"
489251,Johnson County,TX,"$252,671"
489253,Jones County,TX,"$55,078"
489255,Karnes County,TX,"$47,065"
489257,Kaufman County,TX,"$182,280"
489259,Kendall County,TX,"$72,504"
489261,Kenedy County,TX,"$2,861"
489263,Kent County,TX,"$5,184"
489265,Kerr County,TX,"$108,906"
489267,Kimble County,TX,"$28,282"
489269,King County,TX,"$1,078"
489271,Kinney County,TX,"$23,103"
489273,Kleberg County,TX,"$88,752"
489275,Knox County,TX,"$18,879"
489277,Lamar County,TX,"$113,636"
489279,Lamb County,TX,"$45,925"
489281,Lampasas County,TX,"$48,844"
489283,La Salle County,TX,"$16,859"
489285,Lavaca County,TX,"$98,568"
489287,Lee County,TX,"$33,962"
489289,Leon County,TX,"$37,616"
489291,Liberty County,TX,"$166,287"
489293,Limestone County,TX,"$62,441"
489295,Lipscomb County,TX,"$13,951"
489297,Live Oak County,TX,"$22,846"
489299,Llano County,TX,"$44,640"
489301,Loving County,TX,$420
489303,Lubbock County,TX,"$96,236"
489305,Lynn County,TX,"$17,450"
489307,Mcculloch County,TX,"$34,319"
489309,Mclennan County,TX,"$188,991"
489311,Mcmullen County,TX,"$4,000"
489313,Madison County,TX,"$26,610"
489315,Marion County,TX,"$32,419"
489317,Martin County,TX,"$10,104"
489319,Mason County,TX,"$29,643"
489321,Matagorda County,TX,"$109,381"
489323,Maverick County,TX,"$200,046"
489325,Medina County,TX,"$102,934"
489327,Menard County,TX,"$19,777"
489329,Midland County,TX,"$31,881"
489331,Milam County,TX,"$71,299"
489333,Mills County,TX,"$33,324"
489335,Mitchell County,TX,"$30,740"
489337,Montague County,TX,"$68,002"
489339,Montgomery County,TX,"$1,574,753"
489341,Moore County,TX,"$53,354"
489343,Morris County,TX,"$30,813"
489345,Motley County,TX,"$11,857"
489347,Nacogdoches County,TX,"$159,411"
489349,Navarro County,TX,"$124,113"
489351,Newton County,TX,"$29,586"
489353,Nolan County,TX,"$55,640"
489355,Nueces County,TX,"$92,550"
489357,Ochiltree County,TX,"$28,785"
489359,Oldham County,TX,"$6,483"
489361,Orange County,TX,"$110,602"
489363,Palo Pinto County,TX,"$83,728"
489365,Panola County,TX,"$55,307"
489367,Parker County,TX,"$182,744"
489369,Parmer County,TX,"$31,339"
489371,Pecos County,TX,"$29,289"
489373,Polk County,TX,"$102,267"
489375,Potter County,TX,"$17,012"
489377,Presidio County,TX,"$46,238"
489379,Rains County,TX,"$17,277"
489381,Randall County,TX,"$58,706"
489383,Reagan County,TX,"$6,203"
489385,Real County,TX,"$18,561"
489387,Red River County,TX,"$41,239"
489389,Reeves County,TX,"$32,303"
489391,Refugio County,TX,"$19,885"
489393,Roberts County,TX,"$5,874"
489395,Robertson County,TX,"$38,856"
489397,Rockwall County,TX,"$87,547"
489399,Runnels County,TX,"$62,195"
489401,Rusk County,TX,"$119,430"
489403,Sabine County,TX,"$28,058"
489405,San Augustine County,TX,"$28,428"
489407,San Jacinto County,TX,"$53,843"
489409,San Patricio County,TX,"$153,480"
489411,San Saba County,TX,"$35,387"
489413,Schleicher County,TX,"$14,079"
489415,Scurry County,TX,"$38,038"
489417,Shackelford County,TX,"$15,764"
489419,Shelby County,TX,"$67,874"
489421,Sherman County,TX,"$8,925"
489423,Smith County,TX,"$212,865"
489425,Somervell County,TX,"$14,697"
489427,Starr County,TX,"$248,102"
489429,Stephens County,TX,"$32,752"
489431,Sterling County,TX,"$5,624"
489433,Stonewall County,TX,"$8,531"
489435,Sutton County,TX,"$12,804"
489437,Swisher County,TX,"$28,891"
489439,Tarrant County,TX,"$1,768,396"
489441,Taylor County,TX,"$51,869"
489443,Terrell County,TX,"$6,974"
