Geo Code,Jurisdiction,State,FY 2015 PPRN
489449,Titus County,TX,"$81,549"
489451,Tom Green County,TX,"$22,958"
489453,Travis County,TX,"$248,325"
489455,Trinity County,TX,"$29,928"
489457,Tyler County,TX,"$42,518"
489459,Upshur County,TX,"$75,536"
489461,Upton County,TX,"$7,158"
489463,Uvalde County,TX,"$88,919"
489465,Val Verde County,TX,"$120,801"
489467,Van Zandt County,TX,"$101,027"
489469,Victoria County,TX,"$38,581"
489471,Walker County,TX,"$113,190"
489473,Waller County,TX,"$89,470"
489475,Ward County,TX,"$19,981"
489477,Washington County,TX,"$103,340"
489479,Webb County,TX,"$71,283"
489481,Wharton County,TX,"$109,723"
489483,Wheeler County,TX,"$22,786"
489485,Wichita County,TX,"$59,309"
489487,Wilbarger County,TX,"$52,491"
489489,Willacy County,TX,"$78,312"
489491,Williamson County,TX,"$312,374"
489493,Wilson County,TX,"$68,961"
489495,Winkler County,TX,"$12,484"
489497,Wise County,TX,"$83,520"
489499,Wood County,TX,"$80,932"
489501,Yoakum County,TX,"$21,101"
489503,Young County,TX,"$54,066"
489505,Zapata County,TX,"$59,612"
489507,Zavala County,TX,"$42,069"
490174,Clearfield,UT,"$56,914"
490624,Layton,UT,"$76,534"
490642,Lehi City,UT,"$48,754"
490672,Logan,UT,"$118,204"
490888,Ogden,UT,"$237,886"
490918,Orem,UT,"$151,769"
491014,Provo,UT,"$910,616"
491074,St George,UT,"$122,558"
491092,Salt Lake City,UT,"$2,201,531"
491098,Sandy City,UT,"$93,798"
491152,South Jordan,UT,"$48,488"
491239,Taylorsville,UT,"$97,690"
491338,West Jordan,UT,"$132,958"
491346,West Valley,UT,"$273,238"
499001,Beaver County,UT,"$23,733"
499003,Box Elder County,UT,"$78,584"
499005,Cache County,UT,"$86,179"
499007,Carbon County,UT,"$48,805"
499009,Daggett County,UT,"$1,537"
499011,Davis County,UT,"$200,657"
499013,Duchesne County,UT,"$27,635"
499015,Emery County,UT,"$18,937"
499017,Garfield County,UT,"$15,816"
499019,Grand County,UT,"$16,830"
499021,Iron County,UT,"$104,163"
499023,Juab County,UT,"$20,661"
499025,Kane County,UT,"$9,627"
499027,Millard County,UT,"$33,995"
499029,Morgan County,UT,"$9,027"
499031,Piute County,UT,"$6,048"
499033,Rich County,UT,"$6,827"
499035,Salt Lake County,UT,"$1,522,145"
499037,San Juan County,UT,"$49,871"
499039,Sanpete County,UT,"$73,642"
499041,Sevier County,UT,"$45,778"
499043,Summit County,UT,"$37,042"
499045,Tooele County,UT,"$61,279"
499047,Uintah County,UT,"$43,530"
499049,Utah County,UT,"$296,784"
499051,Wasatch County,UT,"$31,500"
499053,Washington County,UT,"$100,421"
499055,Wayne County,UT,"$6,663"
499057,Weber County,UT,"$136,816"
500288,Burlington,VT,"$178,390"
509001,Addison County,VT,"$91,831"
509003,Bennington County,VT,"$127,274"
509005,Caledonia County,VT,"$103,607"
509007,Chittenden County,VT,"$231,312"
509009,Essex County,VT,"$23,210"
509011,Franklin County,VT,"$122,746"
509013,Grand Isle County,VT,"$17,126"
509015,Lamoille County,VT,"$73,734"
509017,Orange County,VT,"$83,943"
509019,Orleans County,VT,"$96,349"
509021,Rutland County,VT,"$184,764"
509023,Washington County,VT,"$161,292"
509025,Windham County,VT,"$132,684"
509027,Windsor County,VT,"$160,332"
510024,Alexandria,VA,"$179,942"
510114,Blacksburg,VA,"$108,397"
510186,Bristol,VA,"$58,428"
510264,Charlottesville,VA,"$97,382"
510288,Chesapeake,VA,"$246,356"
510312,Christiansburg,VA,"$27,020"
510384,Colonial Heights,VA,"$16,685"
510450,Danville,VA,"$210,724"
510612,Fredericksburg,VA,"$37,181"
510720,Hampton,VA,"$285,919"
510726,Harrisonburg,VA,"$125,738"
510780,Hopewell,VA,"$47,021"
510960,Lynchburg,VA,"$167,132"
511098,Newport News,VA,"$764,510"
511116,Norfolk,VA,"$2,616,270"
511200,Petersburg,VA,"$158,466"
511236,Portsmouth,VA,"$953,485"
511272,Radford,VA,"$35,285"
511308,Richmond,VA,"$2,827,431"
511320,Roanoke,VA,"$1,045,454"
511488,Suffolk,VA,"$111,787"
511590,Virginia Beach,VA,"$1,185,108"
511632,Waynesboro City,VA,"$46,882"
511674,Winchester,VA,"$59,278"
519001,Accomack County,VA,"$92,664"
519003,Albemarle County,VA,"$107,029"
519005,Alleghany County,VA,"$34,747"
519007,Amelia County,VA,"$13,606"
519009,Amherst County,VA,"$38,812"
519011,Appomattox County,VA,"$20,762"
519013,Arlington County,VA,"$757,067"
519015,Augusta County,VA,"$91,856"
519017,Bath County,VA,"$15,019"
519019,Bedford County,VA,"$77,149"
519021,Bland County,VA,"$7,598"
519023,Botetourt County,VA,"$42,670"
519025,Brunswick County,VA,"$31,659"
519027,Buchanan County,VA,"$41,018"
519029,Buckingham County,VA,"$22,211"
519031,Campbell County,VA,"$82,410"
519033,Caroline County,VA,"$36,304"
519035,Carroll County,VA,"$50,593"
519036,Charles City County,VA,"$7,223"
519037,Charlotte County,VA,"$27,281"
519041,Chesterfield County,VA,"$300,544"
519043,Clarke County,VA,"$24,060"
519045,Craig County,VA,"$7,878"
519047,Culpeper County,VA,"$50,619"
519049,Cumberland County,VA,"$23,994"
519051,Dickenson County,VA,"$30,407"
519053,Dinwiddie County,VA,"$34,403"
519057,Essex County,VA,"$15,922"
519059,Fairfax County,VA,"$3,256,299"
519061,Fauquier County,VA,"$75,648"
519063,Floyd County,VA,"$32,316"
519065,Fluvanna County,VA,"$24,151"
519067,Franklin County,VA,"$86,653"
519069,Frederick County,VA,"$97,230"
519071,Giles County,VA,"$30,069"
519073,Gloucester County,VA,"$42,388"
519075,Goochland County,VA,"$16,588"
519077,Grayson County,VA,"$32,177"
519079,Greene County,VA,"$18,241"
519081,Greensville County,VA,"$19,616"
519083,Halifax County,VA,"$72,379"
519085,Hanover County,VA,"$73,881"
519087,Henrico County,VA,"$1,052,867"
519089,Henry County,VA,"$117,193"
519091,Highland County,VA,"$12,576"
519093,Isle Of Wight County,VA,"$35,422"
519095,James City County,VA,"$57,136"
519097,King And Queen County,VA,"$9,671"
519099,King George County,VA,"$25,937"
519101,King William County,VA,"$17,773"
519103,Lancaster County,VA,"$23,649"
519105,Lee County,VA,"$45,805"
519107,Loudoun County,VA,"$271,753"
519109,Louisa County,VA,"$43,479"
519111,Lunenburg County,VA,"$25,141"
519113,Madison County,VA,"$24,436"
519115,Mathews County,VA,"$24,902"
519117,Mecklenburg County,VA,"$59,558"
519119,Middlesex County,VA,"$21,434"
519121,Montgomery County,VA,"$34,907"
519125,Nelson County,VA,"$31,164"
519127,New Kent County,VA,"$15,347"
519131,Northampton County,VA,"$42,127"
519133,Northumberland County,VA,"$23,175"
519135,Nottoway County,VA,"$30,023"
519137,Orange County,VA,"$45,877"
519139,Page County,VA,"$46,221"
519141,Patrick County,VA,"$28,379"
519143,Pittsylvania County,VA,"$99,904"
519145,Powhatan County,VA,"$16,977"
519147,Prince Edward County,VA,"$35,331"
519149,Prince George County,VA,"$26,903"
519153,Prince William County,VA,"$1,406,893"
519155,Pulaski County,VA,"$56,272"
519157,Rappahannock County,VA,"$20,029"
519159,Richmond County,VA,"$12,778"
519161,Roanoke County,VA,"$78,238"
519163,Rockbridge County,VA,"$45,692"
519165,Rockingham County,VA,"$111,254"
519167,Russell County,VA,"$45,524"
519169,Scott County,VA,"$43,039"
519171,Shenandoah County,VA,"$82,568"
519173,Smyth County,VA,"$58,862"
519175,Southampton County,VA,"$29,886"
519177,Spotsylvania County,VA,"$120,210"
519179,Stafford County,VA,"$108,804"
519181,Surry County,VA,"$14,846"
519183,Sussex County,VA,"$18,047"
519185,Tazewell County,VA,"$70,666"
519187,Warren County,VA,"$45,221"
519191,Washington County,VA,"$76,740"
519193,Westmoreland County,VA,"$30,083"
519195,Wise County,VA,"$72,217"
519197,Wythe County,VA,"$51,977"
519199,York County,VA,"$50,942"
519515,Bedford City,VA,"$14,212"
519530,Buena Vista City,VA,"$13,756"
519580,Covington City,VA,"$21,681"
519595,Emporia City,VA,"$17,578"
519620,Franklin City,VA,"$16,011"
519640,Galax City,VA,"$16,861"
519678,Lexington City,VA,"$14,341"
519690,Martinsville City,VA,"$35,203"
519720,Norton City,VA,"$8,819"
519735,Poquoson City,VA,"$9,160"
519775,Salem City,VA,"$26,948"
519790,Staunton City,VA,"$54,587"
519830,Williamsburg City,VA,"$15,764"
530036,Anacortes,WA,"$22,213"
530054,Auburn,WA,"$124,265"
530084,Bellevue,WA,"$143,955"
530090,Bellingham,WA,"$184,060"
530132,Bremerton,WA,"$98,747"
530396,East Wenatchee City,WA,"$27,415"
530480,Everett,WA,"$208,439"
530514,Federal Way,WA,"$161,556"
530720,Kennewick,WA,"$134,404"
530726,Kent City,WA,"$227,686"
530795,Lakewood,WA,"$117,424"
530840,Longview,WA,"$77,200"
530906,Marysville,WA,"$89,181"
531020,Mount Vernon,WA,"$67,967"
531134,Olympia,WA,"$85,221"
531188,Pasco,WA,"$159,320"
531296,Redmond,WA,"$60,365"
531302,Renton City,WA,"$146,041"
531314,Richland,WA,"$55,244"
531392,Seattle,WA,"$6,297,615"
531420,Shoreline,WA,"$64,542"
531488,Spokane,WA,"$2,031,298"
531554,Tacoma,WA,"$1,503,932"
531668,Vancouver,WA,"$285,363"
531680,Walla Walla City,WA,"$95,601"
531728,Wenatchee,WA,"$48,991"
531830,Yakima,WA,"$209,554"
539001,Adams County,WA,"$57,317"
539003,Asotin County,WA,"$37,971"
539005,Benton County,WA,"$73,060"
539007,Chelan County,WA,"$78,881"
539009,Clallam County,WA,"$108,162"
539011,Clark County,WA,"$355,804"
539013,Columbia County,WA,"$16,302"
539015,Cowlitz County,WA,"$117,615"
539017,Douglas County,WA,"$61,244"
539019,Ferry County,WA,"$15,568"
539021,Franklin County,WA,"$36,532"
539023,Garfield County,WA,"$11,342"
539025,Grant County,WA,"$215,220"
539027,Grays Harbor County,WA,"$209,581"
539029,Island County,WA,"$83,207"
539031,Jefferson County,WA,"$48,160"
539033,King County,WA,"$2,462,572"
539035,Kitsap County,WA,"$239,470"
539037,Kittitas County,WA,"$100,787"
539039,Klickitat County,WA,"$47,381"
539041,Lewis County,WA,"$166,694"
539043,Lincoln County,WA,"$34,188"
539045,Mason County,WA,"$101,258"
539047,Okanogan County,WA,"$91,782"
539049,Pacific County,WA,"$70,148"
539051,Pend Oreille County,WA,"$32,409"
539053,Pierce County,WA,"$1,714,532"
539055,San Juan County,WA,"$27,968"
539057,Skagit County,WA,"$125,624"
539059,Skamania County,WA,"$19,283"
539061,Snohomish County,WA,"$1,659,332"
539063,Spokane County,WA,"$334,185"
539065,Stevens County,WA,"$76,178"
539067,Thurston County,WA,"$260,270"
539069,Wahkiakum County,WA,"$8,941"
539071,Walla Walla County,WA,"$42,245"
539073,Whatcom County,WA,"$165,559"
539075,Whitman County,WA,"$121,083"
539077,Yakima County,WA,"$384,913"
540090,Beckley City,WV,"$68,551"
540264,Charleston,WV,"$936,254"
540666,Huntington,WV,"$1,051,921"
540846,Martinsburg,WV,"$66,853"
540930,Morgantown,WV,"$89,521"
541038,Parkersburg,WV,"$195,350"
541368,Vienna City,WV,"$21,221"
541392,Weirton,WV,"$93,855"
541446,Wheeling,WV,"$282,368"
549001,Barbour County,WV,"$33,417"
549003,Berkeley County,WV,"$147,335"
549005,Boone County,WV,"$47,201"
549007,Braxton County,WV,"$33,345"
549009,Brooke County,WV,"$42,122"
549011,Cabell County,WV,"$68,324"
549013,Calhoun County,WV,"$16,431"
549015,Clay County,WV,"$22,848"
549017,Doddridge County,WV,"$23,232"
549019,Fayette County,WV,"$109,555"
549021,Gilmer County,WV,"$19,215"
549023,Grant County,WV,"$25,055"
549025,Greenbrier County,WV,"$79,678"
549027,Hampshire County,WV,"$43,738"
549029,Hancock County,WV,"$29,992"
549031,Hardy County,WV,"$22,935"
549033,Harrison County,WV,"$161,503"
549035,Jackson County,WV,"$55,603"
549037,Jefferson County,WV,"$92,679"
549039,Kanawha County,WV,"$214,205"
549041,Lewis County,WV,"$38,452"
549043,Lincoln County,WV,"$67,369"
549045,Logan County,WV,"$83,994"
549047,Mcdowell County,WV,"$84,471"
549049,Marion County,WV,"$140,223"
549051,Marshall County,WV,"$81,690"
549053,Mason County,WV,"$52,961"
549055,Mercer County,WV,"$134,035"
549057,Mineral County,WV,"$50,517"
549059,Mingo County,WV,"$66,957"
549061,Monongalia County,WV,"$107,928"
549063,Monroe County,WV,"$34,112"
549065,Morgan County,WV,"$28,290"
549067,Nicholas County,WV,"$53,445"
549069,Ohio County,WV,"$27,405"
549071,Pendleton County,WV,"$22,950"
549073,Pleasants County,WV,"$16,244"
549075,Pocahontas County,WV,"$22,173"
549077,Preston County,WV,"$61,126"
549079,Putnam County,WV,"$59,616"
549081,Raleigh County,WV,"$88,359"
549083,Randolph County,WV,"$58,214"
549085,Ritchie County,WV,"$30,667"
549087,Roane County,WV,"$34,479"
549089,Summers County,WV,"$35,338"
549091,Taylor County,WV,"$40,504"
549093,Tucker County,WV,"$21,377"
549095,Tyler County,WV,"$26,586"
549097,Upshur County,WV,"$41,630"
549099,Wayne County,WV,"$87,966"
549101,Webster County,WV,"$22,453"
549103,Wetzel County,WV,"$39,476"
549105,Wirt County,WV,"$18,869"
549107,Wood County,WV,"$77,378"
549109,Wyoming County,WV,"$48,161"
550216,Appleton,WI,"$130,728"
550568,Beloit,WI,"$142,462"
551920,Eau Claire,WI,"$132,897"
552264,Fond Du Lac,WI,"$116,091"
552664,Green Bay,WI,"$235,013"
553224,Janesville,WI,"$116,733"
553316,Kenosha,WI,"$229,312"
553428,La Crosse,WI,"$220,885"
553944,Madison,WI,"$1,154,319"
554340,Milwaukee,WI,"$10,087,605"
554588,Neenah,WI,"$45,421"
554960,Oshkosh,WI,"$182,970"
555424,Racine,WI,"$1,150,203"
556000,Sheboygan,WI,"$204,860"
556492,Superior,WI,"$163,666"
556948,Waukesha,WI,"$104,214"
556980,Wausau,WI,"$143,765"
557008,Wauwatosa,WI,"$225,439"
557056,West Allis,WI,"$290,171"
559001,Adams County,WI,"$43,018"
559003,Ashland County,WI,"$56,672"
559005,Barron County,WI,"$100,965"
559007,Bayfield County,WI,"$41,876"
559009,Brown County,WI,"$229,476"
559011,Buffalo County,WI,"$34,649"
559013,Burnett County,WI,"$45,897"
559015,Calumet County,WI,"$60,265"
559017,Chippewa County,WI,"$116,955"
559019,Clark County,WI,"$102,476"
559021,Columbia County,WI,"$118,549"
559023,Crawford County,WI,"$40,986"
559025,Dane County,WI,"$250,531"
559027,Dodge County,WI,"$187,956"
559029,Door County,WI,"$71,016"
559031,Douglas County,WI,"$31,574"
559033,Dunn County,WI,"$101,750"
559035,Eau Claire County,WI,"$60,267"
559037,Florence County,WI,"$12,921"
559039,Fond Du Lac County,WI,"$109,142"
559041,Forest County,WI,"$27,237"
559043,Grant County,WI,"$128,880"
559045,Green County,WI,"$82,394"
559047,Green Lake County,WI,"$46,945"
559049,Iowa County,WI,"$55,199"
559051,Iron County,WI,"$21,650"
559053,Jackson County,WI,"$56,232"
559055,Jefferson County,WI,"$176,212"
559057,Juneau County,WI,"$61,511"
559059,Kenosha County,WI,"$95,942"
559061,Kewaunee County,WI,"$45,777"
559063,La Crosse County,WI,"$105,856"
559065,Lafayette County,WI,"$46,322"
559067,Langlade County,WI,"$66,325"
559069,Lincoln County,WI,"$61,676"
559071,Manitowoc County,WI,"$196,660"
559073,Marathon County,WI,"$150,245"
559075,Marinette County,WI,"$102,397"
559077,Marquette County,WI,"$39,757"
559078,Menominee County,WI,"$17,919"
559079,Milwaukee County,WI,"$347,182"
559081,Monroe County,WI,"$126,689"
559083,Oconto County,WI,"$82,774"
559085,Oneida County,WI,"$72,208"
559087,Outagamie County,WI,"$194,181"
559089,Ozaukee County,WI,"$99,928"
559091,Pepin County,WI,"$17,594"
559093,Pierce County,WI,"$75,482"
559095,Polk County,WI,"$90,341"
559097,Portage County,WI,"$151,548"
559099,Price County,WI,"$40,291"
559101,Racine County,WI,"$161,306"
559103,Richland County,WI,"$47,530"
559105,Rock County,WI,"$103,672"
559107,Rusk County,WI,"$44,895"
559109,St. Croix County,WI,"$142,274"
559111,Sauk County,WI,"$125,682"
559113,Sawyer County,WI,"$57,640"
559115,Shawano County,WI,"$94,094"
559117,Sheboygan County,WI,"$113,862"
559119,Taylor County,WI,"$46,696"
559121,Trempealeau County,WI,"$70,121"
559123,Vernon County,WI,"$84,498"
559125,Vilas County,WI,"$53,294"
559127,Walworth County,WI,"$246,119"
559129,Washburn County,WI,"$41,882"
559131,Washington County,WI,"$168,557"
559133,Waukesha County,WI,"$227,839"
559135,Waupaca County,WI,"$109,205"
559137,Waushara County,WI,"$60,463"
559139,Winnebago County,WI,"$120,271"
559141,Wood County,WI,"$140,169"
560054,Casper,WY,"$65,760"
560060,Cheyenne,WY,"$101,071"
569001,Albany County,WY,"$74,427"
569003,Big Horn County,WY,"$22,716"
569005,Campbell County,WY,"$54,150"
569007,Carbon County,WY,"$30,010"
569009,Converse County,WY,"$17,390"
569011,Crook County,WY,"$8,850"
569013,Fremont County,WY,"$71,614"
569015,Goshen County,WY,"$26,432"
569017,Hot Springs County,WY,"$9,623"
569019,Johnson County,WY,"$13,036"
569021,Laramie County,WY,"$37,255"
569023,Lincoln County,WY,"$23,968"
569025,Natrona County,WY,"$27,182"
569027,Niobrara County,WY,"$8,534"
569029,Park County,WY,"$33,957"
569031,Platte County,WY,"$20,059"
569033,Sheridan County,WY,"$50,147"
569035,Sublette County,WY,"$11,103"
569037,Sweetwater County,WY,"$59,674"
569039,Teton County,WY,"$23,941"
569041,Uinta County,WY,"$27,895"
569043,Washakie County,WY,"$11,413"
569045,Weston County,WY,"$12,233"
600001,American Samoa,AS,"$421,742"
660001,Guam,GU,"$1,236,101"
690001,Northern Marianas,MP,"$394,389"
729001,"Adjuntas Municipio, Puerto Rico",PR,"$93,076"
729003,"Aguada Municipio, Puerto Rico",PR,"$165,377"
729005,Aguadilla Municipio,PR,"$671,803"
729007,"Aguas Buenas Municipio, Puerto Rico",PR,"$137,342"
729009,"Aibonito Municipio, Puerto Rico",PR,"$221,915"
729011,"Añasco Municipio, Puerto Rico",PR,"$123,817"
729013,Arecibo Municipio,PR,"$968,513"
729015,"Arroyo Municipio, Puerto Rico",PR,"$97,872"
729017,"Barceloneta Municipio, Puerto Rico",PR,"$90,026"
729019,"Barranquitas Municipio, Puerto Rico",PR,"$170,454"
729021,Bayamon Municipio,PR,"$1,693,538"
729023,Cabo Rojo Municipio,PR,"$205,823"
729025,Caguas Municipio,PR,"$1,224,969"
729027,"Camuy Municipio, Puerto Rico",PR,"$123,075"
729029,Canovanas Municipio,PR,"$186,795"
729031,Carolina Municipio,PR,"$1,468,017"
729033,"Cataño Municipio, Puerto Rico",PR,"$129,526"
729035,Cayey Municipio,PR,"$164,966"
729037,"Ceiba Municipio, Puerto Rico",PR,"$56,961"
729039,"Ciales Municipio, Puerto Rico",PR,"$86,432"
729041,Cidra Municipio,PR,"$153,058"
729043,"Coamo Municipio, Puerto Rico",PR,"$317,458"
729045,"Comerío Municipio, Puerto Rico",PR,"$101,521"
729047,"Corozal Municipio, Puerto Rico",PR,"$193,129"
729049,"Culebra Municipio, Puerto Rico",PR,"$8,346"
729051,"Dorado Municipio, Puerto Rico",PR,"$134,471"
729053,Fajardo Municipio,PR,"$144,505"
729054,"Florida Municipio, Puerto Rico",PR,"$50,614"
729055,"Guánica Municipio, Puerto Rico",PR,"$179,000"
729057,Guayama Municipio,PR,"$177,980"
729059,"Guayanilla Municipio, Puerto Rico",PR,"$94,888"
729061,Guaynabo Municipio,PR,"$688,876"
729063,"Gurabo Municipio, Puerto Rico",PR,"$137,077"
729065,"Hatillo Municipio, Puerto Rico",PR,"$152,275"
729067,"Hormigueros Municipio, Puerto Rico",PR,"$79,397"
729069,Humacao Municipio,PR,"$602,669"
729071,Isabela Municipio,PR,"$208,712"
729073,"Jayuya Municipio, Puerto Rico",PR,"$79,585"
729075,Juana Diaz Municipio,PR,"$661,271"
729077,"Juncos Municipio, Puerto Rico",PR,"$147,741"
729079,"Lajas Municipio, Puerto Rico",PR,"$120,920"
729081,"Lares Municipio, Puerto Rico",PR,"$149,828"
729083,"Las Marías Municipio, Puerto Rico",PR,"$54,075"
729085,"Las Piedras Municipio, Puerto Rico",PR,"$142,122"
729087,"Loíza Municipio, Puerto Rico",PR,"$130,869"
729089,"Luquillo Municipio, Puerto Rico",PR,"$94,664"
729091,Manati Municipio,PR,"$199,160"
729093,"Maricao Municipio, Puerto Rico",PR,"$56,624"
729095,"Maunabo Municipio, Puerto Rico",PR,"$79,035"
729097,Mayaguez Municipio,PR,"$1,012,699"
729099,"Moca Municipio, Puerto Rico",PR,"$163,809"
729101,"Morovis Municipio, Puerto Rico",PR,"$153,849"
729103,"Naguabo Municipio, Puerto Rico",PR,"$128,615"
729105,"Naranjito Municipio, Puerto Rico",PR,"$141,553"
729107,"Orocovis Municipio, Puerto Rico",PR,"$104,581"
729109,"Patillas Municipio, Puerto Rico",PR,"$111,727"
729111,"Peñuelas Municipio, Puerto Rico",PR,"$128,941"
729113,Ponce Municipio,PR,"$1,872,918"
729115,"Quebradillas Municipio, Puerto Rico",PR,"$109,836"
729117,"Rincón Municipio, Puerto Rico",PR,"$56,824"
729119,Rio Grande Municipio,PR,"$212,063"
729121,"Sabana Grande Municipio, Puerto Rico",PR,"$107,585"
729123,"Salinas Municipio, Puerto Rico",PR,"$231,950"
729125,San German Municipio,PR,"$142,546"
729127,San Juan Municipio,PR,"$4,285,889"
729129,"San Lorenzo Municipio, Puerto Rico",PR,"$173,728"
729131,San Sebastian Municipio,PR,"$187,514"
729133,"Santa Isabel Municipio, Puerto Rico",PR,"$180,369"
729135,Toa Alta Municipio,PR,"$260,054"
729137,Toa Baja Municipio,PR,"$867,472"
729139,Trujillo Alto Municipio,PR,"$227,921"
729141,"Utuado Municipio, Puerto Rico",PR,"$150,494"
729143,"Vega Alta Municipio, Puerto Rico",PR,"$173,203"
729145,Vega Baja Municipio,PR,"$659,115"
729147,"Vieques Municipio, Puerto Rico",PR,"$46,092"
729149,"Villalba Municipio, Puerto Rico",PR,"$139,140"
729151,"Yabucoa Municipio, Puerto Rico",PR,"$197,576"
729153,Yauco Municipio,PR,"$197,979"
780001,Virgin Islands,VI,"$807,252"
